"","ID","Genotype_rec","Genotype","CMD","DMC","Year","Institutional.source.of.this.variety","Pedigree","CIAT.related","CMD.Resistance","Dry.matter.content..in...","X.1","MATINH","ID.y","X","IDHO","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B12A1_C0A","M4B12A1_C0B","M4B12A1_C0C","M4B12A1_C0D","M4B12A2_C1","M4B12A2_C1A","M4B12A2_C1A_GHIRO","M4B12A3_TENTR","M4B12A3_C2","M4B12A3_C3","M4B12A3_C4","M4B12A3_C5","M4B12A3_C6","M4B12A3_C6_GHIRO","M4B12A3_C7","M4B12A3_C8","M4B12A3_C91","M4B12A3_C92","M4B12A3_C93","M4B12A3_C94","M4B12A3_C95","M4B12A3_C10D","M4B12A3_C10M","M4B12A4_C1","M4B12A4_KD","M4B12A4_VD","M4B12A1_MA","M4B12A1_C1","M4B12A1_C1_GHIRO","M4B12A1_C2","M4B12A1_C3","M4B12A1_C4","M4B12A1_C5","M4B12A1_C6","Province_name","Region"
"405","506","Other landraces","sắn nếp",TRUE,TRUE,NA,NA,NA,"No",NA,NA,325,25,"25-236-8461005014",179,8461005014,236,8461,5,14,3,2,2,2,1,1,NA,"","DỘC CAO",1,1,"lá tre",1,6,"",5,2,1,1,1,1,1,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"406","507","Cao San","sắn cao sản/sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,280,25,"25-227-7921002013",1385,7921002013,227,7921,2,13,4,2,2,2,1,1,NA,"","ĐẦU TÔM",1,1,"sắn lá tre",1,5,"",6,2,1,1,1,1,1,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"407","508","Cao San","Sắn cao sản",FALSE,TRUE,NA,NA,NA,"No",NA,NA,326,25,"25-237-8497004001",621,8497004001,237,8497,4,1,2,2,2,2,1,1,NA,NA,"VƯỜN NHÀ",1,1,"sắn cao sản",1,6,NA,15,2,1,1,1,1,1,18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"408","509","Other landraces","sắn xanh",TRUE,TRUE,NA,NA,NA,"No",NA,NA,298,25,"25-230-8041004011",1388,8041004011,230,8041,4,11,4,1,2,2,2,1,NA,"","VƯỜN NHÀ",1,1,"sắn xanh",1,6,"",10,2,2,2,1,2,1,6,11,NA,NA,NA,1,4,"","",NA,NA,NA,500,"Phu Tho","NMMA"
"409","51","Dịa phương","sắn lá tre/địa phương",FALSE,FALSE,NA,NA,NA,"No",NA,NA,27,2,"2-34-1189008006",418,1189008006,34,1189,8,6,2,2,2,2,1,1,NA,NA,"MINH TÂN",1,1,"sắn trắng",1,6,NA,10,2,1,2,1,2,1,19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ha Giang","NMMA"
"410","510","Sắn tre","sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,335,25,"25-238-8647003005",187,8647003005,238,8647,3,5,3,2,2,2,1,1,NA,"","THỬA SẮN",1,1,"sắn cao sản",1,6,"",1,2,1,1,1,2,1,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"411","512","Sắn tre","sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,309,25,"25-235-8380011001",173,8380011001,235,8380,11,1,3,2,2,2,1,1,NA,"","01",1,1,"sắn lá tre",1,6,"",10,2,2,2,2,2,1,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"412","514","Other landraces","lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,293,25,"25-232-8197010004",168,8197010004,232,8197,10,4,3,2,2,2,1,1,NA,"","CÂY SUI",1,1,"lá tre",2,6,"",10,2,1,2,1,1,1,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"413","515","Sắn tre","sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,333,25,"25-238-8632010012",1416,8632010012,238,8632,10,12,4,2,2,2,1,1,NA,"","VƯỜN NHÀ",1,1,"sắn lá tre",1,6,"",4,2,1,2,1,2,2,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"414","516","Cao San","sắn cao sản/sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,342,25,"25-239-8689015010",1420,8689015010,239,8689,15,10,4,1,2,2,2,1,NA,"","VƯỜN THÁNH",1,1,"sắn cao sản",2,6,"",1,2,1,1,1,1,1,5,11,NA,NA,NA,1,1,"","99",8689,2,NA,1000,"Phu Tho","NMMA"
"415","517","Cao San","sắn cao sản/sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,340,25,"25-239-8689015005",1418,8689015005,239,8689,15,5,4,1,2,2,2,1,NA,"","VƯỜN THÁNH",1,1,"cao sản",1,6,"",2,2,1,1,1,2,1,18,11,NA,NA,NA,1,1,"","99",8689,2,NA,700,"Phu Tho","NMMA"
"416","518","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,299,25,"25-234-8311006001",1393,8311006001,234,8311,6,1,4,1,2,2,2,1,NA,"","RƯNG 1",1,1,"Sắn lá tre",1,6,"",11,2,2,1,1,2,1,11,11,NA,NA,NA,1,2,"","99",8311,6,NA,12960,"Phu Tho","NMMA"
"417","519","KM57","KM57_VNM8",TRUE,TRUE,NA,NA,NA,"No",NA,NA,283,25,"25-230-8008006009",1386,8008006009,230,8008,6,9,4,2,2,2,1,1,NA,"","VƯỜN NHÀ",1,1,"sắn xanh",1,6,"",10,2,2,2,2,2,1,17,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"418","52","KM297","KM297",FALSE,FALSE,21,"CIAT/IAS","Mother: CM9914","Yes","",NA,34,2,"2-35-1228002002",30,1228002002,35,1228,2,2,3,1,2,2,2,1,NA,"","NẶM NGOA",1,1,"sắn cao sản",2,6,"",2,2,1,1,1,1,1,16,8,NA,NA,NA,1,1,"","99",1156,2,NA,4604,"Ha Giang","NMMA"
"419","520","Other landraces","sắn xanh",TRUE,TRUE,NA,NA,NA,"No",NA,NA,285,25,"25-230-7987001010",611,7987001010,230,7987,1,10,2,2,2,2,1,1,NA,NA,"ĐỒI HÀNG GÀ",1,1,"xanh cao sản",2,6,NA,5,2,1,1,1,2,1,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"420","521","Cao San","sắn cao sản/sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,311,25,"25-235-8380011009",170,8380011009,235,8380,11,9,3,2,2,2,1,1,NA,"","THỬA 01",1,1,"sắn lá tre",1,6,"",10,2,2,2,2,2,1,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"421","522","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,304,25,"25-235-8374006002",1403,8374006002,235,8374,6,2,4,2,2,2,1,1,NA,"","THỬA 1",1,1,"sắn lá tre",1,6,"",10,2,2,2,2,2,1,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"422","523","Other landraces","sắn xanh",TRUE,TRUE,NA,NA,NA,"No",NA,NA,286,25,"25-230-8041004013",1389,8041004013,230,8041,4,13,4,2,2,2,1,1,NA,"","VƯỜN NHÀ",1,1,"sắn xanh cao sản",2,6,"",3,2,1,2,1,2,1,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"423","524","Other landraces","sắn xanh",TRUE,TRUE,NA,NA,NA,"No",NA,NA,290,25,"25-231-8143007006",165,8143007006,231,8143,7,6,3,2,2,2,1,1,NA,"","VƯỜN NHÀ",1,1,"Sắn xanh",1,6,"",3,2,2,2,1,2,1,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"424","525","Cao San","sắn cao sản/sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,343,25,"25-239-8689015014",1421,8689015014,239,8689,15,14,4,1,2,2,2,1,NA,"","VƯỜN THÁNH",1,1,"sắn cao sản",2,6,"",2,2,1,1,1,1,1,19,11,NA,NA,NA,1,1,"","99",8689,2,NA,1000,"Phu Tho","NMMA"
"425","526","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,306,25,"25-235-8374006009",1405,8374006009,235,8374,6,9,4,2,2,2,1,1,NA,"","GÒ ĐỒI",1,1,"lá tre",1,6,"",5,2,1,1,1,2,1,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"426","528","Cao San","sắn cao sản/sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,315,25,"25-235-8407005014",1005,8407005014,235,8407,5,14,1,2,2,2,1,1,NA,NA,"GÒ cẮP",1,1,"cao sản",2,4,NA,10,2,1,2,1,2,1,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"427","528","Cao San","sắn cao sản/sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,314,25,"25-235-8407005007",1003,8407005007,235,8407,5,7,1,2,2,2,1,1,NA,NA,"RUỘNG 1",1,1,"Cao sản",2,4,NA,4,2,1,1,1,2,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"428","529","Other landraces","sắn xanh",TRUE,TRUE,NA,NA,NA,"No",NA,NA,284,25,"25-230-8041004006",1387,8041004006,230,8041,4,6,4,2,2,2,1,1,NA,"","VƯỜN NHÀ",1,1,"sắn xanh",1,6,"",4,2,2,2,1,2,1,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"429","530","Cao San","sắn trắng/cao sản",TRUE,TRUE,NA,NA,NA,"No",NA,NA,297,25,"25-233-8248014008",615,8248014008,233,8248,14,8,2,2,2,2,1,1,NA,NA,"LONG CỚI",1,1,"cao sản",1,6,NA,20,2,1,1,1,1,1,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"430","531","Cao San","sắn cao sản/sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,279,25,"25-227-7921002001",1383,7921002001,227,7921,2,1,4,2,2,2,1,1,NA,"","NƯƠNG BỜ NGOAN",1,1,"sắn nếp hà bắc",1,7,"hộ để lại qua các năm",10,2,1,1,1,1,1,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"431","533","Cao San","sắn cao sản/sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,336,25,"25-238-8647003006",183,8647003006,238,8647,3,6,3,2,2,2,1,1,NA,"","THỬA SẮN",1,1,"sắn lá tre",1,6,"",1,2,1,2,1,2,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"432","534","Other landraces","sắn nếp",TRUE,TRUE,NA,NA,NA,"No",NA,NA,337,25,"25-238-8647003009",185,8647003009,238,8647,3,9,3,2,2,2,1,1,NA,"","THỬA 1",1,1,"sắn nếp",1,6,"",1,2,1,1,1,2,1,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"433","535","Sắn tre","sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,317,25,"25-235-8428011009",1409,8428011009,235,8428,11,9,4,2,2,2,1,1,NA,"","THỬA 1",1,1,"sắn lá xanh",1,6,"",10,2,2,1,2,2,1,12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"434","536","Cao San","sắn trắng/cao sản",TRUE,TRUE,NA,NA,NA,"No",NA,NA,295,25,"25-233-8248014002",613,8248014002,233,8248,14,2,2,2,2,2,1,1,NA,NA,"ĐỒI QUAN HĂM",1,1,"sắn cao sản",2,6,NA,2,2,1,1,1,1,1,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"435","537","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,301,25,"25-234-8311006007",1396,8311006007,234,8311,6,7,4,1,2,2,2,1,NA,"","RỪNG KHU SẶT",1,1,"lá tre",1,6,"",8,2,2,2,1,2,1,5,11,NA,NA,NA,1,5,"thương lái nơi khác đến mua tại điểm cân sắn","99",9499,1,NA,3000,"Phu Tho","NMMA"
"436","538","Sắn tre","sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,334,25,"25-238-8647003003",186,8647003003,238,8647,3,3,3,2,2,2,1,1,NA,"","THỬA SẮN",1,1,"sắn cao sản",1,6,"",1,2,1,1,1,2,1,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"437","539","Sắn tre","sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,328,25,"25-237-8497004009",623,8497004009,237,8497,4,9,2,NA,NA,1,NA,1,NA,NA,"ĐẤT ĐỒI LIỀN NHÀ",1,1,"sắn tẻ",1,6,NA,5,2,2,2,2,2,1,19,5,NA,NA,NA,3,4,NA,NA,NA,NA,NA,2500,"Phu Tho","NMMA"
"438","54","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,35,2,"2-35-1228002003",32,1228002003,35,1228,2,3,3,1,2,2,2,1,NA,"","NẶM NGOA",1,1,"sắn lá tre",2,6,"",3,2,1,1,1,1,1,16,8,NA,NA,NA,1,1,"","99",1156,1,NA,5116,"Ha Giang","NMMA"
"439","540","Cao San","sắn cao sản/sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,344,25,"25-238-8647003011",184,8647003011,238,8647,3,11,3,2,2,2,1,1,NA,"","ĐẤT TRỒNG SẮN",1,1,"sắn lá tre",1,6,"",1,2,1,1,1,2,1,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"440","543","Cao San","sắn cao sản/sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,281,25,"25-227-8281017005",617,8281017005,227,8281,17,5,2,2,2,2,1,1,NA,NA,"GÒ RAI",2,1,"sắn tây",1,4,NA,10,1,1,1,1,2,1,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phu Tho","NMMA"
"441","544","Cao San","sắn cao sản/sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,312,25,"25-235-8380011013",171,8380011013,235,8380,11,13,3,1,2,2,2,1,NA,"","GÒ VƯỜN",1,1,"lá tre",2,4,"",3,2,1,2,1,2,1,4,8,NA,NA,NA,1,2,"","99",7924,2,NA,1044,"Phu Tho","NMMA"
"442","545","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,303,25,"25-234-8311006011",1400,8311006011,234,8311,6,11,4,1,2,2,2,1,NA,"","Đồi 1",1,1,"sắn lá tre",1,6,"",12,2,2,1,1,1,1,5,11,NA,NA,NA,1,1,"","99",8311,3,NA,5150,"Phu Tho","NMMA"
"443","55","KM140","KM140",FALSE,TRUE,13,"IAS","KM 36 x KM98-1","Yes","No",38.5,22,2,"2-34-1186011010",848,1186011010,34,1186,11,10,1,2,2,2,1,1,NA,NA,"THÔN CHANG",1,1,"cao sản",2,6,NA,2,2,1,2,1,1,1,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ha Giang","NMMA"
"444","56","Other landraces","San trang",TRUE,TRUE,NA,NA,NA,"No",NA,NA,33,2,"2-35-1228002001",31,1228002001,35,1228,2,1,3,2,2,2,1,1,NA,"","THÔN NẶM NGOA",1,1,"Sắn Chuối",1,6,"",20,2,2,1,1,1,1,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ha Giang","NMMA"
"445","560","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,393,40,"40-423-17284011009",644,17284011009,423,17284,11,9,2,1,2,2,2,1,NA,NA,"BÃI HỦNG RÈN",2,1,"sắn lá đỏ",2,6,NA,2,2,1,1,1,1,1,25,5,NA,NA,NA,1,1,NA,"99",17506,1,NA,4250,"Nghe An","NCC"
"446","561","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,384,40,"40-418-16912009012",639,16912009012,418,16912,9,12,2,1,2,2,2,1,NA,NA,"Khe Nộc Chích",1,1,"sắn cao sản",1,6,NA,2,2,1,2,1,2,1,11,5,NA,NA,NA,1,4,NA,NA,NA,NA,NA,1600,"Nghe An","NCC"
"447","563","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,382,40,"40-418-16912009002",637,16912009002,418,16912,9,2,2,1,2,2,2,1,NA,NA,"CỮA KHE BẢNH THOONG",1,1,"sắn cao sản",1,6,NA,2,2,1,1,1,1,1,11,5,NA,NA,NA,1,2,NA,"chế biến sắn",16912,2,NA,4000,"Nghe An","NCC"
"448","565","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,380,40,"40-418-16900006017",635,16900006017,418,16900,6,17,2,2,2,2,1,1,NA,NA,"Khe Lúc",1,1,"Sắn ăn",1,6,NA,2,2,2,2,1,2,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nghe An","NCC"
"449","566","KM57","KM57_VNM8",TRUE,TRUE,NA,NA,NA,"No",NA,NA,400,40,"40-428-17797001014",1039,17797001014,428,17797,1,14,1,2,2,2,1,1,NA,NA,"B",1,1,"sắn xanh hòa bình",1,2,NA,1,2,2,2,1,1,1,27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nghe An","NCC"
"450","567","KM140","KM140",FALSE,TRUE,13,"IAS","KM 36 x KM98-1","Yes","No",38.5,394,40,"40-423-17284011012",645,17284011012,423,17284,11,12,2,1,2,2,2,1,NA,NA,"ĐỒNG MÁY CÀY",1,1,"sắn trắng",2,6,NA,3,2,1,1,1,1,1,25,5,NA,NA,NA,1,1,NA,"99",17506,1,NA,6000,"Nghe An","NCC"
"451","568","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,377,40,"40-418-16900006005",632,16900006005,418,16900,6,5,2,1,2,2,2,1,NA,NA,"KHE LÚC",1,1,"sắn cao sản",2,6,NA,2,2,1,1,1,1,1,11,5,NA,NA,NA,1,2,NA,"99",16900,2,NA,5250,"Nghe An","NCC"
"452","569","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,375,40,"40-417-16840010006",1032,16840010006,417,16840,10,6,1,2,2,2,1,1,NA,NA,"VƯỜN NHÀ",1,1,"truyền thống",1,6,NA,15,2,2,1,1,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nghe An","NCC"
"453","57","Dịa phương","sắn lá tre/địa phương",FALSE,FALSE,NA,NA,NA,"No",NA,NA,2,2,"2-27-811007015",822,811007015,27,811,7,15,1,2,2,2,1,1,NA,NA,"BẢN RUỘC",1,1,"Địa phương",1,6,NA,0,2,2,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ha Giang","NMMA"
"454","570","KM140","KM140",FALSE,TRUE,13,"IAS","KM 36 x KM98-1","Yes","No",38.5,391,40,"40-423-17284011006",642,17284011006,423,17284,11,6,2,1,2,2,2,1,1,NA,"LÀNG MỚI",1,1,"Sắn trắng",1,6,NA,5,1,1,1,1,1,1,25,5,NA,NA,NA,1,1,NA,"99",17284,5,NA,1700,"Nghe An","NCC"
"455","571","KM57","KM57_VNM8",TRUE,TRUE,NA,NA,NA,"No",NA,NA,399,40,"40-428-17797001013",1038,17797001013,428,17797,1,13,1,1,2,2,2,1,NA,NA,"1",1,1,"Thái Bình",1,2,NA,1,2,2,1,2,2,1,2,3,NA,NA,NA,1,3,NA,"công ty cổ phần nông thủy sản Nghệ An",17713,1,NA,3700,"Nghe An","NCC"
"456","573","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,381,40,"40-418-16904002007",636,16904002007,418,16904,2,7,2,1,2,2,2,1,NA,NA,"KHE CHÀ",1,1,"sắn cao sản",1,6,NA,2,2,1,1,1,1,1,17,5,NA,NA,NA,1,1,NA,"99",16904,2,NA,5600,"Nghe An","NCC"
"457","574","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,383,40,"40-418-16912009009",638,16912009009,418,16912,9,9,2,1,2,2,2,1,NA,NA,"Póm Thằm",1,1,"sắn cao sản",1,6,NA,4,2,1,2,1,2,1,11,5,NA,NA,NA,1,4,NA,NA,NA,NA,NA,3200,"Nghe An","NCC"
"458","575","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,373,40,"40-417-16840010002",1028,16840010002,417,16840,10,2,1,2,2,2,1,1,NA,NA,"VƯỜN NHÀ",1,1,"truyền thống",1,6,NA,15,2,2,1,1,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nghe An","NCC"
"459","576","Other landraces","sắn thường/sắn đỏ phú thọ",TRUE,TRUE,NA,NA,NA,"No",NA,NA,386,40,"40-419-16941014001",1432,16941014001,419,16941,14,1,4,1,2,2,2,1,NA,"","THỬA RUỘNG 1.5",1,1,"sắn cao sản",1,6,"",3,2,1,2,1,1,1,17,11,NA,NA,NA,1,1,"","99",16941,3,NA,36000,"Nghe An","NCC"
"460","578","KM57","KM57_VNM8",TRUE,TRUE,NA,NA,NA,"No",NA,NA,389,40,"40-419-16941014017",1435,16941014017,419,16941,14,17,4,1,2,2,2,1,NA,"","VƯỜN NHÀ",1,1,"Cao sản",2,3,"",10,2,1,1,1,1,1,17,11,NA,NA,NA,1,1,"","Hợp tác xã cổ phần DV Sơn Long",17026,10,NA,40000,"Nghe An","NCC"
"461","58","Other landraces","San trang",TRUE,TRUE,NA,NA,NA,"No",NA,NA,37,2,"2-35-1246006003",1263,1246006003,35,1246,6,3,4,2,2,2,1,1,NA,"","THÔN HẠ",1,1,"Sắn xanh",1,6,"",5,2,2,1,1,2,1,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ha Giang","NMMA"
"462","580","KM57","KM57_VNM8",TRUE,TRUE,NA,NA,NA,"No",NA,NA,387,40,"40-419-16941014004",1433,16941014004,419,16941,14,4,4,1,2,2,2,1,NA,"","VƯỜN NHÀ",1,1,"sắn cao sản",1,5,"",2,2,1,1,1,1,1,16,11,NA,NA,NA,1,1,"","Hợp tác xã cổ phần thương mại sơn long",17026,1,NA,4000,"Nghe An","NCC"
"463","582","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,395,40,"40-423-17284011018",646,17284011018,423,17284,11,18,2,1,2,2,2,1,NA,NA,"ĐỒNG KÊNH",1,1,"sắn trắng",1,5,NA,3,1,1,1,1,2,1,25,5,NA,NA,NA,1,1,NA,"99",17284,3,NA,3000,"Nghe An","NCC"
"464","583","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,396,40,"40-423-17302005002",647,17302005002,423,17302,5,2,2,1,2,2,2,1,NA,NA,"TRUNG KHUỐC",1,1,"cao sản xanh",1,5,NA,2,1,1,1,1,1,1,17,5,NA,NA,NA,1,1,NA,"99",17302,2,NA,3850,"Nghe An","NCC"
"465","584","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,385,40,"40-418-16912009014",640,16912009014,418,16912,9,14,2,1,2,2,2,1,NA,NA,"Khe Nộc Chích",1,1,"Sắn cao sản",1,6,NA,1,2,1,2,1,2,1,11,5,NA,NA,NA,1,4,NA,NA,NA,NA,NA,1600,"Nghe An","NCC"
"466","585","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,372,40,"40-417-16840010001",1027,16840010001,417,16840,10,1,1,2,2,2,1,1,NA,NA,"NHÀ VƯỜN",1,1,"truyền thống",1,6,NA,15,2,2,1,1,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nghe An","NCC"
"467","587","Other landraces","sắn thường/sắn đỏ phú thọ",TRUE,TRUE,NA,NA,NA,"No",NA,NA,388,40,"40-419-16941014012",1434,16941014012,419,16941,14,12,4,1,2,2,2,1,NA,"","VƯỜN NHÀ",1,1,"cao sản",1,6,"",2,2,1,1,1,1,1,17,11,NA,NA,NA,1,4,"","",NA,NA,NA,2400,"Nghe An","NCC"
"468","588","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,378,40,"40-418-16900006010",633,16900006010,418,16900,6,10,2,1,2,2,2,1,NA,NA,"Khe Mạ",1,1,"sắn ăn",1,6,NA,3,2,2,2,1,2,1,11,5,NA,NA,NA,1,4,NA,NA,NA,NA,NA,500,"Nghe An","NCC"
"469","589","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,379,40,"40-418-16900006013",634,16900006013,418,16900,6,13,2,1,2,2,2,1,NA,NA,"Khe Lúc",1,1,"Sắn ăn",1,6,NA,4,2,2,2,1,2,1,11,5,NA,NA,NA,1,4,NA,NA,NA,NA,NA,500,"Nghe An","NCC"
"470","59","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,20,2,"2-34-1186011001",846,1186011001,34,1186,11,1,1,2,2,2,1,1,NA,NA,"THỬA 1",1,1,"sắn cao sản",99,5,NA,5,2,1,2,2,2,1,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ha Giang","NMMA"
"471","590","KM140","KM140",FALSE,TRUE,13,"IAS","KM 36 x KM98-1","Yes","No",38.5,392,40,"40-423-17284011008",643,17284011008,423,17284,11,8,2,1,2,2,2,1,NA,NA,"CỒN ÔNG HAI",1,1,"cao sản đà nẵng",2,6,NA,3,2,1,1,1,1,1,25,5,NA,NA,NA,1,1,NA,"99",17506,3,NA,4400,"Nghe An","NCC"
"472","591","Other landraces","sắn xanh hòa bình",TRUE,TRUE,NA,NA,NA,"No",NA,NA,398,40,"40-428-17797001006",1037,17797001006,428,17797,1,6,1,2,2,2,1,1,NA,NA,"1",1,1,"Sắn xanh Hòa Bình",1,6,NA,2,2,2,2,1,1,1,28,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nghe An","NCC"
