"IDHO","region","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","Expr1","Expr2","Expr3","Expr4","Expr6","Expr5","M4B111_C6","M4B111_C7","M4B111_C8","M4B111_C9","M4B111_C10","M4B111_C11","M4B111_C121","M4B111_C122","M4B111_C123","M4B111_C124","M4B111_C125","M4B111_C13","M4B111_C14","M4B112_C1","M4B113_C1","M4B113_C2","M4B113_C3","M4B113_C4","M4B113_C5","M4B113_C6","M4B113_C7","M4B113_C8","M4B113_C9","M4B113_C101","M4B113_C102","M4B113_C103","M4B113_C104","M4B113_C105","M4B113_C106","M4B113_C111","M4B113_C112","M4B113_C113","M4B113_C114","M4B113_C115","M4B113_C116","M4B113_C117","M4B113_C117GHIRO","M4B113_C121","M4B113_C122","M4B113_C123","M4B113_C124","M4B113_C125","M4B113_C131","M4B113_C132","M4B113_C133","M4B113_C134","M4B113_C135","M4B113_C14N","M4B113_C14T","M4B113_C16","KINHDO","VIDO","season","wt45"
"15463001010",3,"38","394","15463","001","010",6,"38","394","15463","001","010",6,4,0,NA,2,1,2,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,886
"15463001012",3,"38","394","15463","001","012",6,"38","394","15463","001","012",6,1,0,NA,2,1,1,2,2,1,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,886
"15463001013",3,"38","394","15463","001","013",6,"38","394","15463","001","013",6,2,0,NA,2,1,1,2,2,1,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,886
"15463001014",3,"38","394","15463","001","014",6,"38","394","15463","001","014",6,1,0,NA,2,1,5,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,886
"15463001015",3,"38","394","15463","001","015",6,"38","394","15463","001","015",6,4,0,NA,2,1,2,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,886
"15493005002",3,"38","395","15493","005","002",1,"38","395","15493","005","002",1,4,2,12,3,1,2,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,791
"15493005006",3,"38","395","15493","005","006",1,"38","395","15493","005","006",1,4,0,NA,3,1,2,2,2,1,2,2,3,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,791
"15493005007",3,"38","395","15493","005","007",1,"38","395","15493","005","007",1,4,2,16,2,1,6,2,2,1,2,2,5,5,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,791
"15493005010",3,"38","395","15493","005","010",1,"38","395","15493","005","010",1,4,2,35,2,1,2,2,2,1,2,2,3,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,791
"15493005012",3,"38","395","15493","005","012",1,"38","395","15493","005","012",1,4,2,35,2,1,2,2,2,1,2,2,3,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,791
"15493005013",3,"38","395","15493","005","013",1,"38","395","15493","005","013",1,4,0,NA,2,1,4,1,2,2,2,2,6,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,791
"15493005015",3,"38","395","15493","005","015",1,"38","395","15493","005","015",1,4,0,NA,2,1,4,1,2,2,2,2,6,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,791
"15520004001",3,"38","395","15520","004","001",1,"38","395","15520","004","001",1,4,0,NA,3,1,2,2,2,1,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,821
"15520004002",3,"38","395","15520","004","002",1,"38","395","15520","004","002",1,4,2,15,3,1,2,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,821
"15520004003",3,"38","395","15520","004","003",1,"38","395","15520","004","003",1,4,2,15,3,1,3,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,821
"15520004004",3,"38","395","15520","004","004",1,"38","395","15520","004","004",1,4,2,12,3,1,3,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,821
"15520004005",3,"38","395","15520","004","005",1,"38","395","15520","004","005",1,1,0,NA,3,1,2,2,2,1,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,821
"15520004008",3,"38","395","15520","004","008",1,"38","395","15520","004","008",1,4,2,15,2,1,4,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,821
"15520004009",3,"38","395","15520","004","009",1,"38","395","15520","004","009",1,4,3,15,2,1,4,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,821
"15520004012",3,"38","395","15520","004","012",1,"38","395","15520","004","012",1,4,0,NA,2,1,2,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,821
"15520004013",3,"38","395","15520","004","013",1,"38","395","15520","004","013",1,4,2,15,3,1,2,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,821
"15520004015",3,"38","395","15520","004","015",1,"38","395","15520","004","015",1,1,0,NA,3,2,2,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,821
"15541005001",3,"38","395","15541","005","001",4,"38","395","15541","005","001",4,4,3,8,3,1,3,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,832
"15541005003",3,"38","395","15541","005","003",4,"38","395","15541","005","003",4,4,3,8,3,1,3,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,832
"15541005004",3,"38","395","15541","005","004",4,"38","395","15541","005","004",4,1,2,16,2,1,4,2,2,1,2,2,6,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,832
"15541005005",3,"38","395","15541","005","005",4,"38","395","15541","005","005",4,4,3,8,3,1,2,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,832
"15541005006",3,"38","395","15541","005","006",4,"38","395","15541","005","006",4,4,3,8,3,1,2,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,832
"15541005007",3,"38","395","15541","005","007",4,"38","395","15541","005","007",4,4,3,8,3,1,2,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,832
"15541005008",3,"38","395","15541","005","008",4,"38","395","15541","005","008",4,4,0,NA,3,1,2,2,2,1,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,832
"15541005009",3,"38","395","15541","005","009",4,"38","395","15541","005","009",4,4,0,NA,3,1,2,2,2,1,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,832
"15541005010",3,"38","395","15541","005","010",4,"38","395","15541","005","010",4,1,2,16,2,1,5,2,2,1,2,2,6,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,832
"15541005012",3,"38","395","15541","005","012",4,"38","395","15541","005","012",4,4,3,2,2,1,3,2,2,1,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,832
"15541005013",3,"38","395","15541","005","013",4,"38","395","15541","005","013",4,4,2,2,2,1,2,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,832
"15541005014",3,"38","395","15541","005","014",4,"38","395","15541","005","014",4,1,0,NA,2,1,4,1,2,2,2,2,6,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,832
"15556003001",3,"38","395","15556","003","001",9,"38","395","15556","003","001",9,1,2,12,3,1,3,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,698
"15556003002",3,"38","395","15556","003","002",9,"38","395","15556","003","002",9,1,2,15,2,1,3,2,2,1,2,2,5,2,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,698
"15556003004",3,"38","395","15556","003","004",9,"38","395","15556","003","004",9,4,0,NA,3,2,3,2,2,1,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,698
"15556003005",3,"38","395","15556","003","005",9,"38","395","15556","003","005",9,1,3,7,3,1,2,1,2,2,2,2,5,4,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,698
"15556003006",3,"38","395","15556","003","006",9,"38","395","15556","003","006",9,4,0,NA,3,1,2,2,2,1,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,698
"15556003010",3,"38","395","15556","003","010",9,"38","395","15556","003","010",9,1,3,15,2,1,2,2,2,1,2,2,3,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,698
"15556003011",3,"38","395","15556","003","011",9,"38","395","15556","003","011",9,1,3,20,2,1,2,2,2,1,2,2,3,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,698
"15556003013",3,"38","395","15556","003","013",9,"38","395","15556","003","013",9,1,0,NA,2,1,3,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,698
"15556003014",3,"38","395","15556","003","014",9,"38","395","15556","003","014",9,1,0,NA,2,1,3,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,698
"15559011003",3,"38","395","15559","011","003",10,"38","395","15559","011","003",10,1,2,18,2,1,3,2,2,1,2,2,5,5,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,815
"15559011004",3,"38","395","15559","011","004",10,"38","395","15559","011","004",10,1,1,20,2,1,3,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,815
"15559011005",3,"38","395","15559","011","005",10,"38","395","15559","011","005",10,4,0,NA,3,1,3,2,2,1,2,2,4,4,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,815
"15559011006",3,"38","395","15559","011","006",10,"38","395","15559","011","006",10,1,0,NA,3,1,3,2,2,1,2,2,5,2,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,815
"15559011007",3,"38","395","15559","011","007",10,"38","395","15559","011","007",10,1,3,12,2,1,3,2,2,1,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,815
"15559011008",3,"38","395","15559","011","008",10,"38","395","15559","011","008",10,4,2,17,2,1,3,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,815
"15559011009",3,"38","395","15559","011","009",10,"38","395","15559","011","009",10,1,3,8,3,1,2,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,815
"15559011010",3,"38","395","15559","011","010",10,"38","395","15559","011","010",10,4,2,15,2,1,3,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,815
"15559011011",3,"38","395","15559","011","011",10,"38","395","15559","011","011",10,1,3,8,3,1,2,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,815
"15559011012",3,"38","395","15559","011","012",10,"38","395","15559","011","012",10,1,3,8,3,1,2,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,815
"15559011014",3,"38","395","15559","011","014",10,"38","395","15559","011","014",10,1,2,20,2,1,3,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,815
"15559011015",3,"38","395","15559","011","015",10,"38","395","15559","011","015",10,1,3,8,3,1,2,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,815
"15589003001",3,"38","395","15589","003","001",3,"38","395","15589","003","001",3,1,0,NA,2,1,4,2,2,1,2,2,6,NA,1,1,"CỔNG NGƯỢC",2500,1,"thái xuyên",2,1,7,NA,2,2,1,2,2,2,2,2,2,2,2,1,2,"",1,1,1,1,1,2,2,1,2,2,10,3,"01177",105.5329915,19.9922949,1,762
"15589003002",3,"38","395","15589","003","002",3,"38","395","15589","003","002",3,4,2,30,2,1,3,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,762
"15589003003",3,"38","395","15589","003","003",3,"38","395","15589","003","003",3,4,3,8,3,1,3,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,762
"15589003004",3,"38","395","15589","003","004",3,"38","395","15589","003","004",3,1,2,15,2,1,6,2,2,1,2,2,6,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,762
"15589003005",3,"38","395","15589","003","005",3,"38","395","15589","003","005",3,1,2,15,2,1,4,2,2,1,2,2,6,NA,1,1,"Cổng Xuôi",3000,1,"Thái Xuyên 111",2,1,7,NA,2,2,1,2,2,2,2,2,2,2,2,1,2,"",2,2,1,2,2,NA,NA,1,NA,NA,10,3,"01080",105.5330246,19.9923447,1,762
"15589003006",3,"38","395","15589","003","006",3,"38","395","15589","003","006",3,1,2,15,2,1,7,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,762
"15589003007",3,"38","395","15589","003","007",3,"38","395","15589","003","007",3,1,0,NA,3,1,3,2,2,1,2,2,2,NA,1,1,"CỔNG XUÔI",500,1,"Thái Xuyên",2,1,7,NA,2,2,1,2,2,2,2,2,2,2,2,2,2,"",2,2,1,2,2,NA,NA,1,NA,NA,10,3,"01186",105.5305506,19.9913198,1,762
"15589003008",3,"38","395","15589","003","008",3,"38","395","15589","003","008",3,4,0,NA,3,1,2,2,2,1,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,762
"15589003010",3,"38","395","15589","003","010",3,"38","395","15589","003","010",3,4,3,8,3,1,3,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,762
"15589003011",3,"38","395","15589","003","011",3,"38","395","15589","003","011",3,1,0,NA,2,1,2,2,2,1,2,2,1,NA,1,1,"VŨNG MÀO",1000,1,"thái xuyên 111",2,1,7,NA,2,2,1,2,2,2,2,2,2,2,2,1,2,"",2,2,1,2,2,NA,NA,1,NA,NA,10,3,"00634",105.532737,19.9921759,1,762
"15589003012",3,"38","395","15589","003","012",3,"38","395","15589","003","012",3,4,3,8,3,1,3,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,762
"15589003013",3,"38","395","15589","003","013",3,"38","395","15589","003","013",3,4,2,8,3,1,3,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,762
"15589003015",3,"38","395","15589","003","015",3,"38","395","15589","003","015",3,4,0,NA,3,1,2,2,2,1,2,2,2,NA,1,1,"VỖNG MÀO",1000,1,"Thái Xuyên",2,1,7,NA,2,2,1,2,2,2,2,2,2,2,2,2,2,"",2,2,1,2,2,NA,NA,1,NA,NA,10,3,"00678",105.5317182,19.9926099,1,762
"15631005003",3,"38","396","15631","005","003",6,"38","396","15631","005","003",6,4,2,5,2,1,5,2,2,1,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,840
"15631005004",3,"38","396","15631","005","004",6,"38","396","15631","005","004",6,4,2,5,2,1,5,2,2,1,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,840
"15631005005",3,"38","396","15631","005","005",6,"38","396","15631","005","005",6,1,1,4,2,1,1,2,1,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,840
"15631005006",3,"38","396","15631","005","006",6,"38","396","15631","005","006",6,1,0,NA,2,1,1,1,2,2,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,840
"15631005007",3,"38","396","15631","005","007",6,"38","396","15631","005","007",6,1,0,NA,2,1,1,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,840
"15631005008",3,"38","396","15631","005","008",6,"38","396","15631","005","008",6,1,0,NA,2,1,1,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,840
