"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","STT","M4B11A3_C3","M4B11A3_C41","M4B11A3_C42","M4B11A3_C43","M4B11A3_C499","M4B11A3_C5","M4B11A3_C6","M4B11A3_C8","KYDIEUTRA"
"10673","36","366","14269","008","011","14269008011",2,"4;7;8;",1,1,2,2,9,3,NA,2
"10674","36","366","14269","008","012","14269008012",0,"2;3;4;",1,1,2,2,3,3,NA,2
"10675","36","366","14269","008","012","14269008012",1,"2;4;5;",1,1,2,2,5,3,NA,2
"10676","36","366","14269","008","012","14269008012",2,"6;7;8;",1,1,2,2,9,3,NA,2
"10677","36","366","14269","008","015","14269008015",0,"1;2;3;",1,1,2,2,3,3,NA,2
"10678","36","366","14269","008","015","14269008015",1,"2;3;4;",1,1,2,2,5,3,NA,2
"10679","36","366","14269","008","015","14269008015",2,"3;4;5;6;7;",1,1,2,2,9,3,NA,2
"10680","36","366","14311","009","001","14311009001",0,"4;7;17;",2,1,2,2,3,3,NA,2
"10681","36","366","14311","009","001","14311009001",1,"4;7;8;",2,1,2,2,10,3,NA,2
"10682","36","366","14311","009","001","14311009001",2,"8;10;17;20;23;",2,1,2,2,13,4,NA,2
"10683","36","366","14311","009","002","14311009002",0,"4;7;",2,1,2,2,5,2,NA,2
"10684","36","366","14311","009","002","14311009002",1,"7;8;17;20;23;",2,1,2,2,10,4,NA,2
"10685","36","366","14311","009","002","14311009002",2,"7;8;10;17;20;",2,1,2,2,12,4,NA,2
"10686","36","366","14311","009","003","14311009003",1,"4;8;20;23;",2,1,2,2,1,3,NA,2
"10687","36","366","14311","009","003","14311009003",2,"4;8;20;23;",2,1,2,2,7,4,NA,2
"10688","36","366","14311","009","003","14311009003",3,"4;8;20;",2,1,2,2,10,4,NA,2
"10689","36","366","14311","009","003","14311009003",4,"8;17;20;",2,1,2,2,16,3,NA,2
"10690","36","366","14311","009","005","14311009005",0,"4;20;",2,1,2,2,5,2,NA,2
"10691","36","366","14311","009","005","14311009005",1,"7;8;10;20;23;",2,1,2,2,10,4,NA,2
"10692","36","366","14311","009","005","14311009005",2,"7;8;10;17;20;",2,1,2,2,13,4,NA,2
"10693","36","366","14311","009","008","14311009008",0,"4;",1,1,2,2,4,3,NA,2
"10694","36","366","14311","009","008","14311009008",1,"1;2;",1,1,2,2,7,3,NA,2
"10695","36","366","14311","009","008","14311009008",2,"7;8;",1,1,2,2,11,3,NA,2
"10696","36","366","14311","009","011","14311009011",0,"1;4;",1,1,2,2,3,3,NA,2
"10697","36","366","14311","009","011","14311009011",1,"1;2;3;",1,1,2,2,6,3,NA,2
"10698","36","366","14311","009","011","14311009011",2,"5;7;8;",1,1,2,2,11,3,NA,2
"10699","36","366","14311","009","012","14311009012",0,"4;5;",1,1,2,2,3,3,NA,2
"10700","36","366","14311","009","012","14311009012",1,"2;7;",1,1,2,2,7,3,NA,2
"10701","36","366","14311","009","012","14311009012",2,"7;8;",1,1,2,2,9,3,NA,2
"10702","37","369","14350","002","004","14350002004",0,"4;7;8;20;",1,1,2,2,7,2,NA,2
"10703","37","369","14350","002","004","14350002004",1,"4;7;20;",1,1,2,2,16,2,NA,2
"10704","37","369","14350","002","013","14350002013",0,"2;4;7;9;20;",1,1,2,2,6,2,NA,2
"10705","37","369","14350","002","013","14350002013",1,"7;20;",1,1,2,2,14,2,NA,2
"10706","37","372","14386","006","001","14386006001",0,"4;20;",1,1,2,2,1,2,NA,2
"10707","37","372","14386","006","001","14386006001",1,"4;20;23;",1,1,2,2,6,3,NA,2
"10708","37","372","14386","006","001","14386006001",2,"7;8;16;",1,1,2,2,9,3,NA,2
"10709","37","372","14386","006","003","14386006003",0,"4;20;",1,1,2,2,1,2,NA,2
"10710","37","372","14386","006","003","14386006003",1,"4;8;23;",2,1,2,2,6,2,NA,2
"10711","37","372","14386","006","003","14386006003",2,"7;8;",2,1,2,2,10,2,NA,2
"10712","37","372","14386","006","004","14386006004",0,"4;20;",1,1,2,2,1,2,NA,2
"10713","37","372","14386","006","004","14386006004",1,"4;20;23;",1,1,2,2,6,3,NA,2
"10714","37","372","14386","006","004","14386006004",2,"7;8;16;",1,1,2,2,9,3,NA,2
"10715","37","372","14386","006","005","14386006005",0,"4;7;",1,1,2,2,1,2,NA,2
"10716","37","372","14386","006","005","14386006005",1,"4;8;",2,1,2,2,6,2,NA,2
"10717","37","372","14386","006","005","14386006005",2,"8;18;",2,1,2,2,12,2,NA,2
"10718","37","372","14386","006","006","14386006006",0,"4;20;",1,2,2,2,1,2,NA,2
"10719","37","372","14386","006","006","14386006006",1,"4;20;23;",1,1,2,2,6,3,NA,2
"10720","37","372","14386","006","006","14386006006",2,"7;8;16;",1,1,2,2,9,3,NA,2
"10721","37","372","14386","006","008","14386006008",0,"4;20;",1,1,2,2,1,2,NA,2
"10722","37","372","14386","006","008","14386006008",1,"4;20;23;",1,1,2,2,6,3,NA,2
"10723","37","372","14386","006","008","14386006008",2,"7;8;16;",1,1,2,2,9,3,NA,2
"10724","37","372","14386","006","011","14386006011",0,"4;7;",1,1,2,2,2,2,NA,2
"10725","37","372","14386","006","011","14386006011",1,"7;8;",2,1,2,2,6,2,NA,2
"10726","37","372","14386","006","011","14386006011",2,"18;",2,1,2,2,12,1,NA,2
"10727","37","372","14386","006","012","14386006012",0,"4;20;",1,1,2,2,1,2,NA,2
"10728","37","372","14386","006","012","14386006012",1,"4;20;23;",1,1,2,2,6,3,NA,2
"10729","37","372","14386","006","012","14386006012",2,"7;8;16;",1,1,2,2,9,3,NA,2
"10730","37","372","14386","006","013","14386006013",0,"4;7;",1,1,2,2,2,2,NA,2
"10731","37","372","14386","006","013","14386006013",1,"4;8;",2,1,2,2,7,2,NA,2
"10732","37","372","14386","006","013","14386006013",2,"17;18;",2,1,2,2,13,2,NA,2
"10733","37","372","14386","006","014","14386006014",0,"4;20;",1,1,2,2,1,2,NA,2
"10734","37","372","14386","006","014","14386006014",1,"4;20;23;",1,1,2,2,6,3,NA,2
"10735","37","372","14386","006","014","14386006014",2,"7;8;16;",1,1,2,2,9,3,NA,2
"10736","37","372","14386","006","015","14386006015",0,"4;",1,1,2,2,2,1,NA,2
"10737","37","372","14386","006","015","14386006015",1,"4;7;8;",2,1,2,2,6,3,NA,2
"10738","37","372","14386","006","015","14386006015",2,"8;18;",2,1,2,2,11,2,NA,2
"10739","37","372","14389","007","001","14389007001",0,"4;",1,2,2,2,9,1,NA,2
"10740","37","372","14401","009","001","14401009001",0,"4;7;17;",2,1,2,2,1,1,NA,2
"10741","37","372","14401","009","001","14401009001",1,"4;",2,1,2,2,7,2,NA,2
"10742","37","372","14401","009","001","14401009001",2,"4;7;",2,1,2,2,13,3,NA,2
"10743","37","372","14401","009","003","14401009003",0,"4;7;",1,1,2,2,1,2,NA,2
"10744","37","372","14401","009","003","14401009003",1,"7;8;",2,1,2,2,4,2,NA,2
"10745","37","372","14401","009","003","14401009003",2,"8;18;",2,1,2,2,12,2,NA,2
"10746","37","372","14401","009","005","14401009005",0,"4;20;",1,1,2,2,1,2,NA,2
"10747","37","372","14401","009","005","14401009005",1,"4;20;23;",1,1,2,2,6,3,NA,2
"10748","37","372","14401","009","005","14401009005",2,"7;8;16;",1,1,2,2,9,3,NA,2
"10749","37","372","14401","009","006","14401009006",0,"4;8;",1,2,2,2,1,2,NA,2
"10750","37","372","14401","009","006","14401009006",1,"4;8;",1,1,2,2,7,3,NA,2
"10751","37","372","14401","009","008","14401009008",0,"4;7;",1,1,2,2,1,2,NA,2
"10752","37","372","14401","009","008","14401009008",1,"4;8;",2,1,2,2,6,2,NA,2
"10753","37","372","14401","009","008","14401009008",2,"8;18;",2,1,2,2,12,2,NA,2
"10754","37","372","14401","009","010","14401009010",0,"4;7;26;",1,1,2,2,1,2,NA,2
"10755","37","372","14401","009","010","14401009010",1,"4;8;",2,1,2,2,6,2,NA,2
"10756","37","372","14401","009","010","14401009010",2,"7;18;",2,1,2,2,12,2,NA,2
"10757","37","373","14464","006","005","14464006005",0,"4;8;",2,1,2,2,5,2,NA,2
"10758","37","373","14464","006","016","14464006016",0,"5;8;9;17;",2,1,2,2,5,2,NA,2
"10759","37","373","14470","006","001","14470006001",0,"1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;",1,1,2,2,5,2,NA,2
"10760","37","373","14470","006","001","14470006001",1,"1;2;3;4;5;6;7;8;9;18;19;",1,1,2,2,5,2,NA,2
"10761","37","373","14470","006","002","14470006002",0,"1;4;5;8;9;10;17;18;19;20;23;26;",1,1,2,2,5,2,NA,2
"10762","37","373","14470","006","002","14470006002",1,"1;2;3;4;5;6;7;8;9;10;11;19;21;22;23;24;",1,1,2,2,5,2,NA,2
"10763","37","373","14470","006","003","14470006003",0,"1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;",1,1,2,2,4,1,NA,2
"10764","37","373","14470","006","005","14470006005",0,"1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;",1,1,2,2,5,1,NA,2
"10765","37","373","14470","006","006","14470006006",0,"1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;",1,1,2,2,5,1,NA,2
"10766","37","373","14470","006","008","14470006008",0,"1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;",1,1,2,2,4,1,NA,2
"10767","37","373","14470","006","010","14470006010",0,"1;3;5;6;",1,1,2,2,4,1,NA,2
"10768","37","373","14470","006","012","14470006012",0,"1;2;3;4;5;",1,1,2,2,4,1,NA,2
"10769","37","373","14470","006","014","14470006014",0,"1;2;3;4;5;6;7;8;9;10;11;12;",1,1,2,2,5,1,NA,2
"10770","37","373","14476","010","011","14476010011",0,"1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;",1,1,2,2,4,1,NA,2
"10771","37","373","14476","010","015","14476010015",0,"1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;",1,1,2,2,4,1,NA,2
"10772","37","373","14476","010","020","14476010020",0,"1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;",1,1,2,2,5,1,NA,2
"10773","37","373","14479","004","002","14479004002",0,"1;",1,2,2,2,1,1,NA,2
"10774","37","373","14479","004","005","14479004005",0,"1;",1,2,2,2,1,1,NA,2
"10775","37","373","14479","004","006","14479004006",0,"1;",1,2,2,2,3,1,NA,2
"10776","37","373","14479","004","007","14479004007",0,"1;",1,2,2,2,1,1,NA,2
"10777","37","373","14479","004","013","14479004013",0,"1;",1,2,2,2,2,1,NA,2
"10778","37","373","14479","004","014","14479004014",0,"1;",1,2,2,2,1,1,NA,2
"10779","37","374","14533","026","004","14533026004",0,"4;7;9;10;20;",1,2,2,2,7,1,NA,2
"10780","37","374","14533","026","004","14533026004",1,"4;6;7;8;10;18;19;20;",2,1,1,2,11,1,NA,2
"10781","37","374","14533","026","007","14533026007",0,"7;8;9;10;",1,2,2,2,5,1,NA,2
"10782","37","374","14533","026","007","14533026007",1,"4;7;19;20;21;22;",2,1,1,2,13,1,NA,2
"10783","37","374","14533","026","008","14533026008",0,"4;7;8;10;20;",1,2,2,2,7,1,NA,2
"10784","37","374","14533","026","008","14533026008",1,"4;7;8;10;18;19;20;21;23;",2,1,1,2,13,1,NA,2
"10785","37","374","14533","026","010","14533026010",0,"4;7;10;18;20;",1,2,2,2,7,1,NA,2
"10786","37","374","14533","026","010","14533026010",1,"4;5;7;9;10;13;18;19;20;",2,1,1,2,12,1,NA,2
"10787","37","374","14533","026","012","14533026012",0,"4;7;8;10;",1,2,2,2,7,1,NA,2
"10788","37","374","14533","026","012","14533026012",1,"7;18;19;20;21;23;",2,1,2,2,13,1,NA,2
"10789","37","374","14533","026","014","14533026014",0,"4;7;8;10;18;20;",1,2,2,2,7,1,NA,2
"10790","37","374","14533","026","014","14533026014",1,"4;5;7;8;10;19;20;21;23;",2,1,2,2,13,1,NA,2
"10791","37","374","14533","026","015","14533026015",0,"4;8;10;12;18;20;",1,2,2,2,7,1,NA,2
"10792","37","374","14533","026","015","14533026015",1,"4;7;8;9;10;18;19;20;21;22;23;24;",2,1,2,2,13,1,NA,2
"10793","37","374","14536","010","001","14536010001",0,"4;8;",1,1,2,2,3,1,NA,2
"10794","37","374","14536","010","001","14536010001",1,"4;8;",1,1,2,2,5,1,NA,2
"10795","37","374","14536","010","002","14536010002",0,"4;8;",2,1,2,2,3,2,NA,2
"10796","37","374","14536","010","002","14536010002",1,"4;7;",2,1,2,2,3,2,NA,2
"10797","37","374","14536","010","003","14536010003",0,"4;",1,2,2,2,3,1,NA,2
"10798","37","374","14536","010","004","14536010004",0,"8;",2,1,2,2,3,2,NA,2
"10799","37","374","14536","010","004","14536010004",1,"4;8;",2,1,2,2,3,2,NA,2
"10800","37","374","14536","010","005","14536010005",0,"4;8;",1,1,2,2,3,1,NA,2
"10801","37","374","14536","010","005","14536010005",1,"4;8;",1,1,2,2,5,1,NA,2
"10802","37","374","14536","010","007","14536010007",0,"4;8;",2,1,2,2,3,2,NA,2
"10803","37","374","14536","010","007","14536010007",1,"4;8;",2,1,2,2,3,2,NA,2
"10804","37","374","14536","010","008","14536010008",0,"4;8;",1,1,2,2,3,2,NA,2
"10805","37","374","14536","010","008","14536010008",1,"8;",1,1,2,2,4,2,NA,2
"10806","37","374","14536","010","010","14536010010",0,"4;8;",1,1,2,2,3,1,NA,2
"10807","37","374","14536","010","010","14536010010",1,"4;8;",1,1,2,2,5,1,NA,2
"10808","37","374","14536","010","012","14536010012",0,"4;7;8;",1,1,2,2,3,2,NA,2
"10809","37","374","14536","010","012","14536010012",1,"7;8;",1,1,2,2,3,2,NA,2
"10810","37","374","14536","010","013","14536010013",0,"4;7;",1,1,2,2,3,2,NA,2
"10811","37","374","14536","010","013","14536010013",1,"4;7;",1,1,2,2,3,2,NA,2
"10812","37","374","14536","010","014","14536010014",0,"4;8;",1,1,2,2,3,1,NA,2
"10813","37","374","14536","010","014","14536010014",1,"4;8;",1,1,2,2,5,1,NA,2
"10814","37","374","14536","010","015","14536010015",0,"4;7;",1,1,2,2,3,2,NA,2
"10815","37","374","14536","010","015","14536010015",1,"7;",1,1,2,2,4,2,NA,2
"10816","37","374","14557","007","006","14557007006",0,"4;10;18;20;",2,1,2,2,10,2,NA,2
"10817","37","374","14557","007","006","14557007006",1,"7;8;",2,1,2,2,16,2,NA,2
"10818","37","375","14560","008","001","14560008001",0,"1;",2,2,2,1,3,2,NA,2
"10819","37","375","14560","008","001","14560008001",1,"3;",2,2,2,1,3,2,NA,2
"10820","37","375","14560","008","001","14560008001",2,"4;",2,2,2,1,6,3,NA,2
"10821","37","375","14560","008","001","14560008001",3,"3;",2,2,2,1,7,2,NA,2
"10822","37","375","14560","008","001","14560008001",4,"3;",2,2,2,1,7,2,NA,2
"10823","37","375","14560","008","001","14560008001",5,"3;",2,2,2,1,7,2,NA,2
"10824","37","375","14560","008","006","14560008006",0,"1;",1,2,2,2,2,1,NA,2
"10825","37","375","14560","008","006","14560008006",1,"4;",1,2,2,2,7,1,NA,2
"10826","37","375","14560","008","016","14560008016",0,"4;",1,2,2,2,4,1,NA,2
"10827","37","375","14560","008","016","14560008016",1,"1;",1,2,2,2,7,1,NA,2
"10828","37","375","14566","008","003","14566008003",0,"4;5;7;",2,1,2,2,5,3,NA,2
"10829","37","375","14566","008","014","14566008014",0,"4;5;",2,1,2,2,7,1,NA,2
"10830","37","375","14572","008","001","14572008001",0,"27;",2,2,2,1,1,1,NA,2
"10831","37","375","14572","008","001","14572008001",1,"4;",2,1,2,2,3,1,NA,2
"10832","37","375","14572","008","001","14572008001",2,"18;19;",2,1,2,2,16,1,NA,2
"10833","37","375","14572","008","002","14572008002",0,"4;7;8;",1,2,2,2,2,2,NA,2
"10834","37","375","14572","008","002","14572008002",1,"9;10;13;17;18;",1,1,2,2,7,3,NA,2
"10835","37","375","14572","008","002","14572008002",2,"19;20;21;23;",1,1,2,2,14,2,NA,2
"10836","37","375","14572","008","003","14572008003",0,"4;8;",1,1,2,2,1,2,NA,2
"10837","37","375","14572","008","003","14572008003",1,"16;17;18;",1,1,2,2,7,2,NA,2
"10838","37","375","14572","008","003","14572008003",2,"5;7;",1,1,2,2,11,2,NA,2
"10839","37","375","14572","008","003","14572008003",3,"19;20;21;22;",1,1,2,2,15,2,NA,2
"10840","37","375","14572","008","006","14572008006",0,"4;8;9;",1,1,2,2,1,2,NA,2
"10841","37","375","14572","008","006","14572008006",1,"1;4;7;16;",1,1,2,2,7,2,NA,2
"10842","37","375","14572","008","006","14572008006",2,"5;7;18;19;20;22;",1,1,2,2,15,2,NA,2
"10843","37","375","14572","008","008","14572008008",0,"4;8;15;",1,1,2,2,1,2,NA,2
"10844","37","375","14572","008","008","14572008008",1,"7;13;18;20;",1,1,2,2,7,2,NA,2
"10845","37","375","14572","008","008","14572008008",2,"17;18;19;20;22;23;24;25;26;",1,1,2,2,15,3,NA,2
"10846","37","375","14572","008","010","14572008010",0,"4;8;9;",1,1,2,2,1,2,NA,2
"10847","37","375","14572","008","010","14572008010",1,"7;13;18;20;",1,1,2,2,7,2,NA,2
"10848","37","375","14572","008","010","14572008010",2,"1;7;17;18;19;20;22;23;",1,1,2,2,15,2,NA,2
"10849","37","375","14572","008","014","14572008014",0,"4;8;9;12;",1,1,2,2,1,2,NA,2
"10850","37","375","14572","008","014","14572008014",1,"5;7;17;18;",1,1,2,2,7,3,NA,2
"10851","37","375","14572","008","014","14572008014",2,"1;5;19;20;21;23;25;",1,1,2,2,15,3,NA,2
"10852","37","375","14572","008","015","14572008015",0,"1;2;4;7;",1,1,2,2,6,2,NA,2
"10853","37","375","14572","008","015","14572008015",1,"1;4;5;",2,1,2,2,4,2,NA,2
"10854","37","375","14572","008","015","14572008015",2,"5;",2,1,2,2,18,1,NA,2
"10855","37","375","14608","018","001","14608018001",0,"4;",1,2,2,2,4,2,NA,2
"10856","37","375","14608","018","001","14608018001",1,"1;",1,2,2,2,6,2,NA,2
"10857","37","375","14608","018","002","14608018002",0,"4;",1,2,2,2,5,2,NA,2
"10858","37","375","14608","018","002","14608018002",1,"2;4;",1,2,2,2,7,2,NA,2
"10859","37","375","14608","018","003","14608018003",0,"4;",1,2,2,2,0,2,NA,2
"10860","37","375","14608","018","003","14608018003",1,"4;7;",1,2,2,2,7,2,NA,2
"10861","37","375","14608","018","004","14608018004",0,"4;",1,2,2,2,3,2,NA,2
"10862","37","375","14608","018","004","14608018004",1,"4;7;",1,2,2,2,8,3,NA,2
"10863","37","375","14608","018","005","14608018005",0,"4;",1,2,2,2,6,2,NA,2
"10864","37","375","14608","018","005","14608018005",1,"1;4;",1,2,2,2,9,3,NA,2
"10865","37","375","14608","018","007","14608018007",0,"23;",1,2,2,2,0,2,NA,2
"10866","37","375","14608","018","007","14608018007",1,"4;23;",1,2,2,2,7,3,NA,2
"10867","37","375","14608","018","009","14608018009",0,"1;2;3;4;7;8;9;10;12;13;16;17;18;19;20;21;24;25;",1,1,1,2,1,3,NA,2
"10868","37","375","14608","018","009","14608018009",1,"1;2;3;4;6;7;8;10;12;13;16;17;18;19;20;21;22;23;24;25;",1,1,1,2,10,3,NA,2
"10869","37","375","14608","018","011","14608018011",0,"1;2;3;4;7;8;9;10;12;16;17;19;20;21;22;24;25;",1,1,1,2,1,3,NA,2
"10870","37","375","14608","018","011","14608018011",1,"1;2;3;4;6;7;8;9;10;13;16;17;18;19;20;21;22;23;24;25;",1,1,1,2,11,3,NA,2
"10871","37","375","14608","018","012","14608018012",0,"1;2;3;4;8;9;10;12;13;16;17;18;19;20;21;22;23;",1,1,1,2,1,3,NA,2
"10872","37","375","14608","018","012","14608018012",1,"1;2;3;4;6;7;8;9;10;12;13;14;15;16;17;18;19;20;21;22;23;24;25;",1,1,1,2,9,3,NA,2
"10873","37","375","14608","018","013","14608018013",0,"1;2;3;4;7;8;9;10;12;13;16;17;18;19;20;21;24;25;",1,1,1,2,1,3,NA,2
"10874","37","375","14608","018","013","14608018013",1,"1;2;3;4;6;7;9;10;11;12;13;16;17;18;19;20;21;22;23;24;25;",1,1,1,2,10,3,NA,2
"10875","37","375","14608","018","014","14608018014",0,"1;2;3;4;6;8;9;10;12;13;14;16;17;18;19;20;21;22;25;",1,1,1,2,1,3,NA,2
"10876","37","375","14608","018","014","14608018014",1,"1;2;3;4;6;7;8;9;10;12;13;15;16;17;18;19;20;21;22;23;24;25;",1,1,1,2,7,3,NA,2
"10877","37","375","14608","018","015","14608018015",0,"1;2;3;4;5;8;9;10;11;12;13;16;17;18;19;20;21;22;23;25;",1,1,1,2,1,3,NA,2
"10878","37","375","14608","018","015","14608018015",1,"1;2;3;4;6;7;8;9;10;12;13;16;17;18;19;20;21;22;23;24;25;",1,1,1,2,10,3,NA,2
"10879","37","375","14617","009","004","14617009004",0,"4;",1,2,2,2,8,2,NA,2
"10880","37","375","14617","009","004","14617009004",1,"8;9;14;17;18;20;",1,2,2,2,13,2,NA,2
"10881","37","375","14617","009","005","14617009005",0,"2;3;4;7;",1,2,2,2,7,2,NA,2
"10882","37","375","14617","009","005","14617009005",1,"7;8;9;10;14;17;",1,2,2,2,13,2,NA,2
"10883","37","375","14617","009","006","14617009006",0,"2;3;4;",1,2,2,2,2,2,NA,2
"10884","37","375","14617","009","006","14617009006",1,"5;6;7;8;14;17;20;",1,2,2,2,13,2,NA,2
"10885","37","375","14617","009","013","14617009013",0,"4;7;8;10;19;20;23;24;26;",2,1,2,2,5,3,NA,2
"10886","37","375","14617","009","014","14617009014",0,"4;7;8;12;19;20;",1,1,2,2,3,2,NA,2
"10887","37","375","14617","009","014","14617009014",1,"4;7;8;12;17;19;20;22;23;",1,1,2,2,9,2,NA,2
"10888","37","376","14629","003","001","14629003001",0,"4;8;9;",1,1,2,2,5,3,NA,2
"10889","37","376","14629","003","001","14629003001",1,"7;16;17;18;",1,1,2,2,11,3,NA,2
"10890","37","376","14629","003","001","14629003001",2,"19;20;21;22;24;",1,1,2,2,16,3,NA,2
"10891","37","376","14629","003","002","14629003002",0,"3;4;5;",1,1,2,2,5,3,NA,2
"10892","37","376","14629","003","002","14629003002",1,"7;12;13;15;17;",1,1,2,2,9,3,NA,2
"10893","37","376","14629","003","002","14629003002",2,"18;19;20;21;22;",1,1,2,2,16,3,NA,2
"10894","37","376","14629","003","003","14629003003",0,"7;8;9;",1,1,2,2,5,2,NA,2
"10895","37","376","14629","003","003","14629003003",1,"15;18;",1,1,2,2,11,2,NA,2
"10896","37","376","14629","003","003","14629003003",2,"18;19;20;21;22;23;24;25;",1,1,2,2,15,3,NA,2
"10897","37","376","14629","003","004","14629003004",0,"4;5;7;",1,1,2,2,6,3,NA,2
"10898","37","376","14629","003","004","14629003004",1,"7;8;9;11;12;13;14;15;",1,1,2,2,10,3,NA,2
"10899","37","376","14629","003","004","14629003004",2,"18;19;20;21;22;",1,1,2,2,16,3,NA,2
"10900","37","376","14629","003","009","14629003009",0,"3;5;6;7;",1,1,2,2,4,3,NA,2
"10901","37","376","14629","003","009","14629003009",1,"11;12;15;17;",1,1,2,2,11,3,NA,2
"10902","37","376","14629","003","009","14629003009",2,"19;20;22;23;25;26;",1,1,2,2,14,3,NA,2
"10903","37","376","14629","003","010","14629003010",0,"4;5;6;",1,1,2,2,5,3,NA,2
"10904","37","376","14629","003","010","14629003010",1,"8;9;10;11;12;13;",1,1,2,2,11,3,NA,2
"10905","37","376","14629","003","010","14629003010",2,"5;18;19;20;21;22;23;",1,1,2,2,13,3,NA,2
"10906","37","376","14629","003","011","14629003011",0,"3;5;7;",1,1,2,2,4,3,NA,2
"10907","37","376","14629","003","011","14629003011",1,"7;8;9;10;11;",1,1,2,2,9,3,NA,2
"10908","37","376","14629","003","011","14629003011",2,"7;17;18;19;20;21;22;23;",1,1,2,2,13,3,NA,2
"10909","37","376","14629","003","013","14629003013",0,"4;7;",1,1,2,2,5,2,NA,2
"10910","37","376","14629","003","013","14629003013",1,"9;10;11;12;13;",1,1,2,2,9,3,NA,2
"10911","37","376","14629","003","013","14629003013",2,"17;18;19;20;21;22;23;",1,1,2,2,13,3,NA,2
"10912","37","376","14629","003","015","14629003015",0,"4;8;9;",1,1,2,2,6,3,NA,2
"10913","37","376","14629","003","015","14629003015",1,"9;10;12;17;",1,1,2,2,11,3,NA,2
"10914","37","376","14629","003","015","14629003015",2,"7;18;19;20;21;22;23;24;25;",1,1,2,2,14,3,NA,2
"10915","37","376","14638","006","003","14638006003",0,"4;7;8;",1,1,2,2,1,2,NA,2
"10916","37","376","14638","006","003","14638006003",1,"7;12;13;17;",1,1,2,2,7,3,NA,2
"10917","37","376","14638","006","003","14638006003",2,"5;7;18;20;21;22;23;24;",1,1,2,2,15,3,NA,2
"10918","37","376","14638","006","004","14638006004",0,"4;5;7;",1,1,2,2,1,2,NA,2
"10919","37","376","14638","006","004","14638006004",1,"8;9;17;",1,1,2,2,7,3,NA,2
"10920","37","376","14638","006","004","14638006004",2,"17;18;19;20;21;22;23;24;",1,1,2,2,15,3,NA,2
"10921","37","376","14638","006","005","14638006005",0,"4;5;6;",1,1,2,2,7,3,NA,2
"10922","37","376","14638","006","005","14638006005",1,"20;21;",1,1,2,2,11,3,NA,2
"10923","37","376","14638","006","005","14638006005",2,"18;19;21;22;23;24;25;",1,1,2,2,15,3,NA,2
"10924","37","376","14638","006","006","14638006006",0,"2;8;9;",1,1,2,2,5,2,NA,2
"10925","37","376","14638","006","006","14638006006",1,"7;20;24;",1,1,2,2,9,3,NA,2
"10926","37","376","14638","006","006","14638006006",2,"4;7;19;20;25;",1,1,2,2,16,3,NA,2
"10927","37","376","14638","006","008","14638006008",0,"3;4;5;6;",1,1,2,2,7,2,NA,2
"10928","37","376","14638","006","008","14638006008",1,"8;9;",1,1,2,2,12,2,NA,2
"10929","37","376","14638","006","008","14638006008",2,"19;20;21;22;",1,1,2,2,16,3,NA,2
"10930","37","376","14638","006","010","14638006010",0,"8;9;10;",1,1,2,2,7,2,NA,2
"10931","37","376","14638","006","010","14638006010",1,"8;20;21;",1,1,2,2,11,3,NA,2
"10932","37","376","14638","006","010","14638006010",2,"18;19;20;21;25;",1,1,2,2,17,3,NA,2
"10933","37","376","14638","006","015","14638006015",0,"7;8;9;10;",1,1,2,2,3,3,NA,2
"10934","37","376","14638","006","015","14638006015",1,"4;7;20;",1,1,2,2,9,2,NA,2
"10935","37","376","14638","006","015","14638006015",2,"7;17;19;20;22;23;24;25;",1,1,2,2,16,3,NA,2
"10936","37","376","14638","008","005","14638008005",0,"4;",1,1,2,2,5,2,NA,2
"10937","37","376","14638","008","005","14638008005",1,"7;15;",1,1,2,2,9,2,NA,2
"10938","37","376","14638","008","005","14638008005",2,"8;26;",1,1,2,2,17,2,NA,2
"10939","37","376","14638","008","006","14638008006",0,"4;",1,1,2,2,4,2,NA,2
"10940","37","376","14638","008","006","14638008006",1,"19;20;",1,1,2,2,15,3,NA,2
"10941","37","376","14638","008","008","14638008008",0,"4;",1,1,2,2,3,3,NA,2
"10942","37","376","14638","008","008","14638008008",1,"20;23;",1,1,2,2,15,3,NA,2
"10943","37","376","14638","008","013","14638008013",0,"4;",2,1,2,2,5,2,NA,2
"10944","37","376","14638","008","013","14638008013",1,"7;",2,1,2,2,9,3,NA,2
"10945","37","376","14638","008","013","14638008013",2,"26;",2,1,2,2,17,2,NA,2
"10946","37","376","14638","008","014","14638008014",0,"4;",2,1,2,2,5,2,NA,2
