"","MATINH","MAHUYEN","MAXA","KYDIEUTRA","M41_C5","M41_C6","M41_C71","M41_C72","M41_C73","M41_C74","M41_C75","M41_C75_GHIRO","M42_C1","M42_C2","M42_C3","M42_C4","M42_C5","M42_C6","M42_C7","M42_C8","M42_C9","M42_C13","M42_C141","M42_C142","M42_C143","M42_C144","M42_C144_GHIRO","M42_C151","M42_C152","M42_C153","M42_C154","M42_C154_GHIRO","M43_C1","M43_C2","M43_C3","M43_C41","M43_C42","M43_C43","M43_C44","M43_C45","M43_C45_GHIRO","M43_C91","M43_C92","M43_C93","M43_C9B01","M43_C9B02","M43_C9B03","M43_C9B04","M43_C9B05","M43_C9B06","M43_C9B07","M43_C9B08","M43_C9B09","M43_C9B10","M43_C9B11","M43_C9B11_GHIRO"
"772","44","452","18931",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,3,1,2,1,8,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"773","44","452","18943",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,3,1,2,1,8,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"774","44","455","19144",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"775","44","455","19159",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"776","44","455","19177",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"777","44","456","19222",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,3,2,NA,1,7,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"778","45","464","19375",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,34,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"779","45","466","19531",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,2,2,2,NA,1,5,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"780","45","467","19561",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"781","45","469","19636",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,2,2,NA,1,3,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"782","45","469","19648",2,2,2,NA,NA,NA,NA,NA,"",1,1,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"783","45","462","19705",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"784","46","476","19858",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,1,6,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"785","46","474","19906",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"786","46","478","19927",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,1,4,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"787","46","474","19999",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"788","46","482","20113",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"789","46","482","20146",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,1,3,1,3,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"790","48","497","20323",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"791","49","518","20386",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"792","49","504","20458",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,6727.17,2015,2,2,2,2,2,"",1707.89,1276.27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"793","49","506","20518",2,1,1,1,2,2,2,2,"",1,3,1,1,2,1,1,1,7,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,297.9,2019,1,2,2,2,2,"",297.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"794","49","508","20605",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,2,1,3,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"795","49","509","20683",2,2,2,NA,NA,NA,NA,NA,"",1,1,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"796","49","510","20707",2,2,2,NA,NA,NA,NA,NA,"",1,2,2,2,1,1,4,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"797","49","512","20770",2,2,2,NA,NA,NA,NA,NA,"",1,3,2,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"798","49","514","20896",2,3,3,NA,NA,NA,NA,NA,"",1,2,1,1,2,1,7,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"799","49","517","20983",2,2,2,NA,NA,NA,NA,NA,"",1,3,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"800","51","522","21034",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"801","51","525","21145",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,3,3,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,109.3,2023,1,2,2,2,2,"",109.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"802","51","527","21181",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"803","51","527","21193",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"804","51","522","21202",2,2,2,NA,NA,NA,NA,NA,"",1,2,2,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"805","51","527","21217",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"806","51","532","21391",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,2,3,NA,1,5,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"807","51","533","21415",2,2,2,NA,NA,NA,NA,NA,"",1,2,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"808","51","533","21421",2,2,2,NA,NA,NA,NA,NA,"",1,2,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"809","51","534","21475",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,1,3,1,2,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"810","52","544","21712",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"811","52","545","21745",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"812","52","545","21757",2,3,3,NA,NA,NA,NA,NA,"",1,3,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"813","52","548","21859",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"814","52","548","21877",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"815","52","548","21901",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,1,7,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"816","52","549","21925",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"817","52","551","22012",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,3,1,1,7,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"818","54","555","22048",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,1,7,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"819","54","557","22069",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"820","54","558","22087",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"821","54","558","22111",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,1,4,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"822","54","562","22252",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,1,3,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"823","54","562","22276",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,3,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"824","54","562","22294",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,2,2,NA,1,4,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"825","54","563","22321",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,3,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"826","56","568","22387",2,3,3,NA,NA,NA,NA,NA,"",3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"827","56","568","22393",2,2,2,NA,NA,NA,NA,NA,"",2,NA,1,1,1,2,NA,1,3,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"828","56","568","22402",2,2,3,NA,NA,NA,NA,NA,"",3,NA,1,1,1,1,5,1,5,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"829","56","572","22546",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"830","56","572","22558",2,3,3,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"831","56","572","22600",2,3,3,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"832","56","573","22642",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"833","58","584","22789",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,2,1,4,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"834","58","585","22813",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"835","58","588","22840",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"836","58","587","22873",2,1,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"837","58","587","22879",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,1,1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"838","58","589","22909",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"839","60","595","22981",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"840","60","596","23053",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,2,1,3,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"841","60","597","23098",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"842","60","598","23146",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"843","60","599","23161",2,2,2,NA,NA,NA,NA,NA,"",2,NA,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"844","60","600","23221",2,3,3,NA,NA,NA,NA,NA,"",1,3,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"845","60","594","23246",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"846","62","608","23326",2,2,2,NA,NA,NA,NA,NA,"",1,2,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"847","62","610","23350",2,2,2,NA,NA,NA,NA,NA,"",1,3,3,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"848","62","612","23443",2,3,2,NA,NA,NA,NA,NA,"",1,3,1,3,3,1,3,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"849","62","615","23506",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,3,1,1,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,699.33,2010,1,2,2,2,2,"",0,0,317.81,1,2,2,2,2,2,2,2,2,2,2,""
"850","62","615","23515",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,412,2010,2,2,2,2,2,"",0,0,412,1,2,1,2,2,2,2,2,2,2,1,"sao xanh"
"851","64","623","23632",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,38.79,2011,2,2,2,1,2,"",0,0,2.8,1,1,2,1,2,2,2,2,2,2,2,""
"852","64","626","23692",2,3,3,NA,NA,NA,NA,NA,"",1,3,2,2,3,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"853","64","626","23716",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,2,3,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"854","64","626","23719",2,2,2,NA,NA,NA,NA,NA,"",1,3,2,2,3,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"855","64","632","23899",2,2,2,NA,NA,NA,NA,NA,"",2,NA,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"856","64","633","23947",2,2,2,NA,NA,NA,NA,NA,"",1,3,3,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"857","64","633","23966",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"858","64","633","23968",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,1,4,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"859","66","643","24157",2,2,2,NA,NA,NA,NA,NA,"",2,NA,2,2,2,1,5,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"860","66","643","24160",2,3,2,NA,NA,NA,NA,NA,"",2,NA,2,1,1,1,3,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
