"","Correct_name.DNA2","MATINH","IDHO","region","MAHUYEN","MAXA","MADIABAN","HOSO","M4B113_C5","M4B113_C7","M4B113_C8","M4B113_C9","Province_name","Region","Decision","Convergence.on.Year","IRRI_Parentage","Saltol","qSub1"
"672","ST24",91,"30829013015",6,"903","30829","013","015","ST",1,3,NA,"Tinh Kien Giang","6_MRD","","","Parents pedigree unknown","[--]","[--]"
"673","ST24",62,"23539001013",4,"616","23539","001","013","ht1",1,7,NA,"Tinh Kon Tum","4_Central Highlands","","","Parents pedigree unknown","[--]","[--]"
"674","ST24",62,"23395004007",4,"611","23395","004","007","st24",1,1,1,"Tinh Kon Tum","4_Central Highlands","","","Parents pedigree unknown","[--]","[--]"
"675","ST24",62,"23395004005",4,"611","23395","004","005","st24",1,1,1,"Tinh Kon Tum","4_Central Highlands","","","Parents pedigree unknown","[--]","[--]"
"676","ST24",66,"24394024011",4,"651","24394","024","011","FB 24",1,7,NA,"Tinh Dak Lak","4_Central Highlands","","","Parents pedigree unknown","[--]","[--]"
"677","TBR225",17,"05191009003",2,"155","05191","009","003","bcr225",1,7,NA,"Tinh Hoa Binh","2_NMMA","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"678","TBR225",26,"09055003003",1,"251","09055","003","003","HDT8",1,6,NA,"Tinh Vinh Phuc","1_RRD","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"679","TBR225",38,"15163001013",3,"390","15163","001","013","thiên ưu 8",1,6,NA,"Tinh Thanh Hoa","3_NCCCA","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"680","TBR225",24,"07846006009",2,"223","07846","006","009","khang dân 18",1,3,NA,"Tinh Bac Giang","2_NMMA","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"681","TBR225",10,"02926005011",2,"086","02926","005","011","BC15",1,7,NA,"Tinh Lao Cai","2_NMMA","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"682","TBR225",26,"08896001013",1,"247","08896","001","013","TBR 225",1,6,NA,"Tinh Vinh Phuc","1_RRD","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"683","TBR225",40,"17689012011",3,"427","17689","012","011","VN2O",1,3,NA,"Tinh Nghe An","3_NCCCA","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"684","TBR225",1,"09685013009",1,"271","09685","013","009","TBR 225",1,6,NA,"Thanh pho Ha Noi","1_RRD","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"685","TBR225",1,"10501005009",1,"282","10501","005","009","Th25",1,7,NA,"Thanh pho Ha Noi","1_RRD","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"686","TBR225",1,"09685013013",1,"271","09685","013","013","giống lúa TBR225",1,3,NA,"Thanh pho Ha Noi","1_RRD","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"687","TBR225",1,"10045011015",1,"277","10045","011","015","TBR 225",1,3,NA,"Thanh pho Ha Noi","1_RRD","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"688","TBR225",1,"10495002007",1,"282","10495","002","007","tbr225",1,6,NA,"Thanh pho Ha Noi","1_RRD","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"689","TBR225",30,"11083007009",1,"298","11083","007","009","TT225",1,6,NA,"Tinh Hai Duong","1_RRD","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"690","TBR225",17,"05191009013",2,"155","05191","009","013","bc15",1,7,NA,"Tinh Hoa Binh","2_NMMA","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"691","TBR225",34,"12739001011",1,"340","12739","001","011","TBR225",1,4,NA,"Tinh Thai Binh","1_RRD","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"692","TBR225",30,"11065007013",1,"297","11065","007","013","tpr225",1,6,NA,"Tinh Hai Duong","1_RRD","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"693","TBR225",38,"15163001001",3,"390","15163","001","001","225",1,7,NA,"Tinh Thanh Hoa","3_NCCCA","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"694","TBR225",24,"07396003007",2,"217","07396","003","007","khang dân 18",1,6,NA,"Tinh Bac Giang","2_NMMA","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"695","TBR225",1,"09685013005",1,"271","09685","013","005","giống lúa TBR225",1,3,NA,"Thanh pho Ha Noi","1_RRD","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"696","TBR225",24,"07396003001",2,"217","07396","003","001","khang dân 18",1,6,NA,"Tinh Bac Giang","2_NMMA","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"697","TBR225",1,"09685013011",1,"271","09685","013","011","TBR225",1,6,NA,"Thanh pho Ha Noi","1_RRD","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"698","TBR225",31,"11659012009",1,"313","11659","012","009","bc",1,3,NA,"Thanh pho Hai Phong","1_RRD","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"699","TBR225",1,"10045011005",1,"277","10045","011","005","TBR225",1,3,NA,"Thanh pho Ha Noi","1_RRD","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"700","TBR225",34,"12910003013",1,"341","12910","003","013","BC15",1,6,NA,"Tinh Thai Binh","1_RRD","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"701","TBR225",30,"11137006003",1,"298","11137","006","003","TR25",1,7,NA,"Tinh Hai Duong","1_RRD","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"702","TBR225",38,"15163001005",3,"390","15163","001","005","tbr225",1,7,NA,"Tinh Thanh Hoa","3_NCCCA","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"703","TBR225",30,"11083007011",1,"298","11083","007","011","TR225",1,7,NA,"Tinh Hai Duong","1_RRD","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"704","TBR225",17,"05104002003",2,"154","05104","002","003","thái bình",1,7,NA,"Tinh Hoa Binh","2_NMMA","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"705","TBR225",27,"09529013011",1,"264","09529","013","011","BC225",1,3,NA,"Tinh Bac Ninh","1_RRD","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"706","TBR225",26,"08896001003",1,"247","08896","001","003","TBR225",1,6,NA,"Tinh Vinh Phuc","1_RRD","202/QD-TT-CLT dated June 9, 2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"707","Thai Xuyen 111",34,"12910003001",1,"341","12910","003","001","c15",1,6,NA,"Tinh Thai Binh","1_RRD","300/QD-TT-CLT dated October 19, 2022","No","Parents pedigree unknown","?","[--]"
"708","Thai Xuyen 111",40,"17146007009",3,"421","17146","007","009","thái xuyên",1,3,NA,"Tinh Nghe An","3_NCCCA","300/QD-TT-CLT dated October 19, 2022","No","Parents pedigree unknown","?","[--]"
"709","Thai Xuyen 111",42,"18307003009",3,"440","18307","003","009","Thái xuyên",1,5,NA,"Tinh Ha Tinh","3_NCCCA","300/QD-TT-CLT dated October 19, 2022","No","Parents pedigree unknown","?","[--]"
"710","Thai Xuyen 111",40,"17146007003",3,"421","17146","007","003","Thái Xuyên",1,3,NA,"Tinh Nghe An","3_NCCCA","300/QD-TT-CLT dated October 19, 2022","No","Parents pedigree unknown","?","[--]"
"711","Thai Xuyen 111",31,"11722008007",1,"314","11722","008","007","tạp giao( thái xuyên)",1,3,NA,"Thanh pho Hai Phong","1_RRD","300/QD-TT-CLT dated October 19, 2022","No","Parents pedigree unknown","?","[--]"
"712","Thai Xuyen 111",38,"16063001003",3,"400","16063","001","003","thái xuyên",1,3,NA,"Tinh Thanh Hoa","3_NCCCA","300/QD-TT-CLT dated October 19, 2022","No","Parents pedigree unknown","?","[--]"
"713","Thai Xuyen 111",25,"08689005005",2,"239","08689","005","005","nhị ưu số 7",1,5,NA,"Tinh Phu Tho","2_NMMA","300/QD-TT-CLT dated October 19, 2022","No","Parents pedigree unknown","?","[--]"
"714","Thai Xuyen 111",42,"18307003001",3,"440","18307","003","001","thái xuyên",1,7,5,"Tinh Ha Tinh","3_NCCCA","300/QD-TT-CLT dated October 19, 2022","No","Parents pedigree unknown","?","[--]"
"715","Thai Xuyen 111",40,"17146007005",3,"421","17146","007","005","Thái Xuyên",1,3,NA,"Tinh Nghe An","3_NCCCA","300/QD-TT-CLT dated October 19, 2022","No","Parents pedigree unknown","?","[--]"
"716","Thai Xuyen 111",38,"15589003007",3,"395","15589","003","007","Thái Xuyên",1,7,NA,"Tinh Thanh Hoa","3_NCCCA","300/QD-TT-CLT dated October 19, 2022","No","Parents pedigree unknown","?","[--]"
"717","Thai Xuyen 111",38,"15589003015",3,"395","15589","003","015","Thái Xuyên",1,7,NA,"Tinh Thanh Hoa","3_NCCCA","300/QD-TT-CLT dated October 19, 2022","No","Parents pedigree unknown","?","[--]"
"718","Thai Xuyen 111",40,"17146007011",3,"421","17146","007","011","Thái Xuyên",1,3,NA,"Tinh Nghe An","3_NCCCA","300/QD-TT-CLT dated October 19, 2022","No","Parents pedigree unknown","?","[--]"
"719","Thai Xuyen 111",38,"15589003005",3,"395","15589","003","005","Thái Xuyên 111",1,7,NA,"Tinh Thanh Hoa","3_NCCCA","300/QD-TT-CLT dated October 19, 2022","No","Parents pedigree unknown","?","[--]"
"720","Thai Xuyen 111",37,"14425001005",1,"372","14425","001","005","Thái xuyên",1,7,NA,"Tinh Ninh Binh","1_RRD","300/QD-TT-CLT dated October 19, 2022","No","Parents pedigree unknown","?","[--]"
"721","Thai Xuyen 111",38,"16063001007",3,"400","16063","001","007","thái xuyên",1,6,NA,"Tinh Thanh Hoa","3_NCCCA","300/QD-TT-CLT dated October 19, 2022","No","Parents pedigree unknown","?","[--]"
"722","Thai Xuyen 111",38,"15589003001",3,"395","15589","003","001","thái xuyên",1,7,NA,"Tinh Thanh Hoa","3_NCCCA","300/QD-TT-CLT dated October 19, 2022","No","Parents pedigree unknown","?","[--]"
"723","Thai Xuyen 111",38,"16327002001",3,"404","16327","002","001","Thái xuyên",1,7,NA,"Tinh Thanh Hoa","3_NCCCA","300/QD-TT-CLT dated October 19, 2022","No","Parents pedigree unknown","?","[--]"
"724","Thien Uu 8",35,"13432006009",1,"350","13432","006","009","Thái Bắc",1,6,NA,"Tinh Ha Nam","1_RRD","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"725","Thien Uu 8",38,"16540014015",3,"406","16540","014","015","Btl2",1,7,NA,"Tinh Thanh Hoa","3_NCCCA","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"726","Thien Uu 8",35,"13576014009",1,"353","13576","014","009","j30",1,3,NA,"Tinh Ha Nam","1_RRD","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"727","Thien Uu 8",26,"08896001007",1,"247","08896","001","007","502",1,7,NA,"Tinh Vinh Phuc","1_RRD","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"728","Thien Uu 8",30,"11065007005",1,"297","11065","007","005","DQ",1,6,NA,"Tinh Hai Duong","1_RRD","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"729","Thien Uu 8",35,"13576014011",1,"353","13576","014","011","j30",1,3,NA,"Tinh Ha Nam","1_RRD","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"730","Thien Uu 8",2,"01186011007",2,"034","01186","011","007","thái xuyên",1,7,NA,"Tinh Ha Giang","2_NMMA","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"731","Thien Uu 8",49,"20842006005",3,"513","20842","006","005","thiên ưu",1,3,NA,"Tinh Quang Nam","3_NCCCA","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"732","Thien Uu 8",37,"14425001011",1,"372","14425","001","011","giống nhị ưu 838",1,7,NA,"Tinh Ninh Binh","1_RRD","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"733","Thien Uu 8",26,"09055003011",1,"251","09055","003","011","q5",1,6,NA,"Tinh Vinh Phuc","1_RRD","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"734","Thien Uu 8",2,"01186011005",2,"034","01186","011","005","thái xuyên",1,7,NA,"Tinh Ha Giang","2_NMMA","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"735","Thien Uu 8",2,"01186011003",2,"034","01186","011","003","thiên uu 8",1,7,NA,"Tinh Ha Giang","2_NMMA","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"736","Thien Uu 8",26,"08896001005",1,"247","08896","001","005","TBR 225",1,6,NA,"Tinh Vinh Phuc","1_RRD","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"737","Thien Uu 8",19,"05812004003",2,"171","05812","004","003","khang dân",1,5,NA,"Tinh Thai Nguyen","2_NMMA","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"738","Thien Uu 8",51,"21241010007",3,"528","21241","010","007","thiên ưu 8",1,3,NA,"Tinh Quang Ngai","3_NCCCA","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"739","Thien Uu 8",15,"04558006003",2,"132","04558","006","003","thiênưu8",1,3,4,"Tinh Yen Bai","2_NMMA","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"740","Thien Uu 8",26,"08938008003",1,"249","08938","008","003","nếp",1,7,NA,"Tinh Vinh Phuc","1_RRD","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"741","Thien Uu 8",30,"11137006015",1,"298","11137","006","015","thiên ưu 8",1,7,NA,"Tinh Hai Duong","1_RRD","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"742","Thien Uu 8",33,"12364001029",1,"332","12364","001","029","QR20",2,6,NA,"Tinh Hung Yen","1_RRD","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"743","Thien Uu 8",37,"14572006011",1,"375","14572","006","011","tẻ 808",1,1,5,"Tinh Ninh Binh","1_RRD","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"744","Thien Uu 8",33,"12364001025",1,"332","12364","001","025","nam dương 502",2,1,5,"Tinh Hung Yen","1_RRD","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"745","Thien Uu 8",40,"17689012009",3,"427","17689","012","009","VN 20",1,3,NA,"Tinh Nghe An","3_NCCCA","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"746","Thien Uu 8",6,"01870006011",2,"060","01870","006","011","Q63",1,3,NA,"Tinh Bac Kan","2_NMMA","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"747","Thien Uu 8",6,"01870006007",2,"060","01870","006","007","lúa lai",1,7,NA,"Tinh Bac Kan","2_NMMA","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"748","Thien Uu 8",37,"14572006007",1,"375","14572","006","007","đài thơm",1,3,NA,"Tinh Ninh Binh","1_RRD","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"749","Thien Uu 8",2,"01186011011",2,"034","01186","011","011","lai thơm",1,7,NA,"Tinh Ha Giang","2_NMMA","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"750","Thien Uu 8",51,"21217009013",3,"527","21217","009","013","IR225",1,7,NA,"Tinh Quang Ngai","3_NCCCA","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"751","Thien Uu 8",51,"21241010005",3,"528","21241","010","005","thiên ưu 8",1,3,NA,"Tinh Quang Ngai","3_NCCCA","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"752","Thien Uu 8",35,"13576014005",1,"353","13576","014","005","j30",1,3,NA,"Tinh Ha Nam","1_RRD","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"753","Thien Uu 8",2,"01186011009",2,"034","01186","011","009","thiên ưu 8",2,7,NA,"Tinh Ha Giang","2_NMMA","No. 58/QD-TT-CLT dated 5/3/2015","Yes","Parents pedigree unknown","[+p]-Aro","[--]"
"754","VNR10",34,"12739001013",1,"340","12739","001","013","vn10",1,6,NA,"Tinh Thai Binh","1_RRD","","","IRRI-related (P2)","[--]","[--]"
"755","VNR10",34,"12739001015",1,"340","12739","001","015","vn10",1,6,NA,"Tinh Thai Binh","1_RRD","","","IRRI-related (P2)","[--]","[--]"
"756","VNR20",34,"12643007003",1,"339","12643","007","003","BC15",1,6,NA,"Tinh Thai Binh","1_RRD","No. 178/QD-TT-CLT dated September 3, 2020","Yes","IRRI-related (P2)","[--]","[--]"
"757","VNR20",34,"13108009009",1,"336","13108","009","009","cr20",1,3,NA,"Tinh Thai Binh","1_RRD","No. 178/QD-TT-CLT dated September 3, 2020","Yes","IRRI-related (P2)","[--]","[--]"
"758","VNR20",45,"19606001005",3,"468","19606","001","005","VNL20",1,6,NA,"Tinh Quang Tri","3_NCCCA","No. 178/QD-TT-CLT dated September 3, 2020","Yes","IRRI-related (P2)","[--]","[--]"
"759","VNR20",49,"20842006007",3,"513","20842","006","007","VR20",1,3,NA,"Tinh Quang Nam","3_NCCCA","No. 178/QD-TT-CLT dated September 3, 2020","Yes","IRRI-related (P2)","[--]","[--]"
"760","VNR20",45,"19606001003",3,"468","19606","001","003","VNL20",1,6,NA,"Tinh Quang Tri","3_NCCCA","No. 178/QD-TT-CLT dated September 3, 2020","Yes","IRRI-related (P2)","?","[--]"
"761","VNR20",86,"29713003013",6,"859","29713","003","013","OM18",1,7,NA,"Tinh Vinh Long","6_MRD","No. 178/QD-TT-CLT dated September 3, 2020","Yes","IRRI-related (P2)","[--]","[--]"
"762","VNR20",6,"01870006009",2,"060","01870","006","009","lúa lai",1,7,NA,"Tinh Bac Kan","2_NMMA","No. 178/QD-TT-CLT dated September 3, 2020","Yes","IRRI-related (P2)","[--]","[--]"
"763","VNR20",34,"12643007015",1,"339","12643","007","015","BC 15",1,6,NA,"Tinh Thai Binh","1_RRD","No. 178/QD-TT-CLT dated September 3, 2020","Yes","IRRI-related (P2)","[--]","[--]"
"764","VNR20",17,"05104002011",2,"154","05104","002","011","thái bình",1,7,NA,"Tinh Hoa Binh","2_NMMA","No. 178/QD-TT-CLT dated September 3, 2020","Yes","IRRI-related (P2)","[--]","[--]"
"765","VNR20",45,"19606001009",3,"468","19606","001","009","VNL20",1,6,NA,"Tinh Quang Tri","3_NCCCA","No. 178/QD-TT-CLT dated September 3, 2020","Yes","IRRI-related (P2)","[--]","[--]"
"766","VNR20",52,"21844001005",3,"547","21844","001","005","VNR20",1,3,NA,"Tinh Binh Dinh","3_NCCCA","No. 178/QD-TT-CLT dated September 3, 2020","Yes","IRRI-related (P2)","[--]","[--]"
