"","Correct_name.DNA2","MATINH","IDHO","region","MAHUYEN","MAXA","MADIABAN","HOSO","M4B113_C5","M4B113_C7","M4B113_C8","M4B113_C9","Province_name","Region","Decision","Convergence.on.Year","IRRI_Parentage","Saltol","qSub1"
"366","Landrace",15,"04651001003",2,"140","04651","001","003","tầu 838",1,7,NA,"Tinh Yen Bai","2_NMMA",NA,NA,NA,"[--]","[--]"
"367","Landrace",35,"13621003019",1,"353","13621","003","019","thơm 69",1,3,NA,"Tinh Ha Nam","1_RRD",NA,NA,NA,"[--]","[--]"
"368","Landrace",51,"21157004013",3,"525","21157","004","013","giống thuần",2,1,10,"Tinh Quang Ngai","3_NCCCA",NA,NA,NA,"[Het]","[--]"
"369","Landrace",4,"01603004007",2,"049","01603","004","007","27p31",1,3,NA,"Tinh Cao Bang","2_NMMA",NA,NA,NA,"[--]","[--]"
"370","Landrace",19,"05545009013",2,"167","05545","009","013","lúa ND 502",1,3,NA,"Tinh Thai Nguyen","2_NMMA",NA,NA,NA,"[+p]-Aro","[--]"
"371","Landrace",1,"10495002013",1,"282","10495","002","013","Hana",1,3,NA,"Thanh pho Ha Noi","1_RRD",NA,NA,NA,"[+p]-Aro","[--]"
"372","Landrace",20,"06451008011",2,"186","06451","008","011","Khang dân 18",1,7,NA,"Tinh Lang Son","2_NMMA",NA,NA,NA,"[--]","[--]"
"373","Landrace",58,"22795002001",3,"584","22795","002","001","th",1,3,NA,"Tinh Ninh Thuan","3_NCCCA",NA,NA,NA,"?","[--]"
"374","Landrace",37,"14572006001",1,"375","14572","006","001","Tám",1,3,NA,"Tinh Ninh Binh","1_RRD",NA,NA,NA,"?","[--]"
"375","Landrace",30,"11224002015",1,"299","11224","002","015","bắc thơm",1,7,NA,"Tinh Hai Duong","1_RRD",NA,NA,NA,"[--]","[--]"
"376","Landrace",64,"23778004001",4,"628","23778","004","001","Tr4",1,1,1,"Tinh Gia Lai","4_Central Highlands",NA,NA,NA,"[--]","[+p]"
"377","Landrace",25,"07975006007",2,"230","07975","006","007","tạp giao",1,3,NA,"Tinh Phu Tho","2_NMMA",NA,NA,NA,"[+p]-Aro","[--]"
"378","Landrace",38,"16063001011",3,"400","16063","001","011","Thái Xuyên",1,3,NA,"Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"379","Landrace",44,"19243007001",3,"456","19243","007","001","PC6",1,3,NA,"Tinh Quang Binh","3_NCCCA",NA,NA,NA,"[--]","[--]"
"380","Landrace",8,"02260011003",2,"072","02260","011","003","Dự hương 8",1,3,NA,"Tinh Tuyen Quang","2_NMMA",NA,NA,NA,"[--]","[--]"
"381","Landrace",12,"03618022013",2,"110","03618","022","013","J02",1,7,NA,"Tinh Lai Chau","2_NMMA",NA,NA,NA,"?","[--]"
"382","Landrace",54,"22267015015",3,"564","22267","015","015","giống 213",2,1,10,"Tinh Phu Yen","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"383","Landrace",25,"08689005001",2,"239","08689","005","001","nhị ưu",1,5,NA,"Tinh Phu Tho","2_NMMA",NA,NA,NA,"?","[--]"
"384","Landrace",46,"19957011005",3,"478","19957","011","005","HT6",1,3,NA,"Tinh Thua Thien Hue","3_NCCCA",NA,NA,NA,"?","[--]"
"385","Landrace",8,"02260011013",2,"072","02260","011","013","Dự hương 8",1,3,NA,"Tinh Tuyen Quang","2_NMMA",NA,NA,NA,"[--]","[--]"
"386","Landrace",37,"14425001009",1,"372","14425","001","009","Thiên ưu 8",1,7,NA,"Tinh Ninh Binh","1_RRD",NA,NA,NA,"[+p]-Aro","[--]"
"387","Landrace",20,"06451008009",2,"186","06451","008","009","khang dân 18",1,7,NA,"Tinh Lang Son","2_NMMA",NA,NA,NA,"[--]","[--]"
"388","Landrace",66,"24592002011",4,"656","24592","002","011","đài thơm",1,3,NA,"Tinh Dak Lak","4_Central Highlands",NA,NA,NA,"[--]","[--]"
"389","Landrace",26,"08938008013",1,"249","08938","008","013","tbr225",2,6,NA,"Tinh Vinh Phuc","1_RRD",NA,NA,NA,"[--]","[--]"
"390","Landrace",42,"18211004007",3,"439","18211","004","007","nhị ưu",1,5,NA,"Tinh Ha Tinh","3_NCCCA",NA,NA,NA,"?","[--]"
"391","Landrace",14,"04171014015",2,"126","04171","014","015","nếp 87",1,7,NA,"Tinh Son La","2_NMMA",NA,NA,NA,"[--]","[--]"
"392","Landrace",40,"17422011005",3,"425","17422","011","005","thái xuyên",1,6,NA,"Tinh Nghe An","3_NCCCA",NA,NA,NA,"?","[--]"
"393","Landrace",27,"09322018001",1,"260","09322","018","001","nếp 9603",1,3,NA,"Tinh Bac Ninh","1_RRD",NA,NA,NA,"[--]","[--]"
"394","Landrace",20,"06217002013",2,"183","06217","002","013","Giống lúa 108",1,3,NA,"Tinh Lang Son","2_NMMA",NA,NA,NA,"?","?"
"395","Landrace",37,"14425001003",1,"372","14425","001","003","Nhị ưu 838",1,7,1,"Tinh Ninh Binh","1_RRD",NA,NA,NA,"?","[--]"
"396","Landrace",42,"18436006013",3,"443","18436","006","013","hà phát 3",1,3,NA,"Tinh Ha Tinh","3_NCCCA",NA,NA,NA,"[--]","[--]"
"397","Landrace",70,"25305007001",5,"692","25305","007","001","lúa 3 tháng",1,7,NA,"Tinh Binh Phuoc","5_South East",NA,NA,NA,"[+p]-Aus","[--]"
"398","Landrace",6,"01870006003",2,"060","01870","006","003","lúa lai",1,7,NA,"Tinh Bac Kan","2_NMMA",NA,NA,NA,"[+p]-Aro","[--]"
"399","Landrace",15,"04765007011",2,"141","04765","007","011","Thái Bình",1,3,NA,"Tinh Yen Bai","2_NMMA",NA,NA,NA,"?","?"
"400","Landrace",72,"25699001011",5,"711","25699","001","011","om5451",1,7,NA,"Tinh Tay Ninh","5_South East",NA,NA,NA,"[--]","[--]"
"401","Landrace",14,"04171014005",2,"126","04171","014","005","nếp 87",1,7,NA,"Tinh Son La","2_NMMA",NA,NA,NA,"[--]","[--]"
"402","Landrace",64,"23778004005",4,"628","23778","004","005","Tr4",1,1,1,"Tinh Gia Lai","4_Central Highlands",NA,NA,NA,"[--]","[--]"
"403","Landrace",6,"01912007005",2,"061","01912","007","005","bao thai",2,1,2,"Tinh Bac Kan","2_NMMA",NA,NA,NA,"[--]","[--]"
"404","Landrace",46,"19837011019",3,"476","19837","011","019","HG12",1,6,NA,"Tinh Thua Thien Hue","3_NCCCA",NA,NA,NA,"[--]","[--]"
"405","Landrace",38,"16063001001",3,"400","16063","001","001","thái xuyên",1,4,NA,"Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"406","Landrace",42,"18307003005",3,"440","18307","003","005","lai thơm 6",1,3,NA,"Tinh Ha Tinh","3_NCCCA",NA,NA,NA,"[--]","[--]"
"407","Landrace",10,"02959010007",2,"087","02959","010","007","BC15",1,3,NA,"Tinh Lao Cai","2_NMMA",NA,NA,NA,"?","[--]"
"408","Landrace",52,"21844001013",3,"547","21844","001","013","khang dân 18",1,3,NA,"Tinh Binh Dinh","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"409","Landrace",33,"11971007009",1,"323","11971","007","009","hà phát 3",1,3,NA,"Tinh Hung Yen","1_RRD",NA,NA,NA,"[--]","[--]"
"410","Landrace",17,"05041006011",2,"152","05041","006","011","225",1,7,NA,"Tinh Hoa Binh","2_NMMA",NA,NA,NA,"?","[--]"
"411","Landrace",64,"23728010001",4,"627","23728","010","001","tám thơm",1,7,NA,"Tinh Gia Lai","4_Central Highlands",NA,NA,NA,"[--]","[--]"
"412","Landrace",40,"17395002003",3,"425","17395","002","003","Thái Xuyên",1,6,NA,"Tinh Nghe An","3_NCCCA",NA,NA,NA,"?","[--]"
"413","Landrace",40,"18064003013",3,"431","18064","003","013","bắc thịnh",1,6,NA,"Tinh Nghe An","3_NCCCA",NA,NA,NA,"[--]","[--]"
"414","Landrace",27,"09322018013",1,"260","09322","018","013","tám soan",2,3,NA,"Tinh Bac Ninh","1_RRD",NA,NA,NA,"[--]","[--]"
"415","Landrace",11,"03214008011",2,"101","03214","008","011","nếp 97",1,3,NA,"Tinh Dien Bien","2_NMMA",NA,NA,NA,"?","[--]"
"416","Landrace",1,"10495002009",1,"282","10495","002","009","nếp thơm 903",1,6,NA,"Thanh pho Ha Noi","1_RRD",NA,NA,NA,"[--]","[--]"
"417","Landrace",19,"05917003005",2,"173","05917","003","005","khang dân 18",1,3,NA,"Tinh Thai Nguyen","2_NMMA",NA,NA,NA,"[--]","[--]"
"418","Landrace",17,"05104002001",2,"154","05104","002","001","thái bình hana",1,7,NA,"Tinh Hoa Binh","2_NMMA",NA,NA,NA,"?","[--]"
"419","Landrace",51,"21295017009",3,"529","21295","017","009","Thiên hương",1,7,NA,"Tinh Quang Ngai","3_NCCCA",NA,NA,NA,"[--]","[--]"
"420","Landrace",4,"01594002015",2,"049","01594","002","015","lúa nếp",2,1,10,"Tinh Cao Bang","2_NMMA",NA,NA,NA,"?","[--]"
"421","Landrace",20,"06217002005",2,"183","06217","002","005","108",1,3,NA,"Tinh Lang Son","2_NMMA",NA,NA,NA,"[--]","[--]"
"422","Landrace",10,"02971005009",2,"087","02971","005","009","thái bình",1,3,NA,"Tinh Lao Cai","2_NMMA",NA,NA,NA,"[+p]-Aro","[--]"
"423","Landrace",20,"06451008001",2,"186","06451","008","001","U17",1,7,NA,"Tinh Lang Son","2_NMMA",NA,NA,NA,"[--]","[--]"
"424","Landrace",12,"03589010005",2,"109","03589","010","005","dâu",1,1,3,"Tinh Lai Chau","2_NMMA",NA,NA,NA,"[+p]-Aus","[--]"
"425","Landrace",1,"09685013001",1,"271","09685","013","001","giống lúa khang dân",1,3,2,"Thanh pho Ha Noi","1_RRD",NA,NA,NA,"[+p]-Aro","[--]"
"426","Landrace",15,"04651001007",2,"140","04651","001","007","404",1,4,NA,"Tinh Yen Bai","2_NMMA",NA,NA,NA,"?","[--]"
"427","Landrace",4,"01603004005",2,"049","01603","004","005","27p31",1,3,NA,"Tinh Cao Bang","2_NMMA",NA,NA,NA,"[--]","[--]"
"428","Landrace",6,"02125001011",2,"065","02125","001","011","hương thơm số 1",1,7,NA,"Tinh Bac Kan","2_NMMA",NA,NA,NA,"[--]","[--]"
"429","Landrace",17,"05041006001",2,"152","05041","006","001","225",2,7,NA,"Tinh Hoa Binh","2_NMMA",NA,NA,NA,"?","[--]"
"430","Landrace",72,"25705006001",5,"711","25705","006","001","om18",1,7,NA,"Tinh Tay Ninh","5_South East",NA,NA,NA,"[--]","[--]"
"431","Landrace",72,"25729001007",5,"712","25729","001","007","0M5451",1,7,NA,"Tinh Tay Ninh","5_South East",NA,NA,NA,"[--]","[--]"
"432","Landrace",4,"01594002007",2,"049","01594","002","007","27p31",1,3,NA,"Tinh Cao Bang","2_NMMA",NA,NA,NA,"[--]","[--]"
"433","Landrace",19,"05917003007",2,"173","05917","003","007","Khang dân 18",1,3,NA,"Tinh Thai Nguyen","2_NMMA",NA,NA,NA,"[--]","[--]"
"434","Landrace",36,"13990017013",1,"362","13990","017","013","bắc thơm",1,3,NA,"Tinh Nam Dinh","1_RRD",NA,NA,NA,"[--]","[--]"
"435","Landrace",10,"02959010011",2,"087","02959","010","011","BC15",1,3,NA,"Tinh Lao Cai","2_NMMA",NA,NA,NA,"[--]","[--]"
"436","Landrace",24,"07648012011",2,"220","07648","012","011","lúa lai",1,7,NA,"Tinh Bac Giang","2_NMMA",NA,NA,NA,"[--]","[--]"
"437","Landrace",37,"14572006005",1,"375","14572","006","005","ND502",1,3,NA,"Tinh Ninh Binh","1_RRD",NA,NA,NA,"[+p]-Aro","[--]"
"438","Landrace",52,"21748011009",3,"545","21748","011","009","khang dâng",1,7,NA,"Tinh Binh Dinh","3_NCCCA",NA,NA,NA,"?","?"
"439","Landrace",10,"02890005005",2,"085","02890","005","005","điện biên",1,7,NA,"Tinh Lao Cai","2_NMMA",NA,NA,NA,"?","[--]"
"440","Landrace",44,"19243007017",3,"456","19243","007","017","p6",1,3,1,"Tinh Quang Binh","3_NCCCA",NA,NA,NA,"[--]","[--]"
"441","Landrace",4,"01594002003",2,"049","01594","002","003","27p31",1,3,NA,"Tinh Cao Bang","2_NMMA",NA,NA,NA,"?","?"
"442","Landrace",26,"08938008015",1,"249","08938","008","015","tbr225",2,3,NA,"Tinh Vinh Phuc","1_RRD",NA,NA,NA,"[--]","[--]"
"443","Landrace",42,"18436006001",3,"443","18436","006","001","Hà phát 3",1,3,NA,"Tinh Ha Tinh","3_NCCCA",NA,NA,NA,"[--]","[--]"
"444","Landrace",54,"22267015001",3,"564","22267","015","001","BĐR27",1,6,NA,"Tinh Phu Yen","3_NCCCA",NA,NA,NA,"[--]","[--]"
"445","Landrace",15,"04435008009",2,"136","04435","008","009","chiêm hương",1,7,NA,"Tinh Yen Bai","2_NMMA",NA,NA,NA,"[--]","[--]"
"446","Landrace",49,"20386004015",3,"518","20386","004","015","khang dân lai",1,3,NA,"Tinh Quang Nam","3_NCCCA",NA,NA,NA,"[--]","[--]"
"447","Landrace",4,"01603004009",2,"049","01603","004","009","27p31",1,3,NA,"Tinh Cao Bang","2_NMMA",NA,NA,NA,"?","[--]"
"448","Landrace",14,"04171014013",2,"126","04171","014","013","nếp 87",2,1,4,"Tinh Son La","2_NMMA",NA,NA,NA,"[--]","[--]"
"449","Landrace",51,"21157004011",3,"525","21157","004","011","giống thuần khác",2,1,3,"Tinh Quang Ngai","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"450","Landrace",31,"11791016013",1,"315","11791","016","013","BC",1,7,NA,"Thanh pho Hai Phong","1_RRD",NA,NA,NA,"[--]","[--]"
"451","Landrace",2,"00925009007",2,"030","00925","009","007","RS55",1,3,NA,"Tinh Ha Giang","2_NMMA",NA,NA,NA,"[+p]-Aro","[--]"
"452","Landrace",54,"22294020005",3,"562","22294","020","005","PY2",1,7,NA,"Tinh Phu Yen","3_NCCCA",NA,NA,NA,"[--]","[--]"
"453","Landrace",51,"21157004015",3,"525","21157","004","015","giống thuần khác",1,1,4,"Tinh Quang Ngai","3_NCCCA",NA,NA,NA,"[Het]","[--]"
"454","Landrace",52,"21844001007",3,"547","21844","001","007","Hạt vàng",1,3,NA,"Tinh Binh Dinh","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"455","Landrace",17,"05104002009",2,"154","05104","002","009","pc15",1,7,NA,"Tinh Hoa Binh","2_NMMA",NA,NA,NA,"?","[--]"
"456","Landrace",40,"17689012005",3,"427","17689","012","005","vn20",1,7,NA,"Tinh Nghe An","3_NCCCA",NA,NA,NA,"[--]","[--]"
"457","Landrace",33,"12292014023",1,"331","12292","014","023","bắc thơm 7",1,5,NA,"Tinh Hung Yen","1_RRD",NA,NA,NA,"[--]","?"
"458","Landrace",64,"23728010007",4,"627","23728","010","007","tám thơm",1,7,NA,"Tinh Gia Lai","4_Central Highlands",NA,NA,NA,"[--]","[--]"
"459","Landrace",11,"03184002009",2,"095","03184","002","009","sơn lâm 2",1,7,NA,"Tinh Dien Bien","2_NMMA",NA,NA,NA,"[+p]-Aro","[--]"
"460","Landrace",30,"11146020001",1,"298","11146","020","001","HD11",1,6,NA,"Tinh Hai Duong","1_RRD",NA,NA,NA,"[+p]-Aro","[--]"
"461","Landrace",15,"04765007007",2,"141","04765","007","007","giống thái bình",1,7,NA,"Tinh Yen Bai","2_NMMA",NA,NA,NA,"[+p]-Aro","[--]"
"462","Landrace",51,"21157004003",3,"525","21157","004","003","lúa bản địa.",2,1,10,"Tinh Quang Ngai","3_NCCCA",NA,NA,NA,"?","[--]"
"463","Landrace",52,"21844001011",3,"547","21844","001","011","VNR20",1,3,NA,"Tinh Binh Dinh","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"464","Landrace",51,"21217009003",3,"527","21217","009","003","TBR225",1,6,NA,"Tinh Quang Ngai","3_NCCCA",NA,NA,NA,"[--]","[--]"
"465","Landrace",54,"22042003001",3,"555","22042","003","001","py10",1,6,NA,"Tinh Phu Yen","3_NCCCA",NA,NA,NA,"[--]","[--]"
"466","Landrace",15,"04651001013",2,"140","04651","001","013","LTH38",1,3,NA,"Tinh Yen Bai","2_NMMA",NA,NA,NA,"[--]","[--]"
"467","Landrace",38,"15163001015",3,"390","15163","001","015","bc15",1,6,NA,"Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,"[--]","[--]"
"468","Landrace",36,"14005024013",1,"362","14005","024","013","bắc thơm",1,3,NA,"Tinh Nam Dinh","1_RRD",NA,NA,NA,"?","[--]"
"469","Landrace",54,"22084001009",3,"558","22084","001","009","An Sinh",2,1,2,"Tinh Phu Yen","3_NCCCA",NA,NA,NA,"[--]","[--]"
"470","Landrace",30,"10828001009",1,"294","10828","001","009","DQ11",1,3,NA,"Tinh Hai Duong","1_RRD",NA,NA,NA,"[--]","[--]"
"471","Landrace",51,"21157004009",3,"525","21157","004","009","giống thuần",2,1,10,"Tinh Quang Ngai","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"472","Landrace",1,"10501005015",1,"282","10501","005","015","Th25",1,7,NA,"Thanh pho Ha Noi","1_RRD",NA,NA,NA,"[--]","[--]"
"473","Landrace",42,"18211004001",3,"439","18211","004","001","nhị ưu 838",1,5,NA,"Tinh Ha Tinh","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"474","Landrace",38,"16540014007",3,"406","16540","014","007","thái xuyên",1,7,NA,"Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,"?","[--]"
"475","Landrace",20,"06451008015",2,"186","06451","008","015","Khang dân 18",1,7,NA,"Tinh Lang Son","2_NMMA",NA,NA,NA,"[--]","[--]"
"476","Landrace",44,"19012011015",3,"454","19012","011","015","Lúa hạt nhỏ (giống người dân tự để)",2,1,1,"Tinh Quang Binh","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"477","Landrace",12,"03589010003",2,"109","03589","010","003","dâu",1,1,5,"Tinh Lai Chau","2_NMMA",NA,NA,NA,"[+p]-Aus","[--]"
"478","Landrace",33,"12169004003",1,"329","12169","004","003","tẻ đỏ",2,8,NA,"Tinh Hung Yen","1_RRD",NA,NA,NA,"[--]","[--]"
"479","Landrace",37,"14425001007",1,"372","14425","001","007","thiên ưu",1,3,NA,"Tinh Ninh Binh","1_RRD",NA,NA,NA,"[--]","[--]"
"480","Landrace",24,"07648012003",2,"220","07648","012","003","lúa lai",1,7,NA,"Tinh Bac Giang","2_NMMA",NA,NA,NA,"?","[--]"
"481","Landrace",33,"12169004013",1,"329","12169","004","013","nếp hương",1,3,NA,"Tinh Hung Yen","1_RRD",NA,NA,NA,"[--]","[--]"
"482","Landrace",6,"01912007003",2,"061","01912","007","003","bao thai",2,1,6,"Tinh Bac Kan","2_NMMA",NA,NA,NA,"[--]","[--]"
"483","Landrace",15,"04651001005",2,"140","04651","001","005","LTH31",1,3,NA,"Tinh Yen Bai","2_NMMA",NA,NA,NA,"[--]","[--]"
"484","Landrace",44,"19012011007",3,"454","19012","011","007","QS447",1,3,NA,"Tinh Quang Binh","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"485","Landrace",38,"16327002009",3,"404","16327","002","009","bắc thịnh",1,7,NA,"Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,"?","?"
"486","Landrace",4,"01603004011",2,"049","01603","004","011","27p31",1,3,NA,"Tinh Cao Bang","2_NMMA",NA,NA,NA,"[--]","[--]"
"487","Landrace",40,"17422011001",3,"425","17422","011","001","long hương",1,6,NA,"Tinh Nghe An","3_NCCCA",NA,NA,NA,"?","[--]"
"488","Landrace",2,"00925009015",2,"030","00925","009","015","san iu",1,3,NA,"Tinh Ha Giang","2_NMMA",NA,NA,NA,"?","[--]"
"489","Landrace",51,"21295017007",3,"529","21295","017","007","không nhớ",1,7,NA,"Tinh Quang Ngai","3_NCCCA",NA,NA,NA,"[--]","[--]"
"490","Landrace",11,"03184002007",2,"095","03184","002","007","hương thơm số 1",1,7,NA,"Tinh Dien Bien","2_NMMA",NA,NA,NA,"[--]","[--]"
"491","Landrace",22,"07048004005",1,"193","07048","004","005","thiên ưu",1,5,NA,"Tinh Quang Ninh","2_NMMA",NA,NA,NA,"[+p]-Aro","[--]"
"492","Landrace",2,"00925009005",2,"030","00925","009","005","Hà Phát",1,3,NA,"Tinh Ha Giang","2_NMMA",NA,NA,NA,"?","[--]"
"493","Landrace",15,"04651001001",2,"140","04651","001","001","LTH31",1,3,NA,"Tinh Yen Bai","2_NMMA",NA,NA,NA,"[--]","[--]"
"494","Landrace",30,"11224002007",1,"299","11224","002","007","QR11",1,7,NA,"Tinh Hai Duong","1_RRD",NA,NA,NA,"[--]","[--]"
"495","Landrace",11,"03214008003",2,"101","03214","008","003","lúa nếp 97",1,3,NA,"Tinh Dien Bien","2_NMMA",NA,NA,NA,"?","?"
"496","Landrace",36,"14005024001",1,"362","14005","024","001","Bắc Thơm",1,3,NA,"Tinh Nam Dinh","1_RRD",NA,NA,NA,"?","[--]"
"497","Landrace",54,"22303003003",3,"563","22303","003","003","dv108",2,1,2,"Tinh Phu Yen","3_NCCCA",NA,NA,NA,"[--]","[--]"
"498","Landrace",38,"16540014003",3,"406","16540","014","003","BTL2",1,7,NA,"Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,"?","[--]"
"499","Landrace",49,"20458007007",3,"504","20458","007","007","xi23",1,1,5,"Tinh Quang Nam","3_NCCCA",NA,NA,NA,"?","[--]"
"500","Landrace",40,"17689012015",3,"427","17689","012","015","VN20",1,7,NA,"Tinh Nghe An","3_NCCCA",NA,NA,NA,"[--]","[--]"
"501","Landrace",33,"12169004007",1,"329","12169","004","007","tẻ đỏ",1,3,NA,"Tinh Hung Yen","1_RRD",NA,NA,NA,"?","[--]"
"502","Landrace",46,"19957011009",3,"478","19957","011","009","khang dân",1,3,NA,"Tinh Thua Thien Hue","3_NCCCA",NA,NA,NA,"[--]","[--]"
"503","Landrace",24,"07648012005",2,"220","07648","012","005","lúa lai",1,7,NA,"Tinh Bac Giang","2_NMMA",NA,NA,NA,"?","[--]"
"504","Landrace",6,"02125001015",2,"065","02125","001","015","I02",1,3,NA,"Tinh Bac Kan","2_NMMA",NA,NA,NA,"[--]","[--]"
"505","Landrace",25,"07975006009",2,"230","07975","006","009","thụy hương",1,3,NA,"Tinh Phu Tho","2_NMMA",NA,NA,NA,"?","[--]"
"506","Landrace",6,"01912007015",2,"061","01912","007","015","bao thai",2,7,NA,"Tinh Bac Kan","2_NMMA",NA,NA,NA,"[--]","[--]"
"507","Landrace",12,"03589010007",2,"109","03589","010","007","tẻ râu",1,3,NA,"Tinh Lai Chau","2_NMMA",NA,NA,NA,"[+p]-Aus","[--]"
"508","Landrace",46,"19837011017",3,"476","19837","011","017","HN6",1,3,NA,"Tinh Thua Thien Hue","3_NCCCA",NA,NA,NA,"[--]","[--]"
"509","Landrace",40,"17689012013",3,"427","17689","012","013","DH12",1,3,NA,"Tinh Nghe An","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"510","Landrace",38,"15727002007",3,"397","15727","002","007","bắc thịnh",1,7,NA,"Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,"[--]","[--]"
"511","Landrace",24,"07396003015",2,"217","07396","003","015","lai",1,6,NA,"Tinh Bac Giang","2_NMMA",NA,NA,NA,"?","?"
"512","Landrace",12,"03427004015",2,"106","03427","004","015","hn6",1,3,NA,"Tinh Lai Chau","2_NMMA",NA,NA,NA,"[--]","[--]"
"513","Landrace",19,"05545009001",2,"167","05545","009","001","khang dân 28",1,3,NA,"Tinh Thai Nguyen","2_NMMA",NA,NA,NA,"[--]","[--]"
"514","Landrace",14,"04171014003",2,"126","04171","014","003","nếp87",2,7,NA,"Tinh Son La","2_NMMA",NA,NA,NA,"[--]","[--]"
"515","Landrace",27,"09322018009",1,"260","09322","018","009","Tẻ ST25",1,3,NA,"Tinh Bac Ninh","1_RRD",NA,NA,NA,"[--]","[--]"
"516","Landrace",54,"22303003005",3,"563","22303","003","005","dv108",2,1,2,"Tinh Phu Yen","3_NCCCA",NA,NA,NA,"[--]","[--]"
"517","Landrace",40,"18064003001",3,"431","18064","003","001","bắc thịnh",1,3,NA,"Tinh Nghe An","3_NCCCA",NA,NA,NA,"[--]","[--]"
"518","Landrace",38,"15727002013",3,"397","15727","002","013","nhị ưu 986",1,7,NA,"Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,"?","[--]"
"519","Landrace",72,"25705006009",5,"711","25705","006","009","om5451",1,7,NA,"Tinh Tay Ninh","5_South East",NA,NA,NA,"[--]","[--]"
"520","Landrace",33,"12160009015",1,"329","12160","009","015","giống mới 3-4",1,3,NA,"Tinh Hung Yen","1_RRD",NA,NA,NA,"[--]","[--]"
"521","Landrace",8,"02260011007",2,"072","02260","011","007","Dự hương 8",1,3,NA,"Tinh Tuyen Quang","2_NMMA",NA,NA,NA,"[--]","[--]"
"522","Landrace",42,"18211004015",3,"439","18211","004","015","nhị ưu",1,5,NA,"Tinh Ha Tinh","3_NCCCA",NA,NA,NA,"?","[--]"
"523","Landrace",27,"09448007001",1,"262","09448","007","001","Gia Lộc",1,3,NA,"Tinh Bac Ninh","1_RRD",NA,NA,NA,"[--]","[--]"
"524","Landrace",8,"02260011001",2,"072","02260","011","001","Dự hương 8",1,3,NA,"Tinh Tuyen Quang","2_NMMA",NA,NA,NA,"[--]","[--]"
"525","Landrace",6,"02125001009",2,"065","02125","001","009","khang dân",1,3,NA,"Tinh Bac Kan","2_NMMA",NA,NA,NA,"[--]","[--]"
"526","Landrace",58,"22894008003",3,"587","22894","008","003","th41",1,3,NA,"Tinh Ninh Thuan","3_NCCCA",NA,NA,NA,"[+p]-Aro","[+p]"
"527","Landrace",38,"15727002005",3,"397","15727","002","005","bắc thịnh",2,7,NA,"Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"528","Landrace",25,"07975006001",2,"230","07975","006","001","thái bình",1,3,NA,"Tinh Phu Tho","2_NMMA",NA,NA,NA,"[--]","[--]"
"529","Landrace",12,"03589010009",2,"109","03589","010","009","tẻ râu",1,3,NA,"Tinh Lai Chau","2_NMMA",NA,NA,NA,"[+p]-Aus","[--]"
"530","Landrace",12,"03589010001",2,"109","03589","010","001","dâu",1,6,NA,"Tinh Lai Chau","2_NMMA",NA,NA,NA,"?","?"
"531","Landrace",34,"12910003003",1,"341","12910","003","003","c15",1,6,NA,"Tinh Thai Binh","1_RRD",NA,NA,NA,"[--]","[--]"
"532","Landrace",19,"05545009007",2,"167","05545","009","007","DB6",1,3,NA,"Tinh Thai Nguyen","2_NMMA",NA,NA,NA,"[--]","[--]"
"533","Landrace",38,"16540014009",3,"406","16540","014","009","BTL25",1,7,NA,"Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,"?","[--]"
"534","Landrace",2,"00925009013",2,"030","00925","009","013","Hà Phát",1,3,NA,"Tinh Ha Giang","2_NMMA",NA,NA,NA,"[--]","[--]"
"535","Landrace",54,"22084001007",3,"558","22084","001","007","mt10",1,6,NA,"Tinh Phu Yen","3_NCCCA",NA,NA,NA,"[--]","[--]"
"536","Landrace",58,"22894008015",3,"587","22894","008","015","TH41",1,3,NA,"Tinh Ninh Thuan","3_NCCCA",NA,NA,NA,"[+p]-Aro","?"
"537","Landrace",30,"10951007009",1,"296","10951","007","009","bắc thơm số 7",1,6,NA,"Tinh Hai Duong","1_RRD",NA,NA,NA,"?","[--]"
"538","Landrace",40,"17422011007",3,"425","17422","011","007","Long hương",1,3,NA,"Tinh Nghe An","3_NCCCA",NA,NA,NA,"?","[--]"
