"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","panel","Pl_date","CS_reach_SA","CS_reach_WS","CSMAP_reach"
"1468","87","868","29989","008","008","2022",2022-01-29,FALSE,FALSE,0
"1469","87","868","29955","17","9","2023",2022-03-10,FALSE,FALSE,0
"1470","87","868","29986","7","6","2023",2022-04-02,FALSE,FALSE,0
"1471","87","868","29986","7","1","2023",2022-04-02,FALSE,FALSE,0
"1472","87","868","29965","010","011","2022",2021-11-15,FALSE,FALSE,0
"1473","87","868","29965","10","12","2023",2023-02-18,TRUE,FALSE,1
"1474","87","868","29986","7","6","2023",2022-11-03,FALSE,FALSE,0
"1475","87","868","29965","10","12","2023",2022-10-15,FALSE,FALSE,0
"1476","87","868","29989","008","014","2022",2021-12-10,FALSE,FALSE,0
"1477","87","868","29989","008","008","2022",2022-04-05,FALSE,FALSE,0
"1478","87","868","29986","7","10","2023",2022-04-02,FALSE,FALSE,0
"1479","87","868","29986","007","016","2022",2022-03-20,FALSE,FALSE,0
"1480","87","868","29955","17","9","2023",2022-11-25,FALSE,TRUE,1
"1481","87","868","29965","10","11","2023",2023-02-28,TRUE,FALSE,1
"1483","87","869","29941","14","18","2023",2022-11-20,FALSE,FALSE,0
"1484","87","869","29932","24","5","2023",2022-03-20,TRUE,FALSE,1
"1485","87","869","29941","14","2","2023",2022-03-15,FALSE,FALSE,0
"1487","87","869","29932","24","11","2023",2022-11-15,FALSE,FALSE,0
"1489","87","869","29926","12","4","2023",2022-10-07,FALSE,FALSE,0
"1490","87","869","29941","14","18","2023",2022-03-15,FALSE,FALSE,0
"1492","87","869","29926","12","1","2023",2022-11-02,FALSE,FALSE,0
"1493","87","869","29926","12","3","2023",2022-04-23,FALSE,FALSE,0
"1494","87","869","29926","12","4","2023",2022-04-15,FALSE,FALSE,0
"1495","87","869","29941","14","2","2023",2022-11-20,FALSE,FALSE,0
"1496","87","869","29932","24","5","2023",2022-11-15,FALSE,FALSE,0
"1497","87","869","29926","12","3","2023",2022-12-12,FALSE,FALSE,0
"1498","87","869","29926","12","1","2023",2022-04-20,FALSE,FALSE,0
"1499","87","869","29932","24","11","2023",2022-03-20,TRUE,FALSE,1
"1502","87","870","29971","17","5","2023",2023-04-22,NA,FALSE,NA
"1503","87","870","29971","017","015","2022",2020-12-30,FALSE,NA,NA
"1508","87","870","29971","017","001","2022",2021-05-14,NA,FALSE,NA
"1511","87","870","29971","017","008","2022",2020-12-01,FALSE,NA,NA
"1512","87","870","29971","017","011","2022",2020-12-01,FALSE,NA,NA
"1513","87","870","29971","017","005","2022",2020-12-03,FALSE,NA,NA
"1515","87","870","29998","024","005","2022",2022-04-20,NA,FALSE,NA
"1516","87","870","29977","8","8","2023",2023-04-10,NA,FALSE,NA
"1517","87","870","29971","17","12","2023",2023-05-12,NA,FALSE,NA
"1518","87","870","29977","8","6","2023",2022-11-26,FALSE,NA,NA
"1519","87","870","29971","017","005","2022",2021-04-03,NA,FALSE,NA
"1520","87","870","29974","5","3","2023",2022-11-01,FALSE,NA,NA
"1524","87","870","29971","017","008","2022",2021-04-01,NA,FALSE,NA
"1525","87","870","29971","017","011","2022",2021-04-01,NA,FALSE,NA
"1526","87","870","29971","17","6","2023",2023-04-01,NA,FALSE,NA
"1528","87","870","29974","5","4","2023",2022-11-07,FALSE,NA,NA
"1529","87","870","29977","8","11","2023",2023-05-25,NA,FALSE,NA
"1531","87","870","29971","017","001","2022",2021-03-20,FALSE,NA,NA
"1532","87","870","29977","8","6","2023",2023-05-26,NA,FALSE,NA
"1533","87","870","29998","024","005","2022",2021-12-30,FALSE,NA,NA
"1535","87","870","29992","33","10","2023",2022-10-07,FALSE,NA,NA
"1536","87","870","29977","8","4","2023",2022-11-05,FALSE,NA,NA
"1537","87","870","29974","5","4","2023",2023-04-02,NA,FALSE,NA
"1538","87","870","29974","005","010","2022",2021-12-20,FALSE,NA,NA
"1539","87","870","29977","8","13","2023",2022-11-28,FALSE,NA,NA
"1541","87","870","29974","5","6","2023",2022-12-09,FALSE,NA,NA
"1542","87","870","29974","5","3","2023",2023-04-09,NA,FALSE,NA
"1544","87","870","29974","5","8","2023",2022-11-06,FALSE,NA,NA
"1545","87","870","29971","17","5","2023",2022-11-06,FALSE,NA,NA
"1546","87","870","29974","5","12","2023",2022-12-15,FALSE,NA,NA
"1548","87","870","29977","8","8","2023",2022-11-30,FALSE,NA,NA
"1549","87","870","29971","17","12","2023",2022-11-30,FALSE,NA,NA
"1550","87","870","29971","17","6","2023",2022-11-01,FALSE,NA,NA
"1551","87","870","29977","8","12","2023",2023-05-29,NA,FALSE,NA
"1552","87","870","29977","8","12","2023",2022-11-19,FALSE,NA,NA
"1556","87","870","29974","5","10","2023",2023-05-12,NA,FALSE,NA
"1557","87","870","29977","8","13","2023",2023-05-20,NA,FALSE,NA
"1559","87","870","29971","17","4","2023",2022-11-03,FALSE,NA,NA
"1560","87","870","29974","5","6","2023",2023-05-09,NA,FALSE,NA
"1561","87","870","29992","33","10","2023",2022-06-08,NA,FALSE,NA
"1562","87","870","29971","17","4","2023",2023-04-03,NA,FALSE,NA
"1563","87","870","29974","5","12","2023",2023-05-13,NA,FALSE,NA
"1564","87","870","29971","017","015","2022",2021-05-30,NA,FALSE,NA
"1565","87","870","29974","5","8","2023",2023-04-08,NA,FALSE,NA
"1566","87","870","29977","8","4","2023",2023-05-30,NA,FALSE,NA
"1567","87","870","29974","5","10","2023",2022-12-15,FALSE,NA,NA
"1568","87","870","29977","8","11","2023",2022-12-09,FALSE,NA,NA
"1571","87","871","30034","19","5","2023",2022-11-10,FALSE,FALSE,0
"1573","87","871","30028","14","11","2023",2022-11-10,FALSE,FALSE,0
"1575","87","871","30034","007","002","2022",2020-11-12,FALSE,FALSE,0
"1577","87","871","30019","1","12","2023",2022-04-14,FALSE,FALSE,0
"1578","87","871","30001","14","7","2023",2022-04-25,FALSE,FALSE,0
"1583","87","871","30034","007","002","2022",2021-04-05,FALSE,FALSE,0
"1584","87","871","30019","1","8","2023",2022-04-14,FALSE,FALSE,0
"1586","87","871","30001","14","2","2023",2022-03-12,FALSE,FALSE,0
"1587","87","871","30013","5","1","2023",2022-12-06,FALSE,FALSE,0
"1589","87","871","30034","19","8","2023",2022-03-24,TRUE,FALSE,1
"1591","87","871","30001","14","3","2023",2021-11-15,FALSE,FALSE,0
"1592","87","871","30001","14","2","2023",2021-11-20,FALSE,FALSE,0
"1598","87","871","30013","5","6","2023",2022-04-03,FALSE,FALSE,0
"1600","87","871","30013","5","15","2023",2022-04-05,FALSE,FALSE,0
"1601","87","871","30028","14","11","2023",2023-03-03,FALSE,FALSE,0
"1605","87","871","30019","1","6","2023",2022-11-09,FALSE,FALSE,0
"1606","87","871","30034","19","12","2023",2022-03-24,TRUE,FALSE,1
"1607","87","871","30034","19","11","2023",2022-03-24,TRUE,FALSE,1
"1608","87","871","30019","1","9","2023",2022-04-13,FALSE,FALSE,0
"1611","87","871","30034","19","7","2023",2022-03-23,TRUE,FALSE,1
"1612","87","871","30019","1","6","2023",2022-04-13,FALSE,FALSE,0
"1613","87","871","30019","1","14","2023",2022-04-12,FALSE,FALSE,0
"1614","87","871","30034","19","7","2023",2022-11-10,FALSE,FALSE,0
"1615","87","871","30034","19","5","2023",2022-03-24,TRUE,FALSE,1
"1619","87","871","30034","19","8","2023",2022-11-09,FALSE,FALSE,0
"1620","87","871","30034","19","14","2023",2022-03-25,TRUE,FALSE,1
"1625","87","871","30034","19","12","2023",2022-11-08,FALSE,FALSE,0
"1627","87","871","30001","14","3","2023",2022-03-10,FALSE,FALSE,0
"1628","87","871","30001","14","6","2023",2021-11-13,FALSE,FALSE,0
"1630","87","871","30013","5","6","2023",2022-12-12,FALSE,FALSE,0
"1631","87","871","30034","19","11","2023",2022-11-10,FALSE,FALSE,0
"1632","87","871","30013","5","3","2023",2022-04-04,FALSE,FALSE,0
"1635","87","871","30013","5","4","2023",2022-12-12,FALSE,FALSE,0
"1636","87","871","30013","5","7","2023",2022-12-12,FALSE,FALSE,0
"1637","87","871","30001","14","7","2023",2021-11-11,FALSE,FALSE,0
"1638","87","871","30013","5","4","2023",2022-04-13,FALSE,FALSE,0
"1639","87","871","30013","5","7","2023",2022-04-04,FALSE,FALSE,0
"1640","87","871","30019","1","8","2023",2022-11-10,FALSE,FALSE,0
"1641","87","871","30019","1","14","2023",2022-11-09,FALSE,FALSE,0
"1643","87","871","30019","1","12","2023",2022-11-10,FALSE,FALSE,0
"1644","87","871","30013","5","15","2023",2022-11-07,FALSE,FALSE,0
"1646","87","871","30001","14","6","2023",2022-04-11,FALSE,FALSE,0
"1647","87","871","30034","19","14","2023",2022-11-09,FALSE,FALSE,0
"1648","87","871","30019","1","9","2023",2022-11-09,FALSE,FALSE,0
"1649","87","871","30013","5","1","2023",2022-04-06,FALSE,FALSE,0
"1650","87","871","30013","5","3","2023",2022-12-02,FALSE,FALSE,0
"1656","87","872","30052","4","14","2023",2023-03-28,FALSE,FALSE,0
"1663","87","872","30052","4","5","2023",2022-10-29,FALSE,TRUE,1
"1664","87","872","30073","20","1","2023",2022-03-20,FALSE,FALSE,0
"1665","87","872","30058","6","3","2023",2023-03-26,FALSE,FALSE,0
"1666","87","872","30058","6","8","2023",2022-10-29,FALSE,TRUE,1
"1667","87","872","30052","4","15","2023",2023-02-25,TRUE,FALSE,1
"1668","87","872","30073","20","4","2023",2022-11-09,FALSE,FALSE,0
"1669","87","872","30058","6","13","2023",2022-10-10,FALSE,FALSE,0
"1671","87","872","30058","6","2","2023",2023-03-15,FALSE,FALSE,0
"1672","87","872","30052","4","14","2023",2022-10-25,FALSE,TRUE,1
"1673","87","872","30058","6","7","2023",2023-02-26,TRUE,FALSE,1
"1674","87","872","30058","6","12","2023",2023-04-15,FALSE,FALSE,0
"1675","87","872","30058","6","3","2023",2022-10-30,FALSE,TRUE,1
"1684","87","872","30058","6","14","2023",2023-03-27,FALSE,FALSE,0
"1688","87","872","30058","6","6","2023",2023-03-15,FALSE,FALSE,0
"1692","87","872","30073","20","10","2023",2022-03-22,FALSE,FALSE,0
"1699","87","872","30058","6","10","2023",2022-10-29,FALSE,TRUE,1
"1700","87","872","30058","6","8","2023",2023-03-26,FALSE,FALSE,0
"1702","87","872","30058","6","6","2023",2022-10-10,FALSE,FALSE,0
"1704","87","872","30058","6","1","2023",2023-06-17,FALSE,FALSE,0
"1706","87","872","30052","4","15","2023",2022-11-06,FALSE,FALSE,0
"1711","87","872","30052","4","6","2023",2022-09-26,FALSE,FALSE,0
"1713","87","872","30058","6","14","2023",2022-10-28,FALSE,TRUE,1
"1714","87","872","30058","6","15","2023",2022-10-10,FALSE,FALSE,0
"1715","87","872","30058","6","11","2023",2023-06-15,FALSE,FALSE,0
"1722","87","872","30058","6","11","2023",2023-02-13,FALSE,FALSE,0
"1724","87","872","30058","6","13","2023",2023-03-15,FALSE,FALSE,0
"1726","87","872","30052","4","9","2023",2022-09-25,FALSE,FALSE,0
"1728","87","872","30058","6","5","2023",2023-03-24,FALSE,FALSE,0
"1729","87","872","30052","4","1","2023",2023-03-25,FALSE,FALSE,0
"1733","87","872","30073","20","10","2023",2022-10-15,FALSE,FALSE,0
"1742","87","872","30058","6","9","2023",2023-02-27,TRUE,FALSE,1
"1746","87","872","30073","20","15","2023",2022-03-22,FALSE,FALSE,0
"1748","87","872","30052","4","1","2023",2022-10-25,FALSE,TRUE,1
"1749","87","872","30058","6","4","2023",2023-02-25,TRUE,FALSE,1
"1750","87","872","30058","6","7","2023",2022-11-09,FALSE,FALSE,0
"1751","87","872","30052","4","9","2023",2023-03-15,FALSE,FALSE,0
"1752","87","872","30058","6","5","2023",2022-10-28,FALSE,TRUE,1
"1753","87","872","30058","6","12","2023",2022-10-09,FALSE,FALSE,0
"1755","87","872","30058","6","15","2023",2023-03-15,FALSE,FALSE,0
"1756","87","872","30073","20","6","2023",2022-03-22,FALSE,FALSE,0
"1758","87","872","30058","6","1","2023",2023-02-13,FALSE,FALSE,0
"1759","87","872","30073","20","1","2023",2022-10-15,FALSE,FALSE,0
"1760","87","872","30058","6","9","2023",2022-11-05,FALSE,FALSE,0
"1761","87","872","30073","20","5","2023",2022-03-15,FALSE,FALSE,0
"1763","87","872","30058","6","10","2023",2023-03-28,FALSE,FALSE,0
"1765","87","872","30052","4","5","2023",2023-03-28,FALSE,FALSE,0
"1766","87","872","30073","20","4","2023",2022-02-20,TRUE,FALSE,1
"1767","87","872","30073","20","6","2023",2022-11-14,FALSE,FALSE,0
"1770","87","872","30058","6","4","2023",2022-11-06,FALSE,FALSE,0
"1772","87","872","30073","20","5","2023",2022-11-15,FALSE,FALSE,0
"1773","87","872","30058","6","2","2023",2022-10-10,FALSE,FALSE,0
"1775","87","872","30052","4","6","2023",2023-03-25,FALSE,FALSE,0
"1776","87","872","30073","20","15","2023",2022-10-15,FALSE,FALSE,0
"1778","87","873","30097","2","2","2023",2022-03-02,NA,FALSE,NA
"1779","87","873","30079","8","6","2023",2023-03-23,NA,FALSE,NA
"1780","87","873","30088","002","002","2022",2020-11-12,FALSE,NA,NA
"1781","87","873","30088","002","012","2022",2020-11-15,FALSE,NA,NA
"1782","87","873","30085","21","7","2023",2023-01-10,FALSE,NA,NA
"1783","87","873","30079","8","8","2023",2023-01-12,FALSE,NA,NA
"1784","87","873","30079","8","11","2023",2023-01-13,FALSE,NA,NA
"1785","87","873","30079","8","10","2023",2023-01-14,FALSE,NA,NA
"1786","87","873","30079","8","9","2023",2023-01-15,FALSE,NA,NA
"1787","87","873","30097","002","008","2022",2022-02-05,NA,FALSE,NA
"1788","87","873","30079","8","10","2023",2023-05-05,NA,FALSE,NA
"1789","87","873","30079","8","7","2023",2023-05-06,NA,FALSE,NA
"1790","87","873","30079","8","9","2023",2023-05-07,NA,FALSE,NA
"1791","87","873","30079","8","11","2023",2023-05-08,NA,FALSE,NA
"1792","87","873","30088","002","009","2022",2020-12-15,FALSE,NA,NA
"1793","87","873","30079","8","6","2023",2022-12-15,FALSE,NA,NA
"1794","87","873","30079","8","2","2023",2023-05-10,NA,FALSE,NA
"1795","87","873","30085","21","7","2023",2022-04-05,NA,FALSE,NA
"1796","87","873","30079","8","5","2023",2023-05-12,NA,FALSE,NA
"1797","87","873","30079","8","12","2023",2023-05-15,NA,FALSE,NA
"1800","87","873","30097","002","006","2022",2022-06-01,NA,FALSE,NA
"1801","87","873","30100","011","008","2022",2022-06-02,NA,FALSE,NA
"1802","87","873","30088","002","009","2022",2021-04-20,NA,FALSE,NA
"1804","87","873","30100","011","008","2022",2022-07-05,FALSE,NA,NA
"1805","87","873","30100","011","013","2022",2022-07-05,NA,FALSE,NA
"1807","87","873","30097","2","6","2023",2022-06-04,NA,FALSE,NA
"1813","87","873","30097","002","001","2022",2021-10-10,FALSE,NA,NA
"1814","87","873","30079","8","12","2023",2023-01-17,FALSE,NA,NA
"1815","87","873","30097","2","2","2023",2022-11-04,FALSE,NA,NA
"1816","87","873","30088","002","002","2022",2021-03-23,NA,FALSE,NA
"1817","87","873","30097","002","008","2022",2021-10-15,FALSE,NA,NA
"1818","87","873","30097","002","014","2022",2021-10-15,FALSE,NA,NA
"1819","87","873","30079","8","4","2023",2022-12-15,FALSE,NA,NA
"1820","87","873","30100","011","013","2022",2022-02-14,FALSE,NA,NA
"1823","87","873","30100","011","014","2022",2021-10-18,FALSE,NA,NA
"1824","87","873","30100","011","009","2022",2022-02-10,NA,FALSE,NA
"1825","87","873","30079","8","7","2023",2023-01-08,FALSE,NA,NA
"1826","87","873","30118","19","12","2023",2022-11-10,FALSE,NA,NA
"1827","87","873","30079","8","2","2023",2023-01-16,FALSE,NA,NA
"1828","87","873","30097","002","002","2022",2022-02-05,NA,FALSE,NA
"1829","87","873","30079","8","4","2023",2023-03-23,NA,FALSE,NA
"1831","87","873","30097","2","13","2023",2022-02-05,NA,FALSE,NA
"1833","87","873","30097","2","6","2023",2023-01-08,FALSE,NA,NA
"1834","87","873","30118","19","12","2023",2023-02-01,NA,FALSE,NA
"1835","87","873","30079","8","8","2023",2023-05-10,NA,FALSE,NA
"1837","87","873","30097","002","006","2022",2022-02-10,FALSE,NA,NA
"1840","87","873","30097","2","13","2023",2022-10-15,FALSE,NA,NA
"1842","87","873","30097","2","10","2023",2022-03-10,NA,FALSE,NA
"1843","87","873","30079","8","5","2023",2023-01-08,FALSE,NA,NA
"1844","87","873","30097","002","002","2022",2021-10-15,FALSE,NA,NA
"1847","87","873","30097","002","014","2022",2022-02-05,NA,FALSE,NA
"1848","87","873","30100","011","014","2022",2022-02-10,NA,FALSE,NA
"1849","87","873","30088","002","012","2022",2021-05-15,NA,FALSE,NA
"1850","87","873","30097","2","10","2023",2022-12-08,FALSE,NA,NA
"1851","87","873","30100","011","009","2022",2021-10-18,FALSE,NA,NA
"1855","87","874","30154","6","8","2023",2022-11-30,FALSE,FALSE,0
"1856","87","874","30148","1","6","2023",2022-04-24,FALSE,FALSE,0
"1857","87","874","30148","1","10","2023",2022-11-16,FALSE,FALSE,0
"1858","87","874","30148","1","11","2023",2022-05-10,FALSE,FALSE,0
"1859","87","874","30154","6","5","2023",2022-12-10,FALSE,FALSE,0
"1860","87","874","30148","001","006","2022",2021-08-01,FALSE,FALSE,0
"1861","87","874","30130","23","7","2023",2022-05-16,FALSE,FALSE,0
"1863","87","874","30154","6","5","2023",2022-04-17,FALSE,FALSE,0
"1864","87","874","30154","6","9","2023",2022-04-15,FALSE,FALSE,0
"1868","87","874","30154","6","1","2023",2022-03-15,FALSE,FALSE,0
"1869","87","874","30130","23","15","2023",2022-03-01,FALSE,FALSE,0
"1871","87","874","30154","6","14","2023",2022-04-01,FALSE,FALSE,0
"1872","87","874","30148","001","011","2022",2020-12-10,FALSE,FALSE,0
"1873","87","874","30148","1","10","2023",2022-04-16,FALSE,FALSE,0
"1875","87","874","30148","001","011","2022",2021-05-12,FALSE,FALSE,0
"1877","87","874","30154","6","14","2023",2022-11-01,FALSE,FALSE,0
"1879","87","874","30130","23","7","2023",2022-12-10,FALSE,FALSE,0
"1880","87","874","30154","6","9","2023",2022-11-30,FALSE,FALSE,0
"1881","87","874","30148","1","11","2023",2022-11-12,FALSE,FALSE,0
"1882","87","874","30148","001","006","2022",2021-12-20,FALSE,FALSE,0
"1884","87","874","30154","6","1","2023",2022-12-17,FALSE,FALSE,0
"1885","87","874","30154","6","8","2023",2022-04-15,FALSE,FALSE,0
"1886","87","874","30157","009","001","2022",2022-01-10,FALSE,FALSE,0
"1887","87","874","30148","1","6","2023",2022-12-20,FALSE,FALSE,0
"1888","87","874","30130","23","15","2023",2021-11-10,FALSE,FALSE,0
"1889","87","874","30130","23","14","2023",2022-07-01,FALSE,FALSE,0
"1890","87","874","30130","23","14","2023",2022-10-11,FALSE,FALSE,0
"1895","87","875","30202","9","12","2023",2022-06-10,FALSE,FALSE,0
"1898","87","875","30193","1","14","2023",2022-11-15,FALSE,FALSE,0
"1899","87","875","30193","1","13","2023",2022-12-10,FALSE,FALSE,0
"1900","87","875","30202","9","8","2023",2023-02-02,FALSE,FALSE,0
"1901","87","875","30199","5","7","2023",2023-06-04,FALSE,FALSE,0
"1902","87","875","30202","9","10","2023",2022-06-05,FALSE,FALSE,0
"1906","87","875","30193","1","6","2023",2022-11-12,FALSE,FALSE,0
"1910","87","875","30193","1","13","2023",2023-04-15,FALSE,FALSE,0
"1911","87","875","30193","1","11","2023",2022-12-15,FALSE,FALSE,0
"1912","87","875","30193","1","7","2023",2022-11-15,FALSE,FALSE,0
"1913","87","875","30193","1","10","2023",2022-11-15,FALSE,FALSE,0
"1915","87","875","30199","5","7","2023",2023-02-02,FALSE,FALSE,0
"1916","87","875","30193","1","14","2023",2023-07-20,FALSE,FALSE,0
"1917","87","875","30193","1","1","2023",2022-11-20,FALSE,FALSE,0
"1923","87","875","30193","1","1","2023",2023-07-20,FALSE,FALSE,0
"1927","87","875","30199","5","3","2023",2023-01-10,FALSE,FALSE,0
"1928","87","875","30202","9","10","2023",2023-02-02,FALSE,FALSE,0
"1931","87","875","30193","1","7","2023",2023-07-20,FALSE,FALSE,0
"1933","87","875","30202","9","12","2023",2023-02-07,FALSE,FALSE,0
"1934","87","875","30193","1","11","2023",2023-04-15,FALSE,FALSE,0
"1935","87","875","30199","5","3","2023",2023-04-27,FALSE,FALSE,0
"1936","87","875","30193","1","6","2023",2023-07-20,FALSE,FALSE,0
"1939","87","875","30193","1","10","2023",2023-07-20,FALSE,FALSE,0
"1941","87","876","30223","4","15","2023",2022-02-15,FALSE,FALSE,0
"1942","87","876","30214","018","008","2022",2021-11-10,FALSE,FALSE,0
"1943","87","876","30214","018","010","2022",2022-02-18,FALSE,FALSE,0
"1944","87","876","30208","026","006","2022",2021-04-10,FALSE,FALSE,0
"1946","87","876","30214","018","010","2022",2021-11-10,FALSE,FALSE,0
"1947","87","876","30208","026","005","2022",2021-04-10,FALSE,FALSE,0
"1948","87","876","30214","18","10","2023",2022-11-10,FALSE,FALSE,0
"1949","87","876","30208","026","006","2022",2020-11-10,FALSE,FALSE,0
"1951","87","876","30208","026","005","2022",2021-11-10,FALSE,FALSE,0
"1952","87","876","30223","4","15","2023",2022-11-10,FALSE,FALSE,0
"1953","87","876","30214","018","008","2022",2022-02-25,FALSE,FALSE,0
"1954","87","876","30214","18","8","2023",2023-03-10,FALSE,FALSE,0
