"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","panel","Pl_date","CS_reach_SA","CS_reach_WS","CSMAP_reach"
"1039","86","857","29593","21","11","2023",2022-11-10,FALSE,TRUE,1
"1040","86","857","29593","21","5","2023",2022-11-15,FALSE,TRUE,1
"1041","86","857","29599","21","9","2023",2023-04-08,FALSE,FALSE,0
"1042","86","857","29575","014","004","2022",2021-04-09,FALSE,FALSE,0
"1043","86","857","29599","21","8","2023",2022-11-01,FALSE,TRUE,1
"1044","86","857","29599","21","9","2023",2022-11-09,FALSE,TRUE,1
"1045","86","857","29575","014","006","2022",2021-10-10,FALSE,FALSE,0
"1046","86","857","29599","21","7","2023",2022-11-10,FALSE,TRUE,1
"1050","86","858","29650","001","010","2022",2020-12-17,FALSE,FALSE,0
"1052","86","858","29650","1","3","2023",2022-12-20,FALSE,FALSE,0
"1053","86","858","29650","1","11","2023",2023-05-20,FALSE,FALSE,0
"1054","86","858","29656","4","12","2023",2022-04-10,TRUE,FALSE,1
"1055","86","858","29623","1","14","2023",2022-12-15,FALSE,FALSE,0
"1057","86","858","29638","009","011","2022",2022-01-15,FALSE,FALSE,0
"1059","86","858","29638","9","14","2023",2022-11-25,FALSE,FALSE,0
"1062","86","858","29656","4","7","2023",2022-05-22,FALSE,FALSE,0
"1064","86","858","29638","009","006","2022",2022-01-15,FALSE,FALSE,0
"1070","86","858","29656","4","3","2023",2022-04-04,TRUE,FALSE,1
"1072","86","858","29650","001","010","2022",2021-05-20,FALSE,FALSE,0
"1073","86","858","29638","9","8","2023",2022-03-21,FALSE,FALSE,0
"1074","86","858","29656","4","4","2023",2022-10-07,FALSE,FALSE,0
"1076","86","858","29656","4","6","2023",2022-11-08,FALSE,FALSE,0
"1078","86","858","29650","1","9","2023",2022-12-20,FALSE,FALSE,0
"1079","86","858","29638","009","012","2022",2022-05-20,FALSE,FALSE,0
"1080","86","858","29656","4","4","2023",2022-05-22,FALSE,FALSE,0
"1081","86","858","29638","009","012","2022",2022-01-13,FALSE,FALSE,0
"1082","86","858","29638","9","3","2023",2022-03-21,FALSE,FALSE,0
"1083","86","858","29656","4","1","2023",2022-10-07,FALSE,FALSE,0
"1084","86","858","29656","4","8","2023",2022-11-17,FALSE,FALSE,0
"1085","86","858","29656","4","10","2023",2022-10-07,FALSE,FALSE,0
"1086","86","858","29656","4","5","2023",2022-11-08,FALSE,FALSE,0
"1087","86","858","29650","1","9","2023",2023-05-20,FALSE,FALSE,0
"1088","86","858","29650","1","8","2023",2022-12-15,FALSE,FALSE,0
"1089","86","858","29638","9","12","2023",2022-03-20,FALSE,FALSE,0
"1090","86","858","29638","9","4","2023",2022-11-24,FALSE,FALSE,0
"1091","86","858","29638","9","8","2023",2022-11-25,FALSE,FALSE,0
"1096","86","858","29638","9","11","2023",2022-11-24,FALSE,FALSE,0
"1097","86","858","29638","9","5","2023",2022-03-19,FALSE,FALSE,0
"1098","86","858","29638","9","14","2023",2022-03-19,FALSE,FALSE,0
"1099","86","858","29638","9","9","2023",2022-03-20,FALSE,FALSE,0
"1101","86","858","29656","4","11","2023",2022-04-01,TRUE,FALSE,1
"1102","86","858","29650","1","11","2023",2022-12-20,FALSE,FALSE,0
"1104","86","858","29650","1","10","2023",2023-04-20,FALSE,FALSE,0
"1107","86","858","29638","9","9","2023",2022-11-24,FALSE,FALSE,0
"1108","86","858","29629","018","010","2022",2021-06-22,FALSE,FALSE,0
"1109","86","858","29656","4","6","2023",2022-05-22,FALSE,FALSE,0
"1110","86","858","29656","4","5","2023",2022-05-22,FALSE,FALSE,0
"1111","86","858","29638","9","5","2023",2022-11-22,FALSE,FALSE,0
"1115","86","858","29650","1","3","2023",2023-05-20,FALSE,FALSE,0
"1117","86","858","29656","4","8","2023",2022-03-22,FALSE,FALSE,0
"1118","86","858","29656","4","10","2023",2022-05-21,FALSE,FALSE,0
"1119","86","858","29650","1","8","2023",2023-04-24,FALSE,FALSE,0
"1120","86","858","29638","009","006","2022",2022-05-20,FALSE,FALSE,0
"1121","86","858","29638","9","11","2023",2022-03-20,FALSE,FALSE,0
"1122","86","858","29656","4","1","2023",2022-05-22,FALSE,FALSE,0
"1125","86","858","29656","4","12","2023",2022-10-05,FALSE,FALSE,0
"1126","86","858","29623","1","14","2023",2023-04-20,FALSE,FALSE,0
"1127","86","858","29656","4","11","2023",2022-10-01,FALSE,FALSE,0
"1128","86","858","29638","9","3","2023",2022-11-25,FALSE,FALSE,0
"1130","86","858","29638","9","6","2023",2022-03-20,FALSE,FALSE,0
"1131","86","858","29638","9","12","2023",2022-11-24,FALSE,FALSE,0
"1133","86","858","29638","9","6","2023",2022-11-24,FALSE,FALSE,0
"1134","86","858","29650","1","10","2023",2022-12-16,FALSE,FALSE,0
"1135","86","858","29656","4","7","2023",2022-10-06,FALSE,FALSE,0
"1136","86","858","29656","4","3","2023",2022-10-07,FALSE,FALSE,0
"1137","86","858","29638","9","4","2023",2022-03-20,FALSE,FALSE,0
"1143","86","859","29713","003","005","2022",2020-12-18,FALSE,FALSE,0
"1144","86","859","29695","011","014","2022",2021-11-10,FALSE,FALSE,0
"1145","86","859","29683","16","1","2023",2023-03-25,TRUE,FALSE,1
"1146","86","859","29704","3","11","2023",2022-11-20,FALSE,TRUE,1
"1147","86","859","29695","011","013","2022",2022-04-25,FALSE,FALSE,0
"1148","86","859","29686","005","011","2022",2021-11-10,FALSE,FALSE,0
"1149","86","859","29683","16","5","2023",2022-11-20,FALSE,TRUE,1
"1150","86","859","29695","011","015","2022",2022-04-25,FALSE,FALSE,0
"1151","86","859","29686","005","009","2022",2022-04-20,FALSE,FALSE,0
"1152","86","859","29686","5","8","2023",2022-11-10,FALSE,FALSE,0
"1153","86","859","29713","003","013","2022",2021-04-25,FALSE,FALSE,0
"1154","86","859","29686","5","7","2023",2023-03-20,TRUE,FALSE,1
"1155","86","859","29686","5","9","2023",2023-03-20,TRUE,FALSE,1
"1156","86","859","29713","003","010","2022",2020-12-20,FALSE,FALSE,0
"1157","86","859","29686","005","014","2022",2021-11-10,FALSE,FALSE,0
"1158","86","859","29683","16","1","2023",2022-11-25,FALSE,TRUE,1
"1159","86","859","29695","011","009","2022",2021-11-25,FALSE,TRUE,1
"1160","86","859","29695","011","015","2022",2021-11-25,FALSE,TRUE,1
"1161","86","859","29686","005","008","2022",2022-04-20,FALSE,FALSE,0
"1162","86","859","29683","16","2","2023",2023-03-25,TRUE,FALSE,1
"1163","86","859","29662","008","011","2022",2022-04-20,FALSE,FALSE,0
"1164","86","859","29686","005","010","2022",2021-11-12,FALSE,FALSE,0
"1165","86","859","29695","011","014","2022",2022-04-12,FALSE,FALSE,0
"1166","86","859","29686","005","013","2022",2022-03-10,FALSE,FALSE,0
"1167","86","859","29662","008","011","2022",2021-11-14,FALSE,FALSE,0
"1168","86","859","29695","011","008","2022",2021-11-10,FALSE,FALSE,0
"1169","86","859","29695","011","007","2022",2022-04-12,FALSE,FALSE,0
"1170","86","859","29713","003","008","2022",2021-05-21,FALSE,FALSE,0
"1171","86","859","29713","003","013","2022",2020-12-20,FALSE,FALSE,0
"1172","86","859","29704","3","7","2023",2022-11-22,FALSE,TRUE,1
"1173","86","859","29713","003","010","2022",2021-04-25,FALSE,FALSE,0
"1174","86","859","29686","5","15","2023",2023-04-08,FALSE,FALSE,0
"1175","86","859","29695","011","005","2022",2022-04-25,FALSE,FALSE,0
"1176","86","859","29683","16","2","2023",2022-11-25,FALSE,TRUE,1
"1177","86","859","29686","005","010","2022",2022-03-20,TRUE,FALSE,1
"1178","86","859","29695","011","011","2022",2022-04-20,FALSE,FALSE,0
"1179","86","859","29686","005","011","2022",2022-03-20,TRUE,FALSE,1
"1180","86","859","29668","12","13","2023",2022-12-20,FALSE,FALSE,0
"1181","86","859","29686","005","012","2022",2022-03-20,TRUE,FALSE,1
"1182","86","859","29686","5","10","2023",2022-11-10,FALSE,FALSE,0
"1183","86","859","29713","003","003","2022",2020-12-25,FALSE,FALSE,0
"1184","86","859","29683","16","5","2023",2023-02-09,FALSE,FALSE,0
"1185","86","859","29686","005","001","2022",2021-11-10,FALSE,FALSE,0
"1186","86","859","29695","011","005","2022",2021-11-25,FALSE,TRUE,1
"1187","86","859","29704","3","3","2023",2022-11-22,FALSE,TRUE,1
"1188","86","859","29686","5","15","2023",2022-11-10,FALSE,FALSE,0
"1189","86","859","29695","011","008","2022",2022-04-12,FALSE,FALSE,0
"1190","86","859","29713","003","009","2022",2021-11-22,FALSE,TRUE,1
"1191","86","859","29686","5","9","2023",2022-11-10,FALSE,FALSE,0
"1192","86","859","29704","3","3","2023",2022-03-20,TRUE,FALSE,1
"1193","86","859","29686","005","015","2022",2022-04-20,FALSE,FALSE,0
"1194","86","859","29662","008","012","2022",2022-04-20,FALSE,FALSE,0
"1195","86","859","29686","5","12","2023",2022-11-10,FALSE,FALSE,0
"1196","86","859","29713","003","005","2022",2021-04-19,FALSE,FALSE,0
"1197","86","859","29686","5","1","2023",2023-03-22,TRUE,FALSE,1
"1198","86","859","29686","5","13","2023",2023-03-22,TRUE,FALSE,1
"1199","86","859","29713","003","007","2022",2021-06-20,FALSE,FALSE,0
"1200","86","859","29662","008","012","2022",2021-11-13,FALSE,FALSE,0
"1201","86","859","29695","011","007","2022",2021-11-10,FALSE,FALSE,0
"1202","86","859","29662","008","006","2022",2021-10-20,FALSE,FALSE,0
"1203","86","859","29713","003","003","2022",2021-04-25,FALSE,FALSE,0
"1204","86","859","29668","12","11","2023",2023-05-20,FALSE,FALSE,0
"1205","86","859","29668","12","13","2023",2023-05-20,FALSE,FALSE,0
"1206","86","859","29686","005","014","2022",2022-05-09,FALSE,FALSE,0
"1207","86","859","29686","5","7","2023",2022-11-20,FALSE,TRUE,1
"1208","86","859","29686","5","14","2023",2022-11-10,FALSE,FALSE,0
"1209","86","859","29686","5","1","2023",2022-11-12,FALSE,FALSE,0
"1210","86","859","29686","005","008","2022",2021-11-20,FALSE,TRUE,1
"1211","86","859","29668","12","11","2023",2022-12-09,FALSE,FALSE,0
"1212","86","859","29713","003","009","2022",2021-05-21,FALSE,FALSE,0
"1213","86","859","29695","011","009","2022",2022-04-25,FALSE,FALSE,0
"1214","86","859","29704","3","11","2023",2022-03-25,TRUE,FALSE,1
"1215","86","859","29686","005","007","2022",2022-04-09,FALSE,FALSE,0
"1216","86","859","29695","011","013","2022",2021-11-25,FALSE,TRUE,1
"1217","86","859","29713","003","008","2022",2020-12-21,FALSE,FALSE,0
"1218","86","859","29686","005","013","2022",2021-11-11,FALSE,FALSE,0
"1219","86","859","29686","005","015","2022",2021-11-25,FALSE,TRUE,1
"1220","86","859","29686","005","007","2022",2021-11-20,FALSE,TRUE,1
"1221","86","859","29686","005","001","2022",2022-03-22,TRUE,FALSE,1
"1222","86","859","29686","5","14","2023",2023-02-08,FALSE,FALSE,0
"1223","86","859","29686","5","12","2023",2023-03-19,TRUE,FALSE,1
"1224","86","859","29686","005","009","2022",2021-11-20,FALSE,TRUE,1
"1225","86","859","29686","5","10","2023",2023-03-20,TRUE,FALSE,1
"1226","86","859","29695","011","011","2022",2021-11-10,FALSE,FALSE,0
"1227","86","859","29704","3","7","2023",2022-03-20,TRUE,FALSE,1
"1228","86","859","29686","5","13","2023",2022-11-10,FALSE,FALSE,0
"1229","86","859","29686","005","012","2022",2021-11-12,FALSE,FALSE,0
"1230","86","859","29686","5","8","2023",2023-03-20,TRUE,FALSE,1
"1231","86","859","29713","003","007","2022",2020-11-10,FALSE,FALSE,0
"1232","86","860","29752","5","12","2023",2023-03-25,FALSE,FALSE,0
"1233","86","860","29734","012","001","2022",2021-11-10,FALSE,FALSE,0
"1234","86","860","29734","12","1","2023",2022-03-25,FALSE,FALSE,0
"1235","86","860","29725","9","5","2023",2022-11-10,FALSE,FALSE,0
"1236","86","860","29752","5","13","2023",2023-03-25,FALSE,FALSE,0
"1237","86","860","29734","012","002","2022",2021-11-10,FALSE,FALSE,0
"1238","86","860","29734","12","11","2023",2022-03-25,FALSE,FALSE,0
"1239","86","860","29752","5","14","2023",2023-03-25,FALSE,FALSE,0
"1240","86","860","29734","12","1","2023",2022-11-25,FALSE,FALSE,0
"1241","86","860","29734","12","13","2023",2022-03-25,FALSE,FALSE,0
"1242","86","860","29734","012","013","2022",2021-11-10,FALSE,FALSE,0
"1243","86","860","29734","12","15","2023",2022-03-25,FALSE,FALSE,0
"1244","86","860","29764","017","009","2022",2021-11-09,FALSE,FALSE,0
"1245","86","860","29725","002","010","2022",2021-11-25,FALSE,FALSE,0
"1246","86","860","29752","5","12","2023",2022-11-12,FALSE,FALSE,0
"1247","86","860","29725","002","008","2022",2021-04-25,FALSE,FALSE,0
"1248","86","860","29755","010","005","2022",2021-11-10,FALSE,FALSE,0
"1249","86","860","29734","12","7","2023",2022-11-25,FALSE,FALSE,0
"1250","86","860","29734","12","14","2023",2022-03-27,FALSE,FALSE,0
"1251","86","860","29752","005","014","2022",2020-11-10,FALSE,FALSE,0
"1252","86","860","29725","9","11","2023",2023-03-10,TRUE,FALSE,1
"1253","86","860","29752","005","011","2022",2021-11-10,FALSE,FALSE,0
"1254","86","860","29734","12","2","2023",2022-11-10,FALSE,FALSE,0
"1255","86","860","29755","10","5","2023",2022-10-02,FALSE,FALSE,0
"1256","86","860","29725","9","10","2023",2023-04-05,FALSE,FALSE,0
"1257","86","860","29734","12","2","2023",2022-03-25,FALSE,FALSE,0
"1258","86","860","29752","005","012","2022",2021-04-25,FALSE,FALSE,0
"1259","86","860","29734","12","14","2023",2022-11-10,FALSE,FALSE,0
"1260","86","860","29746","4","5","2023",2023-03-25,FALSE,FALSE,0
"1261","86","860","29734","12","10","2023",2022-03-15,TRUE,FALSE,1
"1262","86","860","29752","005","014","2022",2021-04-25,FALSE,FALSE,0
"1263","86","860","29755","010","002","2022",2021-12-10,FALSE,FALSE,0
"1264","86","860","29725","002","014","2022",2021-11-25,FALSE,FALSE,0
"1265","86","860","29758","005","002","2022",2021-04-25,FALSE,FALSE,0
"1266","86","860","29725","002","014","2022",2021-04-25,FALSE,FALSE,0
"1267","86","860","29752","5","11","2023",2023-03-20,FALSE,FALSE,0
"1268","86","860","29752","005","012","2022",2020-11-10,FALSE,FALSE,0
"1269","86","860","29734","012","007","2022",2021-11-10,FALSE,FALSE,0
"1270","86","860","29734","12","11","2023",2022-11-10,FALSE,FALSE,0
"1271","86","860","29725","9","11","2023",2022-11-15,FALSE,FALSE,0
"1272","86","860","29734","12","5","2023",2022-03-25,FALSE,FALSE,0
"1273","86","860","29752","005","013","2022",2021-03-10,TRUE,FALSE,1
"1274","86","860","29752","005","011","2022",2021-05-25,FALSE,FALSE,0
"1275","86","860","29746","4","12","2023",2023-03-24,FALSE,FALSE,0
"1276","86","860","29764","17","12","2023",2022-11-10,FALSE,FALSE,0
"1277","86","860","29755","10","2","2023",2022-03-25,FALSE,FALSE,0
"1278","86","860","29752","005","013","2022",2020-11-10,FALSE,FALSE,0
"1279","86","860","29734","012","011","2022",2021-11-10,FALSE,FALSE,0
"1280","86","860","29734","012","010","2022",2022-03-25,FALSE,FALSE,0
"1281","86","860","29764","017","008","2022",2021-11-10,FALSE,FALSE,0
"1282","86","860","29734","012","010","2022",2021-11-15,FALSE,FALSE,0
"1283","86","860","29725","002","010","2022",2021-05-25,FALSE,FALSE,0
"1284","86","860","29725","002","008","2022",2021-11-10,FALSE,FALSE,0
"1285","86","860","29758","005","013","2022",2021-11-10,FALSE,FALSE,0
"1286","86","860","29746","4","5","2023",2022-11-09,FALSE,FALSE,0
"1287","86","860","29734","12","5","2023",2022-11-10,FALSE,FALSE,0
"1288","86","860","29764","017","008","2022",2022-04-20,FALSE,FALSE,0
"1289","86","860","29734","12","10","2023",2022-11-10,FALSE,FALSE,0
"1290","86","860","29752","5","8","2023",2023-03-16,FALSE,FALSE,0
"1291","86","860","29725","9","7","2023",2023-04-08,FALSE,FALSE,0
"1292","86","860","29755","10","2","2023",2022-11-25,FALSE,FALSE,0
"1293","86","860","29734","012","005","2022",2021-11-10,FALSE,FALSE,0
"1294","86","860","29764","017","014","2022",2022-02-10,FALSE,FALSE,0
"1295","86","860","29725","002","007","2022",2021-03-10,TRUE,FALSE,1
"1296","86","860","29755","10","1","2023",2022-10-05,FALSE,FALSE,0
"1297","86","860","29752","5","11","2023",2022-11-10,FALSE,FALSE,0
"1298","86","860","29764","017","012","2022",2021-11-10,FALSE,FALSE,0
"1299","86","860","29752","5","14","2023",2022-11-10,FALSE,FALSE,0
"1300","86","860","29758","005","013","2022",2021-03-11,TRUE,FALSE,1
"1301","86","860","29734","012","005","2022",2022-03-24,FALSE,FALSE,0
"1302","86","860","29752","005","008","2022",2021-04-25,FALSE,FALSE,0
"1303","86","860","29734","12","13","2023",2022-11-10,FALSE,FALSE,0
"1304","86","860","29734","12","15","2023",2022-11-10,FALSE,FALSE,0
"1305","86","860","29764","17","8","2023",2023-02-06,FALSE,FALSE,0
"1306","86","860","29746","4","12","2023",2022-11-09,FALSE,FALSE,0
"1307","86","860","29752","5","8","2023",2022-11-13,FALSE,FALSE,0
"1308","86","860","29764","017","009","2022",2022-04-20,FALSE,FALSE,0
"1309","86","860","29725","9","7","2023",2022-11-10,FALSE,FALSE,0
"1310","86","860","29725","9","10","2023",2022-11-10,FALSE,FALSE,0
"1311","86","860","29764","017","014","2022",2021-10-10,FALSE,FALSE,0
"1312","86","860","29746","4","3","2023",2022-11-10,FALSE,FALSE,0
"1313","86","860","29755","010","002","2022",2022-04-20,FALSE,FALSE,0
"1314","86","860","29764","17","8","2023",2022-11-09,FALSE,FALSE,0
"1315","86","860","29734","12","7","2023",2022-03-25,FALSE,FALSE,0
"1316","86","860","29764","17","3","2023",2022-11-10,FALSE,FALSE,0
"1317","86","860","29764","17","9","2023",2022-11-11,FALSE,FALSE,0
"1318","86","860","29764","017","012","2022",2022-03-25,FALSE,FALSE,0
"1319","86","860","29752","005","008","2022",2020-11-10,FALSE,FALSE,0
"1320","86","860","29725","9","5","2023",2023-03-10,TRUE,FALSE,1
"1321","86","860","29725","002","007","2022",2021-11-10,FALSE,FALSE,0
"1322","86","860","29764","017","003","2022",2021-11-25,FALSE,FALSE,0
"1323","86","860","29752","5","13","2023",2022-11-16,FALSE,FALSE,0
"1324","86","860","29764","17","12","2023",2023-02-06,FALSE,FALSE,0
"1325","86","861","29812","009","006","2022",2021-03-16,FALSE,FALSE,0
"1326","86","861","29812","009","011","2022",2021-07-25,FALSE,FALSE,0
"1327","86","861","29809","006","002","2022",2022-04-15,FALSE,FALSE,0
"1328","86","861","29812","9","12","2023",2023-07-02,FALSE,FALSE,0
"1329","86","861","29812","9","8","2023",2023-03-15,FALSE,FALSE,0
"1330","86","861","29812","9","12","2023",2022-11-10,FALSE,FALSE,0
"1331","86","861","29812","009","013","2022",2021-11-12,FALSE,FALSE,0
"1332","86","861","29818","011","008","2022",2021-06-15,FALSE,FALSE,0
"1333","86","861","29818","011","008","2022",2021-11-15,FALSE,FALSE,0
"1334","86","861","29812","009","004","2022",2021-03-16,FALSE,FALSE,0
"1335","86","861","29812","009","011","2022",2021-11-10,FALSE,FALSE,0
"1336","86","861","29812","9","10","2023",2022-12-10,FALSE,FALSE,0
"1337","86","861","29818","011","011","2022",2022-03-05,FALSE,FALSE,0
"1338","86","861","29812","009","013","2022",2021-03-16,FALSE,FALSE,0
"1339","86","861","29812","9","5","2023",2022-11-25,FALSE,FALSE,0
"1340","86","861","29812","009","009","2022",2021-11-10,FALSE,FALSE,0
"1341","86","861","29812","9","4","2023",2022-11-10,FALSE,FALSE,0
"1342","86","861","29813","9","3","2023",2022-05-15,FALSE,FALSE,0
"1343","86","861","29812","9","5","2023",2023-05-15,FALSE,FALSE,0
"1344","86","861","29812","009","006","2022",2021-11-12,FALSE,FALSE,0
"1345","86","861","29812","009","009","2022",2021-03-15,FALSE,FALSE,0
"1346","86","861","29813","9","10","2023",2022-11-20,FALSE,FALSE,0
"1347","86","861","29812","9","8","2023",2022-11-10,FALSE,FALSE,0
"1348","86","861","29812","009","004","2022",2021-11-12,FALSE,FALSE,0
"1349","86","861","29813","9","10","2023",2022-04-05,FALSE,FALSE,0
"1350","86","861","29818","011","011","2022",2021-11-10,FALSE,FALSE,0
"1351","86","861","29813","9","3","2023",2022-11-10,FALSE,FALSE,0
"1352","86","861","29809","006","002","2022",2021-11-20,FALSE,FALSE,0
"1353","86","862","29830","010","005","2022",2021-04-14,FALSE,FALSE,0
"1354","86","862","29830","010","005","2022",2020-12-10,FALSE,FALSE,0
"1355","86","863","29788","3","6","2023",2022-11-25,FALSE,TRUE,1
"1356","86","863","29788","3","9","2023",2022-12-10,FALSE,FALSE,0
"1357","86","863","29788","3","4","2023",2023-03-25,TRUE,FALSE,1
"1358","86","863","29794","011","005","2022",2022-06-21,FALSE,FALSE,0
"1359","86","863","29794","011","006","2022",2021-11-10,FALSE,FALSE,0
"1360","86","863","29794","011","004","2022",2022-03-01,FALSE,FALSE,0
"1361","86","863","29788","3","10","2023",2022-11-20,FALSE,TRUE,1
"1362","86","863","29788","3","4","2023",2022-11-25,FALSE,TRUE,1
"1363","86","863","29788","3","11","2023",2023-05-14,FALSE,FALSE,0
"1364","86","863","29779","7","15","2023",2022-11-10,FALSE,FALSE,0
"1365","86","863","29788","003","010","2022",2020-11-10,FALSE,FALSE,0
"1366","86","863","29794","011","011","2022",2021-11-10,FALSE,FALSE,0
"1367","86","863","29788","003","004","2022",2021-04-14,FALSE,FALSE,0
"1368","86","863","29794","011","010","2022",2022-03-05,FALSE,FALSE,0
"1369","86","863","29788","003","010","2022",2021-04-25,FALSE,FALSE,0
"1370","86","863","29794","011","014","2022",2021-11-10,FALSE,FALSE,0
"1371","86","863","29794","011","011","2022",2022-04-10,FALSE,FALSE,0
"1372","86","863","29794","011","004","2022",2021-11-10,FALSE,FALSE,0
"1373","86","863","29788","003","011","2022",2021-03-10,FALSE,FALSE,0
"1374","86","863","29788","003","004","2022",2020-11-10,FALSE,FALSE,0
"1375","86","863","29788","3","10","2023",2023-03-25,TRUE,FALSE,1
"1376","86","863","29794","011","010","2022",2021-11-10,FALSE,FALSE,0
"1377","86","863","29788","3","6","2023",2023-05-25,FALSE,FALSE,0
"1378","86","863","29788","003","006","2022",2020-11-10,FALSE,FALSE,0
"1379","86","863","29788","003","012","2022",2021-04-10,FALSE,FALSE,0
"1380","86","863","29788","003","006","2022",2021-04-15,FALSE,FALSE,0
"1381","86","863","29788","003","012","2022",2020-12-25,FALSE,FALSE,0
"1382","86","863","29788","3","9","2023",2023-05-14,FALSE,FALSE,0
"1383","86","863","29794","011","006","2022",2022-03-07,FALSE,FALSE,0
"1384","86","863","29794","011","003","2022",2022-03-22,TRUE,FALSE,1
"1385","86","863","29788","3","11","2023",2022-11-10,FALSE,FALSE,0
"1386","86","863","29788","003","007","2022",2021-04-10,FALSE,FALSE,0
"1387","86","863","29794","011","003","2022",2021-11-10,FALSE,FALSE,0
"1388","86","863","29794","011","005","2022",2021-11-09,FALSE,FALSE,0
"1389","87","866","29884","5","15","2023",2022-10-07,FALSE,FALSE,0
"1390","87","866","29881","003","008","2022",2022-05-20,FALSE,FALSE,0
"1391","87","866","29884","5","12","2023",2022-01-25,FALSE,FALSE,0
"1392","87","866","29884","005","001","2022",2022-03-05,FALSE,FALSE,0
"1393","87","866","29863","17","2","2023",2022-04-18,FALSE,FALSE,0
"1395","87","866","29884","005","005","2022",2022-04-09,FALSE,FALSE,0
"1399","87","866","29863","017","001","2022",2022-02-10,FALSE,FALSE,0
"1400","87","866","29884","5","7","2023",2022-05-15,FALSE,FALSE,0
"1401","87","866","29863","17","5","2023",2022-11-10,FALSE,FALSE,0
"1402","87","866","29884","005","018","2022",2022-05-19,FALSE,FALSE,0
"1403","87","866","29884","005","005","2022",2021-12-17,FALSE,FALSE,0
"1405","87","866","29884","005","018","2022",2021-10-10,FALSE,FALSE,0
"1407","87","866","29884","5","13","2023",2022-11-20,FALSE,FALSE,0
"1408","87","866","29863","17","4","2023",2022-03-15,FALSE,FALSE,0
"1409","87","866","29863","017","004","2022",2021-10-20,FALSE,TRUE,1
"1410","87","866","29884","5","5","2023",2022-02-04,FALSE,FALSE,0
"1411","87","866","29884","5","1","2023",2022-02-25,TRUE,FALSE,1
"1412","87","866","29863","017","002","2022",2021-12-19,FALSE,FALSE,0
"1413","87","866","29884","5","9","2023",2022-04-15,FALSE,FALSE,0
"1417","87","866","29884","005","014","2022",2022-01-25,FALSE,FALSE,0
"1418","87","866","29863","17","1","2023",2022-08-02,FALSE,FALSE,0
"1419","87","866","29863","17","7","2023",2022-11-10,FALSE,FALSE,0
"1420","87","866","29884","5","5","2023",2022-11-24,FALSE,FALSE,0
"1422","87","866","29884","5","12","2023",2022-05-10,FALSE,FALSE,0
"1423","87","866","29863","17","10","2023",2022-04-10,FALSE,FALSE,0
"1424","87","866","29863","17","10","2023",2022-12-21,FALSE,FALSE,0
"1425","87","866","29884","005","010","2022",2021-05-10,FALSE,FALSE,0
"1427","87","866","29884","5","1","2023",2021-11-25,FALSE,FALSE,0
"1428","87","866","29863","17","7","2023",2022-03-05,FALSE,FALSE,0
"1429","87","866","29863","017","001","2022",2021-11-15,FALSE,FALSE,0
"1430","87","866","29884","5","7","2023",2022-11-11,FALSE,FALSE,0
"1431","87","866","29884","5","9","2023",2022-01-15,FALSE,FALSE,0
"1432","87","866","29884","5","13","2023",2022-04-11,FALSE,FALSE,0
"1433","87","866","29863","017","005","2022",2021-11-17,FALSE,FALSE,0
"1434","87","866","29884","005","001","2022",2021-11-10,FALSE,FALSE,0
"1435","87","866","29884","005","014","2022",2022-05-10,FALSE,FALSE,0
"1436","87","866","29863","17","1","2023",2023-01-11,FALSE,FALSE,0
"1437","87","866","29884","5","15","2023",2022-05-19,FALSE,FALSE,0
"1438","87","866","29863","017","002","2022",2022-02-25,TRUE,FALSE,1
"1439","87","866","29863","017","004","2022",2022-02-10,FALSE,FALSE,0
"1440","87","866","29881","003","002","2022",2021-11-17,FALSE,FALSE,0
"1442","87","866","29863","17","2","2023",2022-12-28,FALSE,FALSE,0
"1443","87","866","29863","17","5","2023",2022-03-25,FALSE,FALSE,0
"1444","87","866","29881","003","008","2022",2022-01-14,FALSE,FALSE,0
"1446","87","866","29884","005","010","2022",2022-01-25,FALSE,FALSE,0
"1447","87","866","29863","17","4","2023",2022-11-10,FALSE,FALSE,0
"1449","87","867","29923","008","010","2022",2021-11-25,FALSE,FALSE,0
"1451","87","867","29923","008","010","2022",2021-03-04,FALSE,FALSE,0
"1452","87","868","29986","007","002","2022",2022-04-15,FALSE,FALSE,0
"1453","87","868","29955","17","16","2023",2022-12-02,FALSE,FALSE,0
"1454","87","868","29986","007","011","2022",2022-03-20,FALSE,FALSE,0
"1455","87","868","29989","008","014","2022",2022-05-15,FALSE,FALSE,0
"1456","87","868","29986","7","1","2023",2022-11-10,FALSE,FALSE,0
"1457","87","868","29965","010","011","2022",2022-04-20,FALSE,FALSE,0
"1458","87","868","29965","010","012","2022",2022-03-20,FALSE,FALSE,0
"1459","87","868","29955","17","16","2023",2022-02-10,FALSE,FALSE,0
"1460","87","868","29989","008","013","2022",2022-04-15,FALSE,FALSE,0
"1461","87","868","29965","10","11","2023",2022-10-18,FALSE,FALSE,0
"1462","87","868","29986","007","011","2022",2021-11-15,FALSE,FALSE,0
"1463","87","868","29986","007","002","2022",2021-12-20,FALSE,FALSE,0
"1464","87","868","29986","007","016","2022",2021-11-15,FALSE,FALSE,0
"1465","87","868","29986","7","10","2023",2022-11-10,FALSE,FALSE,0
"1466","87","868","29989","008","013","2022",2021-12-10,FALSE,FALSE,0
"1467","87","868","29965","010","012","2022",2021-12-27,FALSE,FALSE,0
