MATINH,IDHO,MAHUYEN,MAXA,MADIABAN,HOSO,breeding_main_variety,Correct_name.DNA2,breeding_seed_origin,breeding_seed_duration,Decision,Convergence.on.Year,IRRI_Parentage,Saltol,qSub1,breeding_certified_seed,KYDIEUTRA,mech_mini_combiner,mech_combine_harvester,mech_straw_baler,mech_row_seeder,mech_seed_blower,straw_burn,straw_incorporated_soil,straw_mulching,straw_other,straw_remove_completely,straw_remove_partly,straw_rm_compost,straw_rm_cooking,straw_rm_livestock,straw_rm_mushroom,straw_rm_other,straw_rm_sold,panel,weight_final_rice,weight_rice_DNA,THUNHAP,TONGCHITIEU,ethnic,rls_head,age,edu_grade,n_member,male,female,internet,land_area_sum,poor_commune,dummy_main_str,dist_main_str,type_main_str,dummy_local_market_wholesale,dist_market_wholesale,dummy_ext_center,dist_ext_center,farmer_participation_pct,dummy_protection_staff,main_str_asphalt,IRRI_Parentage_edited,Quintiles,Bottom_20,Bottom_40,Sub1
31,11632008003,313,11632,008,003,,,,,,,,,,,7,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,871.174289053125,,137628,,0,1,64,9,3,1,0,0,3840,0,1,,2,0,17,0,17,,1,0,0,,,,
31,11632008006,313,11632,008,006,,,,,,,,,,,7,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,871.174289053125,,39431,115148,0,1,64,12,2,1,0,0,4020,0,1,,2,0,17,0,17,,1,0,0,4,0,0,
31,11632008010,313,11632,008,010,,,,,,,,,,,7,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,871.174289053125,,39458,,0,1,66,9,2,1,0,1,3540,0,1,,2,0,17,0,17,,1,0,0,,,,
31,11632008012,313,11632,008,012,,,,,,,,,,,7,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,871.174289053125,,112464,,0,1,52,9,4,1,0,1,1680,0,1,,2,0,17,0,17,,1,0,0,,,,
31,11632008013,313,11632,008,013,,,,,,,,,,,7,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,871.174289053125,,127294.5,,0,1,33,9,4,1,0,1,1410,0,1,,2,0,17,0,17,,1,0,0,,,,
31,11632008014,313,11632,008,014,,,,,,,,,,,7,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,871.174289053125,,116615,,0,1,59,9,2,0,1,0,2952,0,1,,2,0,17,0,17,,1,0,0,,,,
31,11632008015,313,11632,008,015,,,,,,,,,,,7,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,871.174289053125,,280510,128219,0,1,66,9,4,1,0,1,5160,0,1,,2,0,17,0,17,,1,0,0,5,0,0,
31,11641005002,313,11641,005,002,,,,,,,,,,,8,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,3096.85574195287,,231647,,0,1,59,12,4,1,0,0,1080,0,1,,2,0,1,0,1,,0,0,0,,,,
31,11641005003,313,11641,005,003,,,,,,,,,,,8,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,3096.85574195287,,24120,,0,1,62,12,3,0,1,0,1150,0,1,,2,0,1,0,1,,0,0,0,,,,
31,11650009008,313,11650,009,008,,,,,,,,,,,5,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,1211.64451960814,,95326,,0,1,48,5,3,1,0,1,1936,0,1,,2,0,2,0,2,,0,0,0,,,,
31,11650009010,313,11650,009,010,,,,,,,,,,,5,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,1211.64451960814,,434113,,0,1,60,2,7,1,0,1,1116,0,1,,2,0,2,0,2,,0,0,0,,,,
31,11650009012,313,11650,009,012,,,,,,,,,,,5,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,1211.64451960814,,33622,,0,1,67,9,2,1,0,0,1825,0,1,,2,0,2,0,2,,0,0,0,,,,
31,11650009014,313,11650,009,014,,,,,,,,,,,5,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,1211.64451960814,,262273,87163,0,1,48,4,4,1,0,0,1440,0,1,,2,0,2,0,2,,0,0,0,4,0,0,
31,11659012002,313,11659,012,002,,,,,,,,,,,5,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,703.385035709513,,394676,,0,1,69,5,5,0,1,0,3960,0,1,,2,0,2,0,2,,1,0,0,,,,
31,11659012004,313,11659,012,004,,,,,,,,,,,5,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,703.385035709513,,445319,192821.5,0,1,55,9,6,1,0,0,1800,0,1,,2,0,2,0,2,,1,0,0,5,0,0,
31,11659012005,313,11659,012,005,,,,,,,,,,,5,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,703.385035709513,,148979,,0,1,66,5,5,1,0,0,1046,0,1,,2,0,2,0,2,,1,0,0,,,,
31,11659012006,313,11659,012,006,,,,,,,,,,,5,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,703.385035709513,,158590,,0,1,59,9,2,1,0,1,3200,0,1,,2,0,2,0,2,,1,0,0,,,,
31,11659012010,313,11659,012,010,,,,,,,,,,,5,1,0,0,0,0,0,0,1,0,0,0,,,,,,,2022,703.385035709513,,21947,,0,1,68,8,1,1,0,1,745,0,1,,2,0,2,0,2,,1,0,0,,,,
31,11659012011,313,11659,012,011,,,,,,,,,,,5,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,703.385035709513,,300546,,0,1,52,9,5,1,0,1,900,0,1,,2,0,2,0,2,,1,0,0,,,,
31,11659012012,313,11659,012,012,,,,,,,,,,,5,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,703.385035709513,,20652,,0,1,62,9,1,0,1,0,1115,0,1,,2,0,2,0,2,,1,0,0,,,,
31,11659012013,313,11659,012,013,,,,,,,,,,,5,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,703.385035709513,,387021,174886,0,1,48,12,4,1,0,1,3140,0,1,,2,0,2,0,2,,1,0,0,5,0,0,
31,11659012015,313,11659,012,015,,,,,,,,,,,5,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,703.385035709513,,265022,,0,1,45,12,5,1,0,1,1296,0,1,,2,0,2,0,2,,1,0,0,,,,
31,11662019003,313,11662,019,003,,,,,,,,,,,6,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,726.786036734656,,24622,,0,1,73,9,2,1,0,0,816,0,1,,2,0,17,0,12,,1,0,0,,,,
31,11662019004,313,11662,019,004,,,,,,,,,,,6,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,726.786036734656,,240049,,0,1,41,5,4,1,0,1,480,0,1,,2,0,17,0,12,,1,0,0,,,,
31,11662019005,313,11662,019,005,,,,,,,,,,,6,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,726.786036734656,,105443,,0,1,67,3,3,0,1,0,1800,0,1,,2,0,17,0,12,,1,0,0,,,,
31,11662019006,313,11662,019,006,,,,,,,,,,,6,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,726.786036734656,,194760,,0,1,48,9,3,1,0,1,2688,0,1,,2,0,17,0,12,,1,0,0,,,,
31,11662019007,313,11662,019,007,,,,,,,,,,,6,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,726.786036734656,,135755,,0,1,59,6,3,1,0,0,1800,0,1,,2,0,17,0,12,,1,0,0,,,,
31,11662019008,313,11662,019,008,,,,,,,,,,,6,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,726.786036734656,,238824,,0,1,56,12,3,1,0,1,1850,0,1,,2,0,17,0,12,,1,0,0,,,,
31,11662019013,313,11662,019,013,,,,,,,,,,,6,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,726.786036734656,,93744,89246.5,0,1,59,9,2,1,0,0,1920,0,1,,2,0,17,0,12,,1,0,0,4,0,0,
31,11662019014,313,11662,019,014,,,,,,,,,,,6,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,726.786036734656,,71544,62835,0,1,59,9,2,1,0,0,1800,0,1,,2,0,17,0,12,,1,0,0,2,0,1,
31,11662019015,313,11662,019,015,,,,,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,726.786036734656,,64078,65249.5,0,1,46,6,4,0,1,0,740,0,1,,2,0,17,0,12,,1,0,0,3,0,0,
31,11701011002,314,11701,011,002,,,,,,,,,,,11,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,869.161522967053,,123094,,0,1,74,9,2,1,0,0,1800,0,1,,1,0,4.5,0,1.5,,1,1,0,,,,
31,11701011004,314,11701,011,004,,,,,,,,,,,11,0,0,0,0,0,0,0,0,1,0,0,,,,,,,2022,869.161522967053,,30793,,0,1,61,6,2,0,1,0,720,0,1,,1,0,4.5,0,1.5,,1,1,0,,,,
31,11701011006,314,11701,011,006,,,,,,,,,,,11,0,1,0,0,0,0,1,0,0,0,0,,,,,,,2022,869.161522967053,,229560,,0,1,67,5,5,0,1,0,250,0,1,,1,0,4.5,0,1.5,,1,1,0,,,,
31,11701011007,314,11701,011,007,,,,,,,,,,,11,0,1,0,0,0,0,1,0,0,0,0,,,,,,,2022,869.161522967053,,180289,,0,1,57,0,4,1,0,0,3320,0,1,,1,0,4.5,0,1.5,,1,1,0,,,,
31,11701011009,314,11701,011,009,,,,,,,,,,,11,0,1,0,0,0,0,1,0,0,0,0,,,,,,,2022,869.161522967053,,292650,,0,1,63,2,2,1,0,1,4320,0,1,,1,0,4.5,0,1.5,,1,1,0,,,,
31,11701011011,314,11701,011,011,,,,,,,,,,,11,0,1,0,0,0,0,1,0,0,0,0,,,,,,,2022,869.161522967053,,142895,,0,1,39,9,4,1,0,1,700,0,1,,1,0,4.5,0,1.5,,1,1,0,,,,
31,11701011015,314,11701,011,015,,,,,,,,,,,11,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,869.161522967053,,244259,130133,0,1,61,9,3,1,0,0,9318,0,1,,1,0,4.5,0,1.5,,1,1,0,5,0,0,
31,11713015006,314,11713,015,006,,,,,,,,,,,4,0,1,0,0,0,0,1,0,0,0,0,,,,,,,2022,639.091123657441,,14641,,0,1,70,5,2,1,0,0,1800,0,1,,2,0,1.2,0,5.5,,1,0,0,,,,
31,11713015008,314,11713,015,008,,,,,,,,,,,4,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,639.091123657441,,311113,,0,1,53,9,3,1,0,1,1470,0,1,,2,0,1.2,0,5.5,,1,0,0,,,,
31,11713015011,314,11713,015,011,,,,,,,,,,,4,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,639.091123657441,,314858,,0,1,53,5,3,1,0,1,1400,0,1,,2,0,1.2,0,5.5,,1,0,0,,,,
31,11713015012,314,11713,015,012,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2022,639.091123657441,,270978,,0,1,52,9,2,1,0,1,1730,0,1,,2,0,1.2,0,5.5,,1,0,0,,,,
31,11722008002,314,11722,008,002,,,,,,,,,,,4,0,1,0,0,0,0,1,0,0,0,0,,,,,,,2022,726.539610963761,,600627,,0,1,59,8,6,1,0,1,2160,0,1,,1,0,3.5,0,0.5,,1,1,0,,,,
31,11722008006,314,11722,008,006,,,,,,,,,,,4,0,1,0,0,0,0,1,0,0,0,0,,,,,,,2022,726.539610963761,,227326,,0,1,65,9,4,1,0,1,2580,0,1,,1,0,3.5,0,0.5,,1,1,0,,,,
31,11722008012,314,11722,008,012,,,,,,,,,,,4,0,1,0,0,0,0,1,0,0,0,0,,,,,,,2022,726.539610963761,,1169318,,0,1,49,9,3,1,0,1,1800,0,1,,1,0,3.5,0,0.5,,1,1,0,,,,
31,11722008014,314,11722,008,014,,,,,,,,,,,4,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,726.539610963761,,102860,,0,1,67,5,2,1,0,1,1800,0,1,,1,0,3.5,0,0.5,,1,1,0,,,,
31,11728008003,314,11728,008,003,,,,,,,,,,,9,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,502.409853243634,,188017,,0,1,54,9,2,0,1,1,1080,0,1,,1,0,3.5,0,3.9,,0,1,0,,,,
31,11728008005,314,11728,008,005,,,,,,,,,,,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2022,502.409853243634,,158471,,0,1,60,6,3,0,1,1,720,0,1,,1,0,3.5,0,3.9,,0,1,0,,,,
31,11728008007,314,11728,008,007,,,,,,,,,,,9,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,502.409853243634,,195505,,0,1,54,9,2,0,1,1,2160,0,1,,1,0,3.5,0,3.9,,0,1,0,,,,
31,11728008008,314,11728,008,008,,,,,,,,,,,9,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,502.409853243634,,404244,,0,1,47,9,3,0,1,1,600,0,1,,1,0,3.5,0,3.9,,0,1,0,,,,
31,11728008011,314,11728,008,011,,,,,,,,,,,9,0,1,0,0,0,0,1,0,0,0,0,,,,,,,2022,502.409853243634,,307762,,0,1,50,9,3,1,0,1,1320,0,1,,1,0,3.5,0,3.9,,0,1,0,,,,
31,11728008013,314,11728,008,013,,,,,,,,,,,9,0,1,0,0,0,0,1,0,0,0,0,,,,,,,2022,502.409853243634,,181437,,0,1,36,9,6,0,1,1,1440,0,1,,1,0,3.5,0,3.9,,0,1,0,,,,
31,11728008015,314,11728,008,015,,,,,,,,,,,9,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,502.409853243634,,176039,115767.5,0,1,56,6,3,0,1,0,2520,0,1,,1,0,3.5,0,3.9,,0,1,0,4,0,0,
31,11758001001,315,11758,001,001,,,,,,,,,,,12,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,544.203928181683,,829750,,0,1,29,12,7,1,0,1,5040,0,1,,1,0,25,0,12,,0,1,0,,,,
31,11758001003,315,11758,001,003,,,,,,,,,,,12,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,544.203928181683,,450909,186861.5,0,1,45,5,4,1,0,1,3840,0,1,,1,0,25,0,12,,0,1,0,5,0,0,
31,11758001004,315,11758,001,004,,,,,,,,,,,12,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,544.203928181683,,306430,,0,1,57,9,7,1,0,1,4680,0,1,,1,0,25,0,12,,0,1,0,,,,
31,11758001005,315,11758,001,005,,,,,,,,,,,12,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,544.203928181683,,89136,,0,1,72,9,2,1,0,1,5040,0,1,,1,0,25,0,12,,0,1,0,,,,
31,11758001010,315,11758,001,010,,,,,,,,,,,12,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,544.203928181683,,141084,,0,1,50,6,3,1,0,1,2450,0,1,,1,0,25,0,12,,0,1,0,,,,
31,11758001011,315,11758,001,011,,,,,,,,,,,12,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,544.203928181683,,462913,,0,1,63,9,4,0,1,1,5400,0,1,,1,0,25,0,12,,0,1,0,,,,
31,11758001013,315,11758,001,013,,,,,,,,,,,12,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,544.203928181683,,246192,94442.5,0,1,56,12,2,1,0,1,2880,0,1,,1,0,25,0,12,,0,1,0,4,0,0,
31,11758001015,315,11758,001,015,,,,,,,,,,,12,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,544.203928181683,,203806,,0,1,36,9,2,1,0,1,1840,0,1,,1,0,25,0,12,,0,1,0,,,,
31,11764009001,315,11764,009,001,,,,,,,,,,,2,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,1023.81817926225,,194293,,0,1,66,4,7,1,0,1,1630,0,1,,1,0,7,0,8,,0,1,0,,,,
31,11764009002,315,11764,009,002,,,,,,,,,,,2,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,1023.81817926225,,160080,,0,1,59,9,5,1,0,0,1830,0,1,,1,0,7,0,8,,0,1,0,,,,
31,11764009006,315,11764,009,006,,,,,,,,,,,2,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,1023.81817926225,,245917,,0,1,60,12,3,1,0,1,2052,0,1,,1,0,7,0,8,,0,1,0,,,,
31,11764009010,315,11764,009,010,,,,,,,,,,,2,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,1023.81817926225,,489217,176231.5,0,1,48,9,4,1,0,1,5430,0,1,,1,0,7,0,8,,0,1,0,5,0,0,
31,11764009011,315,11764,009,011,,,,,,,,,,,2,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,1023.81817926225,,19367,,0,1,49,2,1,0,1,0,1440,0,1,,1,0,7,0,8,,0,1,0,,,,
31,11764009012,315,11764,009,012,,,,,,,,,,,2,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,1023.81817926225,,205414,,0,1,57,9,6,1,0,0,3684,0,1,,1,0,7,0,8,,0,1,0,,,,
31,11764009013,315,11764,009,013,,,,,,,,,,,2,0,1,0,0,0,0,1,0,0,0,0,,,,,,,2022,1023.81817926225,,174383,,0,1,62,9,4,1,0,1,3500,0,1,,1,0,7,0,8,,0,1,0,,,,
31,11764009017,315,11764,009,017,,,,,,,,,,,2,0,1,0,0,0,0,1,0,0,0,0,,,,,,,2022,1023.81817926225,,267719,134041.5,0,1,53,12,2,1,0,1,3630,0,1,,1,0,7,0,8,,0,1,0,5,0,0,
31,11782002002,315,11782,002,002,,,,,,,,,,,12,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,988.353682343672,,315862,,0,1,49,9,3,1,0,1,3600,0,1,,2,0,30,0,7,,0,0,0,,,,
31,11782002005,315,11782,002,005,,,,,,,,,,,12,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,988.353682343672,,278495,143064,0,1,69,9,6,0,1,1,4040,0,1,,2,0,30,0,7,,0,0,0,5,0,0,
31,11782002006,315,11782,002,006,,,,,,,,,,,12,1,0,0,0,0,0,0,1,0,0,0,,,,,,,2022,988.353682343672,,183599,,0,1,62,4,6,1,0,1,14760,0,1,,2,0,30,0,7,,0,0,0,,,,
31,11782002008,315,11782,002,008,,,,,,,,,,,12,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,988.353682343672,,89425,,0,1,59,9,2,0,1,0,576,0,1,,2,0,30,0,7,,0,0,0,,,,
31,11782002009,315,11782,002,009,,,,,,,,,,,12,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,988.353682343672,,388943,,0,1,42,0,4,1,0,1,1200,0,1,,2,0,30,0,7,,0,0,0,,,,
31,11782002010,315,11782,002,010,,,,,,,,,,,12,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,988.353682343672,,93601,63033.5,0,1,63,9,2,1,0,1,3000,0,1,,2,0,30,0,7,,0,0,0,2,0,1,
31,11782002013,315,11782,002,013,,,,,,,,,,,12,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,988.353682343672,,298293,,0,1,54,12,3,1,0,1,1752,0,1,,2,0,30,0,7,,0,0,0,,,,
31,11782002015,315,11782,002,015,,,,,,,,,,,12,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,988.353682343672,,360658,119629.5,0,1,56,4,5,1,0,1,2940,0,1,,2,0,30,0,7,,0,0,0,5,0,0,
31,11791016002,315,11791,016,002,,,,,,,,,,,3,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,716.561906544785,,114648,,0,1,71,12,2,1,0,1,980,0,1,,1,0,25,0,2,,0,1,0,,,,
31,11791016006,315,11791,016,006,,,,,,,,,,,3,0,1,0,1,0,1,0,0,0,0,0,,,,,,,2022,716.561906544785,,279316,,0,1,52,12,4,0,1,1,960,0,1,,1,0,25,0,2,,0,1,0,,,,
31,11791016008,315,11791,016,008,,,,,,,,,,,3,0,1,0,0,0,0,1,0,0,0,0,,,,,,,2022,716.561906544785,,306936,,0,1,61,9,7,0,1,0,2560,0,1,,1,0,25,0,2,,0,1,0,,,,
31,11791016010,315,11791,016,010,,,,,,,,,,,3,1,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,716.561906544785,,232080,139211.5,0,1,35,9,5,1,0,1,1440,0,1,,1,0,25,0,2,,0,1,0,5,0,0,
31,11791016012,315,11791,016,012,,,,,,,,,,,3,0,1,0,0,0,0,1,0,0,0,0,,,,,,,2022,716.561906544785,,204096,,0,1,58,9,4,1,0,0,2560,0,1,,1,0,25,0,2,,0,1,0,,,,
31,11791016014,315,11791,016,014,,,,,,,,,,,3,0,1,0,0,0,0,1,0,0,0,0,,,,,,,2022,716.561906544785,,187740,,0,1,50,9,7,1,0,1,1820,0,1,,1,0,25,0,2,,0,1,0,,,,
31,11830006005,316,11830,006,005,,,,,,,,,,,1,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,416.551533658655,,59616,65313,0,1,62,9,2,1,0,0,2210,0,1,,2,0,7,0,7,,0,0,0,3,0,0,
31,11830006006,316,11830,006,006,,,,,,,,,,,1,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,416.551533658655,,22343,,0,1,66,9,2,1,0,0,1224,0,1,,2,0,7,0,7,,0,0,0,,,,
31,11830006007,316,11830,006,007,,,,,,,,,,,1,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,416.551533658655,,234944,,0,1,58,9,7,1,0,1,3240,0,1,,2,0,7,0,7,,0,0,0,,,,
31,11830006008,316,11830,006,008,,,,,,,,,,,1,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,416.551533658655,,392395,,0,1,45,2,5,1,0,1,1110,0,1,,2,0,7,0,7,,0,0,0,,,,
31,11830006009,316,11830,006,009,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,416.551533658655,,360484,,0,1,45,7,4,1,0,1,3960,0,1,,2,0,7,0,7,,0,0,0,,,,
31,11830006010,316,11830,006,010,,,,,,,,,,,1,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,416.551533658655,,255481,97505.5,0,1,38,9,5,1,0,1,1440,0,1,,2,0,7,0,7,,0,0,0,4,0,0,
31,11830006011,316,11830,006,011,,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,416.551533658655,,192455,,0,1,58,9,3,1,0,1,4008,0,1,,2,0,7,0,7,,0,0,0,,,,
31,11830006013,316,11830,006,013,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,416.551533658655,,197747,,0,1,63,8,3,1,0,1,4620,0,1,,2,0,7,0,7,,0,0,0,,,,
31,11830006014,316,11830,006,014,,,,,,,,,,,1,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,416.551533658655,,31631,,0,1,64,9,2,1,0,0,2378,0,1,,2,0,7,0,7,,0,0,0,,,,
31,11839013001,316,11839,013,001,,,,,,,,,,,10,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,461.389936445985,,11918,,0,1,75,5,1,0,1,0,1200,0,1,,2,0,5,0,5,,0,0,0,,,,
31,11839013002,316,11839,013,002,,,,,,,,,,,10,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,461.389936445985,,100321,,0,1,40,7,5,1,0,0,1320,0,1,,2,0,5,0,5,,0,0,0,,,,
31,11839013003,316,11839,013,003,,,,,,,,,,,10,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,461.389936445985,,133200,,0,1,46,7,4,1,0,0,1080,0,1,,2,0,5,0,5,,0,0,0,,,,
31,11839013005,316,11839,013,005,,,,,,,,,,,10,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,461.389936445985,,135593,76290.5,0,1,66,12,2,1,0,1,2820,0,1,,2,0,5,0,5,,0,0,0,3,0,0,
31,11839013009,316,11839,013,009,,,,,,,,,,,10,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,461.389936445985,,61367,,0,1,57,9,2,1,0,0,3920,0,1,,2,0,5,0,5,,0,0,0,,,,
31,11839013010,316,11839,013,010,,,,,,,,,,,10,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,461.389936445985,,55512,36804.5,0,1,64,8,2,0,1,1,1608,0,1,,2,0,5,0,5,,0,0,0,1,1,1,
31,11839013011,316,11839,013,011,,,,,,,,,,,10,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,461.389936445985,,458787,,0,1,35,12,6,1,0,1,8550,0,1,,2,0,5,0,5,,0,0,0,,,,
31,11839013012,316,11839,013,012,,,,,,,,,,,10,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,461.389936445985,,46825,,0,1,51,1,1,0,1,0,1416,0,1,,2,0,5,0,5,,0,0,0,,,,
31,11839013013,316,11839,013,013,,,,,,,,,,,10,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,461.389936445985,,163438,,0,1,42,12,5,1,0,0,2880,0,1,,2,0,5,0,5,,0,0,0,,,,
31,11839013014,316,11839,013,014,,,,,,,,,,,10,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,461.389936445985,,221712,,0,1,62,5,4,1,0,0,1920,0,1,,2,0,5,0,5,,0,0,0,,,,
31,11839013015,316,11839,013,015,,,,,,,,,,,10,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,461.389936445985,,69839,65880.5,0,1,33,9,3,0,1,1,1110,0,1,,2,0,5,0,5,,0,0,0,3,0,0,
31,11854009003,316,11854,009,003,,,,,,,,,,,7,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,2593.14676787119,,187238,,0,1,55,12,3,1,0,1,10620,0,1,,1,0,5,0,5,,0,1,0,,,,
31,11854009010,316,11854,009,010,,,,,,,,,,,7,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,2593.14676787119,,318817,,0,1,49,6,2,1,0,1,2000,0,1,,1,0,5,0,5,,0,1,0,,,,
31,11869002001,316,11869,002,001,,,,,,,,,,,10,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,636.805400860717,,30457,,0,1,68,9,2,1,0,1,3030,0,1,,2,0,5,0,5,,0,0,0,,,,
31,11869002002,316,11869,002,002,,,,,,,,,,,10,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,636.805400860717,,20328,23796,0,1,66,6,1,0,1,0,770,0,1,,2,0,5,0,5,,0,0,0,1,1,1,
31,11869002003,316,11869,002,003,,,,,,,,,,,10,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,636.805400860717,,69745,,0,1,66,12,4,1,0,0,3700,0,1,,2,0,5,0,5,,0,0,0,,,,
31,11869002006,316,11869,002,006,,,,,,,,,,,10,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,636.805400860717,,512573,,0,1,59,9,6,1,0,1,1080,0,1,,2,0,5,0,5,,0,0,0,,,,
31,11869002010,316,11869,002,010,,,,,,,,,,,10,0,1,0,0,0,0,1,0,0,0,0,,,,,,,2022,636.805400860717,,470518,,0,1,56,9,5,1,0,1,1540,0,1,,2,0,5,0,5,,0,0,0,,,,
31,11869002013,316,11869,002,013,,,,,,,,,,,10,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,636.805400860717,,117421,,0,1,67,9,5,0,1,1,1800,0,1,,2,0,5,0,5,,0,0,0,,,,
31,11869002014,316,11869,002,014,,,,,,,,,,,10,0,1,0,0,0,0,1,0,0,0,0,,,,,,,2022,636.805400860717,,238319,,0,1,49,9,3,0,1,1,3968,0,1,,2,0,5,0,5,,0,0,0,,,,
31,11869002015,316,11869,002,015,,,,,,,,,,,10,0,1,0,0,0,0,1,0,0,0,0,,,,,,,2022,636.805400860717,,18744,17210,0,1,63,4,1,0,1,0,790,0,1,,2,0,5,0,5,,0,0,0,1,1,1,
31,11890010001,316,11890,010,001,,,,,,,,,,,6,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,400.384992061621,,112895,,0,1,61,12,2,1,0,0,7224,0,1,,2,0,12,0,12,,0,0,0,,,,
