"","IDHO","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B12A1_C0A","M4B12A1_C0B","M4B12A1_C0C","M4B12A1_C0D","M4B12A2_C1","M4B12A2_C1A","M4B12A2_C1A_GHIRO","M4B12A3_TENTR","M4B12A3_C2","M4B12A3_C3","M4B12A3_C4","M4B12A3_C5","M4B12A3_C6","M4B12A3_C6_GHIRO","M4B12A3_C7","M4B12A3_C8","M4B12A3_C91","M4B12A3_C92","M4B12A3_C93","M4B12A3_C94","M4B12A3_C95","M4B12A3_C10D","M4B12A3_C10M","M4B12A3_C11","M4B12A4_C1","M4B12A4_KD","M4B12A4_VD"
"772","23395004009","62","611","23395","004","009",2,1,2,2,2,1,1,NA,"CÁNH ĐỒNG BẮC PHONG",1,1,"km94",2,6,NA,2,2,1,2,1,2,1,19,5,"00937",NA,NA,NA
"773","23395004011","62","611","23395","004","011",2,1,2,2,2,1,NA,NA,"CÁNH ĐỒNG THÔN BẮC PHONG",1,1,"km95",2,5,NA,4,2,1,2,1,2,1,19,5,"01010",NA,NA,NA
"774","23395004013","62","611","23395","004","013",2,1,2,2,2,1,1,NA,"CÁNH ĐỒNG BẮC PHONG",1,1,"km95",2,6,NA,3,2,1,2,1,2,1,19,5,"00954",NA,NA,NA
"775","23401005012","62","612","23401","005","012",2,1,2,2,2,1,NA,NA,"RUỘNG KHỐI 7",1,1,"cao sản",1,6,NA,5,2,1,1,1,1,1,11,5,"00935",NA,NA,NA
"776","23473007001","62","613","23473","007","001",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","23473007002","62","613","23473","007","002",2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","23473007003","62","613","23473","007","003",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","23473007005","62","613","23473","007","005",2,1,2,2,2,1,2,NA,"KONPRIN",1,1,"km140",2,5,NA,1,2,1,1,1,1,1,26,5,"00996",NA,NA,NA
"780","23473007007","62","613","23473","007","007",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","23473007008","62","613","23473","007","008",2,1,2,2,2,1,1,NA,"KONPRIN",1,1,"km140",2,3,NA,1,1,1,1,1,1,1,26,5,"00985",NA,NA,NA
"782","23473007009","62","613","23473","007","009",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","23473007010","62","613","23473","007","010",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","23473007011","62","613","23473","007","011",2,1,2,2,2,1,NA,NA,"KONPRIN 1",1,1,"km94",2,5,NA,1,2,1,1,1,1,1,26,5,"01000",NA,NA,NA
"785","23473007013","62","613","23473","007","013",2,1,2,2,2,1,NA,NA,"KONPRIN",1,1,"km140",2,3,NA,2,1,1,1,1,1,1,26,5,"00996",NA,NA,NA
"786","23473007014","62","613","23473","007","014",2,1,2,2,2,1,NA,NA,"KONPRIN",1,1,"km140",2,5,NA,1,2,1,1,1,1,1,26,5,"00985",NA,NA,NA
"787","23527003012","62","616","23527","003","012",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","23539001001","62","616","23539","001","001",2,1,2,2,2,1,NA,NA,"BA RGOC",1,1,"km94",99,3,NA,2,2,1,1,1,1,1,14,5,"00990",NA,NA,NA
"789","23539001002","62","616","23539","001","002",2,1,2,2,2,1,NA,NA,"BARGOC",1,1,"km98_5",2,5,NA,3,2,1,1,1,1,1,15,5,"00943",NA,NA,NA
"790","23539001003","62","616","23539","001","003",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","23539001004","62","616","23539","001","004",2,1,2,2,2,1,1,NA,"BA RGOC",1,1,"km98",2,3,NA,3,2,1,1,1,1,1,20,5,"00970",NA,NA,NA
"792","23539001005","62","616","23539","001","005",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","23539001008","62","616","23539","001","008",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","23539001009","62","616","23539","001","009",2,1,2,2,2,1,1,NA,"BA ROC",1,1,"km94",2,3,NA,4,2,1,1,1,1,1,23,5,"00968",NA,NA,NA
"795","23539001010","62","616","23539","001","010",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","23539001011","62","616","23539","001","011",2,1,2,2,2,1,1,NA,"BA GOC",1,1,"km98",2,3,NA,3,2,1,1,1,1,1,18,5,"00967",NA,NA,NA
"797","23539001012","62","616","23539","001","012",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","23539001013","62","616","23539","001","013",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","23539001014","62","616","23539","001","014",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","23539001015","62","616","23539","001","015",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","23728010001","64","627","23728","010","001",2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","23728010002","64","627","23728","010","002",2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","23728010003","64","627","23728","010","003",2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","23728010004","64","627","23728","010","004",2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","23728010006","64","627","23728","010","006",2,1,2,2,2,2,3,"hộ mới bắt đầu xuống giống",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","23728010007","64","627","23728","010","007",2,1,2,2,2,2,3,"hộ mới xuống giống",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","23728010010","64","627","23728","010","010",2,1,2,2,2,2,3,"hộ mới xuống giống",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","23728010012","64","627","23728","010","012",2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","23728010015","64","627","23728","010","015",2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","23932001004","64","632","23932","001","004",2,1,2,2,2,1,NA,NA,"PĂC PÓ",1,1,"cao sản",2,2,NA,4,2,1,1,1,1,1,15,5,"01071",NA,NA,NA
"811","23932001006","64","632","23932","001","006",2,1,2,2,2,1,NA,NA,"PĂC PÓ",1,1,"cao sản",2,2,NA,3,2,1,1,1,1,1,12,5,"01049",NA,NA,NA
"812","23932001012","64","632","23932","001","012",2,1,2,2,2,1,NA,NA,"PẮC PÓ",1,1,"cao sản",2,2,NA,4,2,1,1,1,1,1,17,5,"01028",NA,NA,NA
"813","23932001013","64","632","23932","001","013",2,1,2,2,2,1,NA,NA,"PẮC PÓ",1,1,"cao sản",2,2,NA,5,2,1,1,1,1,1,16,5,"01059",NA,NA,NA
"814","23932001014","64","632","23932","001","014",2,1,2,2,2,1,NA,NA,"PĂC PÓ",1,1,"cao sản",2,2,NA,4,2,1,1,1,1,1,16,5,"01028",NA,NA,NA
"815","24397011007","66","651","24397","011","007",2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","25507007011","72","705","25507","007","011",2,1,2,2,2,1,NA,NA,"ẤP SÂN BAY",1,1,"KM98",1,5,NA,2,1,1,1,1,1,1,27,5,"01116",1,NA,NA
"817","25525002007","72","706","25525","002","007",2,1,2,2,2,1,NA,NA,"THỬA RUỘNG 1",1,1,"05",2,6,NA,0,1,1,1,1,1,2,17,5,"01117",1,NA,NA
"818","25525002010","72","706","25525","002","010",2,1,2,2,2,1,NA,NA,"THỬA A",1,1,"05",2,5,NA,2,1,1,1,1,2,2,17,5,"01121",1,NA,NA
"819","25525002015","72","706","25525","002","015",2,1,2,2,2,1,NA,NA,"THỬA A",1,1,"05",99,5,NA,2,1,1,1,1,2,2,17,5,"01112",1,NA,NA
"820","26647006003","77","751","26647","006","003",2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","00811007007","02","027","00811","007","007",1,2,2,2,1,1,NA,NA,"BẢN RUỘC",1,1,"Địa phương",1,6,NA,0,2,2,2,2,2,1,3,3,"00040",NA,NA,NA
"822","00811007015","02","027","00811","007","015",1,2,2,2,1,1,NA,NA,"BẢN RUỘC",1,1,"Địa phương",1,6,NA,0,2,2,2,2,2,2,2,3,"00057",NA,NA,NA
"823","01006007001","02","031","01006","007","001",1,2,2,2,1,1,1,NA,"THỬA 1",1,1,"giống sắn địa phương",1,5,NA,6,2,2,2,1,2,1,6,3,"00062",NA,NA,NA
"824","01006007003","02","031","01006","007","003",1,2,2,2,1,1,NA,NA,"THỬA 1",1,1,"giống địa phương",1,7,"tự gây giống",9,2,2,2,1,2,1,7,3,"00074",NA,NA,NA
"825","01006007005","02","031","01006","007","005",1,2,2,2,1,1,NA,NA,"THỬA 1",1,1,"sắn địa phương",1,5,NA,6,2,2,2,1,2,1,7,3,"00060",NA,NA,NA
"826","01006007007","02","031","01006","007","007",1,2,2,2,1,1,NA,NA,"THỬA 1",1,1,"sắn địa phương",1,7,"tự gây giống",9,2,2,2,1,2,1,5,3,"00036",NA,NA,NA
"827","01006007009","02","031","01006","007","009",1,2,2,2,1,1,NA,NA,"THỬA 1",1,1,"giống địa phương",1,5,NA,7,2,2,2,1,2,1,7,3,"00031",NA,NA,NA
"828","01006007011","02","031","01006","007","011",1,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","01006007013","02","031","01006","007","013",1,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","01006007015","02","031","01006","007","015",1,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","01057001001","02","032","01057","001","001",1,2,2,2,1,1,NA,NA,"THỬA 1",1,1,"sắn trắng",1,7,"tự túc",3,2,2,2,2,2,1,22,2,"00034",NA,NA,NA
"832","01057001002","02","032","01057","001","002",1,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","01057001003","02","032","01057","001","003",1,2,2,2,1,1,NA,NA,"THỬA 2",2,1,"sắn trắng",1,7,"tự túc",2,2,2,2,2,2,2,6,3,"00048",NA,NA,NA
"834","01057001004","02","032","01057","001","004",1,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","01057001005","02","032","01057","001","005",1,2,2,2,1,1,NA,NA,"THỬA 1",1,1,"sắn trắng",1,7,"tự túc",2,2,2,2,2,2,2,1,3,"00065",NA,NA,NA
"836","01057001006","02","032","01057","001","006",1,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","01057001007","02","032","01057","001","007",1,2,2,2,1,1,NA,NA,"THỬA 1",1,1,"sắn trắng địa phương",1,5,NA,3,2,2,2,2,2,2,27,2,"00076",NA,NA,NA
"838","01057001008","02","032","01057","001","008",1,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","01057001009","02","032","01057","001","009",1,2,2,2,1,1,NA,NA,"THỬA 1",1,1,"sắn trắng thuần",1,7,"tự túc",2,2,2,2,2,2,2,28,2,"00070",NA,NA,NA
"840","01057001010","02","032","01057","001","010",1,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","01057001011","02","032","01057","001","011",1,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","01057001012","02","032","01057","001","012",1,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","01057001013","02","032","01057","001","013",1,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","01057001014","02","032","01057","001","014",1,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","01057001015","02","032","01057","001","015",1,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","01186011001","02","034","01186","011","001",1,2,2,2,1,1,NA,NA,"THỬA 1",1,1,"sắn cao sản",99,5,NA,5,2,1,2,2,2,1,9,3,"00059",NA,NA,NA
"847","01186011005","02","034","01186","011","005",1,2,2,2,1,1,NA,NA,"THÔN CHANG",1,1,"sắn lai",1,5,NA,3,2,2,2,1,1,1,9,3,"00061",NA,NA,NA
"848","01186011010","02","034","01186","011","010",1,2,2,2,1,1,NA,NA,"THÔN CHANG",1,1,"cao sản",2,6,NA,2,2,1,2,1,1,1,9,3,"00055",NA,NA,NA
"849","01186011011","02","034","01186","011","011",1,1,2,2,2,1,NA,NA,"THỬA 1",1,1,"sắn",1,5,NA,0,1,1,1,1,1,1,4,3,"00033",NA,NA,NA
"850","01318009005","04","042","01318","009","005",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","01318009006","04","042","01318","009","006",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","01318009007","04","042","01318","009","007",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","01318009010","04","042","01318","009","010",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","01318009013","04","042","01318","009","013",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","01318009014","04","042","01318","009","014",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","01321011006","04","043","01321","011","006",1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","01321011007","04","043","01321","011","007",1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","01321011008","04","043","01321","011","008",1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","01321011009","04","043","01321","011","009",1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","01321011011","04","043","01321","011","011",1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","01321011013","04","043","01321","011","013",1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","01537004005","04","048","01537","004","005",1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","01537004006","04","048","01537","004","006",1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","01537004007","04","048","01537","004","007",1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","01699004005","04","051","01699","004","005",1,2,2,2,1,2,3,"không chọn vào để lấy mẫu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","02275005004","08","072","02275","005","004",1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","02275005013","08","072","02275","005","013",1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","02542011009","08","076","02542","011","009",1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","02677018005","10","080","02677","018","005",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","02977002006","10","087","02977","002","006",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","02977002010","10","087","02977","002","010",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","02989011004","10","087","02989","011","004",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","02989011005","10","087","02989","011","005",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","02989011007","10","087","02989","011","007",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","02989011015","10","087","02989","011","015",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","03175002001","11","103","03175","002","001",1,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","03175002002","11","103","03175","002","002",1,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","03175002005","11","103","03175","002","005",1,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","03175002006","11","103","03175","002","006",1,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","03175002007","11","103","03175","002","007",1,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","03175002008","11","103","03175","002","008",1,1,2,2,2,1,NA,NA,"KHÔNG CÓ TÊN",1,1,"Sắn 6 tháng",2,6,NA,3,2,1,1,1,1,1,23,2,"00221",NA,NA,NA
"882","03175002009","11","103","03175","002","009",1,1,2,2,2,1,NA,NA,"KHONG CÓ TÊN THỬA",1,1,"Sắn 6 thánh",2,6,NA,1,2,1,1,1,1,1,22,2,"00192",NA,NA,NA
"883","03175002010","11","103","03175","002","010",1,1,2,2,2,1,NA,NA,"KHÔNG CÓ TÊN",1,1,"Sắn 6 tháng",2,6,NA,3,2,1,1,1,1,1,20,2,"00231",NA,NA,NA
"884","03175002011","11","103","03175","002","011",1,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","03175002012","11","103","03175","002","012",1,1,2,2,2,1,NA,NA,"KHÔNG CÓ TÊN",1,1,"Sắn 6 tháng",2,6,NA,2,1,1,1,1,1,1,21,2,"00221",NA,NA,NA
"886","03175002013","11","103","03175","002","013",1,1,2,2,2,1,NA,NA,"KHÔNG CÓ TÊN",1,1,"Sắn ngắn ngày",2,6,NA,4,2,1,1,1,1,1,23,2,"00196",NA,NA,NA
"887","03175002014","11","103","03175","002","014",1,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","03175002015","11","103","03175","002","015",1,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","03214008001","11","101","03214","008","001",1,2,2,1,2,1,NA,NA,NA,NA,1,"giống địa phương",1,6,NA,10,2,2,2,1,2,1,20,2,"00199",NA,NA,NA
"890","03214008002","11","101","03214","008","002",1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","03214008004","11","101","03214","008","004",1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","03214008005","11","101","03214","008","005",1,2,2,1,2,1,NA,NA,"NƯƠNG SẮN",1,1,"Địa phương",1,6,NA,2,2,2,1,2,2,1,25,2,"00212",NA,NA,NA
"893","03214008006","11","101","03214","008","006",1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","03214008007","11","101","03214","008","007",1,2,2,1,2,1,NA,NA,"THỬA 1",1,1,"sắn địa phương",1,6,NA,8,2,2,1,1,1,1,23,2,"00207",NA,NA,NA
"895","03214008008","11","101","03214","008","008",1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","03214008010","11","101","03214","008","010",1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","03214008011","11","101","03214","008","011",1,2,2,1,2,1,1,NA,"MẢNH 1",1,1,"cao sản",1,2,NA,2,2,1,2,1,1,1,22,2,"00235",NA,NA,NA
"898","03214008015","11","101","03214","008","015",1,2,2,1,2,1,1,NA,"MẢNH 1",1,1,"cao sản",1,2,NA,2,2,1,2,1,1,2,23,2,"00240",NA,NA,NA
"899","03268012001","11","099","03268","012","001",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","03268012002","11","099","03268","012","002",1,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","03268012004","11","099","03268","012","004",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","03268012005","11","099","03268","012","005",1,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","03268012006","11","099","03268","012","006",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","03268012007","11","099","03268","012","007",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","03268012014","11","099","03268","012","014",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","03457001002","12","107","03457","001","002",1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","03457001009","12","107","03457","001","009",1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","03568010002","12","109","03568","010","002",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","03568010007","12","109","03568","010","007",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","03568010012","12","109","03568","010","012",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","03568010013","12","109","03568","010","013",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","03568010016","12","109","03568","010","016",1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
