"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","timing","harvest_combine","harvest_strawbaler","harvest_manual","harvest_other","other_specify","n_year_harvest","dry_method","dry_other","n_year_dry","store_method","moisture","KYDIEUTRA","dry_mechan","hermetic"
"9141",27,262,9436,5,8,9436005008,3,1,0,0,0,NA,10,2,NA,NA,2,2,3,0,0
"9142",27,262,9436,5,4,9436005004,1,1,0,0,0,NA,7,2,NA,NA,3,1,3,0,0
"9143",27,262,9436,5,11,9436005011,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9144",27,262,9436,5,10,9436005010,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9145",27,262,9436,5,7,9436005007,3,1,0,0,0,NA,12,2,NA,NA,2,2,3,0,0
"9146",27,262,9436,5,3,9436005003,1,1,0,0,0,NA,7,2,NA,NA,3,2,3,0,0
"9147",27,264,9502,2,10,9502002010,3,1,0,0,0,NA,3,2,NA,NA,1,1,3,0,0
"9148",27,264,9502,2,1,9502002001,3,1,0,0,0,NA,6,2,NA,NA,3,2,3,0,0
"9149",27,264,9502,2,6,9502002006,3,1,0,0,0,NA,5,2,NA,NA,3,2,3,0,0
"9150",27,264,9502,2,5,9502002005,3,1,0,0,0,NA,7,2,NA,NA,3,2,3,0,0
"9151",27,264,9502,2,15,9502002015,3,1,0,0,0,NA,7,2,NA,NA,3,2,3,0,0
"9152",27,264,9502,2,7,9502002007,3,1,0,0,0,NA,7,2,NA,NA,3,2,3,0,0
"9153",27,264,9502,2,3,9502002003,3,1,0,0,0,NA,5,2,NA,NA,2,2,3,0,0
"9154",27,264,9502,2,8,9502002008,3,1,0,0,0,NA,5,2,NA,NA,3,2,3,0,0
"9155",27,264,9502,2,2,9502002002,3,1,0,0,0,NA,7,2,NA,NA,3,2,3,0,0
"9156",27,264,9502,2,4,9502002004,3,1,0,0,0,NA,5,2,NA,NA,1,1,3,0,0
"9157",30,288,10543,9,3,10543009003,3,1,0,0,0,NA,15,2,NA,NA,2,2,3,0,0
"9158",30,288,10543,9,15,10543009015,2,1,0,0,0,NA,20,2,NA,NA,2,2,3,0,0
"9159",30,288,10660,14,2,10660014002,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9160",30,288,10660,14,9,10660014009,3,1,0,0,0,NA,5,2,NA,NA,2,2,3,0,0
"9161",30,288,10660,14,12,10660014012,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9162",30,288,10660,14,15,10660014015,3,1,0,0,0,NA,3,2,NA,NA,2,2,3,0,0
"9163",30,288,10660,14,8,10660014008,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9164",30,288,10660,14,10,10660014010,3,1,0,0,0,NA,3,2,NA,NA,2,2,3,0,0
"9165",30,290,10546,6,1,10546006001,3,1,0,0,0,NA,6,2,NA,NA,2,2,3,0,0
"9166",30,290,10546,6,3,10546006003,3,1,0,0,0,NA,8,2,NA,NA,2,2,3,0,0
"9167",30,290,10546,6,15,10546006015,2,1,0,0,0,NA,3,2,NA,NA,2,2,3,0,0
"9168",30,290,10546,6,7,10546006007,3,1,0,0,0,NA,5,2,NA,NA,3,1,3,0,0
"9169",30,290,10579,3,11,10579003011,2,1,0,0,0,NA,5,2,NA,NA,1,2,3,0,0
"9170",30,290,10579,3,1,10579003001,3,1,0,0,0,NA,8,2,NA,NA,2,2,3,0,0
"9171",30,290,10579,3,4,10579003004,3,1,0,0,0,NA,8,2,NA,NA,2,2,3,0,0
"9172",30,290,10579,3,9,10579003009,2,1,0,0,0,NA,4,2,NA,NA,2,2,3,0,0
"9173",30,292,10717,3,7,10717003007,3,1,0,0,0,NA,8,2,NA,NA,2,2,3,0,0
"9174",30,292,10717,3,8,10717003008,3,1,0,0,0,NA,6,2,NA,NA,2,2,3,0,0
"9175",30,292,10717,3,10,10717003010,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9176",30,292,10717,3,1,10717003001,3,1,0,0,0,NA,6,2,NA,NA,3,1,3,0,0
"9177",30,292,10717,3,6,10717003006,3,1,0,0,0,NA,8,2,NA,NA,2,2,3,0,0
"9178",30,292,10717,3,12,10717003012,2,1,0,0,0,NA,2,2,NA,NA,2,2,3,0,0
"9179",30,292,10717,3,4,10717003004,3,1,0,0,0,NA,5,2,NA,NA,3,1,3,0,0
"9180",30,292,10717,3,3,10717003003,3,1,0,0,0,NA,6,2,NA,NA,3,1,3,0,0
"9181",30,292,10717,3,15,10717003015,2,1,0,0,0,NA,5,2,NA,NA,2,2,3,0,0
"9182",30,292,10717,3,9,10717003009,3,1,0,0,0,NA,6,2,NA,NA,3,2,3,0,0
"9183",30,292,10726,8,11,10726008011,2,1,0,0,0,NA,5,2,NA,NA,2,2,3,0,0
"9184",30,292,10726,8,15,10726008015,2,1,0,0,0,NA,3,2,NA,NA,2,2,3,0,0
"9185",30,292,10726,8,9,10726008009,3,1,0,0,0,NA,5,2,NA,NA,3,1,3,0,0
"9186",30,292,10726,8,10,10726008010,3,1,0,0,0,NA,5,2,NA,NA,3,1,3,0,0
"9187",30,293,10759,11,3,10759011003,2,1,0,0,0,NA,10,2,NA,NA,2,2,3,0,0
"9188",30,293,10759,11,4,10759011004,2,0,1,0,0,NA,12,2,NA,NA,2,2,3,0,0
"9189",30,293,10759,11,9,10759011009,3,1,0,0,0,NA,5,2,NA,NA,2,1,3,0,0
"9190",30,293,10759,11,13,10759011013,3,1,0,0,0,NA,4,2,NA,NA,2,1,3,0,0
"9191",30,293,10759,11,16,10759011016,3,1,0,0,0,NA,5,2,NA,NA,2,1,3,0,0
"9192",30,293,10759,11,5,10759011005,3,1,0,0,0,NA,10,2,NA,NA,2,2,3,0,0
"9193",30,293,10759,11,1,10759011001,2,1,0,0,0,NA,5,2,NA,NA,3,1,3,0,0
"9194",30,293,10759,11,7,10759011007,3,1,0,0,0,NA,6,2,NA,NA,3,1,3,0,0
"9195",30,293,10807,6,8,10807006008,3,1,0,0,0,NA,6,2,NA,NA,3,1,3,0,0
"9196",30,293,10807,6,7,10807006007,3,1,0,0,0,NA,4,2,NA,NA,3,1,3,0,0
"9197",30,293,10807,6,4,10807006004,2,1,0,0,0,NA,10,2,NA,NA,2,2,3,0,0
"9198",30,293,10807,6,3,10807006003,2,1,0,0,0,NA,15,2,NA,NA,2,2,3,0,0
"9199",30,293,10807,6,2,10807006002,2,1,0,0,0,NA,15,2,NA,NA,2,2,3,0,0
"9200",30,293,10807,6,9,10807006009,3,1,0,0,0,NA,5,2,NA,NA,3,1,3,0,0
"9201",30,295,10930,19,12,10930019012,3,1,0,0,0,NA,7,2,NA,NA,2,1,3,0,0
"9202",30,295,10930,19,7,10930019007,3,1,0,0,0,NA,3,2,NA,NA,2,2,3,0,0
"9203",30,296,10996,1,11,10996001011,2,1,0,0,0,NA,8,2,NA,NA,2,2,3,0,0
"9204",30,296,10996,1,5,10996001005,3,1,0,1,0,NA,2,2,NA,NA,2,2,3,0,0
"9205",30,296,10996,1,2,10996001002,3,1,0,0,0,NA,2,2,NA,NA,2,1,3,0,0
"9206",30,296,10996,1,7,10996001007,2,1,0,0,0,NA,3,2,NA,NA,2,1,3,0,0
"9207",30,296,10996,1,3,10996001003,3,1,0,0,0,NA,3,2,NA,NA,2,2,3,0,0
"9208",30,296,10996,1,1,10996001001,3,1,0,1,0,NA,3,2,NA,NA,2,2,3,0,0
"9209",30,296,10996,1,15,10996001015,2,1,0,0,0,NA,10,8,NA,NA,1,1,3,0,0
"9210",30,296,10996,1,10,10996001010,2,1,0,0,0,NA,10,8,NA,NA,1,1,3,0,0
"9211",30,296,10996,1,14,10996001014,3,1,0,0,0,NA,2,2,NA,NA,2,2,3,0,0
"9212",30,297,11020,2,3,11020002003,2,1,0,0,0,NA,4,2,NA,NA,3,2,3,0,0
"9213",30,297,11020,2,2,11020002002,3,1,0,0,0,NA,3,2,NA,NA,3,2,3,0,0
"9214",30,297,11020,2,10,11020002010,2,1,0,0,0,NA,4,2,NA,NA,3,2,3,0,0
"9215",30,297,11020,2,11,11020002011,3,1,0,0,0,NA,4,2,NA,NA,3,2,3,0,0
"9216",30,297,11020,2,6,11020002006,3,1,1,0,0,NA,3,2,NA,NA,3,2,3,0,0
"9217",30,297,11020,2,15,11020002015,3,1,0,0,0,NA,4,2,NA,NA,3,2,3,0,0
"9218",30,297,11020,2,1,11020002001,2,1,0,0,0,NA,4,2,NA,NA,3,2,3,0,0
"9219",30,297,11020,2,7,11020002007,3,1,0,0,0,NA,3,2,NA,NA,3,2,3,0,0
"9220",30,297,11047,15,14,11047015014,3,1,0,0,0,NA,15,1,NA,NA,2,1,3,0,0
"9221",30,297,11047,15,8,11047015008,2,1,0,0,0,NA,3,2,NA,NA,3,2,3,0,0
"9222",30,297,11047,15,12,11047015012,3,1,0,0,0,NA,8,1,NA,NA,2,1,3,0,0
"9223",30,297,11047,15,5,11047015005,3,1,0,0,0,NA,3,2,NA,NA,3,2,3,0,0
"9224",30,297,11047,15,10,11047015010,2,1,0,0,0,NA,5,2,NA,NA,3,2,3,0,0
"9225",30,297,11047,15,7,11047015007,2,1,0,0,0,NA,5,2,NA,NA,3,2,3,0,0
"9226",30,297,11047,15,4,11047015004,3,1,0,0,0,NA,3,2,NA,NA,3,2,3,0,0
"9227",30,299,11176,3,14,11176003014,3,0,0,1,0,NA,NA,2,NA,NA,2,2,3,0,0
"9228",30,299,11176,3,1,11176003001,2,1,0,0,0,NA,5,2,NA,NA,2,2,3,0,0
"9229",30,299,11176,3,7,11176003007,3,1,0,0,0,NA,5,2,NA,NA,2,2,3,0,0
"9230",30,299,11176,3,2,11176003002,2,1,0,0,0,NA,5,2,NA,NA,2,2,3,0,0
"9231",30,299,11176,3,5,11176003005,2,1,0,0,0,NA,3,2,NA,NA,2,2,3,0,0
"9232",30,299,11176,3,13,11176003013,3,0,0,1,0,NA,NA,2,NA,NA,3,2,3,0,0
"9233",30,300,11248,6,10,11248006010,3,1,0,0,0,NA,7,2,NA,NA,3,2,3,0,0
"9234",30,300,11248,6,13,11248006013,3,1,0,0,0,NA,8,2,NA,NA,2,2,3,0,0
"9235",30,300,11248,6,9,11248006009,3,1,0,0,0,NA,5,2,NA,NA,2,2,3,0,0
"9236",30,300,11248,6,3,11248006003,2,0,1,0,0,NA,10,2,NA,NA,3,2,3,0,0
"9237",30,300,11248,6,15,11248006015,2,1,0,0,0,NA,15,8,NA,NA,1,1,3,0,0
"9238",30,300,11248,6,7,11248006007,2,1,0,0,0,NA,10,2,NA,NA,3,2,3,0,0
"9239",30,300,11248,6,11,11248006011,2,1,0,0,0,NA,8,2,NA,NA,3,2,3,0,0
"9240",30,300,11254,9,1,11254009001,3,1,0,0,0,NA,10,2,NA,NA,3,2,3,0,0
"9241",30,300,11254,9,5,11254009005,3,1,0,0,0,NA,9,2,NA,NA,3,2,3,0,0
"9242",30,300,11254,9,4,11254009004,3,0,1,0,0,NA,10,2,NA,NA,3,2,3,0,0
"9243",30,300,11254,9,6,11254009006,3,1,0,0,0,NA,9,2,NA,NA,3,2,3,0,0
"9244",30,300,11254,9,10,11254009010,3,0,1,0,0,NA,10,2,NA,NA,3,2,3,0,0
"9245",30,300,11254,9,9,11254009009,2,1,0,0,0,NA,12,2,NA,NA,3,2,3,0,0
"9246",30,300,11254,9,8,11254009008,2,1,0,0,0,NA,12,2,NA,NA,3,2,3,0,0
"9247",30,300,11254,9,12,11254009012,3,1,0,0,0,NA,7,2,NA,NA,3,2,3,0,0
"9248",30,300,11254,9,15,11254009015,2,1,0,0,0,NA,12,2,NA,NA,3,2,3,0,0
"9249",30,300,11254,9,14,11254009014,2,1,0,0,0,NA,12,2,NA,NA,3,2,3,0,0
"9250",31,311,11509,4,7,11509004007,3,1,0,0,0,NA,4,3,NA,NA,2,2,3,0,0
"9251",31,311,11509,4,13,11509004013,3,1,0,0,0,NA,2,2,NA,NA,2,2,3,0,0
"9252",31,311,11509,4,12,11509004012,3,1,0,1,0,NA,6,2,NA,NA,3,1,3,0,0
"9253",31,311,11509,4,6,11509004006,3,1,0,1,0,NA,10,2,NA,NA,3,1,3,0,0
"9254",31,311,11509,4,5,11509004005,3,1,0,0,0,NA,4,3,NA,NA,2,2,3,0,0
"9255",31,311,11509,4,1,11509004001,3,1,0,0,0,NA,4,3,NA,NA,2,2,3,0,0
"9256",31,313,11632,8,2,11632008002,3,0,1,0,0,NA,6,2,NA,NA,2,2,3,0,0
"9257",31,313,11632,8,14,11632008014,3,0,1,0,0,NA,15,2,NA,NA,3,1,3,0,0
"9258",31,313,11632,8,6,11632008006,3,0,1,0,0,NA,15,2,NA,NA,2,1,3,0,0
"9259",31,313,11632,8,9,11632008009,3,0,1,0,0,NA,15,2,NA,NA,2,1,3,0,0
"9260",31,313,11632,8,13,11632008013,3,0,1,0,0,NA,15,2,NA,NA,2,1,3,0,0
"9261",31,313,11632,8,10,11632008010,3,0,1,0,0,NA,15,2,NA,NA,3,1,3,0,0
"9262",31,313,11632,8,7,11632008007,3,0,1,0,0,NA,15,2,NA,NA,3,1,3,0,0
"9263",31,313,11632,8,12,11632008012,3,0,1,0,0,NA,15,2,NA,NA,2,1,3,0,0
"9264",31,313,11632,8,3,11632008003,3,0,1,0,0,NA,15,2,NA,NA,3,2,3,0,0
"9265",31,313,11677,4,4,11677004004,3,1,0,0,0,NA,5,2,NA,NA,2,2,3,0,0
"9266",31,313,11677,4,9,11677004009,3,1,0,0,0,NA,15,2,NA,NA,2,2,3,0,0
"9267",31,313,11677,4,7,11677004007,3,1,0,0,0,NA,15,2,NA,NA,2,2,3,0,0
"9268",31,316,11830,6,13,11830006013,3,1,0,0,0,NA,6,2,NA,NA,2,2,3,0,0
"9269",31,316,11830,6,11,11830006011,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9270",31,316,11830,6,14,11830006014,3,1,0,0,0,NA,5,2,NA,NA,2,2,3,0,0
"9271",31,316,11830,6,1,11830006001,3,1,0,0,0,NA,6,2,NA,NA,2,2,3,0,0
"9272",31,316,11830,6,5,11830006005,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9273",31,316,11830,6,7,11830006007,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9274",31,316,11830,6,8,11830006008,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9275",31,316,11830,6,6,11830006006,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9276",31,316,11830,6,9,11830006009,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9277",31,316,11830,6,10,11830006010,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9278",31,316,11854,9,10,11854009010,3,1,0,0,0,NA,6,2,NA,NA,2,2,3,0,0
"9279",31,316,11854,9,7,11854009007,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9280",31,316,11872,3,10,11872003010,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9281",31,316,11872,3,15,11872003015,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9282",31,316,11872,3,9,11872003009,3,1,0,0,0,NA,6,2,NA,NA,2,2,3,0,0
"9283",31,316,11872,3,3,11872003003,2,1,0,0,0,NA,5,2,NA,NA,2,2,3,0,0
"9284",31,316,11872,3,12,11872003012,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9285",31,316,11872,3,13,11872003013,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9286",31,316,11902,3,14,11902003014,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9287",31,316,11902,3,15,11902003015,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9288",31,316,11902,3,2,11902003002,3,1,0,0,0,NA,5,2,NA,NA,2,2,3,0,0
"9289",31,316,11902,3,9,11902003009,3,1,0,0,0,NA,6,2,NA,NA,2,2,3,0,0
"9290",31,316,11902,3,7,11902003007,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9291",31,316,11902,3,11,11902003011,3,1,0,0,0,NA,6,2,NA,NA,2,2,3,0,0
"9292",31,316,11902,3,13,11902003013,3,1,0,0,0,NA,7,2,NA,NA,2,2,3,0,0
"9293",31,316,11902,3,10,11902003010,3,1,0,0,0,NA,6,2,NA,NA,2,2,3,0,0
"9294",33,323,12388,3,15,12388003015,3,1,0,0,0,NA,5,2,NA,NA,2,2,3,0,0
"9295",33,325,11989,12,11,11989012011,2,1,0,0,0,NA,7,2,NA,NA,3,2,3,0,0
"9296",33,325,11989,12,15,11989012015,3,1,0,0,0,NA,10,2,NA,NA,3,2,3,0,0
"9297",33,325,12010,13,4,12010013004,2,1,0,0,0,NA,10,2,NA,NA,3,2,3,0,0
"9298",33,325,12010,13,13,12010013013,2,1,0,0,0,NA,10,2,NA,NA,3,2,3,0,0
"9299",33,325,12010,13,1,12010013001,2,1,0,0,0,NA,10,2,NA,NA,3,2,3,0,0
"9300",33,325,12010,13,10,12010013010,2,1,0,0,0,NA,10,2,NA,NA,3,2,3,0,0
"9301",33,325,12010,13,9,12010013009,2,1,0,0,0,NA,10,2,NA,NA,3,2,3,0,0
"9302",33,325,12010,13,3,12010013003,2,1,0,0,0,NA,10,2,NA,NA,2,2,3,0,0
"9303",33,325,12010,13,5,12010013005,3,1,0,0,0,NA,12,2,NA,NA,3,2,3,0,0
"9304",33,325,12010,13,11,12010013011,2,1,0,0,0,NA,10,3,NA,NA,2,2,3,0,0
"9305",33,325,12010,13,7,12010013007,3,1,0,0,0,NA,12,2,NA,NA,3,2,3,0,0
"9306",33,325,12010,13,8,12010013008,3,1,0,0,0,NA,15,2,NA,NA,3,2,3,0,0
"9307",33,329,12181,6,12,12181006012,2,1,0,0,0,NA,20,2,NA,NA,3,2,3,0,0
"9308",33,329,12181,6,10,12181006010,2,1,0,0,0,NA,20,2,NA,NA,3,2,3,0,0
"9309",33,329,12181,6,9,12181006009,2,1,0,0,0,NA,20,2,NA,NA,3,2,3,0,0
"9310",33,329,12181,6,6,12181006006,2,1,0,0,0,NA,20,2,NA,NA,3,2,3,0,0
"9311",33,329,12181,6,14,12181006014,2,1,0,0,0,NA,20,2,NA,NA,3,2,3,0,0
"9312",33,329,12181,6,13,12181006013,2,1,0,0,0,NA,20,2,NA,NA,3,2,3,0,0
"9313",33,329,12181,6,1,12181006001,2,1,0,0,0,NA,20,8,NA,NA,1,1,3,0,0
"9314",33,329,12181,6,15,12181006015,2,1,0,0,0,NA,20,2,NA,NA,3,2,3,0,0
"9315",33,329,12181,6,3,12181006003,2,1,0,0,0,NA,20,2,NA,NA,3,2,3,0,0
"9316",33,329,12181,6,11,12181006011,2,1,0,0,0,NA,20,2,NA,NA,3,2,3,0,0
"9317",33,329,12181,6,7,12181006007,2,1,0,0,0,NA,20,2,NA,NA,3,2,3,0,0
"9318",33,329,12181,6,8,12181006008,2,1,0,0,0,NA,20,2,NA,NA,3,2,3,0,0
"9319",33,329,12184,3,11,12184003011,2,1,0,0,0,NA,10,2,NA,NA,3,2,3,0,0
"9320",33,329,12184,3,6,12184003006,2,1,0,0,0,NA,8,2,NA,NA,3,1,3,0,0
"9321",33,329,12184,3,10,12184003010,2,1,0,0,0,NA,10,2,NA,NA,3,1,3,0,0
"9322",33,329,12184,3,15,12184003015,2,1,0,0,0,NA,10,2,NA,NA,3,1,3,0,0
"9323",33,329,12184,3,14,12184003014,2,1,0,0,0,NA,12,2,NA,NA,3,2,3,0,0
"9324",33,329,12184,3,13,12184003013,2,1,0,0,0,NA,12,8,NA,NA,1,1,3,0,0
"9325",33,329,12184,3,3,12184003003,2,1,0,0,0,NA,13,2,NA,NA,3,2,3,0,0
"9326",33,329,12184,3,7,12184003007,2,1,0,0,0,NA,10,2,NA,NA,3,1,3,0,0
"9327",33,331,12298,11,4,12298011004,3,1,0,0,0,NA,8,3,NA,NA,3,2,3,0,0
"9328",33,331,12298,11,7,12298011007,2,1,0,0,0,NA,8,2,NA,NA,3,2,3,0,0
"9329",33,331,12304,8,8,12304008008,3,1,0,0,0,NA,12,3,NA,NA,2,2,3,0,0
"9330",33,331,12304,8,14,12304008014,3,1,0,0,0,NA,13,3,NA,NA,3,2,3,0,0
"9331",33,331,12304,8,9,12304008009,3,1,0,0,0,NA,15,2,NA,NA,2,2,3,0,0
"9332",33,331,12304,8,13,12304008013,3,1,0,0,0,NA,15,3,NA,NA,3,2,3,0,0
"9333",33,333,12397,10,2,12397010002,3,1,0,0,0,NA,17,2,NA,NA,3,2,3,0,0
"9334",33,333,12397,10,10,12397010010,3,1,0,0,0,NA,19,2,NA,NA,3,2,3,0,0
"9335",33,333,12397,10,12,12397010012,3,1,0,0,0,NA,19,2,NA,NA,3,2,3,0,0
"9336",33,333,12397,10,6,12397010006,3,1,0,0,0,NA,18,2,NA,NA,3,2,3,0,0
"9337",33,333,12397,10,1,12397010001,3,1,0,0,0,NA,20,2,NA,NA,3,2,3,0,0
"9338",33,333,12397,10,5,12397010005,3,1,0,0,0,NA,18,2,NA,NA,3,2,3,0,0
"9339",34,336,13084,5,8,13084005008,2,1,0,0,0,NA,4,2,NA,NA,2,1,3,0,0
"9340",34,336,13084,5,9,13084005009,3,1,0,0,0,NA,4,2,NA,NA,2,1,3,0,0
"9341",34,336,13084,5,3,13084005003,2,1,0,0,0,NA,4,2,NA,NA,2,1,3,0,0
"9342",34,336,13084,5,1,13084005001,3,1,0,0,0,NA,4,2,NA,NA,3,1,3,0,0
"9343",34,336,13084,5,6,13084005006,2,1,0,0,0,NA,4,2,NA,NA,2,1,3,0,0
"9344",34,336,13084,5,11,13084005011,2,1,0,0,0,NA,4,2,NA,NA,2,1,3,0,0
"9345",34,338,12502,1,3,12502001003,2,1,0,1,0,NA,4,2,NA,NA,2,1,3,0,0
"9346",34,338,12502,1,7,12502001007,2,1,0,0,0,NA,4,2,NA,NA,3,1,3,0,0
"9347",34,338,12547,4,7,12547004007,3,1,0,0,0,NA,5,3,NA,NA,3,2,3,0,0
"9348",34,338,12547,4,14,12547004014,3,1,0,0,0,NA,7,3,NA,NA,3,2,3,0,0
"9349",34,338,12547,4,5,12547004005,2,1,0,0,0,NA,5,3,NA,NA,3,2,3,0,0
"9350",34,338,12547,4,13,12547004013,3,1,0,0,0,NA,5,3,NA,NA,3,2,3,0,0
"9351",34,338,12547,4,2,12547004002,3,1,0,0,0,NA,5,2,NA,NA,3,2,3,0,0
"9352",34,338,12547,4,9,12547004009,3,1,0,0,0,NA,5,3,NA,NA,2,2,3,0,0
"9353",34,338,12547,4,11,12547004011,2,1,0,0,0,NA,6,3,NA,NA,3,2,3,0,0
"9354",34,339,12685,2,5,12685002005,3,1,0,0,0,NA,7,2,NA,NA,3,2,3,0,0
"9355",34,339,12685,2,10,12685002010,3,1,0,0,0,NA,5,3,NA,NA,3,2,3,0,0
"9356",34,339,12685,2,4,12685002004,3,1,0,0,0,NA,6,3,NA,NA,3,2,3,0,0
"9357",34,339,12685,2,15,12685002015,3,1,0,0,0,NA,6,2,NA,NA,3,2,3,0,0
"9358",34,339,12685,2,8,12685002008,3,1,0,0,0,NA,5,3,NA,NA,3,2,3,0,0
"9359",34,339,12685,2,11,12685002011,3,1,0,0,0,NA,5,3,NA,NA,3,2,3,0,0
"9360",34,339,12685,2,1,12685002001,3,1,0,0,0,NA,10,3,NA,NA,3,2,3,0,0
"9361",34,339,12685,2,9,12685002009,3,1,0,0,0,NA,5,3,NA,NA,3,2,3,0,0
"9362",34,339,12685,2,3,12685002003,3,1,0,0,0,NA,5,3,NA,NA,3,2,3,0,0
"9363",34,340,12709,10,15,12709010015,2,1,0,0,0,NA,4,2,NA,NA,2,1,3,0,0
"9364",34,340,12709,10,2,12709010002,2,1,0,0,0,NA,4,2,NA,NA,2,1,3,0,0
"9365",34,340,12757,2,4,12757002004,2,1,0,0,0,NA,15,2,NA,NA,2,1,3,0,0
"9366",34,340,12757,2,8,12757002008,2,1,0,0,0,NA,8,2,NA,NA,3,1,3,0,0
"9367",34,340,12757,2,12,12757002012,2,1,0,0,0,NA,9,2,NA,NA,2,1,3,0,0
"9368",34,340,12757,2,14,12757002014,2,1,0,0,0,NA,10,2,NA,NA,2,1,3,0,0
"9369",34,341,12901,7,14,12901007014,2,1,0,0,0,NA,10,2,NA,NA,3,1,3,0,0
"9370",34,341,12901,7,1,12901007001,2,1,0,0,0,NA,10,2,NA,NA,2,1,3,0,0
"9371",34,341,12901,7,12,12901007012,2,1,0,0,0,NA,8,2,NA,NA,3,1,3,0,0
"9372",34,341,12901,7,10,12901007010,2,1,0,0,0,NA,8,2,NA,NA,3,1,3,0,0
"9373",34,341,12901,7,15,12901007015,2,1,0,0,0,NA,8,2,NA,NA,3,1,3,0,0
"9374",34,341,12901,7,2,12901007002,2,1,0,0,0,NA,7,2,NA,NA,3,1,3,0,0
"9375",34,341,12901,7,4,12901007004,2,1,0,0,0,NA,8,2,NA,NA,2,1,3,0,0
"9376",34,341,12901,7,5,12901007005,2,1,0,0,0,NA,8,2,NA,NA,3,1,3,0,0
"9377",34,341,12949,7,10,12949007010,2,1,0,0,0,NA,5,2,NA,NA,3,2,3,0,0
"9378",34,341,12949,7,3,12949007003,2,1,0,0,0,NA,3,2,NA,NA,3,2,3,0,0
"9379",34,342,12988,8,1,12988008001,3,1,0,0,0,NA,2,3,NA,NA,2,2,3,0,0
"9380",34,342,12988,8,17,12988008017,3,1,0,0,0,NA,4,3,NA,NA,3,2,3,0,0
"9381",34,342,12988,8,7,12988008007,3,1,0,0,0,NA,4,3,NA,NA,2,2,3,0,0
"9382",34,342,13066,4,1,13066004001,3,1,0,0,0,NA,5,2,NA,NA,3,2,3,0,0
"9383",34,342,13066,4,2,13066004002,3,1,0,0,0,NA,10,2,NA,NA,3,2,3,0,0
"9384",34,342,13066,4,11,13066004011,3,1,0,0,0,NA,10,2,NA,NA,2,2,3,0,0
"9385",34,342,13066,4,9,13066004009,3,1,0,0,0,NA,10,2,NA,NA,3,2,3,0,0
"9386",34,342,13066,4,4,13066004004,3,1,0,0,0,NA,15,2,NA,NA,3,2,3,0,0
"9387",34,342,13066,4,12,13066004012,3,1,0,0,0,NA,10,2,NA,NA,2,2,3,0,0
"9388",34,342,13066,4,15,13066004015,3,1,0,0,0,NA,10,2,NA,NA,2,2,3,0,0
"9389",34,343,13132,7,10,13132007010,3,1,0,0,0,NA,15,2,NA,NA,2,2,3,0,0
"9390",34,343,13132,7,3,13132007003,3,1,0,0,0,NA,12,2,NA,NA,2,2,3,0,0
"9391",34,343,13132,7,1,13132007001,3,1,0,0,0,NA,15,2,NA,NA,2,2,3,0,0
"9392",34,343,13132,7,5,13132007005,3,1,0,0,0,NA,10,2,NA,NA,2,2,3,0,0
"9393",34,343,13132,7,13,13132007013,3,1,0,0,0,NA,15,2,NA,NA,2,2,3,0,0
"9394",34,343,13132,7,4,13132007004,3,1,0,0,0,NA,15,2,NA,NA,2,2,3,0,0
"9395",34,343,13132,7,14,13132007014,3,1,0,0,0,NA,15,2,NA,NA,2,2,3,0,0
"9396",34,343,13132,7,8,13132007008,3,1,0,0,0,NA,15,2,NA,NA,2,2,3,0,0
"9397",34,343,13132,7,7,13132007007,3,1,0,0,0,NA,15,2,NA,NA,2,2,3,0,0
"9398",34,344,13222,10,12,13222010012,3,1,0,0,0,NA,7,2,NA,NA,3,1,3,0,0
"9399",34,344,13222,10,15,13222010015,2,1,0,0,0,NA,7,2,NA,NA,3,1,3,0,0
"9400",34,344,13222,10,1,13222010001,3,1,0,0,0,NA,7,2,NA,NA,3,1,3,0,0
"9401",34,344,13222,10,3,13222010003,2,1,0,0,0,NA,15,2,NA,NA,3,1,3,0,0
