"IDHO","REGION","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","EXPR1","EXPR2","EXPR3","EXPR4","EXPR6","EXPR5","M4B111_C6","M4B111_C7","M4B111_C8","M4B111_C9","M4B111_C10","M4B111_C11","M4B111_C121","M4B111_C122","M4B111_C123","M4B111_C124","M4B111_C125","M4B111_C13","M4B111_C14","M4B112_C1","M4B113_C1","M4B113_C2","M4B113_C3","M4B113_C4","M4B113_C5","M4B113_C6","M4B113_C7","M4B113_C8","M4B113_C9","M4B113_C101","M4B113_C102","M4B113_C103","M4B113_C104","M4B113_C105","M4B113_C106","M4B113_C111","M4B113_C112","M4B113_C113","M4B113_C114","M4B113_C115","M4B113_C116","M4B113_C117","M4B113_C117GHIRO","M4B113_C121","M4B113_C122","M4B113_C123","M4B113_C124","M4B113_C125","M4B113_C131","M4B113_C132","M4B113_C133","M4B113_C134","M4B113_C135","M4B113_C14N","M4B113_C14T","M4B113_C16","KINHDO","VIDO","SEASON","WT45","ttnt","wt45","Province_name"
"02863005017",2,"10","085","02863","005","017",1,10,85,2863,5,17,1,1,2,5,1,1,2,1,2,2,2,2,5,2,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,352,2,352,"Tinh Lao Cai"
"02863005018",2,"10","085","02863","005","018",1,10,85,2863,5,18,1,1,1,6,1,1,2,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,352,2,352,"Tinh Lao Cai"
"02863005021",2,"10","085","02863","005","021",1,10,85,2863,5,21,1,1,2,6,1,1,2,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,352,2,352,"Tinh Lao Cai"
"02863005022",2,"10","085","02863","005","022",1,10,85,2863,5,22,1,1,2,7,1,1,2,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,352,2,352,"Tinh Lao Cai"
"02863005026",2,"10","085","02863","005","026",1,10,85,2863,5,26,1,1,2,7,1,1,1,1,2,2,2,2,5,2,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,352,2,352,"Tinh Lao Cai"
"02863005027",2,"10","085","02863","005","027",1,10,85,2863,5,27,1,1,2,5,1,1,1,1,2,2,2,2,5,2,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,352,2,352,"Tinh Lao Cai"
"02863005028",2,"10","085","02863","005","028",1,10,85,2863,5,28,1,1,2,5,1,1,1,1,2,2,2,2,5,2,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,352,2,352,"Tinh Lao Cai"
"02863005029",2,"10","085","02863","005","029",1,10,85,2863,5,29,1,1,2,6,1,1,1,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,352,2,352,"Tinh Lao Cai"
"02863005030",2,"10","085","02863","005","030",1,10,85,2863,5,30,1,1,1,5,1,1,1,1,2,2,2,2,5,2,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,352,2,352,"Tinh Lao Cai"
"02890005001",2,"10","085","02890","005","001",4,10,85,2890,5,1,4,1,2,6,1,1,3,2,1,2,2,2,4,2,1,1,"THỬA 1",1250,1,"điện biên",1,1,1,2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,NA,1,NA,NA,NA,18,4,"00788",104.2673585,22.4495047,1,329,2,329,"Tinh Lao Cai"
"02890005002",2,"10","085","02890","005","002",4,10,85,2890,5,2,4,1,2,5,1,1,3,2,1,2,2,2,4,2,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,329,2,329,"Tinh Lao Cai"
"02890005003",2,"10","085","02890","005","003",4,10,85,2890,5,3,4,1,2,5,1,1,4,2,1,2,2,2,5,2,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,329,2,329,"Tinh Lao Cai"
"02890005004",2,"10","085","02890","005","004",4,10,85,2890,5,4,4,1,2,6,1,1,3,2,1,2,2,2,4,2,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,329,2,329,"Tinh Lao Cai"
"02890005005",2,"10","085","02890","005","005",4,10,85,2890,5,5,4,1,2,5,1,1,3,2,1,2,2,2,4,2,1,1,"THỬA 1",1100,1,"điện biên",1,1,7,NA,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,NA,1,NA,NA,NA,18,4,"01208",104.265978,22.4381536,1,329,2,329,"Tinh Lao Cai"
"02890005006",2,"10","085","02890","005","006",4,10,85,2890,5,6,4,1,3,12,1,1,4,2,1,2,2,2,4,2,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,329,2,329,"Tinh Lao Cai"
"02890005007",2,"10","085","02890","005","007",4,10,85,2890,5,7,4,1,2,10,1,1,4,2,1,2,2,2,4,2,1,1,"1",700,1,"Điện biên",1,1,1,6,2,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,NA,1,1,NA,NA,18,4,"00628",104.26941,22.4396005,1,329,2,329,"Tinh Lao Cai"
"02890005008",2,"10","085","02890","005","008",4,10,85,2890,5,8,4,1,2,15,1,1,4,2,1,2,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,329,2,329,"Tinh Lao Cai"
"02890005009",2,"10","085","02890","005","009",4,10,85,2890,5,9,4,1,2,12,1,1,3,2,1,2,2,2,4,1,1,1,"KHAI HOANG",1000,1,"Điện biên",1,1,1,6,2,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,NA,1,1,NA,NA,18,4,"01112",104.2941517,22.5411375,1,329,2,329,"Tinh Lao Cai"
"02890005010",2,"10","085","02890","005","010",4,10,85,2890,5,10,4,1,2,15,1,1,3,2,1,2,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,329,2,329,"Tinh Lao Cai"
"02890005012",2,"10","085","02890","005","012",4,10,85,2890,5,12,4,1,2,7,1,2,2,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,329,2,329,"Tinh Lao Cai"
"02890005013",2,"10","085","02890","005","013",4,10,85,2890,5,13,4,1,2,7,1,1,2,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,329,2,329,"Tinh Lao Cai"
"02890005014",2,"10","085","02890","005","014",4,10,85,2890,5,14,4,1,2,5,1,1,2,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,329,2,329,"Tinh Lao Cai"
"02890005015",2,"10","085","02890","005","015",4,10,85,2890,5,15,4,1,2,7,1,1,2,1,2,2,2,2,4,4,1,1,"TRÀN KHAI HOANG",550,1,"giống lúa điện biên",1,1,1,10,2,2,2,1,2,1,2,2,2,2,2,2,1,NA,2,1,2,2,2,NA,1,NA,NA,NA,15,4,"00903",104.2662601,22.4321098,1,329,2,329,"Tinh Lao Cai"
"02908013009",2,"10","086","02908","013","009",5,10,86,2908,13,9,5,1,0,NA,1,1,8,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,198,1,198,"Tinh Lao Cai"
"02908013010",2,"10","086","02908","013","010",5,10,86,2908,13,10,5,1,0,NA,1,1,4,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,198,1,198,"Tinh Lao Cai"
"02917003007",2,"10","086","02917","003","007",12,10,86,2917,3,7,12,4,2,10,1,1,3,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,353,2,353,"Tinh Lao Cai"
"02917003015",2,"10","086","02917","003","015",12,10,86,2917,3,15,12,1,0,NA,1,1,4,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,353,2,353,"Tinh Lao Cai"
"02920014005",2,"10","086","02920","014","005",1,10,86,2920,14,5,1,4,2,5,2,1,3,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,366,2,366,"Tinh Lao Cai"
"02920014006",2,"10","086","02920","014","006",1,10,86,2920,14,6,1,4,1,25,2,1,2,1,2,2,2,2,5,4,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,366,2,366,"Tinh Lao Cai"
"02920014007",2,"10","086","02920","014","007",1,10,86,2920,14,7,1,4,2,6,2,1,4,1,2,2,2,2,6,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,366,2,366,"Tinh Lao Cai"
"02920014013",2,"10","086","02920","014","013",1,10,86,2920,14,13,1,4,3,5,1,1,3,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,366,2,366,"Tinh Lao Cai"
"02926005003",2,"10","086","02926","005","003",6,10,86,2926,5,3,6,1,0,NA,1,1,4,1,2,2,2,2,1,NA,1,2,"2",360,1,"tam ưu",2,1,3,NA,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,NA,NA,2,NA,NA,11,6,"",NA,NA,1,314,2,314,"Tinh Lao Cai"
"02926005011",2,"10","086","02926","005","011",6,10,86,2926,5,11,6,1,5,7,1,1,3,1,2,2,2,2,1,NA,1,1,"TRÀN ÔNG LƯƠNG",700,1,"BC15",2,1,7,NA,2,2,1,1,1,2,2,2,2,2,1,2,2,NA,2,2,1,2,2,NA,NA,1,NA,NA,7,6,"00993",104.2263469,22.3701985,1,314,2,314,"Tinh Lao Cai"
"02926005012",2,"10","086","02926","005","012",6,10,86,2926,5,12,6,4,4,8,1,1,4,1,2,2,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,314,2,314,"Tinh Lao Cai"
"02959010001",2,"10","087","02959","010","001",6,10,87,2959,10,1,6,1,2,5,1,1,2,1,2,2,2,2,4,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,312,2,312,"Tinh Lao Cai"
"02959010002",2,"10","087","02959","010","002",6,10,87,2959,10,2,6,1,2,5,1,1,2,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,312,2,312,"Tinh Lao Cai"
"02959010003",2,"10","087","02959","010","003",6,10,87,2959,10,3,6,1,2,15,1,1,4,1,2,2,2,2,1,NA,1,1,"THỬA 1",250,1,"BC 15",2,1,3,NA,2,1,2,2,2,2,2,2,2,2,2,1,2,NA,2,2,1,2,2,NA,NA,1,NA,NA,7,6,"00711",104.3199634,22.3106407,1,312,2,312,"Tinh Lao Cai"
"02959010004",2,"10","087","02959","010","004",6,10,87,2959,10,4,6,1,3,3,1,1,3,1,2,2,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,312,2,312,"Tinh Lao Cai"
"02959010006",2,"10","087","02959","010","006",6,10,87,2959,10,6,6,1,2,5,1,1,3,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,312,2,312,"Tinh Lao Cai"
"02959010007",2,"10","087","02959","010","007",6,10,87,2959,10,7,6,1,2,3,1,1,2,1,2,2,2,2,1,NA,1,1,"BẢN1 ĐIỆN QUAN",360,1,"BC15",1,1,3,NA,2,2,1,2,2,2,2,2,2,2,2,1,2,NA,2,2,1,2,2,NA,NA,1,NA,NA,7,6,"00706",104.3239004,22.3092479,1,312,2,312,"Tinh Lao Cai"
"02959010008",2,"10","087","02959","010","008",6,10,87,2959,10,8,6,1,3,3,2,1,2,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,312,2,312,"Tinh Lao Cai"
"02959010009",2,"10","087","02959","010","009",6,10,87,2959,10,9,6,1,2,5,1,1,2,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,312,2,312,"Tinh Lao Cai"
"02959010010",2,"10","087","02959","010","010",6,10,87,2959,10,10,6,1,2,5,1,1,2,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,312,2,312,"Tinh Lao Cai"
"02959010011",2,"10","087","02959","010","011",6,10,87,2959,10,11,6,1,2,5,1,1,2,1,2,2,2,2,1,NA,1,1,"THỬA 1",420,1,"BC15",2,1,3,NA,2,2,1,2,2,2,2,2,2,2,2,1,2,NA,2,2,1,2,2,NA,NA,1,NA,NA,7,6,"00943",104.3199513,22.310653,1,312,2,312,"Tinh Lao Cai"
"02959010012",2,"10","087","02959","010","012",6,10,87,2959,10,12,6,1,3,3,1,1,2,1,2,2,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,312,2,312,"Tinh Lao Cai"
"02959010013",2,"10","087","02959","010","013",6,10,87,2959,10,13,6,1,2,2,1,1,2,1,2,2,2,2,4,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,312,2,312,"Tinh Lao Cai"
"02959010014",2,"10","087","02959","010","014",6,10,87,2959,10,14,6,1,2,5,2,1,2,1,2,2,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,312,2,312,"Tinh Lao Cai"
"02959010015",2,"10","087","02959","010","015",6,10,87,2959,10,15,6,1,2,5,1,1,2,1,2,2,2,2,1,NA,1,1,"THỬA 1",320,1,"BC 15",2,1,3,NA,2,2,1,2,2,2,2,2,2,2,2,1,2,NA,2,2,1,2,2,NA,NA,1,NA,NA,7,6,"00988",104.3199637,22.3106352,1,312,2,312,"Tinh Lao Cai"
"02971005001",2,"10","087","02971","005","001",9,10,87,2971,5,1,9,1,2,5,1,1,2,1,2,2,2,2,1,NA,1,1,"THỬA 1",250,1,"BC 15",2,1,3,NA,2,1,1,2,2,2,2,2,2,2,2,1,2,NA,2,2,1,2,2,NA,NA,1,NA,NA,6,9,"01240",104.4665343,22.2367745,3,319,2,319,"Tinh Lao Cai"
"02971005002",2,"10","087","02971","005","002",9,10,87,2971,5,2,9,1,0,NA,1,1,3,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,319,2,319,"Tinh Lao Cai"
"02971005003",2,"10","087","02971","005","003",9,10,87,2971,5,3,9,1,2,5,1,1,2,1,2,2,2,2,2,NA,1,1,"THỬA 1",180,1,"BC 15",2,1,3,NA,2,1,1,2,2,2,2,2,2,2,2,1,2,NA,2,2,1,2,2,NA,1,1,NA,NA,8,9,"01220",104.2906551,22.276546,3,319,2,319,"Tinh Lao Cai"
"02971005004",2,"10","087","02971","005","004",9,10,87,2971,5,4,9,1,0,NA,1,1,2,1,2,2,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,319,2,319,"Tinh Lao Cai"
"02971005005",2,"10","087","02971","005","005",9,10,87,2971,5,5,9,1,2,8,1,1,4,1,2,2,2,2,1,NA,1,1,"THỬA 1",720,1,"thái bình",2,1,3,NA,2,1,1,2,1,2,2,2,2,2,2,1,2,NA,2,2,1,2,2,NA,NA,1,NA,NA,10,9,"00765",104.3066667,22.2709429,3,319,2,319,"Tinh Lao Cai"
"02971005006",2,"10","087","02971","005","006",9,10,87,2971,5,6,9,1,2,6,1,1,5,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,319,2,319,"Tinh Lao Cai"
"02971005007",2,"10","087","02971","005","007",9,10,87,2971,5,7,9,1,2,5,1,1,2,1,2,2,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,319,2,319,"Tinh Lao Cai"
"02971005008",2,"10","087","02971","005","008",9,10,87,2971,5,8,9,1,1,6,1,1,2,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,319,2,319,"Tinh Lao Cai"
"02971005009",2,"10","087","02971","005","009",9,10,87,2971,5,9,9,1,3,8,1,1,4,1,2,2,2,2,1,NA,1,1,"THỬA1",720,1,"thái bình",2,1,3,NA,2,1,2,2,2,2,2,2,2,2,2,1,2,NA,2,2,1,2,2,NA,NA,1,NA,NA,13,9,"01244",104.3066863,22.2709466,3,319,2,319,"Tinh Lao Cai"
"02971005010",2,"10","087","02971","005","010",9,10,87,2971,5,10,9,1,2,6,1,1,2,1,2,2,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,319,2,319,"Tinh Lao Cai"
"02971005011",2,"10","087","02971","005","011",9,10,87,2971,5,11,9,1,2,5,1,1,2,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,319,2,319,"Tinh Lao Cai"
"02971005012",2,"10","087","02971","005","012",9,10,87,2971,5,12,9,1,1,5,1,1,2,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,319,2,319,"Tinh Lao Cai"
"02971005013",2,"10","087","02971","005","013",9,10,87,2971,5,13,9,1,3,5,1,1,4,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,319,2,319,"Tinh Lao Cai"
"02971005015",2,"10","087","02971","005","015",9,10,87,2971,5,15,9,1,2,7,1,1,2,1,2,2,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,319,2,319,"Tinh Lao Cai"
"02977002001",2,"10","087","02977","002","001",10,10,87,2977,2,1,10,1,5,6,1,1,5,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,325,2,325,"Tinh Lao Cai"
"02977002002",2,"10","087","02977","002","002",10,10,87,2977,2,2,10,1,6,5,1,1,3,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,325,2,325,"Tinh Lao Cai"
"02977002006",2,"10","087","02977","002","006",10,10,87,2977,2,6,10,1,1,3,1,1,2,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,325,2,325,"Tinh Lao Cai"
"02977002007",2,"10","087","02977","002","007",10,10,87,2977,2,7,10,1,4,4,1,1,6,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,325,2,325,"Tinh Lao Cai"
"02977002008",2,"10","087","02977","002","008",10,10,87,2977,2,8,10,1,0,NA,1,1,2,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,325,2,325,"Tinh Lao Cai"
"02977002009",2,"10","087","02977","002","009",10,10,87,2977,2,9,10,1,2,6,1,1,2,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,325,2,325,"Tinh Lao Cai"
