"IDHO","REGION","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","EXPR1","EXPR2","EXPR3","EXPR4","EXPR6","EXPR5","M4B111_C6","M4B111_C7","M4B111_C8","M4B111_C9","M4B111_C10","M4B111_C11","M4B111_C121","M4B111_C122","M4B111_C123","M4B111_C124","M4B111_C125","M4B111_C13","M4B111_C14","M4B112_C1","M4B113_C1","M4B113_C2","M4B113_C3","M4B113_C4","M4B113_C5","M4B113_C6","M4B113_C7","M4B113_C8","M4B113_C9","M4B113_C101","M4B113_C102","M4B113_C103","M4B113_C104","M4B113_C105","M4B113_C106","M4B113_C111","M4B113_C112","M4B113_C113","M4B113_C114","M4B113_C115","M4B113_C116","M4B113_C117","M4B113_C117GHIRO","M4B113_C121","M4B113_C122","M4B113_C123","M4B113_C124","M4B113_C125","M4B113_C131","M4B113_C132","M4B113_C133","M4B113_C134","M4B113_C135","M4B113_C14N","M4B113_C14T","M4B113_C16","KINHDO","VIDO","SEASON","WT45","ttnt","wt45","Province_name"
"02764007016",2,"10","083","02764","007","016",2,10,83,2764,7,16,2,1,1,7,1,2,2,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342,2,342,"Tinh Lao Cai"
"02764007017",2,"10","083","02764","007","017",2,10,83,2764,7,17,2,1,1,15,1,1,3,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342,2,342,"Tinh Lao Cai"
"02764007018",2,"10","083","02764","007","018",2,10,83,2764,7,18,2,1,0,NA,1,1,1,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342,2,342,"Tinh Lao Cai"
"02764007020",2,"10","083","02764","007","020",2,10,83,2764,7,20,2,1,1,7,1,2,1,1,2,2,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342,2,342,"Tinh Lao Cai"
"02764007021",2,"10","083","02764","007","021",2,10,83,2764,7,21,2,1,1,7,1,2,1,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342,2,342,"Tinh Lao Cai"
"02764007022",2,"10","083","02764","007","022",2,10,83,2764,7,22,2,1,1,12,1,1,3,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342,2,342,"Tinh Lao Cai"
"02764007023",2,"10","083","02764","007","023",2,10,83,2764,7,23,2,4,0,NA,1,1,1,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342,2,342,"Tinh Lao Cai"
"02764007024",2,"10","083","02764","007","024",2,10,83,2764,7,24,2,1,0,NA,2,1,1,1,2,2,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342,2,342,"Tinh Lao Cai"
"02764007025",2,"10","083","02764","007","025",2,10,83,2764,7,25,2,1,0,NA,2,1,1,1,2,2,2,2,4,2,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342,2,342,"Tinh Lao Cai"
"02764007026",2,"10","083","02764","007","026",2,10,83,2764,7,26,2,1,0,NA,2,1,1,1,2,2,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342,2,342,"Tinh Lao Cai"
"02764007027",2,"10","083","02764","007","027",2,10,83,2764,7,27,2,4,1,7,1,1,1,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342,2,342,"Tinh Lao Cai"
"02764007028",2,"10","083","02764","007","028",2,10,83,2764,7,28,2,1,1,7,1,2,2,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342,2,342,"Tinh Lao Cai"
"02764007029",2,"10","083","02764","007","029",2,10,83,2764,7,29,2,1,1,15,2,1,1,1,2,2,2,2,6,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342,2,342,"Tinh Lao Cai"
"02764007030",2,"10","083","02764","007","030",2,10,83,2764,7,30,2,4,1,7,1,1,1,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342,2,342,"Tinh Lao Cai"
"02770005001",2,"10","083","02770","005","001",4,10,83,2770,5,1,4,1,0,NA,2,1,3,1,2,2,2,2,4,6,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,334,2,334,"Tinh Lao Cai"
"02770005002",2,"10","083","02770","005","002",4,10,83,2770,5,2,4,1,0,NA,2,1,3,1,2,2,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,334,2,334,"Tinh Lao Cai"
"02770005003",2,"10","083","02770","005","003",4,10,83,2770,5,3,4,1,0,NA,2,1,3,1,2,2,2,2,4,6,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,334,2,334,"Tinh Lao Cai"
"02770005004",2,"10","083","02770","005","004",4,10,83,2770,5,4,4,1,1,10,1,1,1,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,334,2,334,"Tinh Lao Cai"
"02770005006",2,"10","083","02770","005","006",4,10,83,2770,5,6,4,1,1,10,1,1,1,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,334,2,334,"Tinh Lao Cai"
"02770005007",2,"10","083","02770","005","007",4,10,83,2770,5,7,4,4,1,7,1,1,1,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,334,2,334,"Tinh Lao Cai"
"02770005009",2,"10","083","02770","005","009",4,10,83,2770,5,9,4,4,1,7,1,1,1,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,334,2,334,"Tinh Lao Cai"
"02770005010",2,"10","083","02770","005","010",4,10,83,2770,5,10,4,1,0,NA,2,1,2,1,2,2,2,2,5,4,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,334,2,334,"Tinh Lao Cai"
"02770005011",2,"10","083","02770","005","011",4,10,83,2770,5,11,4,1,2,15,1,1,5,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,334,2,334,"Tinh Lao Cai"
"02770005012",2,"10","083","02770","005","012",4,10,83,2770,5,12,4,1,3,15,1,1,4,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,334,2,334,"Tinh Lao Cai"
"02770005014",2,"10","083","02770","005","014",4,10,83,2770,5,14,4,4,1,15,1,2,1,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,334,2,334,"Tinh Lao Cai"
"02770005015",2,"10","083","02770","005","015",4,10,83,2770,5,15,4,1,3,15,1,1,5,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,334,2,334,"Tinh Lao Cai"
"02809001001",2,"10","084","02809","001","001",10,10,84,2809,1,1,10,1,1,2,1,1,3,1,2,2,2,2,5,2,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,362,1,362,"Tinh Lao Cai"
"02809001002",2,"10","084","02809","001","002",10,10,84,2809,1,2,10,1,2,2,1,1,2,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,362,1,362,"Tinh Lao Cai"
"02809001003",2,"10","084","02809","001","003",10,10,84,2809,1,3,10,1,1,3,1,1,2,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,362,1,362,"Tinh Lao Cai"
"02809001004",2,"10","084","02809","001","004",10,10,84,2809,1,4,10,1,2,2,1,1,1,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,362,1,362,"Tinh Lao Cai"
"02809001005",2,"10","084","02809","001","005",10,10,84,2809,1,5,10,1,0,NA,1,1,3,1,2,2,2,2,5,2,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,362,1,362,"Tinh Lao Cai"
"02809001006",2,"10","084","02809","001","006",10,10,84,2809,1,6,10,1,2,3,1,1,1,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,362,1,362,"Tinh Lao Cai"
"02809001007",2,"10","084","02809","001","007",10,10,84,2809,1,7,10,1,1,2,1,1,3,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,362,1,362,"Tinh Lao Cai"
"02809001008",2,"10","084","02809","001","008",10,10,84,2809,1,8,10,1,2,2,1,1,2,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,362,1,362,"Tinh Lao Cai"
"02809001009",2,"10","084","02809","001","009",10,10,84,2809,1,9,10,1,1,7,1,1,2,1,2,2,2,2,5,2,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,362,1,362,"Tinh Lao Cai"
"02809001010",2,"10","084","02809","001","010",10,10,84,2809,1,10,10,1,1,5,1,1,2,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,362,1,362,"Tinh Lao Cai"
"02809001011",2,"10","084","02809","001","011",10,10,84,2809,1,11,10,1,1,5,1,1,2,1,2,2,2,2,5,2,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,362,1,362,"Tinh Lao Cai"
"02809001012",2,"10","084","02809","001","012",10,10,84,2809,1,12,10,1,2,2,1,1,2,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,362,1,362,"Tinh Lao Cai"
"02809001013",2,"10","084","02809","001","013",10,10,84,2809,1,13,10,1,2,2,1,1,1,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,362,1,362,"Tinh Lao Cai"
"02809001015",2,"10","084","02809","001","015",10,10,84,2809,1,15,10,1,1,5,1,1,2,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,362,1,362,"Tinh Lao Cai"
"02812004001",2,"10","084","02812","004","001",7,10,84,2812,4,1,7,1,2,5,1,1,1,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,365,2,365,"Tinh Lao Cai"
"02812004002",2,"10","084","02812","004","002",7,10,84,2812,4,2,7,1,2,3,1,1,1,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,365,2,365,"Tinh Lao Cai"
"02812004003",2,"10","084","02812","004","003",7,10,84,2812,4,3,7,1,2,4,1,1,2,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,365,2,365,"Tinh Lao Cai"
"02812004004",2,"10","084","02812","004","004",7,10,84,2812,4,4,7,1,2,3,1,1,2,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,365,2,365,"Tinh Lao Cai"
"02812004005",2,"10","084","02812","004","005",7,10,84,2812,4,5,7,1,1,2,1,1,2,1,2,2,2,2,4,2,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,365,2,365,"Tinh Lao Cai"
"02812004006",2,"10","084","02812","004","006",7,10,84,2812,4,6,7,1,1,2,1,1,2,1,2,2,2,2,4,2,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,365,2,365,"Tinh Lao Cai"
"02812004007",2,"10","084","02812","004","007",7,10,84,2812,4,7,7,1,2,4,1,1,2,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,365,2,365,"Tinh Lao Cai"
"02812004008",2,"10","084","02812","004","008",7,10,84,2812,4,8,7,1,1,2,1,1,2,1,2,2,2,2,4,2,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,365,2,365,"Tinh Lao Cai"
"02812004009",2,"10","084","02812","004","009",7,10,84,2812,4,9,7,1,1,8,1,1,1,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,365,2,365,"Tinh Lao Cai"
"02812004010",2,"10","084","02812","004","010",7,10,84,2812,4,10,7,1,1,3,1,1,2,1,2,2,2,2,4,2,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,365,2,365,"Tinh Lao Cai"
"02812004011",2,"10","084","02812","004","011",7,10,84,2812,4,11,7,1,1,7,1,1,1,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,365,2,365,"Tinh Lao Cai"
"02812004012",2,"10","084","02812","004","012",7,10,84,2812,4,12,7,1,1,2,1,1,2,1,2,2,2,2,4,2,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,365,2,365,"Tinh Lao Cai"
"02812004013",2,"10","084","02812","004","013",7,10,84,2812,4,13,7,1,1,8,1,1,1,1,2,2,2,2,5,2,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,365,2,365,"Tinh Lao Cai"
"02812004014",2,"10","084","02812","004","014",7,10,84,2812,4,14,7,1,1,8,1,1,1,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,365,2,365,"Tinh Lao Cai"
"02812004015",2,"10","084","02812","004","015",7,10,84,2812,4,15,7,1,1,8,1,1,1,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,365,2,365,"Tinh Lao Cai"
"02827002001",2,"10","084","02827","002","001",2,10,84,2827,2,1,2,1,1,5,1,1,3,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,870,2,870,"Tinh Lao Cai"
"02827002002",2,"10","084","02827","002","002",2,10,84,2827,2,2,2,1,2,5,1,1,2,1,2,2,2,2,5,2,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,870,2,870,"Tinh Lao Cai"
"02827002003",2,"10","084","02827","002","003",2,10,84,2827,2,3,2,1,2,6,1,1,2,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,870,2,870,"Tinh Lao Cai"
"02827002004",2,"10","084","02827","002","004",2,10,84,2827,2,4,2,1,1,3,1,1,2,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,870,2,870,"Tinh Lao Cai"
"02827002007",2,"10","084","02827","002","007",2,10,84,2827,2,7,2,1,1,2,1,1,2,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,870,2,870,"Tinh Lao Cai"
"02827002008",2,"10","084","02827","002","008",2,10,84,2827,2,8,2,4,2,3,1,1,3,1,2,2,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,870,2,870,"Tinh Lao Cai"
"02827002009",2,"10","084","02827","002","009",2,10,84,2827,2,9,2,1,2,5,1,1,2,1,2,2,2,2,5,2,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,870,2,870,"Tinh Lao Cai"
"02827002010",2,"10","084","02827","002","010",2,10,84,2827,2,10,2,1,0,NA,1,1,3,1,2,2,2,2,5,2,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,870,2,870,"Tinh Lao Cai"
"02827002011",2,"10","084","02827","002","011",2,10,84,2827,2,11,2,1,1,2,1,1,2,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,870,2,870,"Tinh Lao Cai"
"02827002012",2,"10","084","02827","002","012",2,10,84,2827,2,12,2,1,1,2,1,1,3,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,870,2,870,"Tinh Lao Cai"
"02827002013",2,"10","084","02827","002","013",2,10,84,2827,2,13,2,1,0,NA,1,1,5,1,2,2,2,2,5,5,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,870,2,870,"Tinh Lao Cai"
"02827002014",2,"10","084","02827","002","014",2,10,84,2827,2,14,2,1,1,2,1,1,2,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,870,2,870,"Tinh Lao Cai"
"02827002015",2,"10","084","02827","002","015",2,10,84,2827,2,15,2,1,2,5,1,1,1,1,2,2,2,2,5,2,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,870,2,870,"Tinh Lao Cai"
