"MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","M4B11A2_C1","M4B11A2_C2A","M4B11A2_C2B","M4B11A2_C3","M4B11A2_C4A","M4B11A2_C4B","M4B11A2_C5","M4B11A2_C6","M4B11A3_C1","M4B11A3_C2","M4B11A3_C2B","M4B11A4_C1","M4B11A5_C1","M4B11A5_C1_GHIRO","M4B11A5_C3","M4B11A5_C4","M4B11A5_C5","M4B11A6_C1","M4B11A6_C21","M4B11A6_C22","M4B11A6_C23","M4B11A6_C24","M4B11A6_C24_GHIRO","M4B11A6_C3","M4B11A6_C4","M4B11A6_C4_GHIRO","M4B11A6_C5","M4B11A6_C6","M4B11A6_C7","M4B11A7_C11","M4B11A7_C12","M4B11A7_C13","M4B11A7_C14","KYDIEUTRA","WT45","wt45","Province_name"
"66","653","24466","015","015","24466015015",1,4,15,1,4,20,1,"Đài thơm 8",3,0,1,4,1,NA,2,NA,0,3,1,2,2,2,NA,10,2,NA,NA,2,1,2,2,2,2,2,611,611,"Tinh Dak Lak"
"66","653","24469","012","001","24469012001",1,4,21,4,4,25,1,"HT1",2,1,NA,3,1,NA,2,NA,3,2,1,2,2,2,NA,7,3,NA,NA,2,2,2,2,2,99,2,613,613,"Tinh Dak Lak"
"66","653","24469","012","003","24469012003",99,4,20,3,4,23,1,"đài thơm 8",2,1,NA,3,1,NA,2,NA,3,2,1,2,2,2,NA,6,3,NA,NA,2,2,99,2,2,99,2,613,613,"Tinh Dak Lak"
"66","653","24469","012","004","24469012004",1,4,20,4,4,25,1,"đài thơm 8",3,2,NA,3,1,NA,2,NA,2,2,1,2,2,2,NA,6,3,NA,NA,2,2,2,1,2,2,2,613,613,"Tinh Dak Lak"
"66","653","24469","012","005","24469012005",1,4,20,4,4,26,1,"đài thơm 8",3,2,NA,3,1,NA,2,NA,3,2,1,2,2,2,NA,7,3,NA,NA,2,2,2,2,2,99,2,613,613,"Tinh Dak Lak"
"66","653","24469","012","006","24469012006",1,4,30,20,NA,NA,1,"đài thơm 8",3,1,NA,3,1,NA,2,NA,0,3,1,2,2,2,NA,0,3,NA,NA,2,2,99,99,1,99,2,613,613,"Tinh Dak Lak"
"66","653","24469","012","007","24469012007",1,4,21,4,4,26,1,"ST24",4,3,NA,3,1,NA,2,NA,4,2,1,2,2,2,NA,7,3,NA,NA,2,2,2,2,2,99,2,613,613,"Tinh Dak Lak"
"66","653","24469","012","008","24469012008",1,4,25,99,NA,NA,3,"Đài thơm 8",2,0,2,3,1,NA,2,NA,0,3,1,2,2,2,NA,10,2,NA,NA,2,1,99,99,99,99,2,613,613,"Tinh Dak Lak"
"66","653","24469","012","010","24469012010",1,4,26,99,NA,NA,1,"hưng châu",3,0,1,3,1,NA,2,NA,0,3,1,2,2,2,NA,9,2,NA,NA,2,1,2,99,99,99,2,613,613,"Tinh Dak Lak"
"66","653","24469","012","011","24469012011",1,4,30,99,NA,NA,3,"Đài thơm 8",2,0,2,2,1,NA,2,NA,0,3,2,2,1,2,NA,NA,2,NA,NA,2,1,99,99,99,99,2,613,613,"Tinh Dak Lak"
"66","653","24469","012","013","24469012013",1,4,20,99,NA,NA,2,"ST24",3,1,NA,3,1,NA,2,NA,0,3,1,2,2,2,NA,8,2,NA,NA,2,1,2,2,2,2,2,613,613,"Tinh Dak Lak"
"66","653","24469","012","014","24469012014",1,4,25,99,NA,NA,3,"Đài thơm 8",3,0,2,3,1,NA,2,NA,0,3,1,2,2,2,NA,10,2,NA,NA,2,4,99,99,99,99,2,613,613,"Tinh Dak Lak"
"66","653","24469","012","015","24469012015",1,4,25,99,NA,NA,3,"Đài thơm 8",3,0,2,3,1,NA,2,NA,0,3,1,2,2,2,NA,7,2,NA,NA,2,1,99,99,99,99,2,613,613,"Tinh Dak Lak"
"66","654","24520","008","001","24520008001",6,1,100,3,1,100,2,"13/2",3,2,NA,2,1,NA,2,NA,0,3,1,2,2,2,NA,5,2,NA,NA,2,1,99,1,2,2,2,566,566,"Tinh Dak Lak"
"66","654","24520","008","002","24520008002",1,4,23,10,4,23,2,"v13/2",3,2,NA,2,1,NA,2,NA,1,2,1,2,2,2,NA,6,2,NA,NA,3,1,99,2,2,99,2,566,566,"Tinh Dak Lak"
"66","654","24520","008","003","24520008003",6,1,20,5,1,20,2,"13/2",2,2,NA,1,1,NA,2,NA,0,3,1,2,2,2,NA,8,2,NA,NA,2,2,99,2,2,2,2,566,566,"Tinh Dak Lak"
"66","654","24520","008","004","24520008004",6,1,100,3,1,80,2,"13/2",1,1,NA,1,1,NA,2,NA,0,3,1,2,2,2,NA,8,2,NA,NA,2,2,2,2,2,2,2,566,566,"Tinh Dak Lak"
"66","654","24520","008","005","24520008005",6,1,75,3,1,75,2,"13/2",2,1,NA,1,1,NA,2,NA,0,3,1,2,2,2,NA,10,2,NA,NA,2,2,2,2,99,2,2,566,566,"Tinh Dak Lak"
"66","654","24520","008","006","24520008006",1,4,25,10,1,50,1,"13/2",3,2,NA,2,4,NA,2,2,2,2,1,2,2,2,NA,5,2,NA,NA,3,1,2,2,2,2,2,566,566,"Tinh Dak Lak"
"66","654","24520","008","007","24520008007",1,4,24,7,4,25,2,"13/2",3,2,NA,2,1,NA,99,NA,0,2,1,2,2,2,NA,7,2,NA,NA,3,1,99,2,99,2,2,566,566,"Tinh Dak Lak"
"66","654","24520","008","008","24520008008",1,4,23,10,4,24,2,"v13/2",3,2,NA,2,1,NA,2,NA,0,3,1,2,2,2,NA,7,2,NA,NA,3,1,99,2,2,2,2,566,566,"Tinh Dak Lak"
"66","654","24520","008","009","24520008009",6,1,75,2,1,75,2,"13/2",1,1,NA,2,1,NA,2,NA,0,3,1,2,2,2,NA,5,2,NA,NA,2,2,99,99,99,2,2,566,566,"Tinh Dak Lak"
"66","654","24520","008","011","24520008011",1,4,23,10,4,23,2,"v13/2",3,2,NA,2,1,NA,2,NA,0,2,1,2,2,2,NA,6,2,NA,NA,2,1,99,99,99,99,2,566,566,"Tinh Dak Lak"
"66","654","24520","008","012","24520008012",1,4,22,5,4,23,2,"13/2",3,2,NA,2,1,NA,2,NA,1,2,1,2,2,2,NA,5,2,NA,NA,2,1,99,2,99,2,2,566,566,"Tinh Dak Lak"
"66","654","24520","008","013","24520008013",6,1,75,3,1,75,2,"bông trắng",1,1,NA,1,1,NA,99,NA,0,3,1,2,2,2,NA,8,2,NA,NA,2,1,99,99,99,99,2,566,566,"Tinh Dak Lak"
"66","654","24520","008","014","24520008014",6,1,50,4,1,40,2,"13/2",1,1,NA,1,1,NA,2,NA,0,3,1,2,2,2,NA,6,2,NA,NA,2,2,99,99,99,2,2,566,566,"Tinh Dak Lak"
"66","655","24538","003","003","24538003003",1,4,15,3,4,20,1,"st25",5,5,NA,3,1,NA,99,NA,0,3,1,2,2,2,NA,3,8,NA,NA,1,1,99,99,99,99,2,625,625,"Tinh Dak Lak"
"66","655","24538","003","006","24538003006",1,4,17,20,NA,NA,1,"lúa đài thơm",8,4,NA,3,1,NA,2,NA,0,3,2,2,1,2,NA,NA,2,NA,NA,3,2,2,2,2,2,2,625,625,"Tinh Dak Lak"
"66","656","24592","019","002","24592019002",1,4,20,1,4,20,3,"st 24",6,3,NA,3,3,NA,1,2,8,3,1,2,2,2,NA,10,3,NA,NA,2,2,99,1,99,2,2,663,663,"Tinh Dak Lak"
"66","656","24592","019","003","24592019003",1,4,22,2,4,20,2,"đài thơm 8",3,3,NA,3,4,NA,1,2,6,3,1,2,2,2,NA,11,3,NA,NA,2,2,99,2,99,99,2,663,663,"Tinh Dak Lak"
"66","656","24592","019","004","24592019004",1,4,20,1,4,20,1,"st 24",5,3,NA,3,1,NA,1,NA,0,3,1,2,2,2,NA,12,2,NA,NA,2,2,99,1,2,2,2,663,663,"Tinh Dak Lak"
"66","656","24592","019","005","24592019005",1,4,22,2,4,20,2,"omo 5451",6,3,NA,3,3,NA,1,2,3,3,1,2,2,2,NA,11,3,NA,NA,2,2,2,2,2,2,2,663,663,"Tinh Dak Lak"
"66","656","24592","019","008","24592019008",1,4,22,1,4,22,2,"st 24",5,3,NA,3,1,NA,1,NA,0,3,1,2,2,2,NA,12,3,NA,NA,2,2,2,1,99,99,2,663,663,"Tinh Dak Lak"
"66","656","24592","019","009","24592019009",1,4,22,2,4,22,2,"st 24",5,3,NA,3,1,NA,1,NA,0,3,1,2,2,2,NA,12,3,NA,NA,2,2,99,2,99,99,2,663,663,"Tinh Dak Lak"
"66","656","24592","019","010","24592019010",1,4,20,1,4,20,2,"đài thơm 8",5,3,NA,3,1,NA,1,NA,0,3,1,2,2,2,NA,12,3,NA,NA,2,2,2,1,2,99,2,663,663,"Tinh Dak Lak"
"66","656","24592","019","011","24592019011",1,4,20,1,4,20,2,"st 24",5,3,NA,4,1,NA,1,NA,0,3,1,2,2,2,NA,12,3,NA,NA,2,2,2,1,99,99,2,663,663,"Tinh Dak Lak"
"66","656","24592","019","012","24592019012",1,4,22,1,4,22,2,"đài thơm 8",5,3,NA,3,4,NA,1,2,3,3,1,2,2,2,NA,11,3,NA,NA,2,2,99,2,2,2,2,663,663,"Tinh Dak Lak"
"66","656","24592","019","013","24592019013",1,4,22,1,4,22,2,"st 24",5,3,NA,3,5,"nước từ nguồn về",1,NA,0,3,1,2,2,2,NA,12,2,NA,NA,2,2,99,1,2,99,2,663,663,"Tinh Dak Lak"
"66","656","24592","019","014","24592019014",1,4,20,1,4,20,2,"đài thơm 8",4,4,NA,3,1,NA,1,NA,0,3,1,2,2,2,NA,12,3,NA,NA,2,2,2,1,2,2,2,663,663,"Tinh Dak Lak"
"67","662","24652","005","002","24652005002",1,1,0.03,1,1,0.03,1,"đài thơm",2,2,NA,2,1,NA,2,NA,0,2,1,2,2,2,NA,4,2,NA,NA,2,2,99,2,2,2,2,231,231,"Tinh Dak Nong"
"67","662","24652","005","007","24652005007",1,1,30,3,99,30,3,"đầi thơm",3,1,NA,3,5,"nước mưa",99,NA,0,2,1,2,2,2,NA,10,2,NA,NA,2,1,99,99,99,99,2,231,231,"Tinh Dak Nong"
"67","662","24652","005","012","24652005012",99,1,25,5,1,25,99,"st 25",2,2,NA,2,4,NA,99,2,0,3,1,2,2,2,NA,5,3,NA,NA,2,2,99,99,99,99,2,231,231,"Tinh Dak Nong"
"67","663","24685","008","008","24685008008",1,4,6,99,NA,NA,1,"lúa lai",2,1,NA,2,4,NA,2,2,2,2,1,2,2,2,NA,5,2,NA,NA,2,2,2,2,2,2,2,387,387,"Tinh Dak Nong"
"67","663","24685","008","010","24685008010",1,4,15,2,4,15,1,"vì dân",3,2,NA,3,1,NA,2,NA,1,3,1,2,2,2,NA,2,2,NA,NA,2,2,99,2,2,2,2,387,387,"Tinh Dak Nong"
"68","677","24949","002","002","24949002002",1,4,30,3,4,30,1,"Khang dân 18",3,3,NA,2,5,"Nước mưa tự nhiên",2,NA,0,3,1,2,2,2,NA,3,2,NA,NA,2,2,2,2,2,2,2,474,474,"Tinh Lam Dong"
"68","677","24949","002","003","24949002003",1,4,35,5,4,35,1,"khang dân 18",3,3,NA,3,5,"nước mưa tự nhiên",2,NA,0,3,1,2,2,2,NA,3,2,NA,NA,2,2,2,2,2,2,2,474,474,"Tinh Lam Dong"
"68","677","24949","002","005","24949002005",1,4,30,99,NA,NA,1,"Khang dân 18",3,3,NA,2,5,"Nước mưa",2,NA,0,3,1,2,2,2,NA,3,2,NA,NA,2,2,2,2,2,2,2,474,474,"Tinh Lam Dong"
"68","677","24949","002","007","24949002007",1,4,30,5,4,30,1,"Khang dân 18",3,3,NA,3,5,"Nước mưa tự nhiên",2,NA,0,3,1,2,2,2,NA,4,2,NA,NA,2,2,2,2,2,2,2,474,474,"Tinh Lam Dong"
"68","677","24949","002","010","24949002010",1,4,80,99,NA,NA,1,"lúa nương",2,2,NA,2,4,NA,99,2,2,3,1,2,2,2,NA,10,1,NA,NA,2,2,1,1,1,1,2,474,474,"Tinh Lam Dong"
"68","677","24949","002","014","24949002014",1,4,40,99,NA,NA,1,"khang dân 18",0,NA,2,1,4,NA,2,2,2,3,1,2,2,2,NA,5,1,NA,NA,2,1,2,2,2,2,2,474,474,"Tinh Lam Dong"
"68","679","25027","021","005","25027021005",1,4,17,99,NA,NA,1,"Cửu Long",2,1,NA,3,5,"sông suối",2,NA,0,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,2,510,510,"Tinh Lam Dong"
"68","679","25027","021","011","25027021011",1,4,25,30,NA,NA,2,"OM4900 ; OM6162",3,2,NA,3,5,"sông suối",2,NA,0,3,1,2,2,2,NA,4,2,NA,NA,2,2,2,2,2,2,2,510,510,"Tinh Lam Dong"
"68","682","25153","011","003","25153011003",1,4,20,10,4,20,1,"Om5451",2,2,NA,3,3,NA,2,2,2,3,1,2,2,2,NA,10,2,NA,NA,2,2,2,2,2,2,2,474,474,"Tinh Lam Dong"
"68","682","25153","011","004","25153011004",1,4,20,10,4,30,1,"OM5451",1,1,NA,2,1,NA,2,NA,2,3,1,2,2,2,NA,10,2,NA,NA,2,2,2,2,2,2,2,474,474,"Tinh Lam Dong"
"68","682","25153","011","008","25153011008",1,4,12,20,NA,NA,1,"OM5451",1,1,NA,3,5,"thủy lợi",2,NA,2,3,1,2,2,2,NA,10,2,NA,NA,2,2,2,2,2,2,2,474,474,"Tinh Lam Dong"
"68","682","25153","011","011","25153011011",1,4,20,10,4,15,1,"OM 6162",3,3,NA,2,1,NA,2,NA,0,3,1,2,2,2,NA,15,1,NA,NA,2,2,2,2,2,2,2,474,474,"Tinh Lam Dong"
"68","682","25153","011","015","25153011015",1,4,12,5,4,15,1,"om 5451",3,3,NA,2,1,NA,2,NA,0,3,1,2,2,2,NA,15,1,NA,NA,2,2,2,2,2,2,2,474,474,"Tinh Lam Dong"
"68","683","25159","011","001","25159011001",1,4,250,2,4,250,2,"Nếp hà nội",4,3,NA,4,4,NA,2,2,2,3,1,2,2,2,NA,10,8,NA,NA,2,1,99,99,99,99,2,621,621,"Tinh Lam Dong"
"68","683","25159","011","002","25159011002",2,1,80,99,NA,NA,2,"lúa nếp",3,3,NA,2,1,NA,2,NA,0,3,1,2,2,2,NA,3,8,NA,NA,1,3,1,1,1,1,2,621,621,"Tinh Lam Dong"
"68","683","25159","011","005","25159011005",6,4,300,99,NA,NA,1,"lúa 5451",1,1,NA,1,1,NA,2,NA,0,2,1,2,2,2,NA,5,2,NA,NA,2,4,2,2,2,2,2,621,621,"Tinh Lam Dong"
"68","683","25159","011","006","25159011006",1,1,250,99,NA,NA,2,"lúa nếp",4,4,NA,1,1,NA,2,NA,0,2,1,2,2,2,NA,2,8,NA,NA,2,2,2,2,2,2,2,621,621,"Tinh Lam Dong"
"68","683","25159","011","007","25159011007",1,4,100,99,NA,NA,1,"5451",1,1,NA,1,1,NA,2,NA,1,2,1,2,2,2,NA,5,2,NA,NA,2,2,2,2,2,2,2,621,621,"Tinh Lam Dong"
"68","683","25159","011","009","25159011009",1,4,48,3,4,40,2,"om5451",3,1,NA,3,2,NA,99,NA,2,3,1,2,2,2,NA,10,3,NA,NA,2,1,99,99,99,99,2,621,621,"Tinh Lam Dong"
"68","683","25159","011","010","25159011010",1,4,280,3,4,280,2,"nếp hà nội",7,4,NA,4,5,"mương thủy lợi",2,NA,2,3,1,2,2,2,NA,10,8,NA,NA,2,1,99,2,2,2,2,621,621,"Tinh Lam Dong"
"68","683","25159","011","011","25159011011",1,1,140,99,NA,NA,1,"lúa nếp hà nội",1,1,NA,1,1,NA,2,NA,0,2,1,1,2,2,NA,10,2,NA,NA,2,4,2,2,2,2,2,621,621,"Tinh Lam Dong"
"68","683","25159","011","012","25159011012",1,4,20,99,NA,NA,1,"lúa nếp hà nội",1,1,NA,1,1,NA,2,NA,1,2,1,2,2,2,NA,10,2,NA,NA,2,2,2,2,2,2,2,621,621,"Tinh Lam Dong"
"68","683","25159","011","014","25159011014",1,4,280,2,4,280,2,"nếp hà nội",4,3,NA,3,2,NA,99,NA,2,3,1,2,2,2,NA,10,8,NA,NA,2,1,2,2,2,2,2,621,621,"Tinh Lam Dong"
"68","683","25159","011","015","25159011015",1,1,25,99,NA,NA,2,"lúa nếp",2,2,NA,2,1,NA,2,NA,0,2,1,2,2,2,NA,3,8,NA,NA,1,3,1,1,1,1,2,621,621,"Tinh Lam Dong"
"70","693","25318","007","002","25318007002",3,4,15,20,NA,NA,1,"900",5,2,NA,5,3,NA,2,2,0,3,1,1,2,2,NA,5,8,NA,NA,1,2,99,99,99,99,2,453,453,"Tinh Binh Phuoc"
"72","705","25507","007","007","25507007007",7,1,22,5,1,25,1,"OM5451",2,1,NA,3,3,NA,2,2,0,3,1,1,2,2,NA,2,2,NA,NA,2,1,99,99,99,99,2,525,525,"Tinh Tay Ninh"
"75","734","26122","011","001","26122011001",1,4,20,99,NA,NA,1,"nàng hương",3,3,NA,3,1,NA,2,NA,0,2,1,2,2,2,NA,3,2,NA,NA,1,4,99,99,99,99,2,912,912,"Tinh Dong Nai"
"75","734","26122","011","003","26122011003",1,4,20,99,NA,NA,1,"om18",3,2,NA,3,5,"nước mưa",2,NA,0,3,1,2,2,2,NA,3,8,NA,NA,1,1,99,99,99,99,2,912,912,"Tinh Dong Nai"
"75","734","26122","011","005","26122011005",1,4,20,99,NA,NA,99,"om5451",3,2,NA,3,1,NA,2,NA,1,3,1,2,2,2,NA,4,8,NA,NA,1,1,99,99,99,99,2,912,912,"Tinh Dong Nai"
"75","734","26122","011","006","26122011006",1,4,20,5,4,20,1,"nang hương",2,2,NA,4,4,NA,2,2,2,3,1,2,2,2,NA,5,3,NA,NA,2,1,2,2,2,2,2,912,912,"Tinh Dong Nai"
"75","734","26122","011","007","26122011007",1,5,20,10,4,20,1,"Nang hương",2,2,NA,4,4,NA,99,2,2,3,1,2,2,2,NA,5,9,"Ban tai ruông cho thương lai",NA,NA,NA,2,2,2,2,2,912,912,"Tinh Dong Nai"
"75","734","26122","011","009","26122011009",1,4,18,99,NA,NA,99,"om5451",2,2,NA,3,1,NA,2,NA,0,3,1,2,2,2,NA,4,8,NA,NA,1,1,99,99,99,99,2,912,912,"Tinh Dong Nai"
"75","734","26122","011","010","26122011010",1,4,20,99,NA,NA,1,"nang hương",2,2,NA,4,4,NA,2,2,3,2,1,2,2,2,NA,9,9,"Ban cho thương lai tai ruông",NA,NA,NA,2,2,99,2,2,912,912,"Tinh Dong Nai"
"75","734","26122","011","011","26122011011",1,4,20,3,4,20,1,"nang hương",2,2,NA,4,4,NA,2,2,3,2,1,2,2,2,NA,5,3,NA,NA,2,1,2,2,2,2,2,912,912,"Tinh Dong Nai"
"75","734","26122","011","012","26122011012",1,4,20,99,NA,NA,1,"OM4900",4,4,NA,4,1,NA,2,NA,1,3,1,2,2,2,NA,8,8,NA,NA,1,1,2,2,2,2,2,912,912,"Tinh Dong Nai"
"75","734","26155","026","007","26155026007",3,4,18,30,NA,NA,1,"OM5451",4,4,NA,3,1,NA,2,NA,0,3,1,1,2,2,NA,10,8,NA,NA,1,4,99,2,2,2,2,616,616,"Tinh Dong Nai"
"75","734","26155","026","008","26155026008",3,4,20,99,NA,NA,1,"OM666",2,2,NA,4,4,NA,99,2,3,2,1,2,2,2,NA,5,9,"Ban tai ruông cho thương lai",NA,NA,NA,2,1,2,2,2,616,616,"Tinh Dong Nai"
"75","734","26155","026","009","26155026009",3,4,18,99,NA,NA,1,"om666 Cửu Long",5,4,NA,3,1,NA,2,NA,0,3,1,1,2,2,NA,5,8,NA,NA,1,1,99,99,99,99,2,616,616,"Tinh Dong Nai"
"75","734","26155","026","010","26155026010",3,4,18,99,NA,NA,1,"OM5451",3,3,NA,3,1,NA,2,NA,1,3,1,1,2,2,NA,7,8,NA,NA,1,1,2,2,2,2,2,616,616,"Tinh Dong Nai"
"75","734","26155","026","011","26155026011",3,4,18,99,NA,NA,1,"om18",4,3,NA,3,1,NA,2,NA,0,3,1,1,2,2,NA,5,8,NA,NA,1,1,99,99,99,99,2,616,616,"Tinh Dong Nai"
"75","734","26155","026","012","26155026012",3,4,18,99,NA,NA,1,"OM5451",3,3,NA,3,1,NA,2,NA,1,3,1,1,2,2,NA,7,8,NA,NA,1,1,2,2,2,2,2,616,616,"Tinh Dong Nai"
"75","734","26155","026","013","26155026013",3,4,20,99,NA,NA,1,"OM666",2,2,NA,4,4,NA,2,2,3,2,1,2,2,2,NA,6,9,"Ban tai ruông cho thương lai",NA,NA,NA,2,2,2,2,2,616,616,"Tinh Dong Nai"
"77","750","26584","010","003","26584010003",1,4,140,3,4,140,1,"Hương Châu",1,1,NA,2,1,NA,2,NA,0,2,1,1,2,2,NA,5,3,NA,NA,2,1,99,2,2,2,2,463,463,"Tinh Ba Ria Vung Tau"
"77","753","26680","011","008","26680011008",1,99,NA,NA,NA,NA,1,"ÓM8",1,1,NA,0,4,NA,2,2,0,1,1,1,2,2,NA,5,3,NA,NA,2,1,99,99,99,99,2,524,524,"Tinh Ba Ria Vung Tau"
"77","753","26680","011","012","26680011012",1,99,16,NA,NA,NA,1,"om 18",2,2,NA,2,5,"sông",99,NA,3,1,1,2,2,2,NA,15,9,"bán tươi",NA,NA,NA,99,99,99,99,2,524,524,"Tinh Ba Ria Vung Tau"
"80","796","27751","005","002","27751005002",3,4,16,2,4,16,1,"I R 50404",7,6,NA,4,4,NA,2,2,1,3,1,2,2,2,NA,14,8,NA,NA,1,1,2,2,2,2,2,614,614,"Tinh Long An"
"80","796","27751","005","003","27751005003",3,4,200,99,NA,NA,1,"OM18",8,7,NA,3,3,NA,2,2,1,3,1,2,2,2,NA,14,8,NA,NA,1,1,2,2,2,2,2,614,614,"Tinh Long An"
"80","796","27751","005","004","27751005004",3,4,15,5,4,200,1,"OM18",7,6,NA,3,1,NA,2,NA,1,3,1,2,2,2,NA,15,8,NA,NA,1,1,2,2,2,2,2,614,614,"Tinh Long An"
"80","796","27751","005","006","27751005006",3,4,14,4,4,20,1,"OM18",6,2,NA,3,3,NA,2,2,1,3,1,2,2,2,NA,10,8,NA,NA,1,1,1,1,1,1,2,614,614,"Tinh Long An"
"80","796","27751","005","007","27751005007",1,4,160,0,4,180,1,"OM18",6,4,NA,3,3,NA,2,2,1,3,1,2,2,2,NA,10,1,NA,NA,1,1,1,2,2,2,2,614,614,"Tinh Long An"
"80","796","27751","005","008","27751005008",1,4,140,5,4,160,1,"OM18",6,4,NA,2,1,NA,2,NA,2,3,1,2,2,2,NA,10,1,NA,NA,1,1,1,2,2,2,2,614,614,"Tinh Long An"
"80","796","27751","005","015","27751005015",3,4,20,10,4,25,1,"nếp 4625",8,6,NA,3,3,NA,2,2,0,3,1,2,2,2,NA,15,8,NA,NA,1,1,2,2,2,99,2,614,614,"Tinh Long An"
"80","795","27793","001","002","27793001002",3,4,18,10,4,18,2,"Om18",6,4,NA,8,3,NA,2,2,1,3,1,1,2,2,NA,10,8,NA,NA,2,1,2,1,2,2,2,638,638,"Tinh Long An"
"80","795","27793","001","005","27793001005",3,1,0.02,5,1,0.02,1,"OM 18",8,5,NA,4,3,NA,2,2,2,2,1,2,2,2,NA,8,8,NA,NA,1,1,2,2,2,2,2,638,638,"Tinh Long An"
"80","795","27793","001","008","27793001008",3,1,0.01,3,1,0.02,1,"OM 18",7,4,NA,4,3,NA,2,2,2,2,1,2,2,2,NA,3,8,NA,NA,1,1,2,2,2,2,2,638,638,"Tinh Long An"
"80","795","27793","001","010","27793001010",6,4,16,10,4,13,1,"om18",6,3,NA,4,3,NA,2,2,2,3,1,2,2,2,NA,15,8,NA,NA,1,4,2,2,2,2,2,638,638,"Tinh Long An"
"80","802","27952","003","002","27952003002",1,4,40,99,NA,NA,2,"ST24",4,2,NA,4,4,NA,2,2,0,3,1,2,2,2,NA,7,3,NA,NA,2,1,2,2,2,2,2,537,537,"Tinh Long An"
"80","802","27952","003","003","27952003003",3,4,40,99,NA,NA,2,"5451",3,3,NA,3,4,NA,2,2,0,3,1,2,2,2,NA,11,1,NA,NA,1,1,2,1,1,99,2,537,537,"Tinh Long An"
"80","802","27952","003","005","27952003005",1,4,20,7,4,20,1,"5451",2,1,NA,3,3,NA,99,2,0,3,1,2,2,2,NA,5,8,NA,NA,1,1,2,99,99,99,2,537,537,"Tinh Long An"
"80","802","27952","003","008","27952003008",3,4,200,99,NA,NA,2,"5451",3,2,NA,3,1,NA,2,NA,0,3,1,1,2,2,NA,10,1,NA,NA,1,1,2,2,1,99,2,537,537,"Tinh Long An"
"80","802","27952","003","009","27952003009",1,4,200,8,4,200,1,"Nếp",4,3,NA,3,4,NA,2,2,1,3,1,2,2,2,NA,8,8,NA,NA,1,1,1,1,1,1,2,537,537,"Tinh Long An"
"80","802","27952","003","010","27952003010",1,4,80,9,4,80,3,"5451",2,1,NA,2,4,NA,2,2,0,3,1,2,2,2,NA,9,3,NA,NA,2,1,1,1,1,1,2,537,537,"Tinh Long An"
"80","802","27952","003","019","27952003019",3,4,40,99,NA,NA,2,"5451",3,3,NA,3,4,NA,2,2,0,3,1,2,2,2,NA,11,1,NA,NA,1,1,1,1,1,1,2,537,537,"Tinh Long An"
"80","802","27964","001","001","27964001001",3,4,200,5,4,200,2,"5451",3,3,NA,3,4,NA,2,2,0,3,1,2,2,2,NA,11,1,NA,NA,1,1,1,1,1,1,2,608,608,"Tinh Long An"
"80","802","27964","001","002","27964001002",3,4,40,6,4,40,2,"5451",3,3,NA,3,4,NA,2,2,0,3,1,2,2,2,NA,10,1,NA,NA,1,1,1,1,1,1,2,608,608,"Tinh Long An"
"80","802","27964","001","004","27964001004",1,4,20,4,4,19,1,"OM5451",6,4,NA,3,3,NA,2,2,2,2,1,2,2,2,NA,10,8,NA,NA,1,1,99,2,2,2,2,608,608,"Tinh Long An"
"80","802","27964","001","005","27964001005",1,4,40,99,NA,NA,1,"om 5451",1,1,NA,3,4,NA,2,2,2,3,1,1,2,2,NA,10,2,NA,NA,2,1,2,2,2,2,2,608,608,"Tinh Long An"
"80","802","27964","001","010","27964001010",1,4,20,4,4,20,1,"5451",3,3,NA,4,3,NA,99,2,0,3,1,2,2,2,NA,4,8,NA,NA,1,1,99,99,99,99,2,608,608,"Tinh Long An"
"80","802","27967","011","004","27967011004",1,4,150,3,4,200,2,"OM 5451",2,1,NA,2,4,NA,99,2,0,3,1,2,2,2,NA,20,2,NA,NA,2,2,1,99,1,99,2,205,205,"Tinh Long An"
"80","806","28120","009","003","28120009003",1,1,0.2,3,1,0.2,2,"RVT",4,2,NA,3,3,NA,2,2,4,3,1,2,2,2,NA,7,2,NA,NA,2,2,99,1,2,2,2,636,636,"Tinh Long An"
"80","806","28120","009","004","28120009004",1,4,50,2,4,50,3,"RVT",2,2,NA,2,3,NA,2,1,1,3,1,2,2,2,NA,9,8,NA,NA,1,4,1,2,1,2,2,636,636,"Tinh Long An"
"80","806","28120","009","007","28120009007",1,4,20,15,4,20,1,"St 25",3,1,NA,2,4,NA,2,2,1,3,1,2,2,2,NA,5,8,NA,NA,1,4,2,2,2,2,2,636,636,"Tinh Long An"
"80","806","28120","009","013","28120009013",3,1,0.02,99,NA,NA,2,"RVT",4,2,NA,3,3,NA,99,2,3,3,1,2,2,2,NA,10,8,NA,NA,1,2,99,1,2,2,2,636,636,"Tinh Long An"
"80","806","28120","009","014","28120009014",1,4,20,15,4,20,1,"tài nguyên",5,2,NA,3,4,NA,2,2,2,3,1,2,2,2,NA,5,8,NA,NA,1,1,2,2,1,2,2,636,636,"Tinh Long An"
"80","806","28132","015","001","28132015001",1,4,20,15,4,20,2,"St25",3,2,NA,3,4,NA,2,2,2,3,1,2,2,2,NA,5,8,NA,NA,1,4,2,2,2,2,2,643,643,"Tinh Long An"
