"MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","M4B11A2_C1","M4B11A2_C2A","M4B11A2_C2B","M4B11A2_C3","M4B11A2_C4A","M4B11A2_C4B","M4B11A2_C5","M4B11A2_C6","M4B11A3_C1","M4B11A3_C2","M4B11A3_C2B","M4B11A4_C1","M4B11A5_C1","M4B11A5_C1_GHIRO","M4B11A5_C3","M4B11A5_C4","M4B11A5_C5","M4B11A6_C1","M4B11A6_C21","M4B11A6_C22","M4B11A6_C23","M4B11A6_C24","M4B11A6_C24_GHIRO","M4B11A6_C3","M4B11A6_C4","M4B11A6_C4_GHIRO","M4B11A6_C5","M4B11A6_C6","M4B11A6_C7","M4B11A7_C11","M4B11A7_C12","M4B11A7_C13","M4B11A7_C14","KYDIEUTRA","WT45","wt45","Province_name"
"80","806","28132","015","002","28132015002",1,1,0.2,2,1,0.2,2,"RVT",2,2,NA,3,3,NA,2,2,3,3,1,2,2,2,NA,5,2,NA,NA,2,2,2,1,2,2,2,643,643,"Tinh Long An"
"80","806","28132","015","006","28132015006",1,4,20,15,4,20,2,"St 25",2,2,NA,2,4,NA,2,2,2,3,1,2,2,2,NA,6,8,NA,NA,1,4,2,2,2,2,2,643,643,"Tinh Long An"
"80","806","28132","015","009","28132015009",1,4,21,99,NA,NA,99,"tài nguyên",2,1,NA,2,5,"trời mưa",99,NA,0,3,1,2,2,2,NA,10,2,NA,NA,1,4,99,99,99,99,2,643,643,"Tinh Long An"
"80","806","28132","015","010","28132015010",1,4,200,10,4,20,2,"St 25",3,2,NA,2,4,NA,2,2,2,3,1,2,2,2,NA,5,8,NA,NA,1,4,2,2,2,2,2,643,643,"Tinh Long An"
"80","806","28132","015","012","28132015012",3,1,0.02,99,NA,NA,2,"st25",5,2,NA,3,3,NA,99,2,2,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,1,2,2,2,643,643,"Tinh Long An"
"80","806","28132","015","013","28132015013",1,4,20,6,4,20,3,"tài nguyên",2,2,NA,2,4,NA,2,2,1,3,1,2,2,2,NA,8,3,NA,NA,2,2,1,1,1,2,2,643,643,"Tinh Long An"
"80","806","28132","015","015","28132015015",3,1,0.19,99,NA,NA,1,"ST25",4,2,NA,3,3,NA,2,2,3,3,1,2,2,2,NA,15,8,NA,NA,1,2,2,1,2,2,2,643,643,"Tinh Long An"
"82","818","28357","008","003","28357008003",3,1,198,99,NA,NA,3,"OM380",6,4,NA,3,3,NA,2,2,0,3,1,2,2,2,NA,8,8,NA,NA,1,1,2,2,2,2,2,549,549,"Tinh Tien Giang"
"82","818","28357","008","007","28357008007",1,1,20,99,NA,NA,3,"OM380",8,4,NA,4,3,NA,2,2,0,3,1,2,2,2,NA,7,8,NA,NA,1,1,99,99,99,99,2,549,549,"Tinh Tien Giang"
"82","819","28384","002","001","28384002001",2,4,15,10,4,20,3,"ir50404",6,4,NA,3,3,NA,2,2,3,3,1,2,2,2,NA,8,8,NA,NA,1,4,2,2,2,2,2,619,619,"Tinh Tien Giang"
"82","819","28384","002","009","28384002009",2,1,12,10,1,18,1,"I R 50404",3,1,NA,3,3,NA,2,2,1,3,1,2,2,2,NA,10,8,NA,NA,1,4,1,2,1,2,2,619,619,"Tinh Tien Giang"
"82","819","28384","002","011","28384002011",1,1,9,9,1,9,1,"5004",1,1,NA,3,4,NA,2,2,2,3,1,2,2,2,NA,12,8,NA,NA,1,1,1,2,1,1,2,619,619,"Tinh Tien Giang"
"82","819","28384","002","012","28384002012",2,4,10,9,4,11,1,"OM5451",8,4,NA,4,3,NA,2,2,4,2,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,2,619,619,"Tinh Tien Giang"
"82","819","28384","002","013","28384002013",2,4,10,10,4,12,1,"IR50404",7,5,NA,4,3,NA,2,2,4,2,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,1,2,2,619,619,"Tinh Tien Giang"
"82","823","28684","019","007","28684019007",1,4,13,3,4,15,2,"Đài Thơm 8",3,2,NA,3,4,NA,2,2,2,3,1,1,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,2,575,575,"Tinh Tien Giang"
"82","823","28684","019","008","28684019008",1,4,10,7,4,13,2,"OM5451",2,2,NA,3,3,NA,2,2,3,3,1,2,2,2,NA,5,8,NA,NA,1,4,1,1,1,2,2,575,575,"Tinh Tien Giang"
"82","823","28684","019","012","28684019012",1,4,12,3,4,18,2,"VD20",3,3,NA,3,4,NA,2,2,8,3,1,1,2,2,NA,3,8,NA,NA,1,4,1,1,1,2,2,575,575,"Tinh Tien Giang"
"82","823","28684","019","013","28684019013",1,4,12,15,4,13,2,"VD20",5,2,NA,3,3,NA,2,2,1,3,1,1,2,2,NA,15,8,NA,NA,1,1,2,2,2,2,2,575,575,"Tinh Tien Giang"
"82","824","28726","013","014","28726013014",3,1,0.02,99,NA,NA,1,"st25",4,3,NA,3,3,NA,2,2,1,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,2,621,621,"Tinh Tien Giang"
"82","824","28744","019","003","28744019003",2,4,15,15,4,15,1,"ST25",3,1,NA,4,3,NA,2,2,3,3,1,2,2,2,NA,15,8,NA,NA,1,4,1,1,1,99,2,602,602,"Tinh Tien Giang"
"82","824","28744","019","004","28744019004",3,4,13,1,4,15,3,"ST25",5,4,NA,3,3,NA,2,2,3,2,1,2,2,2,NA,10,8,NA,NA,1,4,1,1,1,99,2,602,602,"Tinh Tien Giang"
"82","824","28744","019","008","28744019008",3,4,12,1,4,15,3,"ST25",3,0,2,4,3,NA,2,2,4,2,1,2,2,2,NA,15,8,NA,NA,1,1,99,99,99,99,2,602,602,"Tinh Tien Giang"
"83","836","29125","005","006","29125005006",1,4,20,3,4,20,3,"UC10",3,2,NA,3,3,NA,2,2,2,3,1,1,2,2,NA,3,3,NA,NA,2,2,2,2,2,2,2,520,520,"Tinh Ben Tre"
"83","837","29224","007","002","29224007002",1,1,120,2,1,120,1,"đài thơm 08",0,NA,2,4,3,NA,2,2,2,3,2,2,1,2,NA,NA,3,NA,NA,1,2,2,2,2,2,2,520,520,"Tinh Ben Tre"
"83","837","29224","007","005","29224007005",1,4,10,2,4,10,1,"Đài thơm 8",0,NA,1,3,5,"Nguồn nước sông tự nhiên",2,NA,2,2,2,2,1,2,NA,NA,2,NA,NA,2,1,2,2,2,2,2,520,520,"Tinh Ben Tre"
"83","837","29224","007","010","29224007010",1,4,15,2,4,15,1,"Đài thơm 8",0,NA,1,2,5,"Sông tự nhiên",2,NA,2,2,2,2,1,2,NA,NA,2,NA,NA,2,1,99,99,99,99,2,520,520,"Tinh Ben Tre"
"83","837","29224","007","014","29224007014",1,4,30,99,NA,NA,1,"Đài thơm 8",0,NA,1,2,5,"Nước sông tư nhiên",2,NA,3,2,2,2,1,2,NA,NA,2,NA,NA,2,1,99,99,99,99,2,520,520,"Tinh Ben Tre"
"84","844","29284","002","002","29284002002",1,4,17,10,4,17,1,"OM 18",5,4,NA,2,1,NA,99,NA,2,3,1,2,2,2,NA,11,8,NA,NA,1,4,99,99,99,99,2,436,436,"Tinh Tra Vinh"
"84","844","29284","002","004","29284002004",1,4,17,99,NA,NA,1,"OM18",5,4,NA,3,1,NA,99,NA,2,3,1,2,2,2,NA,10,8,NA,NA,1,4,99,99,99,99,2,436,436,"Tinh Tra Vinh"
"84","844","29284","002","009","29284002009",1,5,20,2,5,20,1,"5451",5,3,NA,2,1,NA,2,NA,0,1,1,2,2,2,NA,3,8,NA,NA,3,2,2,2,2,2,2,436,436,"Tinh Tra Vinh"
"84","844","29284","002","013","29284002013",1,5,18,2,5,18,1,"202",5,3,NA,3,1,NA,99,NA,0,1,1,2,2,2,NA,3,8,NA,NA,3,2,99,99,99,99,2,436,436,"Tinh Tra Vinh"
"84","844","29284","002","014","29284002014",1,4,15,8,4,15,1,"OM18",6,5,NA,2,1,NA,99,NA,2,3,1,2,2,2,NA,12,8,NA,NA,1,4,99,99,99,99,2,436,436,"Tinh Tra Vinh"
"84","845","29326","016","005","29326016005",1,5,80,1,5,100,3,"OM50404",3,3,NA,3,4,NA,2,2,3,3,1,2,2,2,NA,10,8,NA,NA,1,1,99,99,99,99,2,487,487,"Tinh Tra Vinh"
"84","845","29326","016","009","29326016009",1,5,25,99,NA,NA,3,"IR50404",6,4,NA,3,3,NA,2,2,0,3,1,1,2,2,NA,8,8,NA,NA,1,4,2,2,1,2,2,487,487,"Tinh Tra Vinh"
"84","845","29326","016","011","29326016011",1,5,25,1,5,25,2,"50404",8,5,NA,3,4,NA,2,2,0,3,1,2,2,2,NA,10,9,"không phỏi bán lúa ước",NA,NA,NA,1,2,1,2,2,487,487,"Tinh Tra Vinh"
"84","845","29326","016","015","29326016015",1,5,25,1,5,25,2,"ML202",8,6,NA,3,4,NA,2,2,0,3,1,1,2,2,NA,10,8,NA,NA,1,1,1,1,1,2,2,487,487,"Tinh Tra Vinh"
"84","846","29347","002","005","29347002005",5,4,8.5,1,4,8.5,1,"ML202",8,6,NA,5,3,NA,99,2,5,3,1,1,2,2,NA,8,8,NA,NA,1,1,1,1,2,99,2,488,488,"Tinh Tra Vinh"
"84","846","29347","002","010","29347002010",1,4,20,2,4,20,3,"Ỉ50404",6,6,NA,4,4,NA,2,2,2,3,1,2,2,2,NA,5,8,NA,NA,1,1,2,2,2,2,2,488,488,"Tinh Tra Vinh"
"84","846","29347","002","012","29347002012",1,4,14,3,4,20,1,"OM18",2,2,NA,2,3,NA,99,2,2,3,1,2,2,2,NA,8,8,NA,NA,1,1,2,2,2,99,2,488,488,"Tinh Tra Vinh"
"84","846","29347","002","013","29347002013",1,4,20,5,4,20,1,"504",7,5,NA,4,2,NA,2,NA,3,3,1,2,2,2,NA,5,8,NA,NA,1,1,2,1,2,2,2,488,488,"Tinh Tra Vinh"
"84","847","29383","010","003","29383010003",1,4,20,5,4,15,1,"om 18",3,2,NA,3,3,NA,2,2,1,3,1,2,2,2,NA,5,1,NA,NA,1,1,2,2,2,2,2,466,466,"Tinh Tra Vinh"
"84","847","29383","010","004","29383010004",1,4,20,5,4,15,1,"0m18",4,3,NA,3,3,NA,2,2,1,3,1,2,2,2,NA,10,8,NA,NA,1,2,2,2,2,2,2,466,466,"Tinh Tra Vinh"
"84","847","29383","010","005","29383010005",1,4,15,3,4,15,1,"om 4900",3,2,NA,3,3,NA,2,2,1,3,1,2,2,2,NA,9,1,NA,NA,1,1,2,2,2,2,2,466,466,"Tinh Tra Vinh"
"84","847","29383","010","006","29383010006",1,4,20,8,4,20,2,"OM 5451",3,1,NA,1,4,NA,2,2,3,3,1,2,2,2,NA,10,3,NA,NA,2,1,1,1,1,1,2,466,466,"Tinh Tra Vinh"
"84","847","29383","010","009","29383010009",1,4,20,8,4,20,2,"OM5451",3,1,NA,3,4,NA,2,2,3,3,1,2,2,2,NA,10,3,NA,NA,2,1,1,2,1,2,2,466,466,"Tinh Tra Vinh"
"84","847","29383","010","010","29383010010",1,4,20,4,4,20,1,"OM 5451",1,1,NA,2,4,NA,1,2,2,3,1,1,2,2,NA,10,3,NA,NA,2,1,1,2,1,2,2,466,466,"Tinh Tra Vinh"
"84","847","29404","019","001","29404019001",1,4,15,5,4,15,1,"st24",2,1,NA,2,3,NA,2,2,1,3,1,2,2,2,NA,5,1,NA,NA,1,1,2,2,2,2,2,454,454,"Tinh Tra Vinh"
"84","847","29404","019","002","29404019002",1,1,20,0,4,20,1,"OM 5451",3,2,NA,3,4,NA,99,2,2,3,1,2,2,2,NA,10,3,NA,NA,2,1,1,2,1,2,2,454,454,"Tinh Tra Vinh"
"84","847","29404","019","005","29404019005",1,4,20,3,4,15,1,"Ôm 18",2,1,NA,2,3,NA,2,2,1,3,1,2,2,2,NA,8,1,NA,NA,1,1,2,2,2,2,2,454,454,"Tinh Tra Vinh"
"84","849","29464","023","002","29464023002",1,1,20,99,NA,NA,2,"OM576",4,2,NA,3,4,NA,99,2,2,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,99,2,99,2,474,474,"Tinh Tra Vinh"
"84","849","29464","023","003","29464023003",1,1,20,3,1,20,2,"5451",3,1,NA,3,4,NA,99,2,1,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,99,2,2,2,474,474,"Tinh Tra Vinh"
"84","849","29464","023","005","29464023005",1,4,20,5,4,20,2,"OM5451",5,4,NA,3,4,NA,99,2,2,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,2,474,474,"Tinh Tra Vinh"
"84","849","29464","023","006","29464023006",1,4,20,99,NA,NA,1,"OM5451",3,3,NA,3,4,NA,99,2,1,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,2,474,474,"Tinh Tra Vinh"
"84","849","29464","023","009","29464023009",1,4,20,99,NA,NA,2,"OM5451",4,1,NA,4,4,NA,99,2,1,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,2,474,474,"Tinh Tra Vinh"
"84","849","29464","023","010","29464023010",1,4,10,3,4,20,1,"OM5451",3,2,NA,3,4,NA,99,2,2,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,2,474,474,"Tinh Tra Vinh"
"84","849","29464","023","013","29464023013",1,4,20,2,4,20,2,"OM 5451",4,1,NA,3,4,NA,99,2,1,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,99,2,99,2,474,474,"Tinh Tra Vinh"
"84","849","29464","023","014","29464023014",1,4,20,1,4,20,1,"ST24",3,2,NA,3,4,NA,99,2,2,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,2,474,474,"Tinh Tra Vinh"
"84","849","29464","023","015","29464023015",1,4,20,3,4,20,2,"OM5451",3,2,NA,3,4,NA,99,2,1,3,1,2,2,2,NA,10,8,NA,NA,1,1,99,99,99,99,2,474,474,"Tinh Tra Vinh"
"84","851","29518","012","006","29518012006",1,4,20,3,4,20,1,"451",8,6,NA,4,4,NA,99,2,0,2,1,2,2,2,NA,10,2,NA,NA,5,2,99,2,2,2,2,474,474,"Tinh Tra Vinh"
"84","851","29518","012","008","29518012008",1,4,10,99,NA,NA,1,"OM5451",3,2,NA,2,4,NA,99,2,0,3,1,2,2,2,NA,3,2,NA,NA,3,2,2,2,2,2,2,474,474,"Tinh Tra Vinh"
"84","851","29518","012","009","29518012009",1,4,10,99,NA,NA,1,"Siêu hàm châu",2,2,NA,2,4,NA,99,2,2,3,2,1,2,2,NA,5,3,NA,NA,3,2,99,99,99,99,2,474,474,"Tinh Tra Vinh"
"84","851","29518","012","010","29518012010",1,4,5,99,NA,NA,1,"OM 5451",3,1,NA,2,4,NA,99,2,0,3,1,2,2,2,NA,5,2,NA,NA,3,2,99,99,99,99,2,474,474,"Tinh Tra Vinh"
"84","851","29518","012","012","29518012012",99,4,10,99,NA,NA,1,"siêu hàm châu",2,2,NA,2,3,NA,99,2,1,3,1,2,2,2,NA,3,3,NA,NA,3,2,99,99,99,99,2,474,474,"Tinh Tra Vinh"
"84","851","29518","012","015","29518012015",99,99,0,NA,NA,NA,99,"m",3,3,NA,3,3,NA,99,2,0,3,1,2,2,2,NA,3,2,NA,NA,3,2,99,99,99,99,2,474,474,"Tinh Tra Vinh"
"86","857","29593","021","005","29593021005",1,4,20,5,4,20,1,"Đài thơm tám",4,3,NA,4,5,"Tự rút nước",1,NA,3,3,1,2,2,2,NA,15,8,NA,NA,1,4,99,99,99,99,2,411,411,"Tinh Vinh Long"
"86","857","29593","021","007","29593021007",1,4,17,99,NA,NA,1,"Đài thơm 8",6,5,NA,7,5,"Tự rút nước",1,NA,3,3,1,2,2,2,NA,15,8,NA,NA,1,4,99,99,99,99,2,411,411,"Tinh Vinh Long"
"86","857","29593","021","010","29593021010",1,4,20,3,4,15,1,"ML202",4,3,NA,4,3,NA,1,2,3,3,1,2,2,2,NA,10,8,NA,NA,1,4,1,2,1,99,2,411,411,"Tinh Vinh Long"
"86","857","29593","021","011","29593021011",1,4,15,10,4,15,1,"Đài thơm 8",4,3,NA,7,5,"dẫn nước từ đập vào",1,NA,3,3,1,2,2,2,NA,10,8,NA,NA,1,4,2,1,1,2,2,411,411,"Tinh Vinh Long"
"86","857","29593","021","013","29593021013",1,4,15,1,4,20,3,"OM18",5,4,NA,5,5,"dẫn nước từ kênh rạch vô",1,NA,4,3,1,2,2,2,NA,10,2,NA,NA,2,2,2,2,2,99,2,411,411,"Tinh Vinh Long"
"86","858","29638","009","003","29638009003",1,4,20,10,4,20,3,"ML202",6,4,NA,6,5,"Tự chủ nguồn nước",2,NA,2,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,99,2,99,2,465,465,"Tinh Vinh Long"
"86","858","29638","009","004","29638009004",1,4,20,8,4,20,3,"ML202",5,5,NA,6,5,"tự chủ nguồn nước (dở nấp quạt)",2,NA,2,3,1,2,2,2,NA,10,8,NA,NA,1,4,2,99,2,99,2,465,465,"Tinh Vinh Long"
"86","858","29638","009","005","29638009005",1,4,21,7,4,19,3,"ML202",7,5,NA,6,5,"Dở nắp quạt nước tự vô",2,NA,2,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,99,2,2,2,465,465,"Tinh Vinh Long"
"86","858","29638","009","006","29638009006",1,4,22,4,4,25,3,"Giống ML202",7,5,NA,4,5,"Nước dở nắp quạt tự vô",2,NA,2,3,1,2,2,2,NA,8,2,NA,NA,2,2,2,2,2,2,2,465,465,"Tinh Vinh Long"
"86","858","29638","009","008","29638009008",1,4,20,5,4,25,3,"Ml 202",7,6,NA,4,4,NA,2,2,2,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,2,465,465,"Tinh Vinh Long"
"86","858","29638","009","009","29638009009",1,4,20,10,4,25,3,"Ml 202",7,6,NA,4,4,NA,2,2,2,3,1,2,2,2,NA,12,8,NA,NA,1,1,2,2,2,2,2,465,465,"Tinh Vinh Long"
"86","858","29638","009","011","29638009011",1,4,20,6,4,23,3,"ML202",6,5,NA,6,5,"nguồn nước tự chủ (dở nấp quạt)",2,NA,2,3,1,2,2,2,NA,10,8,NA,NA,2,4,2,2,2,99,2,465,465,"Tinh Vinh Long"
"86","858","29638","009","012","29638009012",1,4,20,3,4,23,2,"Giống OM5451",7,5,NA,5,5,"Nước dở nắp quạt tự vô",2,NA,2,3,1,2,2,2,NA,8,2,NA,NA,2,2,2,2,2,2,2,465,465,"Tinh Vinh Long"
"86","858","29638","009","014","29638009014",1,4,20,9,4,20,3,"ML202",6,4,NA,6,5,"Tự chủ nguồn nước",2,NA,2,3,1,1,2,2,NA,11,8,NA,NA,1,4,2,99,2,99,2,465,465,"Tinh Vinh Long"
"86","859","29704","003","003","29704003003",1,4,18,7,4,20,3,"OM 5451",8,5,NA,4,3,NA,2,2,4,3,1,2,2,2,NA,9,8,NA,NA,1,4,1,1,1,1,2,496,496,"Tinh Vinh Long"
"86","859","29704","003","007","29704003007",1,1,20,10,1,20,1,"ML202",6,3,NA,3,4,NA,2,2,3,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,1,1,99,2,496,496,"Tinh Vinh Long"
"86","859","29704","003","011","29704003011",1,4,18,8,4,20,1,"ML 202",8,5,NA,3,3,NA,2,2,4,3,1,2,2,2,NA,10,2,NA,NA,2,2,1,1,1,1,2,496,496,"Tinh Vinh Long"
"86","860","29734","012","001","29734012001",1,4,15,20,NA,NA,1,"lài thơm 8",5,4,NA,7,5,"tự khai",2,NA,3,3,1,2,2,2,NA,15,2,NA,NA,2,2,2,2,1,2,2,454,454,"Tinh Vinh Long"
"86","860","29734","012","002","29734012002",1,4,14,30,NA,NA,1,"lài thơm 8",5,3,NA,6,5,"tự khai",2,NA,2,3,1,2,2,2,NA,15,8,NA,NA,1,1,2,2,2,2,2,454,454,"Tinh Vinh Long"
"86","860","29734","012","005","29734012005",1,4,20,20,NA,NA,1,"lài thơm 8",6,4,NA,7,5,"tự khai",2,NA,3,3,1,2,2,2,NA,20,8,NA,NA,1,4,2,2,2,2,2,454,454,"Tinh Vinh Long"
"86","860","29734","012","007","29734012007",2,4,14,5,4,18,1,"lài thơm 8",4,4,NA,6,5,"tự khai",2,NA,3,3,1,2,2,2,NA,15,1,NA,NA,1,1,2,2,2,2,2,454,454,"Tinh Vinh Long"
"86","860","29734","012","010","29734012010",1,4,15,10,4,20,1,"Đài thơm 8",6,4,NA,3,5,"nước sông",2,NA,3,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,2,454,454,"Tinh Vinh Long"
"86","860","29734","012","011","29734012011",1,4,20,99,NA,NA,1,"OM 18",6,3,NA,8,5,"tự tháo nước",99,NA,4,3,1,2,2,2,NA,15,8,NA,NA,1,1,99,99,99,2,2,454,454,"Tinh Vinh Long"
"86","860","29734","012","013","29734012013",1,4,14,99,NA,NA,3,"đài thơm 8",4,3,NA,7,5,"tự tháo nước",99,NA,4,3,1,2,2,2,NA,20,8,NA,NA,1,1,99,99,99,99,2,454,454,"Tinh Vinh Long"
"86","860","29734","012","014","29734012014",1,4,15,99,NA,NA,1,"OM 18",6,4,NA,9,5,"tự tháo nước",99,NA,4,3,1,2,2,2,NA,23,2,NA,NA,2,2,99,99,99,99,2,454,454,"Tinh Vinh Long"
"86","860","29734","012","015","29734012015",1,4,15,99,NA,NA,1,"OM 6976",5,4,NA,5,5,"tự tháo nước",99,NA,3,3,1,2,2,2,NA,22,8,NA,NA,1,1,99,2,2,2,2,454,454,"Tinh Vinh Long"
"86","860","29755","010","001","29755010001",1,4,20,99,NA,NA,1,"Thơm lài",5,4,NA,4,5,"Tự rút nước",1,NA,1,3,1,1,2,2,NA,15,8,NA,NA,1,4,2,2,99,99,2,470,470,"Tinh Vinh Long"
"86","860","29755","010","002","29755010002",1,4,20,99,NA,NA,1,"OE 18",6,5,NA,4,5,"Tự tháo nước",1,NA,2,3,1,1,2,2,NA,15,8,NA,NA,1,4,2,2,2,2,2,470,470,"Tinh Vinh Long"
"86","860","29755","010","005","29755010005",1,4,20,99,NA,NA,1,"OM 18",4,3,NA,3,5,"Tự rút nước",1,NA,1,3,1,1,2,2,NA,15,8,NA,NA,1,4,99,99,99,99,2,470,470,"Tinh Vinh Long"
"86","863","29779","007","005","29779007005",1,4,20,15,4,20,1,"ML202",6,4,NA,7,5,"Nước sông",2,NA,4,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,2,478,478,"Tinh Vinh Long"
"86","863","29779","007","015","29779007015",1,1,20,10,1,20,1,"ML202",8,7,NA,3,4,NA,99,2,2,3,1,2,2,2,NA,10,8,NA,NA,1,1,1,99,1,2,2,478,478,"Tinh Vinh Long"
"87","866","29863","017","001","29863017001",2,4,16.6,12,4,20,1,"lài thơm",6,3,NA,3,1,NA,2,NA,3,3,1,2,2,2,NA,20,8,NA,NA,1,1,1,99,2,99,2,605,605,"Tinh Dong Thap"
"87","866","29863","017","002","29863017002",1,4,18,18,4,20,1,"om18",6,3,NA,4,3,NA,2,2,2,3,1,2,2,2,NA,20,8,NA,NA,1,1,2,2,2,2,2,605,605,"Tinh Dong Thap"
"87","866","29863","017","004","29863017004",1,5,20,15,5,30,1,"OM18",5,4,NA,3,3,NA,2,2,2,3,1,2,2,2,NA,15,8,NA,NA,1,4,2,2,1,99,2,605,605,"Tinh Dong Thap"
"87","866","29863","017","005","29863017005",2,5,20,2,5,20,1,"OM18",4,4,NA,3,1,NA,2,NA,2,3,1,2,2,2,NA,2,8,NA,NA,1,4,2,2,1,2,2,605,605,"Tinh Dong Thap"
"87","866","29863","017","007","29863017007",99,4,20,99,NA,NA,2,"504",8,6,NA,3,1,NA,99,NA,0,3,1,2,2,2,NA,5,8,NA,NA,1,4,99,99,2,2,2,605,605,"Tinh Dong Thap"
"87","866","29863","017","010","29863017010",3,4,14,12,4,14,1,"om 18",4,4,NA,4,1,NA,2,NA,2,3,1,2,2,2,NA,12,8,NA,NA,1,4,1,2,1,2,2,605,605,"Tinh Dong Thap"
"87","869","29932","024","004","29932024004",3,5,20,2,5,22,1,"nếp long an",5,2,NA,4,1,NA,2,NA,4,3,1,1,2,2,NA,7,8,NA,NA,1,4,2,2,2,2,2,564,564,"Tinh Dong Thap"
"87","869","29932","024","005","29932024005",3,5,18,5,5,20,1,"Nếp",6,3,NA,4,1,NA,2,NA,1,3,1,2,2,2,NA,5,8,NA,NA,1,1,2,2,1,2,2,564,564,"Tinh Dong Thap"
"87","869","29932","024","011","29932024011",3,4,18,5,4,20,1,"nếp",6,3,NA,4,1,NA,2,NA,1,3,1,2,2,2,NA,5,8,NA,NA,1,1,2,99,1,99,2,564,564,"Tinh Dong Thap"
"87","869","29941","014","001","29941014001",3,5,22,7,5,25,1,"nếp long an",7,5,NA,5,1,NA,2,NA,4,3,1,2,2,2,NA,8,8,NA,NA,1,1,2,2,2,2,2,541,541,"Tinh Dong Thap"
"87","869","29941","014","002","29941014002",3,4,180,7,4,200,1,"nếp",6,3,NA,4,2,NA,2,NA,1,3,1,2,2,2,NA,7,8,NA,NA,1,1,2,2,1,2,2,541,541,"Tinh Dong Thap"
"87","869","29941","014","003","29941014003",3,5,22,6,5,27,1,"nếp long an",6,5,NA,5,1,NA,2,NA,3,3,1,2,2,2,NA,8,8,NA,NA,1,1,2,2,2,2,2,541,541,"Tinh Dong Thap"
"87","869","29941","014","006","29941014006",3,5,22,5,5,28,1,"Nếp",5,3,NA,4,5,"đường nước tư nhân",2,NA,4,3,1,2,2,2,NA,8,8,NA,NA,1,1,2,99,2,99,2,541,541,"Tinh Dong Thap"
"87","869","29941","014","018","29941014018",3,5,20,10,5,20,1,"nếp",6,3,NA,4,2,NA,2,NA,1,3,1,2,2,2,NA,7,8,NA,NA,1,1,2,2,1,2,2,541,541,"Tinh Dong Thap"
"87","869","29941","014","020","29941014020",1,5,23,2,5,26,1,"OM 4900",4,2,NA,5,5,"đường nước tư nhân",2,NA,3,3,1,2,2,2,NA,8,3,NA,NA,2,2,2,99,2,99,2,541,541,"Tinh Dong Thap"
"87","868","29955","017","009","29955017009",1,5,22,10,5,25,1,"OM5451",7,4,NA,3,1,NA,1,NA,3,3,1,2,2,2,NA,18,8,NA,NA,1,4,1,1,1,1,2,602,602,"Tinh Dong Thap"
"87","868","29955","017","016","29955017016",1,5,22,10,5,25,1,"0M4900",7,4,NA,3,3,NA,1,2,3,3,1,2,2,2,NA,17,8,NA,NA,1,4,1,1,1,1,2,602,602,"Tinh Dong Thap"
"87","870","29992","033","010","29992033010",3,4,15,99,NA,NA,1,"đài thơm 8",6,2,NA,3,1,NA,99,NA,0,3,1,2,2,2,NA,20,8,NA,NA,1,1,1,1,1,1,2,551,551,"Tinh Dong Thap"
"87","871","30019","001","006","30019001006",1,4,16,2,4,18,1,"Đài Thơm 8",4,3,NA,4,1,NA,2,NA,3,3,1,2,2,2,NA,8,8,NA,NA,1,1,1,1,1,2,2,551,551,"Tinh Dong Thap"
"87","871","30019","001","008","30019001008",1,4,17,2,4,18,1,"nếp long an",4,3,NA,4,1,NA,2,NA,4,3,1,2,2,2,NA,8,8,NA,NA,1,4,1,2,1,2,2,551,551,"Tinh Dong Thap"
"87","871","30019","001","009","30019001009",3,4,17,2,4,18,1,"nếp long an",4,4,NA,4,1,NA,2,NA,3,3,1,2,2,2,NA,10,8,NA,NA,1,1,1,1,1,2,2,551,551,"Tinh Dong Thap"
"87","871","30019","001","012","30019001012",1,4,18,3,4,20,1,"đài thơm 8",4,4,NA,4,1,NA,2,NA,3,3,1,2,2,2,NA,8,8,NA,NA,1,1,99,99,1,99,2,551,551,"Tinh Dong Thap"
"87","871","30019","001","014","30019001014",3,4,16,2,4,18,1,"OM5451",4,3,NA,3,1,NA,2,NA,3,3,1,2,2,2,NA,5,8,NA,NA,1,1,2,1,1,99,2,551,551,"Tinh Dong Thap"
