"IDHO","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B11_MA","M4B11_C3","M4B11_C3AD","M4B11_C3AM","M4B11_C3AY","M4B11_C3B","M4B11_C4","M4B11_C5","wt45"
"14452004002","37","372","14452","004","002",10,2,3600,5,1,2022,NA,2500,18800,465
"14452004008","37","372","14452","004","008",10,2,1800,28,12,2021,NA,1200,9600,465
"14452004008","37","372","14452","004","008",10,4,1800,20,6,2021,NA,850,6375,465
"14452004018","37","372","14452","004","018",10,2,360,22,12,2021,NA,200,1600,465
"14452004019","37","372","14452","004","019",10,2,2520,25,12,2021,NA,1470,11760,465
"14452004019","37","372","14452","004","019",10,4,2520,22,6,2021,NA,1190,8925,465
"14452004020","37","372","14452","004","020",10,2,1800,27,12,2021,NA,1000,8000,465
"14452004020","37","372","14452","004","020",10,4,1800,18,6,2021,NA,750,5625,465
"14455009004","37","372","14455","009","004",8,2,2520,26,12,2021,NA,1540,12320,488
"14455009004","37","372","14455","009","004",8,4,2520,22,6,2021,NA,1190,8925,488
"14455009005","37","372","14455","009","005",8,2,3600,27,12,2021,NA,2300,18400,488
"14455009005","37","372","14455","009","005",8,4,1440,28,6,2022,NA,700,5250,488
"14455009007","37","372","14455","009","007",8,2,1080,27,12,2021,NA,630,5040,488
"14455009007","37","372","14455","009","007",8,4,1080,20,6,2021,NA,540,4050,488
"14455009008","37","372","14455","009","008",8,2,3600,28,12,2021,NA,2400,19200,488
"14455009011","37","372","14455","009","011",8,2,3600,25,12,2021,NA,2000,16000,488
"14455009011","37","372","14455","009","011",8,4,1080,15,6,2021,NA,510,3825,488
"14455009012","37","372","14455","009","012",8,2,1800,25,12,2021,NA,1050,8400,488
"14455009012","37","372","14455","009","012",8,4,960,20,6,2021,NA,480,3600,488
"14455009012","37","372","14455","009","012",8,6,120,20,6,2021,NA,35,315,488
"14455009014","37","372","14455","009","014",8,2,1080,25,12,2021,NA,600,4800,488
"14455009014","37","372","14455","009","014",8,4,720,15,6,2021,NA,340,2550,488
"14455009014","37","372","14455","009","014",8,6,1080,25,12,2021,NA,360,3240,488
"14455009015","37","372","14455","009","015",8,2,3600,5,1,2022,NA,2500,18000,488
"14455009015","37","372","14455","009","015",8,4,2880,22,6,2022,NA,1600,12000,488
"14476014001","37","373","14476","014","001",7,2,1680,4,2,2022,NA,1027,7701,449
"14476014001","37","373","14476","014","001",7,4,1680,8,7,2021,NA,747,5600,449
"14476014002","37","373","14476","014","002",7,2,1800,4,2,2022,NA,1150,8625,449
"14476014002","37","373","14476","014","002",7,4,1800,8,7,2021,NA,800,6000,449
"14476014003","37","373","14476","014","003",7,2,3240,4,2,2022,NA,1980,14850,449
"14476014003","37","373","14476","014","003",7,4,1800,8,7,2021,NA,800,6000,449
"14476014003","37","373","14476","014","003",7,6,240,8,7,2021,NA,93,783,449
"14476014004","37","373","14476","014","004",7,1,1080,NA,NA,NA,NA,510,3825,449
"14476014006","37","373","14476","014","006",7,1,3960,NA,NA,NA,NA,1925,14437,449
"14476014006","37","373","14476","014","006",7,6,360,4,2,2022,NA,165,1386,449
"14476014007","37","373","14476","014","007",7,2,1080,4,2,2022,NA,600,4500,449
"14476014007","37","373","14476","014","007",7,4,1080,8,7,2021,NA,450,3375,449
"14476014009","37","373","14476","014","009",7,2,1440,4,2,2022,NA,800,6000,449
"14476014009","37","373","14476","014","009",7,4,600,8,7,2021,NA,600,4500,449
"14476014010","37","373","14476","014","010",7,2,2785,8,7,2022,NA,1610,12075,449
"14476014010","37","373","14476","014","010",7,4,2785,4,2,2021,NA,1218,9385,449
"14476014010","37","373","14476","014","010",7,6,265,4,2,2021,NA,169,1420,449
"14476014011","37","373","14476","014","011",7,2,8640,4,2,2022,NA,2070,15900,449
"14476014011","37","373","14476","014","011",7,4,8640,8,7,2021,NA,2565,19237,449
"14476014011","37","373","14476","014","011",7,6,2160,4,2,2022,NA,1020,8400,449
"14476014012","37","373","14476","014","012",7,2,720,5,2,2022,NA,460,3450,449
"14476014012","37","373","14476","014","012",7,4,720,10,7,2021,NA,360,2700,449
"14476014012","37","373","14476","014","012",7,6,48,15,7,2021,NA,15,126,449
"14476014013","37","373","14476","014","013",7,2,720,4,2,2022,NA,400,3000,449
"14476014013","37","373","14476","014","013",7,4,720,8,7,2021,NA,300,2250,449
"14476014014","37","373","14476","014","014",7,2,1440,6,2,2022,NA,960,7200,449
"14476014014","37","373","14476","014","014",7,6,120,12,2,2022,NA,28,235,449
"14476014015","37","373","14476","014","015",7,2,480,5,2,2022,NA,295,2213,449
"14476014015","37","373","14476","014","015",7,4,480,8,7,2021,NA,240,1800,449
"14488009001","37","373","14488","009","001",1,2,2736,15,2,2021,NA,1748,13110,238
"14488009001","37","373","14488","009","001",1,4,936,16,7,2021,NA,442,3315,238
"14488009001","37","373","14488","009","001",1,6,1800,20,7,2021,NA,725,6090,238
"14488009004","37","373","14488","009","004",1,1,3600,NA,NA,NA,NA,2034,15255,238
"14488009005","37","373","14488","009","005",1,1,3600,NA,NA,NA,NA,2034,15255,238
"14488009005","37","373","14488","009","005",1,6,1440,5,2,2021,NA,814,6834,238
"14488009007","37","373","14488","009","007",1,2,720,7,2,2021,NA,400,3000,238
"14488009008","37","373","14488","009","008",1,2,2520,15,2,2021,NA,1582,11865,238
"14488009008","37","373","14488","009","008",1,4,2160,16,7,2021,NA,960,7200,238
"14488009008","37","373","14488","009","008",1,6,1080,12,7,2021,NA,470,3968,238
"14488009009","37","373","14488","009","009",1,2,1440,10,2,2021,NA,880,6600,238
"14488009009","37","373","14488","009","009",1,4,1440,7,7,2021,NA,660,4950,238
"14488009010","37","373","14488","009","010",1,2,2520,8,2,2021,NA,1600,12250,238
"14488009010","37","373","14488","009","010",1,4,3240,9,7,2021,NA,1440,10800,238
"14488009010","37","373","14488","009","010",1,6,720,9,2,2021,NA,330,2772,238
"14488009014","37","373","14488","009","014",1,2,768,15,2,2021,NA,506,3795,238
"14488009014","37","373","14488","009","014",1,4,768,20,7,2021,NA,286,2145,238
"14488009014","37","373","14488","009","014",1,6,120,25,7,2021,NA,90,810,238
"14524004003","37","373","14524","004","003",8,2,1440,4,2,2022,NA,800,6000,455
"14524004004","37","373","14524","004","004",8,6,15480,6,2,2022,NA,9460,75680,455
"14524004004","37","373","14524","004","004",8,7,18000,6,2,2022,NA,10500,94500,455
"14524004005","37","373","14524","004","005",8,2,2880,10,2,2022,NA,2000,15000,455
"14524004006","37","373","14524","004","006",8,2,1080,10,2,2022,NA,690,5175,455
"14524004007","37","373","14524","004","007",8,2,1800,10,2,2022,NA,1150,8625,455
"14524004010","37","373","14524","004","010",8,2,1800,12,2,2022,NA,1150,8625,455
"14524004010","37","373","14524","004","010",8,6,72,18,2,2022,NA,30,252,455
"14524004014","37","373","14524","004","014",8,2,2160,4,2,2022,NA,1320,9900,455
"14530005001","37","374","14530","005","001",5,2,1440,16,2,2021,NA,1000,6700,449
"14530005001","37","374","14530","005","001",5,4,1440,21,7,2021,NA,780,5070,449
"14530005004","37","374","14530","005","004",5,2,2520,16,2,2021,NA,1800,11800,449
"14530005004","37","374","14530","005","004",5,4,2520,20,7,2021,NA,1400,8750,449
"14530005005","37","374","14530","005","005",5,2,1440,16,2,2021,NA,980,6600,449
"14530005005","37","374","14530","005","005",5,4,1440,22,7,2021,NA,780,5000,449
"14530005007","37","374","14530","005","007",5,2,1800,18,2,2021,NA,1228,8590,449
"14530005007","37","374","14530","005","007",5,4,1800,22,7,2021,NA,1005,6530,449
"14530005008","37","374","14530","005","008",5,2,480,17,2,2021,NA,480,3360,449
"14530005008","37","374","14530","005","008",5,4,720,22,7,2021,NA,400,2600,449
"14530005009","37","374","14530","005","009",5,2,1440,18,2,2021,NA,960,6720,449
"14530005009","37","374","14530","005","009",5,4,1440,22,7,2021,NA,800,5200,449
"14530005010","37","374","14530","005","010",5,2,540,17,2,2021,NA,360,2520,449
"14530005010","37","374","14530","005","010",5,4,540,22,7,2021,NA,300,1950,449
"14530005011","37","374","14530","005","011",5,2,1080,16,2,2021,NA,730,5110,449
"14530005011","37","374","14530","005","011",5,4,1080,21,7,2021,NA,605,3932,449
"14530005012","37","374","14530","005","012",5,2,1080,15,2,2021,NA,740,4800,449
"14530005012","37","374","14530","005","012",5,4,960,20,7,2021,NA,550,3360,449
"14530005012","37","374","14530","005","012",5,6,120,20,7,2021,NA,70,550,449
"14530005013","37","374","14530","005","013",5,2,900,16,2,2021,NA,620,4300,449
"14530005013","37","374","14530","005","013",5,4,900,20,7,2021,NA,515,3300,449
"14536010001","37","374","14536","010","001",9,2,1440,16,2,2022,NA,1100,6800,457
"14536010001","37","374","14536","010","001",9,4,1440,20,7,2021,NA,780,5100,457
"14536010002","37","374","14536","010","002",9,2,576,14,2,2022,NA,400,2680,457
"14536010002","37","374","14536","010","002",9,4,576,24,7,2022,NA,300,1950,457
"14536010003","37","374","14536","010","003",9,2,576,17,2,2022,NA,400,2700,457
"14536010003","37","374","14536","010","003",9,4,576,21,7,2021,NA,300,1900,457
"14536010004","37","374","14536","010","004",9,2,2100,15,2,2022,NA,1230,8250,457
"14536010004","37","374","14536","010","004",9,4,2100,22,7,2022,NA,910,5915,457
"14536010005","37","374","14536","010","005",9,2,1152,15,2,2022,NA,820,5400,457
"14536010005","37","374","14536","010","005",9,4,1152,20,7,2021,NA,610,4000,457
"14536010007","37","374","14536","010","007",9,2,1980,18,2,2022,NA,1335,8945,457
"14536010007","37","374","14536","010","007",9,4,1980,23,7,2022,NA,1110,7215,457
"14536010008","37","374","14536","010","008",9,2,1080,17,2,2022,NA,760,5092,457
"14536010008","37","374","14536","010","008",9,4,1080,22,7,2022,NA,580,3770,457
"14536010010","37","374","14536","010","010",9,2,2160,15,2,2022,NA,1530,10260,457
"14536010010","37","374","14536","010","010",9,4,2160,20,7,2021,NA,1160,7500,457
"14536010012","37","374","14536","010","012",9,2,1800,18,2,2022,NA,1270,8520,457
"14536010012","37","374","14536","010","012",9,4,1800,22,7,2022,NA,960,6240,457
"14536010013","37","374","14536","010","013",9,2,936,15,2,2022,NA,680,4400,457
"14536010013","37","374","14536","010","013",9,4,936,20,7,2021,NA,500,3300,457
"14536010014","37","374","14536","010","014",9,2,792,20,2,2022,NA,535,3590,457
"14536010014","37","374","14536","010","014",9,4,792,22,7,2022,NA,445,2895,457
"14536010016","37","374","14536","010","016",9,2,3600,16,2,2022,NA,2430,16280,457
"14536010016","37","374","14536","010","016",9,4,3600,23,7,2022,NA,2016,13105,457
"14542010001","37","374","14542","010","001",11,2,648,13,2,2022,NA,430,3010,526
"14542010001","37","374","14542","010","001",11,4,648,18,7,2022,NA,330,2245,526
"14542010004","37","374","14542","010","004",11,2,1800,15,2,2022,NA,1215,8505,526
"14542010004","37","374","14542","010","004",11,4,1800,20,7,2022,NA,950,6460,526
"14542010005","37","374","14542","010","005",11,2,1440,15,2,2022,NA,1020,6850,526
"14542010005","37","374","14542","010","005",11,4,1440,20,7,2022,NA,770,5000,526
"14542010006","37","374","14542","010","006",11,2,1908,13,2,2022,NA,1290,9030,526
"14542010006","37","374","14542","010","006",11,4,1908,18,7,2022,NA,1002,7014,526
"14542010008","37","374","14542","010","008",11,2,1989,15,2,2022,NA,1345,9415,526
"14542010008","37","374","14542","010","008",11,4,1989,20,7,2022,NA,1036,7045,526
"14542010009","37","374","14542","010","009",11,2,1008,15,2,2022,NA,720,4800,526
"14542010009","37","374","14542","010","009",11,4,1008,20,7,2022,NA,540,3500,526
"14542010011","37","374","14542","010","011",11,2,1260,15,2,2022,NA,900,6000,526
"14542010011","37","374","14542","010","011",11,4,1260,20,7,2022,NA,680,4400,526
"14542010012","37","374","14542","010","012",11,2,1536,13,2,2022,NA,1030,7210,526
"14542010012","37","374","14542","010","012",11,4,1536,21,7,2022,NA,1536,5440,526
"14542010014","37","374","14542","010","014",11,2,1080,15,2,2022,NA,770,5200,526
"14542010014","37","374","14542","010","014",11,4,1080,20,7,2022,NA,580,3750,526
"14542010015","37","374","14542","010","015",11,2,2160,15,2,2022,NA,1530,10300,526
"14542010015","37","374","14542","010","015",11,4,2040,20,7,2022,NA,1100,7100,526
"14542010015","37","374","14542","010","015",11,6,120,20,7,2022,NA,60,500,526
"14569011002","37","375","14569","011","002",11,1,7776,NA,NA,NA,NA,4288,28740,558
"14569011003","37","375","14569","011","003",11,1,1440,NA,NA,NA,NA,840,7338,558
"14569011004","37","375","14569","011","004",11,1,4320,NA,NA,NA,NA,2322,13060,558
"14569011005","37","375","14569","011","005",11,1,3600,NA,NA,NA,NA,2000,17233,558
"14569011006","37","375","14569","011","006",11,7,8640,10,6,2022,NA,4440,35520,558
"14569011007","37","375","14569","011","007",11,7,1440,11,6,2022,NA,756,6048,558
"14569011008","37","375","14569","011","008",11,7,10800,10,6,2022,NA,5580,44640,558
"14569011009","37","375","14569","011","009",11,7,7200,12,6,2022,NA,3760,30080,558
"14569011011","37","375","14569","011","011",11,7,3600,10,6,2022,NA,2000,17000,558
"14569011014","37","375","14569","011","014",11,7,4320,8,6,2022,NA,2400,20400,558
"14569011015","37","375","14569","011","015",11,7,7344,10,6,2022,NA,3795,30355,558
"14572006001","37","375","14572","006","001",4,6,1440,5,5,2021,1,840,6480,448
"14572006001","37","375","14572","006","001",4,7,6840,15,1,2021,1,3548,29418,448
"14572006002","37","375","14572","006","002",4,7,3600,16,1,2021,1,1950,16575,448
"14572006004","37","375","14572","006","004",4,7,4320,17,1,2021,1,2270,19350,448
"14572006005","37","375","14572","006","005",4,7,2880,17,1,2021,1,1530,12990,448
"14572006006","37","375","14572","006","006",4,6,1440,7,1,2022,1,724,6576,448
"14572006006","37","375","14572","006","006",4,7,3240,7,1,2022,1,1755,15795,448
"14572006007","37","375","14572","006","007",4,6,360,7,1,2022,1,180,1680,448
"14572006007","37","375","14572","006","007",4,7,3960,7,1,2022,1,2090,18810,448
"14572006008","37","375","14572","006","008",4,7,2880,7,1,2022,1,1536,13324,448
"14572006009","37","375","14572","006","009",4,7,3600,7,1,2022,1,1820,16380,448
"14572006011","37","375","14572","006","011",4,1,2880,NA,NA,NA,NA,1716,16702,448
"14572006012","37","375","14572","006","012",4,1,2880,NA,NA,NA,NA,1656,14466,448
"14572006013","37","375","14572","006","013",4,1,2160,NA,NA,NA,NA,1257,10981,448
"14572006015","37","375","14572","006","015",4,1,2160,NA,NA,NA,NA,1317,11219,448
"14593012001","37","375","14593","012","001",2,1,3600,NA,NA,NA,NA,2100,17850,485
"14593012002","37","375","14593","012","002",2,1,8640,NA,NA,NA,NA,5040,42840,485
"14593012003","37","375","14593","012","003",2,1,3240,NA,NA,NA,NA,1868,15870,485
"14593012005","37","375","14593","012","005",2,1,3960,NA,NA,NA,NA,2299,19542,485
"14593012006","37","375","14593","012","006",2,1,1440,NA,NA,NA,NA,820,6970,485
"14593012007","37","375","14593","012","007",2,1,5760,NA,NA,NA,NA,3320,28220,485
"14593012008","37","375","14593","012","008",2,1,7320,NA,NA,NA,NA,4270,36295,485
"14593012009","37","375","14593","012","009",2,1,5400,NA,NA,NA,NA,3150,26770,485
"14593012010","37","375","14593","012","010",2,1,8640,NA,NA,NA,NA,5160,42900,485
"14593012011","37","375","14593","012","011",2,1,6720,NA,NA,NA,NA,3873,32923,485
"14593012013","37","375","14593","012","013",2,1,7200,NA,NA,NA,NA,4200,35700,485
"14593012015","37","375","14593","012","015",2,1,9360,NA,NA,NA,NA,5460,46410,485
"14596014001","37","375","14596","014","001",3,1,5040,NA,NA,NA,NA,2660,19950,421
"14596014002","37","375","14596","014","002",3,1,2160,NA,NA,NA,NA,1212,9090,421
"14596014002","37","375","14596","014","002",3,6,1080,6,1,2021,1,570,4845,421
"14596014002","37","375","14596","014","002",3,7,6120,6,1,2021,1,3230,28101,421
"14596014003","37","375","14596","014","003",3,1,2880,NA,NA,NA,NA,1600,12120,421
"14596014004","37","375","14596","014","004",3,1,3600,NA,NA,NA,NA,1920,14400,421
"14596014007","37","375","14596","014","007",3,1,7740,NA,NA,NA,NA,4602,44791,421
"14596014008","37","375","14596","014","008",3,1,3240,NA,NA,NA,NA,1929,16238,421
"14596014009","37","375","14596","014","009",3,1,4320,NA,NA,NA,NA,2484,21699,421
"14596014012","37","375","14596","014","012",3,7,3600,3,2,2021,NA,2100,17850,421
"14596014013","37","375","14596","014","013",3,7,6120,3,2,2021,NA,3500,29750,421
"14608018001","37","375","14608","018","001",2,1,1440,NA,NA,NA,NA,1440,5675,428
"14608018002","37","375","14608","018","002",2,1,1080,NA,NA,NA,NA,654,6365,428
"14608018003","37","375","14608","018","003",2,1,3600,NA,NA,NA,NA,2250,20173,428
"14608018004","37","375","14608","018","004",2,1,720,NA,NA,NA,NA,415,4039,428
"14608018005","37","375","14608","018","005",2,1,15120,NA,NA,NA,NA,9156,89115,428
"14608018007","37","375","14608","018","007",2,1,18000,NA,NA,NA,NA,10900,98100,428
"14608018009","37","375","14608","018","009",2,1,2880,NA,NA,NA,NA,1744,15174,428
"14608018010","37","375","14608","018","010",2,1,2160,NA,NA,NA,NA,1350,11413,428
"14608018011","37","375","14608","018","011",2,1,4320,NA,NA,NA,NA,2472,21593,428
"14608018012","37","375","14608","018","012",2,1,3600,NA,NA,NA,NA,2250,19020,428
"14608018014","37","375","14608","018","014",2,1,3600,NA,NA,NA,NA,2255,18930,428
"14608018015","37","375","14608","018","015",2,1,2160,NA,NA,NA,NA,1356,9221,428
"14611006004","37","375","14611","006","004",12,7,5760,8,6,2022,NA,3450,29240,438
"14611006006","37","375","14611","006","006",12,7,7200,12,6,2022,NA,4250,36550,438
"14611006007","37","375","14611","006","007",12,7,2880,12,6,2022,NA,1660,14100,438
"14611006008","37","375","14611","006","008",12,7,4320,12,6,2022,NA,2376,19008,438
"14611006009","37","375","14611","006","009",12,7,2160,14,6,2022,NA,1140,9234,438
"14611006011","37","375","14611","006","011",12,7,5040,15,6,2022,NA,2744,22226,438
"14614007001","37","375","14614","007","001",6,1,3600,NA,NA,NA,NA,2070,18082,450
"14614007002","37","375","14614","007","002",6,1,1440,NA,NA,NA,NA,868,7538,450
"14614007003","37","375","14614","007","003",6,1,3600,NA,NA,NA,NA,2100,18344,450
"14614007004","37","375","14614","007","004",6,1,1224,NA,NA,NA,NA,726,7065,450
"14614007005","37","375","14614","007","005",6,1,4680,NA,NA,NA,NA,2704,23624,450
"14614007006","37","375","14614","007","006",6,7,3960,15,6,2021,NA,2100,17900,450
"14614007007","37","375","14614","007","007",6,7,7200,14,6,2021,NA,3888,33050,450
"14614007008","37","375","14614","007","008",6,7,11760,14,6,2021,NA,6391,54350,450
"14614007009","37","375","14614","007","009",6,7,1440,15,6,2021,NA,748,6358,450
"14614007010","37","375","14614","007","010",6,7,4320,14,6,2021,NA,2330,19800,450
"14614007012","37","375","14614","007","012",6,7,5400,7,1,2022,1,3075,27675,450
"14614007013","37","375","14614","007","013",6,7,7200,7,1,2022,1,4060,36040,450
"14614007014","37","375","14614","007","014",6,7,5760,7,1,2022,1,3184,28656,450
"14623006002","37","376","14623","006","002",7,7,3600,23,7,2021,NA,1700,14450,503
"14623006009","37","376","14623","006","009",7,7,3600,22,7,2021,NA,1700,14450,503
"14623006010","37","376","14623","006","010",7,7,5040,24,7,2021,NA,2380,20230,503
"14623006013","37","376","14623","006","013",7,7,12600,2,7,2022,NA,6300,56700,503
"14623006014","37","376","14623","006","014",7,7,21600,20,6,2021,NA,12300,110700,503
"14641001002","37","376","14641","001","002",1,6,1080,28,6,2021,NA,540,5130,357
"14641001002","37","376","14641","001","002",1,7,1080,29,6,2021,NA,540,4590,357
"14641001003","37","376","14641","001","003",1,1,2520,NA,NA,NA,NA,1400,9800,357
"14641001003","37","376","14641","001","003",1,6,5400,29,6,2021,NA,2700,25650,357
"14641001003","37","376","14641","001","003",1,7,2880,30,6,2021,NA,1440,12240,357
"14641001004","37","376","14641","001","004",1,1,2880,NA,NA,NA,NA,1600,11200,357
"14641001004","37","376","14641","001","004",1,6,5760,26,6,2021,NA,2880,27360,357
"14641001004","37","376","14641","001","004",1,7,2880,28,6,2021,NA,1440,12240,357
"14641001005","37","376","14641","001","005",1,1,2880,NA,NA,NA,NA,1760,12320,357
"14641001005","37","376","14641","001","005",1,6,7920,28,6,2021,NA,4400,41800,357
"14641001005","37","376","14641","001","005",1,7,5040,28,6,2021,NA,2520,21420,357
"14641001006","37","376","14641","001","006",1,6,2880,26,6,2021,NA,2520,23940,357
"14641001006","37","376","14641","001","006",1,7,2880,28,6,2021,NA,1600,13600,357
"14641001007","37","376","14641","001","007",1,2,25200,25,1,2021,NA,13860,97020,357
"14641001007","37","376","14641","001","007",1,6,64800,25,1,2021,NA,27000,264600,357
"14641001007","37","376","14641","001","007",1,7,18000,25,1,2021,NA,74375,74375,357
"14641001008","37","376","14641","001","008",1,6,5040,29,6,2021,NA,2520,23940,357
"14641001008","37","376","14641","001","008",1,7,2160,25,1,2021,NA,1200,10200,357
"14641001009","37","376","14641","001","009",1,7,648,28,6,2021,1,324,2754,357
"14641001010","37","376","14641","001","010",1,2,6840,25,1,2021,NA,3705,25935,357
"14641001010","37","376","14641","001","010",1,6,6840,28,6,2021,NA,2660,29260,357
"14641001011","37","376","14641","001","011",1,1,6840,NA,NA,NA,NA,3762,26334,357
"14641001011","37","376","14641","001","011",1,7,720,25,1,2021,NA,370,3145,357
"14641001012","37","376","14641","001","012",1,6,6120,25,1,2021,NA,2635,28985,357
"14641001012","37","376","14641","001","012",1,7,6120,25,1,2021,NA,3060,27540,357
"14641001013","37","376","14641","001","013",1,6,2880,25,1,2021,NA,1360,14960,357
"14641001015","37","376","14641","001","015",1,6,1800,28,6,2021,NA,775,8525,357
"14641001015","37","376","14641","001","015",1,7,1800,22,1,2021,NA,910,8190,357
"14647012003","37","376","14647","012","003",7,7,1440,25,6,2022,NA,760,6840,415
"14647012004","37","376","14647","012","004",7,7,1440,25,6,2021,NA,728,6188,415
"14647012007","37","376","14647","012","007",7,7,1440,20,6,2021,NA,820,7380,415
"14647012009","37","376","14647","012","009",7,7,1440,6,2,2022,NA,720,6264,415
"14647012010","37","376","14647","012","010",7,7,2880,20,6,2021,NA,1560,14040,415
"14647012013","37","376","14647","012","013",7,7,1872,2,2,2022,NA,832,7072,415
"14656015001","37","376","14656","015","001",6,7,1656,28,6,2021,NA,828,7452,416
"14656015004","37","376","14656","015","004",6,7,3600,27,6,2021,NA,1850,16650,416
"14656015007","37","376","14656","015","007",6,7,1800,12,2,2022,NA,1650,14850,416
"14656015010","37","376","14656","015","010",6,7,2160,2,2,2022,NA,960,8160,416
"14656015011","37","376","14656","015","011",6,7,2376,10,2,2022,NA,1152,9792,416
"14656015013","37","376","14656","015","013",6,7,3240,12,2,2022,NA,1490,13480,416
"14656015014","37","376","14656","015","014",6,7,3600,4,2,2022,NA,1650,14025,416
"14659005001","37","376","14659","005","001",10,7,3600,4,6,2022,NA,1800,15300,384
"14659005003","37","376","14659","005","003",10,7,2160,4,6,2022,NA,1080,9180,384
"14659005006","37","376","14659","005","006",10,7,4680,8,7,2021,NA,4550,38670,384
"14659005009","37","376","14659","005","009",10,6,3240,6,6,2022,NA,1350,12150,384
"14659005009","37","376","14659","005","009",10,7,3240,10,6,2022,NA,1665,14152,384
"14659005010","37","376","14659","005","010",10,6,1080,2,6,2022,NA,400,3600,384
"14659005010","37","376","14659","005","010",10,7,2520,8,6,2022,NA,1260,10710,384
"14659005011","37","376","14659","005","011",10,6,1224,3,6,2022,NA,510,4590,384
"14659005011","37","376","14659","005","011",10,7,7776,10,6,2022,NA,3996,33946,384
"14659005012","37","376","14659","005","012",10,7,6912,4,6,2022,NA,3456,29376,384
"14659005013","37","376","14659","005","013",10,7,3600,8,7,2021,NA,3520,29900,384
"14662011001","37","376","14662","011","001",9,7,1080,18,7,2021,NA,990,8415,421
"14662011002","37","376","14662","011","002",9,7,7200,18,7,2021,NA,6400,54400,421
"14662011003","37","376","14662","011","003",9,7,2520,18,7,2021,NA,2300,19640,421
"14662011004","37","376","14662","011","004",9,7,3060,18,7,2021,NA,2800,23800,421
"14662011005","37","376","14662","011","005",9,7,720,10,7,2021,NA,660,5610,421
"14662011007","37","376","14662","011","007",9,7,2880,9,6,2022,NA,1480,12580,421
"14662011008","37","376","14662","011","008",9,7,2520,17,7,2021,NA,2310,19640,421
"14662011009","37","376","14662","011","009",9,7,7200,10,6,2022,NA,3300,28050,421
"14662011010","37","376","14662","011","010",9,7,5760,10,6,2022,NA,2800,23800,421
"14662011012","37","376","14662","011","012",9,7,14400,12,6,2022,NA,7200,61200,421
"14662011013","37","376","14662","011","013",9,7,2160,5,6,2022,NA,1110,9435,421
"14662011014","37","376","14662","011","014",9,7,6336,8,6,2022,NA,3168,26928,421
"14662011015","37","376","14662","011","015",9,7,1080,13,6,2022,NA,540,4590,421
"14683003001","37","376","14683","003","001",3,7,1368,13,1,2021,1,1210,10890,365
"14683003003","37","376","14683","003","003",3,6,5004,28,6,2021,NA,2224,20016,365
"14683003003","37","376","14683","003","003",3,7,5004,28,6,2021,NA,2570,21845,365
"14683003004","37","376","14683","003","004",3,6,1404,29,6,2021,NA,585,5265,365
"14683003004","37","376","14683","003","004",3,7,1404,28,6,2021,NA,702,5967,365
"14683003005","37","376","14683","003","005",3,7,2808,29,6,2021,NA,1443,12260,365
"14683003006","37","376","14683","003","006",3,6,8604,28,6,2021,NA,4780,43020,365
"14683003006","37","376","14683","003","006",3,7,1404,27,6,2021,NA,1443,12200,365
"14683003007","37","376","14683","003","007",3,6,2880,27,6,2021,NA,1600,14400,365
"14683003007","37","376","14683","003","007",3,7,2880,28,6,2021,NA,1440,12240,365
"14683003008","37","376","14683","003","008",3,7,1368,12,1,2021,1,1330,11970,365
"14683003011","37","376","14683","003","011",3,6,4320,20,12,2020,1,1860,16200,365
"14683003011","37","376","14683","003","011",3,7,4320,20,12,2020,1,2040,18360,365
"14683003012","37","376","14683","003","012",3,7,2880,26,6,2021,NA,1440,12240,365
"14683003013","37","376","14683","003","013",3,6,3168,27,6,2021,NA,1760,16720,365
"14683003013","37","376","14683","003","013",3,7,3168,26,6,2021,NA,1584,13464,365
"14683003014","37","376","14683","003","014",3,6,4968,17,6,2021,1,1820,16380,365
"14683003014","37","376","14683","003","014",3,7,4968,10,1,2021,1,2380,20468,365
"14683003015","37","376","14683","003","015",3,7,2880,26,6,2021,NA,1440,12240,365
"14692003009","37","376","14692","003","009",1,7,3600,28,6,2021,NA,1800,15300,400
"14692003013","37","376","14692","003","013",1,7,1440,18,1,2021,1,1360,12240,400
"14692003016","37","376","14692","003","016",1,7,1800,18,1,2021,1,1750,14875,400
"14695003001","37","376","14695","003","001",8,7,2160,20,6,2021,NA,1140,10260,444
"14695003006","37","376","14695","003","006",8,6,3600,10,7,2021,NA,1700,15300,444
"14695003006","37","376","14695","003","006",8,7,3600,22,2,2022,NA,1650,14025,444
"14695003008","37","376","14695","003","008",8,7,3600,13,7,2021,NA,1680,14280,444
"14695003011","37","376","14695","003","011",8,7,2160,4,6,2022,NA,1050,8925,444
"14695003012","37","376","14695","003","012",8,7,2160,5,6,2022,NA,1110,9435,444
"14701003005","37","377","14701","003","005",4,7,1296,27,1,2021,NA,650,5720,443
"14701003009","37","377","14701","003","009",4,7,2880,27,1,2021,NA,1480,13320,443
"14701003013","37","377","14701","003","013",4,2,360,27,1,2021,NA,210,1638,443
"14701003013","37","377","14701","003","013",4,4,360,19,6,2021,NA,180,1332,443
"14701003013","37","377","14701","003","013",4,7,720,27,1,2021,NA,330,2970,443
"14710011011","37","377","14710","011","011",7,7,1440,9,1,2022,NA,680,5780,427
"14725019001","37","377","14725","019","001",5,7,1080,11,1,2021,NA,610,5490,497
