"IDHO","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B11_MA","M4B11_C3","M4B11_C3AD","M4B11_C3AM","M4B11_C3AY","M4B11_C3B","M4B11_C4","M4B11_C5","wt45"
"14725019002","37","377","14725","019","002",5,2,3960,10,1,2021,NA,2300,19550,497
"14725019003","37","377","14725","019","003",5,2,1800,10,4,2021,NA,950,7125,497
"14725019004","37","377","14725","019","004",5,7,720,11,1,2021,NA,400,3600,497
"14725019005","37","377","14725","019","005",5,2,1440,11,1,2021,NA,860,6450,497
"14725019005","37","377","14725","019","005",5,4,1440,25,6,2021,NA,760,6460,497
"14725019006","37","377","14725","019","006",5,1,3984,NA,NA,NA,NA,1044,8352,497
"14725019008","37","377","14725","019","008",5,2,2160,16,1,2021,NA,1350,10800,497
"14725019009","37","377","14725","019","009",5,1,2160,NA,NA,NA,NA,1200,8880,497
"14725019011","37","377","14725","019","011",5,2,1080,11,1,2021,NA,660,5150,497
"14725019011","37","377","14725","019","011",5,4,1080,25,6,2021,NA,600,4500,497
"14725019012","37","377","14725","019","012",5,7,6480,13,1,2021,NA,3500,31500,497
"14725019013","37","377","14725","019","013",5,2,1440,12,1,2021,NA,900,7020,497
"14725019013","37","377","14725","019","013",5,4,1440,26,6,2021,NA,800,6240,497
"14725019014","37","377","14725","019","014",5,2,3480,12,1,2021,NA,2230,17840,497
"14725019015","37","377","14725","019","015",5,2,5040,17,1,2021,NA,2800,22400,497
"14731006001","37","377","14731","006","001",4,7,3360,30,1,2021,NA,1460,12700,417
"14731006004","37","377","14731","006","004",4,7,4320,30,1,2021,NA,2220,19320,417
"14731006005","37","377","14731","006","005",4,2,720,2,2,2021,NA,470,3660,417
"14731006005","37","377","14731","006","005",4,7,1440,1,2,2021,NA,840,7560,417
"14731006007","37","377","14731","006","007",4,7,7200,1,2,2021,NA,3800,34200,417
"14731006008","37","377","14731","006","008",4,2,960,30,1,2021,NA,500,4000,417
"14731006008","37","377","14731","006","008",4,4,960,17,6,2021,NA,500,3750,417
"14731006010","37","377","14731","006","010",4,7,1440,31,1,2021,NA,680,6120,417
"14731006011","37","377","14731","006","011",4,7,5040,31,1,2021,NA,2730,24570,417
"14731006014","37","377","14731","006","014",4,2,2160,30,1,2021,NA,1260,10080,417
"14731006014","37","377","14731","006","014",4,7,5040,31,1,2021,NA,2520,22680,417
"14743001004","37","377","14743","001","004",11,7,4140,13,2,2022,NA,3300,26400,424
"14743001006","37","377","14743","001","006",11,7,360,11,2,2022,NA,200,1600,424
"14743001008","37","377","14743","001","008",11,7,3600,4,2,2022,NA,3400,28050,424
"14743001009","37","377","14743","001","009",11,7,1296,12,2,2022,NA,1200,10200,424
"14827004001","38","381","14827","004","001",10,2,5000,20,12,2021,NA,3500,24500,697
"14827004001","38","381","14827","004","001",10,4,5000,25,6,2022,NA,1500,9000,697
"14827004003","38","381","14827","004","003",10,2,5000,19,12,2021,NA,3500,24500,697
"14827004003","38","381","14827","004","003",10,4,5000,25,6,2022,NA,1500,9000,697
"14827004004","38","381","14827","004","004",10,2,1000,19,12,2021,NA,650,4550,697
"14827004004","38","381","14827","004","004",10,4,1000,24,6,2022,NA,300,2100,697
"14827004006","38","381","14827","004","006",10,2,1500,2,1,2022,NA,1000,7000,697
"14827004006","38","381","14827","004","006",10,4,1500,5,7,2022,NA,450,3200,697
"14827004007","38","381","14827","004","007",10,4,300,20,6,2022,NA,100,600,697
"14827004008","38","381","14827","004","008",10,2,2000,20,12,2021,2,1400,9800,697
"14827004008","38","381","14827","004","008",10,4,2000,25,6,2022,2,600,4000,697
"14827004009","38","381","14827","004","009",10,2,1400,20,12,2021,NA,650,4550,697
"14827004009","38","381","14827","004","009",10,4,1400,24,6,2022,NA,320,2240,697
"14827004010","38","381","14827","004","010",10,2,2000,20,12,2021,NA,1000,7000,697
"14827004010","38","381","14827","004","010",10,4,2000,25,6,2022,NA,200,1400,697
"14827004011","38","381","14827","004","011",10,2,2000,20,12,2021,NA,1000,7000,697
"14827004011","38","381","14827","004","011",10,4,2000,24,6,2022,NA,450,3150,697
"14827004012","38","381","14827","004","012",10,2,3000,20,12,2021,NA,1500,10500,697
"14827004012","38","381","14827","004","012",10,4,3000,24,6,2022,NA,920,6440,697
"14827004013","38","381","14827","004","013",10,2,2750,20,12,2021,NA,1400,9800,697
"14827004013","38","381","14827","004","013",10,4,2750,24,6,2022,NA,750,5250,697
"14827004014","38","381","14827","004","014",10,2,1500,20,12,2021,NA,700,4900,697
"14827004014","38","381","14827","004","014",10,4,1500,25,6,2022,NA,400,2800,697
"14827004015","38","381","14827","004","015",10,2,4000,20,12,2021,NA,2000,14000,697
"14827004015","38","381","14827","004","015",10,4,4000,24,6,2022,NA,1000,7000,697
"14851003002","38","384","14851","003","002",6,6,6200,10,2,2022,2,2740,32880,711
"14851003004","38","384","14851","003","004",6,2,4983,21,2,2022,2,2243,15701,711
"14851003004","38","384","14851","003","004",6,4,4983,21,6,2021,2,2240,15680,711
"14851003005","38","384","14851","003","005",6,6,4268,16,2,2022,2,1920,9600,711
"14851003006","38","384","14851","003","006",6,6,6700,15,2,2022,2,3000,36000,711
"14851003007","38","384","14851","003","007",6,6,3466,12,2,2022,2,1734,20808,711
"14851003008","38","384","14851","003","008",6,6,5600,8,2,2022,2,2520,25200,711
"14851003009","38","384","14851","003","009",6,4,2900,25,6,2021,2,1305,10440,711
"14851003009","38","384","14851","003","009",6,6,2900,17,2,2022,2,1300,10400,711
"14851003015","38","384","14851","003","015",6,6,3100,19,2,2022,2,1395,16740,711
"14887001001","38","385","14887","001","001",10,2,1000,5,2,2022,NA,543,4344,851
"14887001001","38","385","14887","001","001",10,4,1000,12,6,2022,NA,420,3360,851
"14887001002","38","385","14887","001","002",10,2,3500,6,2,2022,NA,1940,14550,851
"14887001002","38","385","14887","001","002",10,4,3500,13,6,2022,NA,1840,13800,851
"14887001003","38","385","14887","001","003",10,2,490,5,2,2022,NA,222,1776,851
"14887001003","38","385","14887","001","003",10,4,490,12,6,2022,NA,220,1760,851
"14887001004","38","385","14887","001","004",10,2,2180,5,2,2022,NA,1180,8850,851
"14887001004","38","385","14887","001","004",10,4,2180,12,6,2022,NA,1150,8625,851
"14887001005","38","385","14887","001","005",10,2,500,5,2,2022,NA,268,2010,851
"14887001005","38","385","14887","001","005",10,4,500,12,10,2022,NA,1800,16800,851
"14887001006","38","385","14887","001","006",10,2,1000,5,2,2022,NA,544,4352,851
"14887001006","38","385","14887","001","006",10,4,1000,11,6,2022,NA,422,3376,851
"14887001007","38","385","14887","001","007",10,2,250,5,2,2022,NA,136,1088,851
"14887001007","38","385","14887","001","007",10,4,250,12,6,2022,NA,108,864,851
"14887001008","38","385","14887","001","008",10,2,165,5,2,2022,NA,91,728,851
"14887001008","38","385","14887","001","008",10,4,165,12,6,2022,NA,71,568,851
"14887001009","38","385","14887","001","009",10,2,500,5,2,2022,NA,272,2176,851
"14887001009","38","385","14887","001","009",10,4,500,11,6,2022,NA,210,1680,851
"14887001010","38","385","14887","001","010",10,2,1200,6,2,2022,NA,654,5232,851
"14887001010","38","385","14887","001","010",10,4,1200,11,6,2022,NA,506,4050,851
"14887001012","38","385","14887","001","012",10,2,500,5,2,2022,NA,274,2192,851
"14887001012","38","385","14887","001","012",10,4,500,12,6,2022,NA,270,2160,851
"14887001013","38","385","14887","001","013",10,2,1500,5,2,2022,NA,840,6720,851
"14887001013","38","385","14887","001","013",10,4,1500,12,6,2022,NA,820,6560,851
"14887001014","38","385","14887","001","014",10,2,540,5,2,2022,NA,543,4344,851
"14887001014","38","385","14887","001","014",10,4,1000,12,6,2022,NA,540,4320,851
"14887001015","38","385","14887","001","015",10,2,500,5,2,2022,NA,273,2184,851
"14887001015","38","385","14887","001","015",10,4,500,12,6,2022,NA,270,2160,851
"14905001001","38","385","14869","001","001",1,2,1600,3,2,2021,NA,883,6623,729
"14905001001","38","385","14869","001","001",1,4,1600,10,6,2021,NA,856,6420,729
"14905001002","38","385","14869","001","002",1,2,1420,3,2,2021,NA,795,6360,729
"14905001002","38","385","14869","001","002",1,4,1420,10,6,2021,NA,782,5865,729
"14905001003","38","385","14869","001","003",1,2,1790,3,2,2021,NA,990,7920,729
"14905001003","38","385","14869","001","003",1,4,1790,10,6,2021,NA,971,7283,729
"14905001004","38","385","14869","001","004",1,2,2000,4,2,2021,NA,1108,8864,729
"14905001004","38","385","14869","001","004",1,4,2000,10,6,2021,NA,1096,8220,729
"14905001005","38","385","14869","001","005",1,2,1000,3,2,2021,NA,568,4544,729
"14905001005","38","385","14869","001","005",1,4,1000,10,6,2021,NA,550,4125,729
"14905001006","38","385","14869","001","006",1,2,744,15,1,2021,NA,403,3022,729
"14905001006","38","385","14869","001","006",1,4,744,4,6,2021,NA,383,2872,729
"14905001007","38","385","14869","001","007",1,2,460,4,2,2021,NA,355,2662,729
"14905001007","38","385","14869","001","007",1,4,460,6,5,2021,NA,349,2618,729
"14905001008","38","385","14869","001","008",1,2,1800,4,5,2021,NA,1013,7596,729
"14905001008","38","385","14869","001","008",1,4,1800,10,6,2021,NA,995,7463,729
"14905001009","38","385","14869","001","009",1,2,2000,4,2,2021,NA,1079,8632,729
"14905001009","38","385","14869","001","009",1,4,2000,4,5,2021,NA,988,7904,729
"14905001010","38","385","14869","001","010",1,2,1000,4,2,2021,NA,545,4360,729
"14905001010","38","385","14869","001","010",1,4,1000,10,6,2021,NA,541,4328,729
"14905001011","38","385","14869","001","011",1,2,1480,4,2,2021,NA,799,6392,729
"14905001011","38","385","14869","001","011",1,4,1480,9,6,2021,NA,770,5775,729
"14905001012","38","385","14869","001","012",1,2,1500,4,2,2021,NA,798,6384,729
"14905001012","38","385","14869","001","012",1,4,1500,10,6,2021,NA,780,5850,729
"14905001013","38","385","14869","001","013",1,2,1200,4,2,2021,NA,660,5280,729
"14905001013","38","385","14869","001","013",1,4,1200,9,6,2021,NA,636,4770,729
"14905001014","38","385","14869","001","014",1,2,1660,4,2,2021,NA,910,7280,729
"14905001014","38","385","14869","001","014",1,4,1660,9,6,2021,NA,896,6720,729
"14905001015","38","385","14869","001","015",1,2,1900,5,2,2021,NA,1030,8240,729
"14905001015","38","385","14869","001","015",1,4,1900,9,6,2021,NA,1022,7665,729
"14950009001","38","386","14950","009","001",10,2,764,7,1,2022,NA,428,3210,841
"14950009001","38","386","14950","009","001",10,4,764,6,5,2022,NA,422,3165,841
"14950009003","38","386","14950","009","003",10,2,1000,6,1,2022,NA,604,4530,841
"14950009003","38","386","14950","009","003",10,4,1000,7,5,2022,NA,594,4455,841
"14950009004","38","386","14950","009","004",10,2,2000,6,1,2022,NA,1152,8640,841
"14950009004","38","386","14950","009","004",10,4,2000,5,5,2022,NA,1128,8460,841
"14950009005","38","386","14950","009","005",10,2,500,7,1,2022,NA,302,2265,841
"14950009005","38","386","14950","009","005",10,4,500,6,5,2022,NA,298,2235,841
"14950009007","38","386","14950","009","007",10,2,2000,3,1,2022,NA,1140,8550,841
"14950009007","38","386","14950","009","007",10,4,1120,6,5,2022,NA,1150,8400,841
"14950009008","38","386","14950","009","008",10,2,400,6,1,2022,NA,242,1815,841
"14950009008","38","386","14950","009","008",10,4,400,7,5,2022,NA,238,1785,841
"14950009010","38","386","14950","009","010",10,2,500,6,1,2022,NA,302,2265,841
"14950009010","38","386","14950","009","010",10,4,500,7,5,2022,NA,284,2130,841
"14950009011","38","386","14950","009","011",10,2,1000,7,1,2022,NA,512,3840,841
"14950009011","38","386","14950","009","011",10,3,500,6,5,2022,NA,254,1905,841
"14950009013","38","386","14950","009","013",10,2,1000,7,1,2022,NA,576,4320,841
"14950009013","38","386","14950","009","013",10,4,1000,6,5,2022,NA,572,4290,841
"14950009014","38","386","14950","009","014",10,2,1833,7,1,2022,NA,1104,8280,841
"14950009014","38","386","14950","009","014",10,4,1833,7,5,2022,NA,1050,7875,841
"14950009015","38","386","14950","009","015",10,2,1500,6,1,2022,NA,914,6855,841
"14950009015","38","386","14950","009","015",10,4,500,7,5,2022,NA,858,6435,841
"15016007001","38","387","15016","007","001",3,2,2500,20,12,2020,2,1275,8925,730
"15016007001","38","387","15016","007","001",3,4,2500,9,7,2021,2,1420,9940,730
"15016007002","38","387","15016","007","002",3,2,2100,20,12,2020,2,1071,7497,730
"15016007002","38","387","15016","007","002",3,4,1100,20,5,2021,2,530,3710,730
"15016007002","38","387","15016","007","002",3,6,1000,20,5,2021,2,475,3800,730
"15016007003","38","387","15016","007","003",3,2,2000,16,12,2020,NA,1020,7140,730
"15016007003","38","387","15016","007","003",3,4,2000,6,7,2021,NA,945,6615,730
"15016007004","38","387","15016","007","004",3,2,1750,18,12,2020,NA,890,6230,730
"15016007004","38","387","15016","007","004",3,4,1750,8,7,2021,NA,820,5740,730
"15016007005","38","387","15016","007","005",3,2,2500,17,12,2020,NA,1275,8925,730
"15016007005","38","387","15016","007","005",3,4,2500,4,7,2021,NA,1170,8190,730
"15016007006","38","387","15016","007","006",3,2,1510,19,12,2020,NA,770,5390,730
"15016007006","38","387","15016","007","006",3,4,1510,8,7,2021,NA,710,4970,730
"15016007007","38","387","15016","007","007",3,2,1600,16,12,2021,NA,822,5754,730
"15016007007","38","387","15016","007","007",3,4,1600,5,7,2021,NA,752,5264,730
"15016007008","38","387","15016","007","008",3,2,3000,17,12,2020,NA,1530,10710,730
"15016007008","38","387","15016","007","008",3,4,3000,4,7,2021,NA,1410,9870,730
"15016007009","38","387","15016","007","009",3,2,1790,19,12,2020,NA,920,6640,730
"15016007009","38","387","15016","007","009",3,4,1790,3,7,2021,NA,850,5950,730
"15016007010","38","387","15016","007","010",3,2,2700,18,12,2020,NA,1378,9646,730
"15016007010","38","387","15016","007","010",3,4,2700,6,7,2021,NA,1269,8883,730
"15016007011","38","387","15016","007","011",3,2,1800,22,12,2020,NA,918,6424,730
"15016007011","38","387","15016","007","011",3,4,1800,15,7,2021,NA,867,6069,730
"15016007012","38","387","15016","007","012",3,7,3420,18,12,2020,2,1680,13440,730
"15016007013","38","387","15016","007","013",3,2,800,16,12,2020,NA,405,2840,730
"15016007013","38","387","15016","007","013",3,4,800,5,7,2021,NA,400,2800,730
"15016007014","38","387","15016","007","014",3,2,1800,17,12,2020,NA,920,6440,730
"15016007014","38","387","15016","007","014",3,4,1800,5,7,2021,NA,860,6020,730
"15016007015","38","387","15016","007","015",3,6,800,19,2,2020,2,390,2925,730
"15055010001","38","388","15055","010","001",6,2,1500,5,1,2022,NA,630,5040,728
"15055010001","38","388","15055","010","001",6,4,1500,1,6,2022,NA,610,4880,728
"15055010002","38","388","15055","010","002",6,2,500,5,1,2022,NA,240,1920,728
"15055010002","38","388","15055","010","002",6,4,220,11,6,2022,NA,220,1760,728
"15055010003","38","388","15055","010","003",6,2,1500,6,1,2022,NA,750,6000,728
"15055010003","38","388","15055","010","003",6,4,1500,15,6,2022,NA,780,6240,728
"15055010004","38","388","15055","010","004",6,2,1000,4,1,2022,NA,490,3920,728
"15055010004","38","388","15055","010","004",6,4,1000,6,6,2022,NA,450,3600,728
"15055010005","38","388","15055","010","005",6,2,750,2,6,2022,1,362,2892,728
"15055010005","38","388","15055","010","005",6,4,377,1,6,2022,NA,377,3012,728
"15055010006","38","388","15055","010","006",6,2,1350,10,2,2022,NA,675,5400,728
"15055010006","38","388","15055","010","006",6,4,1350,1,6,2022,NA,662,5292,728
"15055010007","38","388","15055","010","007",6,2,500,5,2,2022,NA,250,2000,728
"15055010007","38","388","15055","010","007",6,4,500,25,5,2022,NA,241,1807,728
"15055010008","38","388","15055","010","008",6,2,1000,19,2,2021,NA,500,3000,728
"15055010008","38","388","15055","010","008",6,3,1000,10,6,2021,NA,480,2880,728
"15055010009","38","388","15055","010","009",6,2,900,9,2,2021,NA,450,2700,728
"15055010009","38","388","15055","010","009",6,3,900,15,6,2021,NA,430,2592,728
"15055010010","38","388","15055","010","010",6,2,1200,13,2,2021,NA,600,1500,728
"15055010010","38","388","15055","010","010",6,3,1200,8,6,2021,NA,570,1440,728
"15055010011","38","388","15055","010","011",6,2,1500,12,2,2021,NA,750,4500,728
"15055010011","38","388","15055","010","011",6,3,1450,5,6,2021,NA,696,4176,728
"15055010012","38","388","15055","010","012",6,2,530,15,12,2021,1,270,1620,728
"15055010012","38","388","15055","010","012",6,4,530,15,5,2021,1,260,1560,728
"15055010013","38","388","15055","010","013",6,2,500,15,12,2021,1,250,1500,728
"15055010013","38","388","15055","010","013",6,4,500,10,5,2021,1,240,1440,728
"15055010014","38","388","15055","010","014",6,2,1080,15,12,2021,1,560,3360,728
"15055010014","38","388","15055","010","014",6,4,1080,15,5,2021,1,535,3210,728
"15055010015","38","388","15055","010","015",6,2,1300,15,12,2021,1,653,3918,728
"15055010015","38","388","15055","010","015",6,4,1300,15,5,2021,1,627,3762,728
"15085009001","38","389","15085","009","001",8,2,1500,15,1,2022,NA,783,6264,856
"15085009001","38","389","15085","009","001",8,4,1500,20,5,2022,NA,798,6384,856
"15085009002","38","389","15085","009","002",8,2,1250,2,1,2022,2,700,5600,856
"15085009002","38","389","15085","009","002",8,4,1250,10,5,2022,2,732,5856,856
"15085009003","38","389","15085","009","003",8,2,2000,2,1,2022,2,1072,8576,856
"15085009003","38","389","15085","009","003",8,4,2000,10,5,2022,2,1040,8320,856
"15085009004","38","389","15085","009","004",8,2,1500,2,1,2022,2,840,6720,856
"15085009004","38","389","15085","009","004",8,4,1500,12,5,2022,2,900,7200,856
"15085009005","38","389","15085","009","005",8,2,3000,5,1,2022,2,1680,13440,856
"15085009005","38","389","15085","009","005",8,4,3000,12,5,2022,2,1740,13920,856
"15085009006","38","389","15085","009","006",8,2,2500,2,1,2022,NA,1480,11840,856
"15085009006","38","389","15085","009","006",8,4,2500,10,5,2022,NA,1450,11600,856
"15085009007","38","389","15085","009","007",8,2,1900,3,1,2022,NA,1140,9120,856
"15085009007","38","389","15085","009","007",8,4,1900,11,5,2022,NA,1102,8816,856
"15085009008","38","389","15085","009","008",8,1,3500,NA,NA,NA,NA,2100,16800,856
"15085009008","38","389","15085","009","008",8,6,600,25,1,2022,NA,150,1650,856
"15085009009","38","389","15085","009","009",8,2,750,25,1,2022,NA,450,3600,856
"15085009009","38","389","15085","009","009",8,4,750,25,5,2022,NA,420,3360,856
"15085009010","38","389","15085","009","010",8,1,5500,NA,NA,NA,NA,3300,26400,856
"15085009010","38","389","15085","009","010",8,6,500,25,1,2022,NA,250,2750,856
"15085009011","38","389","15085","009","011",8,1,2000,NA,NA,NA,NA,2000,9600,856
"15085009013","38","389","15085","009","013",8,2,500,4,1,2022,2,280,2240,856
"15085009013","38","389","15085","009","013",8,4,500,10,5,2022,2,290,2320,856
"15085009014","38","389","15085","009","014",8,2,5500,25,1,2022,NA,3300,26400,856
